"Year","Quarter","Predator","Predator.age","Prey","Prey.age","Prey.no","eatenW","Part.M2","tot.M2.prey"
1974,1,"Cod",8,"Sprat",5,3,883.281976752,0.0109644,0.055045
1974,1,"Cod",10,"Sprat",5,3,136.8183191088,0.00169836,0.055045
1974,1,"Cod",6,"Sprat",5,3,907.369141672,0.0112634,0.055045
1974,1,"Cod",4,"Sprat",5,3,760.4688537012,0.00943989,0.055045
1974,1,"Cod",5,"Sprat",5,3,805.5754937748,0.00999981,0.055045
1974,1,"Cod",6,"Sprat",6,3,576.23348808,0.0105849,0.0520056
1974,1,"Cod",10,"Sprat",6,3,91.733318352,0.00168506,0.0520056
1974,1,"Cod",11,"Sprat",6,3,36.4629950856,0.000669793,0.0520056
1974,1,"Cod",4,"Sprat",6,3,469.522857024,0.00862472,0.0520056
1974,1,"Cod",5,"Sprat",6,3,505.058589216,0.00927748,0.0520056
1974,1,"Cod",9,"Sprat",6,3,253.306686384,0.00465302,0.0520056
1974,1,"Cod",8,"Sprat",6,3,574.76362968,0.0105579,0.0520056
1974,1,"Cod",7,"Sprat",6,3,324.063492192,0.00595276,0.0520056
1974,1,"Cod",8,"Sprat",7,3,332.851334424,0.0109644,0.055045
1974,1,"Cod",7,"Sprat",7,3,190.028592362,0.0062597,0.055045
1974,1,"Cod",11,"Sprat",7,3,20.19927709226,0.000665381,0.055045
1974,1,"Cod",9,"Sprat",7,3,144.3211862876,0.00475406,0.055045
1974,1,"Cod",5,"Sprat",7,3,303.5688320826,0.00999981,0.055045
1974,1,"Cod",4,"Sprat",7,3,286.5710830794,0.00943989,0.055045
1974,1,"Cod",6,"Sprat",7,3,341.928214964,0.0112634,0.055045
1974,1,"Cod",10,"Sprat",7,3,51.5578957656,0.00169836,0.055045
1974,2,"Cod",4,"Herring",1,2,1370.3735064,0.0052716,0.0388045
1974,2,"Cod",8,"Herring",1,2,2208.35862126,0.00849519,0.0388045
1974,2,"Cod",10,"Herring",1,2,450.25852478,0.00173207,0.0388045
1974,2,"Cod",7,"Herring",1,2,1183.59135832,0.00455308,0.0388045
1974,2,"Cod",6,"Herring",1,2,1965.31202942,0.00756023,0.0388045
1974,2,"Cod",9,"Herring",1,2,1130.38657314,0.00434841,0.0388045
1974,2,"Cod",11,"Herring",1,2,201.486186136,0.000775084,0.0388045
1974,2,"Cod",5,"Herring",1,2,1577.61143474,0.00606881,0.0388045
1974,2,"Cod",8,"Herring",2,2,2386.37969311,0.00551467,0.0227234
1974,2,"Cod",7,"Herring",2,2,1154.96004967,0.00266899,0.0227234
1974,2,"Cod",9,"Herring",2,2,1393.20120282,0.00321954,0.0227234
1974,2,"Cod",4,"Herring",2,2,960.64129602,0.00221994,0.0227234
1974,2,"Cod",6,"Herring",2,2,1744.29912237,0.00403089,0.0227234
1974,2,"Cod",10,"Herring",2,2,619.85973119,0.00143243,0.0227234
1974,2,"Cod",11,"Herring",2,2,311.978423617,0.000720949,0.0227234
1974,2,"Cod",5,"Herring",2,2,1261.82346402,0.00291594,0.0227234
1974,2,"Cod",7,"Herring",3,2,656.822303704,0.00192176,0.0152835
1974,2,"Cod",9,"Herring",3,2,896.0318627225,0.00262165,0.0152835
1974,2,"Cod",6,"Herring",3,2,943.6488822005,0.00276097,0.0152835
1974,2,"Cod",10,"Herring",3,2,422.5822498765,0.00123641,0.0152835
1974,2,"Cod",11,"Herring",3,2,226.2738071293,0.000662042,0.0152835
1974,2,"Cod",8,"Herring",3,2,1432.051442234,0.00418996,0.0152835
1974,2,"Cod",5,"Herring",3,2,646.2236547375,0.00189075,0.0152835
1974,2,"Cod",7,"Herring",4,2,660.0850444746,0.00162791,0.0131999
1974,2,"Cod",11,"Herring",4,2,254.99465081226,0.000628871,0.0131999
1974,2,"Cod",9,"Herring",4,2,954.1918963944,0.00235324,0.0131999
1974,2,"Cod",5,"Herring",4,2,618.1705706724,0.00152454,0.0131999
1974,2,"Cod",6,"Herring",4,2,926.2867586652,0.00228442,0.0131999
1974,2,"Cod",8,"Herring",4,2,1476.048788415,0.00364025,0.0131999
1974,2,"Cod",10,"Herring",4,2,462.5351592426,0.00114071,0.0131999
1974,2,"Cod",7,"Herring",5,2,282.441668634,0.0014589,0.0119892
1974,2,"Cod",9,"Herring",5,2,423.6586309698,0.00218833,0.0119892
1974,2,"Cod",6,"Herring",5,2,390.4467122268,0.00201678,0.0119892
1974,2,"Cod",5,"Herring",5,2,256.3135394964,0.00132394,0.0119892
1974,2,"Cod",10,"Herring",5,2,208.9921212606,0.00107951,0.0119892
1974,2,"Cod",11,"Herring",5,2,117.37930367706,0.000606301,0.0119892
1974,2,"Cod",8,"Herring",5,2,641.8641314958,0.00331543,0.0119892
1974,2,"Cod",7,"Herring",6,2,132.1700239062,0.00174453,0.0140298
1974,2,"Cod",5,"Herring",6,2,126.3173676912,0.00166728,0.0140298
1974,2,"Cod",9,"Herring",6,2,186.5569208706,0.00246239,0.0140298
1974,2,"Cod",11,"Herring",6,2,48.70637324028,0.000642882,0.0140298
1974,2,"Cod",6,"Herring",6,2,187.2781802514,0.00247191,0.0140298
1974,2,"Cod",8,"Herring",6,2,292.4903771748,0.00386062,0.0140298
1974,2,"Cod",10,"Herring",6,2,89.4157073334,0.00118021,0.0140298
1974,2,"Cod",5,"Herring",7,2,75.1189147632,0.0013992,0.01245
1974,2,"Cod",7,"Herring",7,2,81.76859228076,0.00152306,0.01245
1974,2,"Cod",10,"Herring",7,2,59.23452846318,0.00110333,0.01245
1974,2,"Cod",9,"Herring",7,2,120.89893262832,0.00225192,0.01245
1974,2,"Cod",11,"Herring",7,2,33.028646508522,0.000615207,0.01245
1974,2,"Cod",6,"Herring",7,2,113.6984260188,0.0021178,0.01245
1974,2,"Cod",8,"Herring",7,2,184.65820532838,0.00343953,0.01245
1974,2,"Cod",6,"Herring",8,2,351.54461778078,0.00135822,0.0079954
1974,2,"Cod",9,"Herring",8,2,446.45664332908,0.00172492,0.0079954
1974,2,"Cod",11,"Herring",8,2,137.990230850064,0.000533136,0.0079954
1974,2,"Cod",10,"Herring",8,2,232.230599168209,0.000897241,0.0079954
1974,2,"Cod",8,"Herring",8,2,635.08232333681,0.00245369,0.0079954
1974,2,"Cod",7,"Herring",8,2,266.12379478731,0.00102819,0.0079954
1974,2,"Cod",5,"Sprat",1,3,11368.3414926702,0.0338434,0.191036
1974,2,"Cod",10,"Sprat",1,3,831.884839880527,0.00247651,0.191036
1974,2,"Cod",2,"Sprat",1,3,3163.55474361792,0.00941786,0.191036
1974,2,"Cod",8,"Sprat",1,3,7486.05996062743,0.0222859,0.191036
1974,2,"Cod",11,"Sprat",1,3,277.269305485568,0.000825427,0.191036
1974,2,"Cod",3,"Sprat",1,3,8452.43986454556,0.0251628,0.191036
1974,2,"Cod",9,"Sprat",1,3,2755.82028813671,0.00820404,0.191036
1974,2,"Cod",7,"Sprat",1,3,5181.21248218388,0.0154244,0.191036
1974,2,"Cod",6,"Sprat",1,3,10910.9998265766,0.0324819,0.191036
1974,2,"Cod",4,"Sprat",1,3,13743.394191983,0.0409139,0.191036
1974,2,"Cod",9,"Sprat",2,3,4476.95781408,0.00797128,0.110309
1974,2,"Cod",10,"Sprat",2,3,1554.9173478,0.00276855,0.110309
1974,2,"Cod",3,"Sprat",2,3,5484.24636372,0.00976477,0.110309
1974,2,"Cod",4,"Sprat",2,3,10917.7545312,0.0194392,0.110309
1974,2,"Cod",11,"Sprat",2,3,601.5402378,0.00107105,0.110309
1974,2,"Cod",7,"Sprat",2,3,6260.1071832,0.0111462,0.110309
1974,2,"Cod",5,"Sprat",2,3,10674.6223068,0.0190063,0.110309
1974,2,"Cod",8,"Sprat",2,3,10293.7207716,0.0183281,0.110309
1974,2,"Cod",6,"Sprat",2,3,11689.891704,0.020814,0.110309
1974,2,"Cod",8,"Sprat",3,3,4270.72241297,0.0162559,0.0826232
1974,2,"Cod",11,"Sprat",3,3,295.410965252,0.00112444,0.0826232
1974,2,"Cod",9,"Sprat",3,3,1975.557546144,0.00751968,0.0826232
1974,2,"Cod",7,"Sprat",3,3,2475.922938775,0.00942425,0.0826232
1974,2,"Cod",10,"Sprat",3,3,722.667109359,0.00275073,0.0826232
1974,2,"Cod",6,"Sprat",3,3,4422.44223122,0.0168334,0.0826232
1974,2,"Cod",4,"Sprat",3,3,3697.83888799,0.0140753,0.0826232
1974,2,"Cod",5,"Sprat",3,3,3846.06455285,0.0146395,0.0826232
1974,2,"Cod",4,"Sprat",4,3,1763.2937808,0.0116752,0.0736946
1974,2,"Cod",7,"Sprat",4,3,1284.82786764,0.00850716,0.0736946
1974,2,"Cod",8,"Sprat",4,3,2274.7685922,0.0150618,0.0736946
1974,2,"Cod",6,"Sprat",4,3,2239.9715106,0.0148314,0.0736946
1974,2,"Cod",5,"Sprat",4,3,1896.8789313,0.0125597,0.0736946
1974,2,"Cod",9,"Sprat",4,3,1088.25909327,0.00720563,0.0736946
1974,2,"Cod",10,"Sprat",4,3,409.51362321,0.00271149,0.0736946
1974,2,"Cod",11,"Sprat",4,3,172.50834438,0.00114222,0.0736946
1974,2,"Cod",9,"Sprat",5,3,507.893153928,0.00720563,0.0736946
1974,2,"Cod",4,"Sprat",5,3,822.93347712,0.0116752,0.0736946
1974,2,"Cod",6,"Sprat",5,3,1045.40012784,0.0148314,0.0736946
1974,2,"Cod",8,"Sprat",5,3,1061.64001008,0.0150618,0.0736946
1974,2,"Cod",7,"Sprat",5,3,599.632276896,0.00850716,0.0736946
1974,2,"Cod",11,"Sprat",5,3,80.510062032,0.00114222,0.0736946
1974,2,"Cod",10,"Sprat",5,3,191.120999544,0.00271149,0.0736946
1974,2,"Cod",5,"Sprat",5,3,885.27799032,0.0125597,0.0736946
1974,2,"Cod",7,"Sprat",6,3,391.4520757742,0.00772982,0.0664021
1974,2,"Cod",11,"Sprat",6,3,58.2760628575,0.00115075,0.0664021
1974,2,"Cod",6,"Sprat",6,3,668.137656054,0.0131934,0.0664021
1974,2,"Cod",4,"Sprat",6,3,498.9200736114,0.00985194,0.0664021
1974,2,"Cod",10,"Sprat",6,3,134.7507665566,0.00266086,0.0664021
1974,2,"Cod",9,"Sprat",6,3,349.3413850868,0.00689828,0.0664021
1974,2,"Cod",5,"Sprat",6,3,552.785741236,0.0109156,0.0664021
1974,2,"Cod",8,"Sprat",6,3,709.056238534,0.0140014,0.0664021
1974,2,"Cod",4,"Sprat",7,3,303.837701952,0.0107043,0.0698734
1974,2,"Cod",9,"Sprat",7,3,200.1295943232,0.00705063,0.0698734
1974,2,"Cod",5,"Sprat",7,3,331.867533952,0.0116918,0.0698734
1974,2,"Cod",10,"Sprat",7,3,76.2760561472,0.00268723,0.0698734
1974,2,"Cod",11,"Sprat",7,3,32.569955168,0.00114745,0.0698734
1974,2,"Cod",7,"Sprat",7,3,229.9998863808,0.00810297,0.0698734
1974,2,"Cod",6,"Sprat",7,3,396.621413184,0.0139731,0.0698734
1974,2,"Cod",8,"Sprat",7,3,412.03143424,0.014516,0.0698734
1974,3,"Cod",3,"Herring",0,2,1266.36883262702,0.0070423,0.193237
1974,3,"Cod",11,"Herring",0,2,371.26295270604,0.0020646,0.193237
1974,3,"Cod",7,"Herring",0,2,4877.703958225,0.027125,0.193237
1974,3,"Cod",6,"Herring",0,2,8142.23208460334,0.0452791,0.193237
1974,3,"Cod",4,"Herring",0,2,4366.61049499672,0.0242828,0.193237
1974,3,"Cod",8,"Herring",0,2,7698.62626360628,0.0428122,0.193237
1974,3,"Cod",5,"Herring",0,2,3782.95837565254,0.0210371,0.193237
1974,3,"Cod",10,"Herring",0,2,1040.62419786068,0.00578693,0.193237
1974,3,"Cod",9,"Herring",0,2,3202.16544498802,0.0178073,0.193237
1974,3,"Cod",11,"Herring",1,2,856.81624581,0.00205473,0.0687528
1974,3,"Cod",9,"Herring",1,2,4476.2125968,0.0107344,0.0687528
1974,3,"Cod",4,"Herring",1,2,1761.2285292,0.0042236,0.0687528
1974,3,"Cod",7,"Herring",1,2,4079.85277833,0.00978389,0.0687528
1974,3,"Cod",6,"Herring",1,2,5549.4377757,0.0133081,0.0687528
1974,3,"Cod",5,"Herring",1,2,2041.29622431,0.00489523,0.0687528
1974,3,"Cod",8,"Herring",1,2,8050.6691811,0.0193063,0.0687528
1974,3,"Cod",10,"Herring",1,2,1854.23137011,0.00444663,0.0687528
1974,3,"Cod",9,"Herring",2,2,4527.462144735,0.00902893,0.0506444
1974,3,"Cod",6,"Herring",2,2,4847.049595665,0.00966627,0.0506444
1974,3,"Cod",11,"Herring",2,2,960.081138675,0.00191465,0.0506444
1974,3,"Cod",7,"Herring",2,2,3715.651651815,0.00740997,0.0506444
1974,3,"Cod",10,"Herring",2,2,1970.782594875,0.00393025,0.0506444
1974,3,"Cod",8,"Herring",2,2,7674.18053985,0.0153043,0.0506444
1974,3,"Cod",5,"Herring",2,2,1699.86987621,0.00338998,0.0506444
1974,3,"Cod",9,"Herring",3,2,2661.2170178797,0.00846931,0.0464606
1974,3,"Cod",10,"Herring",3,2,1178.0411077057,0.00374911,0.0464606
1974,3,"Cod",6,"Herring",3,2,2710.8950212267,0.00862741,0.0464606
1974,3,"Cod",8,"Herring",3,2,4421.153766561,0.0140703,0.0464606
1974,3,"Cod",7,"Herring",3,2,2107.7738955826,0.00670798,0.0464606
1974,3,"Cod",5,"Herring",3,2,935.4704244431,0.00297713,0.0464606
1974,3,"Cod",11,"Herring",3,2,584.2554246893,0.00185939,0.0464606
1974,3,"Cod",7,"Herring",4,2,2140.4320420756,0.00624787,0.0436937
1974,3,"Cod",6,"Herring",4,2,2725.8085352316,0.00795657,0.0436937
1974,3,"Cod",9,"Herring",4,2,2770.3172927612,0.00808649,0.0436937
1974,3,"Cod",10,"Herring",4,2,1240.794669478,0.00362185,0.0436937
1974,3,"Cod",8,"Herring",4,2,4538.337928124,0.0132473,0.0436937
1974,3,"Cod",5,"Herring",4,2,930.0658504592,0.00271484,0.0436937
1974,3,"Cod",11,"Herring",4,2,623.1157536968,0.00181886,0.0436937
1974,3,"Cod",11,"Herring",5,2,300.66848721,0.00167869,0.0355888
1974,3,"Cod",5,"Herring",5,2,357.77201859,0.00199751,0.0355888
1974,3,"Cod",10,"Herring",5,2,575.04377322,0.00321058,0.0355888
1974,3,"Cod",8,"Herring",5,2,1935.5234976,0.0108064,0.0355888
1974,3,"Cod",6,"Herring",5,2,1087.44059151,0.00607139,0.0355888
1974,3,"Cod",9,"Herring",5,2,1236.20852691,0.00690199,0.0355888
1974,3,"Cod",7,"Herring",5,2,881.61748416,0.00492224,0.0355888
1974,3,"Cod",6,"Herring",6,2,475.924214952,0.00543105,0.0309413
1974,3,"Cod",10,"Herring",6,2,267.1399103376,0.00304849,0.0309413
1974,3,"Cod",9,"Herring",6,2,565.7022721344,0.00645556,0.0309413
1974,3,"Cod",7,"Herring",6,2,390.7791685584,0.00445941,0.0309413
1974,3,"Cod",8,"Herring",6,2,869.90539248,0.009927,0.0309413
1974,3,"Cod",11,"Herring",6,2,141.9382049376,0.00161974,0.0309413
1974,3,"Cod",11,"Herring",7,2,90.06590833736,0.00161974,0.0309413
1974,3,"Cod",7,"Herring",7,2,247.96622439324,0.00445941,0.0309413
1974,3,"Cod",9,"Herring",7,2,358.96247251184,0.00645556,0.0309413
1974,3,"Cod",6,"Herring",7,2,301.9944259422,0.00543105,0.0309413
1974,3,"Cod",8,"Herring",7,2,551.992463028,0.009927,0.0309413
1974,3,"Cod",10,"Herring",7,2,169.51178640236,0.00304849,0.0309413
1974,3,"Cod",8,"Herring",8,2,1874.24466432528,0.0069647,0.0220353
1974,3,"Cod",10,"Herring",8,2,655.397635243104,0.00243546,0.0220353
1974,3,"Cod",6,"Herring",8,2,923.804261256864,0.00343286,0.0220353
1974,3,"Cod",9,"Herring",8,2,1308.16610191176,0.00486115,0.0220353
1974,3,"Cod",11,"Herring",8,2,370.890379156752,0.00137823,0.0220353
1974,3,"Cod",7,"Herring",8,2,797.345827633056,0.00296294,0.0220353
1974,3,"Cod",9,"Sprat",0,3,542.643997896,0.0068292,0.195989
1974,3,"Cod",3,"Sprat",0,3,1641.575169234,0.0206593,0.195989
1974,3,"Cod",6,"Sprat",0,3,3476.697496272,0.0437544,0.195989
1974,3,"Cod",7,"Sprat",0,3,1600.423156332,0.0201414,0.195989
1974,3,"Cod",4,"Sprat",0,3,3661.774284168,0.0460836,0.195989
1974,3,"Cod",10,"Sprat",0,3,129.049979058,0.0016241,0.195989
1974,3,"Cod",8,"Sprat",0,3,1895.18567238,0.023851,0.195989
1974,3,"Cod",5,"Sprat",0,3,2181.493710396,0.0274542,0.195989
1974,3,"Cod",2,"Sprat",0,3,444.285204363,0.00559135,0.195989
1974,3,"Cod",7,"Sprat",1,3,5175.78242875832,0.0166856,0.127426
1974,3,"Cod",10,"Sprat",1,3,764.890165419848,0.00246584,0.127426
1974,3,"Cod",9,"Sprat",1,3,2648.02243074625,0.00853665,0.127426
1974,3,"Cod",11,"Sprat",1,3,240.6846156692,0.000775915,0.127426
1974,3,"Cod",3,"Sprat",1,3,2256.75231267062,0.00727528,0.127426
1974,3,"Cod",5,"Sprat",1,3,4966.02886410818,0.0160094,0.127426
1974,3,"Cod",8,"Sprat",1,3,7329.71144712218,0.0236294,0.127426
1974,3,"Cod",4,"Sprat",1,3,6602.21213453127,0.0212841,0.127426
1974,3,"Cod",6,"Sprat",1,3,9542.79456897433,0.0307639,0.127426
1974,3,"Cod",7,"Sprat",2,3,6175.45554054,0.0119289,0.0845278
1974,3,"Cod",8,"Sprat",2,3,9876.87726168,0.0190788,0.0845278
1974,3,"Cod",11,"Sprat",2,3,499.199351651,0.000964285,0.0845278
1974,3,"Cod",4,"Sprat",2,3,5294.4013122,0.010227,0.0845278
1974,3,"Cod",5,"Sprat",2,3,4666.584816322,0.00901427,0.0845278
1974,3,"Cod",3,"Sprat",2,3,1504.9207602,0.002907,0.0845278
1974,3,"Cod",9,"Sprat",2,3,4179.496789468,0.00807338,0.0845278
1974,3,"Cod",10,"Sprat",2,3,1377.926569734,0.00266169,0.0845278
1974,3,"Cod",6,"Sprat",2,3,10184.17721464,0.0196724,0.0845278
1974,3,"Cod",10,"Sprat",3,3,668.055873615,0.00260507,0.0655428
1974,3,"Cod",9,"Sprat",3,3,1906.08016404,0.00743272,0.0655428
1974,3,"Cod",7,"Sprat",3,3,2474.379127155,0.00964879,0.0655428
1974,3,"Cod",11,"Sprat",3,3,258.33193152,0.00100736,0.0655428
1974,3,"Cod",8,"Sprat",3,3,4186.6103292,0.0163256,0.0655428
1974,3,"Cod",5,"Sprat",3,3,1674.215869365,0.00652857,0.0655428
1974,3,"Cod",4,"Sprat",3,3,1765.08697794,0.00688292,0.0655428
1974,3,"Cod",6,"Sprat",3,3,3875.31235065,0.0151117,0.0655428
1974,3,"Cod",4,"Sprat",4,3,864.386999008,0.00630991,0.0624178
1974,3,"Cod",6,"Sprat",4,3,1950.73421088,0.0142401,0.0624178
1974,3,"Cod",7,"Sprat",4,3,1258.992826624,0.00919048,0.0624178
1974,3,"Cod",9,"Sprat",4,3,996.316802624,0.00727298,0.0624178
1974,3,"Cod",5,"Sprat",4,3,832.498746144,0.00607713,0.0624178
1974,3,"Cod",8,"Sprat",4,3,2155.29958592,0.0157334,0.0624178
1974,3,"Cod",10,"Sprat",4,3,353.669464512,0.00258174,0.0624178
1974,3,"Cod",11,"Sprat",4,3,138.629925824,0.00101198,0.0624178
1974,3,"Cod",8,"Sprat",5,3,1005.882832864,0.0157334,0.0624178
1974,3,"Cod",9,"Sprat",5,3,464.9831394208,0.00727298,0.0624178
1974,3,"Cod",10,"Sprat",5,3,165.0582801504,0.00258174,0.0624178
1974,3,"Cod",5,"Sprat",5,3,388.5289092048,0.00607713,0.0624178
1974,3,"Cod",6,"Sprat",5,3,910.411743696,0.0142401,0.0624178
1974,3,"Cod",7,"Sprat",5,3,587.5745902208,0.00919048,0.0624178
1974,3,"Cod",11,"Sprat",5,3,64.6988768608,0.00101198,0.0624178
