"Year","Quarter","Predator","Prey","eatenW"
2004,3,"Cod","Sprat",37554.6947263765
2005,3,"Cod","Sprat",39969.1456378663
2006,3,"Cod","Sprat",39055.7429257844
2007,3,"Cod","Sprat",36848.3254791843
2008,3,"Cod","Sprat",47675.1223250584
2009,3,"Cod","Sprat",45667.6359428407
2010,3,"Cod","Sprat",39987.9357674698
2011,3,"Cod","Sprat",33031.090372957
2012,3,"Cod","Sprat",28883.7985905724
2013,3,"Cod","Sprat",29240.4327687008
2014,3,"Cod","Sprat",41802.055721041
2015,3,"Cod","Sprat",37357.5070271568
2016,3,"Cod","Sprat",28039.6936215113
2017,3,"Cod","Sprat",22526.2151386853
2018,3,"Cod","Sprat",19523.7182992215
2019,3,"Cod","Sprat",17514.1713255845
2020,3,"Cod","Sprat",17356.3029435769
2021,3,"Cod","Sprat",16384.1430221264
1974,4,"Cod","Sprat",116796.250550487
1975,4,"Cod","Sprat",158367.438715907
1976,4,"Cod","Sprat",147349.231270184
1977,4,"Cod","Sprat",140664.348828967
1978,4,"Cod","Sprat",160467.142884558
1979,4,"Cod","Sprat",121736.468610237
1980,4,"Cod","Sprat",159164.404249403
1981,4,"Cod","Sprat",144440.329475262
1982,4,"Cod","Sprat",224575.004685938
1983,4,"Cod","Sprat",187315.923536466
1984,4,"Cod","Sprat",136417.044186262
1985,4,"Cod","Sprat",96790.0148278827
1986,4,"Cod","Sprat",79879.0649771156
1987,4,"Cod","Sprat",66313.4216576404
1988,4,"Cod","Sprat",60226.6282510741
1989,4,"Cod","Sprat",53156.6535969343
1990,4,"Cod","Sprat",34842.8453310057
1991,4,"Cod","Sprat",34495.5187892215
1992,4,"Cod","Sprat",53924.2511120762
1993,4,"Cod","Sprat",66677.9565837329
1994,4,"Cod","Sprat",80846.6794946493
1995,4,"Cod","Sprat",81024.2453317954
1996,4,"Cod","Sprat",55320.2105693482
1997,4,"Cod","Sprat",47888.2748778687
1998,4,"Cod","Sprat",49575.2998609632
1999,4,"Cod","Sprat",55874.8721435344
2000,4,"Cod","Sprat",70113.5738754151
2001,4,"Cod","Sprat",64464.8642713312
2002,4,"Cod","Sprat",68805.2403900963
2003,4,"Cod","Sprat",81343.241703218
2004,4,"Cod","Sprat",84906.9722227077
2005,4,"Cod","Sprat",86837.6245579433
2006,4,"Cod","Sprat",84575.1938198329
2007,4,"Cod","Sprat",79540.7570764043
2008,4,"Cod","Sprat",105670.66340339
2009,4,"Cod","Sprat",98887.6078125127
2010,4,"Cod","Sprat",83197.9594858843
2011,4,"Cod","Sprat",67163.2739381196
2012,4,"Cod","Sprat",57570.5421847785
2013,4,"Cod","Sprat",58614.4118154497
2014,4,"Cod","Sprat",86692.3520686998
2015,4,"Cod","Sprat",77982.3782891194
2016,4,"Cod","Sprat",57196.2240082142
2017,4,"Cod","Sprat",45708.0255170858
2018,4,"Cod","Sprat",39418.3379678171
2019,4,"Cod","Sprat",35810.1720228705
2020,4,"Cod","Sprat",36705.4287812563
2021,4,"Cod","Sprat",34196.846532257
