"Year","scenario","Species","variable","Age","value"
"1976","2021","Cod","M2","0",1.549936
"1977","2021","Cod","M2","0",1.264139
"1978","2021","Cod","M2","0",1.612401
"1979","2021","Cod","M2","0",1.037732
"1980","2021","Cod","M2","0",1.460799
"1981","2021","Cod","M2","0",2.258166
"1982","2021","Cod","M2","0",1.747793
"1983","2021","Cod","M2","0",1.434142
"1984","2021","Cod","M2","0",2.084916
"1985","2021","Cod","M2","0",1.312646
"1986","2021","Cod","M2","0",1.580998
"1987","2021","Cod","M2","0",1.894021
"1988","2021","Cod","M2","0",1.292229
"1989","2021","Cod","M2","0",1.791264
"1990","2021","Cod","M2","0",1.782994
"1991","2021","Cod","M2","0",1.506994
"1992","2021","Cod","M2","0",1.733052
"1993","2021","Cod","M2","0",1.629925
"1994","2021","Cod","M2","0",1.654149
"1995","2021","Cod","M2","0",1.959369
"1996","2021","Cod","M2","0",1.687099
"1997","2021","Cod","M2","0",1.97805
"1998","2021","Cod","M2","0",2.177791
"1999","2021","Cod","M2","0",2.468821
"2000","2021","Cod","M2","0",2.180184
"2001","2021","Cod","M2","0",2.192196
"2002","2021","Cod","M2","0",2.4513
"2003","2021","Cod","M2","0",2.541822
"2004","2021","Cod","M2","0",2.311476
"2005","2021","Cod","M2","0",2.369944
"2006","2021","Cod","M2","0",2.371125
"2007","2021","Cod","M2","0",2.411025
"2008","2021","Cod","M2","0",2.319867
"2009","2021","Cod","M2","0",1.883953
"2010","2021","Cod","M2","0",2.085031
"2011","2021","Cod","M2","0",2.594254
"2012","2021","Cod","M2","0",2.755788
"2013","2021","Cod","M2","0",2.471981
"2014","2021","Cod","M2","0",2.4341
"2015","2021","Cod","M2","0",2.549078
"2016","2021","Cod","M2","0",2.305969
"2017","2021","Cod","M2","0",2.505203
"2018","2021","Cod","M2","0",2.102095
"2019","2021","Cod","M2","0",1.798664
"2020","2021","Cod","M2","0",1.80286
"1975","2022","Cod","M2","0",1.09833
"1976","2022","Cod","M2","0",1.509806
"1977","2022","Cod","M2","0",1.261065
"1978","2022","Cod","M2","0",1.586052
"1979","2022","Cod","M2","0",1.032262
"1980","2022","Cod","M2","0",1.448923
"1981","2022","Cod","M2","0",2.239233
"1982","2022","Cod","M2","0",1.716158
"1983","2022","Cod","M2","0",1.391337
"1984","2022","Cod","M2","0",2.056248
"1985","2022","Cod","M2","0",1.326845
"1986","2022","Cod","M2","0",1.576809
"1987","2022","Cod","M2","0",1.888091
"1988","2022","Cod","M2","0",1.314304
"1989","2022","Cod","M2","0",1.775085
"1990","2022","Cod","M2","0",1.764563
"1991","2022","Cod","M2","0",1.497499
"1992","2022","Cod","M2","0",1.726256
"1993","2022","Cod","M2","0",1.638303
"1994","2022","Cod","M2","0",1.639477
"1995","2022","Cod","M2","0",1.983542
"1996","2022","Cod","M2","0",1.721683
"1997","2022","Cod","M2","0",2.046164
"1998","2022","Cod","M2","0",2.202943
"1999","2022","Cod","M2","0",2.476427
"2000","2022","Cod","M2","0",2.228977
"2001","2022","Cod","M2","0",2.210639
"2002","2022","Cod","M2","0",2.451289
"2003","2022","Cod","M2","0",2.558779
"2004","2022","Cod","M2","0",2.292565
"2005","2022","Cod","M2","0",2.348257
"2006","2022","Cod","M2","0",2.366754
"2007","2022","Cod","M2","0",2.373869
"2008","2022","Cod","M2","0",2.281663
"2009","2022","Cod","M2","0",1.850818
"2010","2022","Cod","M2","0",2.138927
"2011","2022","Cod","M2","0",2.635263
"2012","2022","Cod","M2","0",2.700579
"2013","2022","Cod","M2","0",2.449618
"2014","2022","Cod","M2","0",2.384925
"2015","2022","Cod","M2","0",2.544427
"2016","2022","Cod","M2","0",2.308765
"2017","2022","Cod","M2","0",2.500362
"2018","2022","Cod","M2","0",2.045788
"2019","2022","Cod","M2","0",1.741393
"2020","2022","Cod","M2","0",1.794126
"1975","2018","Haddock","M2","0",0.991
"1976","2018","Haddock","M2","0",1.165237
"1977","2018","Haddock","M2","0",1.2389
"1978","2018","Haddock","M2","0",1.079703
"1979","2018","Haddock","M2","0",0.981735
"1980","2018","Haddock","M2","0",1.371405
"1981","2018","Haddock","M2","0",1.329078
"1982","2018","Haddock","M2","0",1.271879
"1983","2018","Haddock","M2","0",0.952363
"1984","2018","Haddock","M2","0",1.06803
"1985","2018","Haddock","M2","0",1.106283
"1986","2018","Haddock","M2","0",1.078392
"1987","2018","Haddock","M2","0",1.178184
"1988","2018","Haddock","M2","0",1.058424
"1989","2018","Haddock","M2","0",1.098579
"1990","2018","Haddock","M2","0",1.061384
"1991","2018","Haddock","M2","0",0.90717
"1992","2018","Haddock","M2","0",0.91078
"1993","2018","Haddock","M2","0",0.918847
"1994","2018","Haddock","M2","0",0.882063
"1995","2018","Haddock","M2","0",1.204298
"1996","2018","Haddock","M2","0",1.058932
"1997","2018","Haddock","M2","0",1.181084
"1998","2018","Haddock","M2","0",1.128037
"1999","2018","Haddock","M2","0",0.818132
"2000","2018","Haddock","M2","0",1.115361
"2001","2018","Haddock","M2","0",1.245025
"2002","2018","Haddock","M2","0",1.280216
"2003","2018","Haddock","M2","0",1.222071
"2004","2018","Haddock","M2","0",1.274184
"2005","2018","Haddock","M2","0",1.08562
"2006","2018","Haddock","M2","0",1.189467
"2007","2018","Haddock","M2","0",1.001401
"2008","2018","Haddock","M2","0",0.827912
"2009","2018","Haddock","M2","0",0.703498
"2010","2018","Haddock","M2","0",0.96821
"2011","2018","Haddock","M2","0",1.156852
"2012","2018","Haddock","M2","0",0.95409
"2013","2018","Haddock","M2","0",0.957748
"2014","2018","Haddock","M2","0",0.850736
"2015","2018","Haddock","M2","0",0.975266
"2016","2018","Haddock","M2","0",0.981773
"2017","2018","Haddock","M2","0",1.043059
"2018","2018","Haddock","M2","0",0.84157
"1975","2019","Haddock","M2","0",0.990298
"1976","2019","Haddock","M2","0",1.15937
"1977","2019","Haddock","M2","0",1.239217
"1978","2019","Haddock","M2","0",1.080983
"1979","2019","Haddock","M2","0",0.979568
"1980","2019","Haddock","M2","0",1.368918
"1981","2019","Haddock","M2","0",1.326551
"1982","2019","Haddock","M2","0",1.277392
"1983","2019","Haddock","M2","0",0.952226
"1984","2019","Haddock","M2","0",1.074991
"1985","2019","Haddock","M2","0",1.102622
"1986","2019","Haddock","M2","0",1.074814
"1987","2019","Haddock","M2","0",1.167298
"1988","2019","Haddock","M2","0",1.055574
"1989","2019","Haddock","M2","0",1.097443
"1990","2019","Haddock","M2","0",1.050844
"1991","2019","Haddock","M2","0",0.899335
"1992","2019","Haddock","M2","0",0.908503
"1993","2019","Haddock","M2","0",0.91552
"1994","2019","Haddock","M2","0",0.882408
"1995","2019","Haddock","M2","0",1.197305
"1996","2019","Haddock","M2","0",1.053712
"1997","2019","Haddock","M2","0",1.18126
"1998","2019","Haddock","M2","0",1.125174
"1999","2019","Haddock","M2","0",0.81404
"2000","2019","Haddock","M2","0",1.102288
"2001","2019","Haddock","M2","0",1.231351
"2002","2019","Haddock","M2","0",1.268132
"2003","2019","Haddock","M2","0",1.210689
"2004","2019","Haddock","M2","0",1.265315
"2005","2019","Haddock","M2","0",1.079654
"2006","2019","Haddock","M2","0",1.183103
"2007","2019","Haddock","M2","0",1.000038
"2008","2019","Haddock","M2","0",0.829765
"2009","2019","Haddock","M2","0",0.708282
"2010","2019","Haddock","M2","0",0.975145
"2011","2019","Haddock","M2","0",1.161057
"2012","2019","Haddock","M2","0",0.960007
"2013","2019","Haddock","M2","0",0.959834
"2014","2019","Haddock","M2","0",0.845419
"2015","2019","Haddock","M2","0",0.974019
"2016","2019","Haddock","M2","0",0.972471
"2017","2019","Haddock","M2","0",1.015442
"2018","2019","Haddock","M2","0",0.918709
"2019","2019","Haddock","M2","0",0.616175
"1975","2020","Haddock","M2","0",0.992615
"1976","2020","Haddock","M2","0",1.166371
"1977","2020","Haddock","M2","0",1.23881
"1978","2020","Haddock","M2","0",1.07996
"1979","2020","Haddock","M2","0",0.9813
"1980","2020","Haddock","M2","0",1.373761
"1981","2020","Haddock","M2","0",1.331104
"1982","2020","Haddock","M2","0",1.273231
"1983","2020","Haddock","M2","0",0.950452
"1984","2020","Haddock","M2","0",1.068625
"1985","2020","Haddock","M2","0",1.105803
"1986","2020","Haddock","M2","0",1.07922
"1987","2020","Haddock","M2","0",1.179412
"1988","2020","Haddock","M2","0",1.056996
"1989","2020","Haddock","M2","0",1.095704
"1990","2020","Haddock","M2","0",1.055306
"1991","2020","Haddock","M2","0",0.900161
"1992","2020","Haddock","M2","0",0.904283
"1993","2020","Haddock","M2","0",0.911118
"1994","2020","Haddock","M2","0",0.876205
"1995","2020","Haddock","M2","0",1.195659
"1996","2020","Haddock","M2","0",1.049728
"1997","2020","Haddock","M2","0",1.173418
"1998","2020","Haddock","M2","0",1.119596
"1999","2020","Haddock","M2","0",0.813348
"2000","2020","Haddock","M2","0",1.106803
"2001","2020","Haddock","M2","0",1.235607
"2002","2020","Haddock","M2","0",1.273283
"2003","2020","Haddock","M2","0",1.213435
"2004","2020","Haddock","M2","0",1.268416
"2005","2020","Haddock","M2","0",1.079961
"2006","2020","Haddock","M2","0",1.183873
"2007","2020","Haddock","M2","0",0.996018
"2008","2020","Haddock","M2","0",0.824256
"2009","2020","Haddock","M2","0",0.699236
"2010","2020","Haddock","M2","0",0.958786
"2011","2020","Haddock","M2","0",1.140666
"2012","2020","Haddock","M2","0",0.944663
"2013","2020","Haddock","M2","0",0.94541
"2014","2020","Haddock","M2","0",0.829872
"2015","2020","Haddock","M2","0",0.952014
"2016","2020","Haddock","M2","0",0.969326
"2017","2020","Haddock","M2","0",1.004771
"2018","2020","Haddock","M2","0",0.951148
"2019","2020","Haddock","M2","0",0.70927
"2020","2020","Haddock","M2","0",0.901981
"1975","2021","Haddock","M2","0",1.18796
"1976","2021","Haddock","M2","0",1.371024
"1977","2021","Haddock","M2","0",1.328149
"1978","2021","Haddock","M2","0",1.146298
"1979","2021","Haddock","M2","0",1.08351
"1980","2021","Haddock","M2","0",1.504286
"1981","2021","Haddock","M2","0",1.388864
"1982","2021","Haddock","M2","0",1.3297
"1983","2021","Haddock","M2","0",1.020321
"1984","2021","Haddock","M2","0",1.096426
"1985","2021","Haddock","M2","0",1.044474
"1986","2021","Haddock","M2","0",1.040275
"1987","2021","Haddock","M2","0",1.096522
"1988","2021","Haddock","M2","0",0.99799
"1989","2021","Haddock","M2","0",1.108256
"1990","2021","Haddock","M2","0",1.092971
"1991","2021","Haddock","M2","0",0.917205
"1992","2021","Haddock","M2","0",0.851829
"1993","2021","Haddock","M2","0",0.764687
"1994","2021","Haddock","M2","0",0.77604
"1995","2021","Haddock","M2","0",1.020781
"1996","2021","Haddock","M2","0",0.866507
"1997","2021","Haddock","M2","0",0.889608
"1998","2021","Haddock","M2","0",0.897737
"1999","2021","Haddock","M2","0",0.700373
"2000","2021","Haddock","M2","0",0.939392
"2001","2021","Haddock","M2","0",0.973388
"2002","2021","Haddock","M2","0",1.003676
"2003","2021","Haddock","M2","0",1.042802
"2004","2021","Haddock","M2","0",1.076065
"2005","2021","Haddock","M2","0",0.994458
"2006","2021","Haddock","M2","0",1.03704
"2007","2021","Haddock","M2","0",0.846537
"2008","2021","Haddock","M2","0",0.712968
"2009","2021","Haddock","M2","0",0.609719
"2010","2021","Haddock","M2","0",0.746142
"2011","2021","Haddock","M2","0",0.884843
"2012","2021","Haddock","M2","0",0.833974
"2013","2021","Haddock","M2","0",0.868032
"2014","2021","Haddock","M2","0",0.775526
"2015","2021","Haddock","M2","0",0.818544
"2016","2021","Haddock","M2","0",0.824211
"2017","2021","Haddock","M2","0",0.797786
"2018","2021","Haddock","M2","0",0.850448
"2019","2021","Haddock","M2","0",0.658377
"2020","2021","Haddock","M2","0",0.845794
"1975","2022","Haddock","M2","0",0.98643
"1976","2022","Haddock","M2","0",1.161679
"1977","2022","Haddock","M2","0",1.234123
"1978","2022","Haddock","M2","0",1.072366
"1979","2022","Haddock","M2","0",0.975488
"1980","2022","Haddock","M2","0",1.365067
"1981","2022","Haddock","M2","0",1.324078
"1982","2022","Haddock","M2","0",1.265639
"1983","2022","Haddock","M2","0",0.946212
"1984","2022","Haddock","M2","0",1.065772
"1985","2022","Haddock","M2","0",1.102481
"1986","2022","Haddock","M2","0",1.074816
"1987","2022","Haddock","M2","0",1.170416
"1988","2022","Haddock","M2","0",1.044694
"1989","2022","Haddock","M2","0",1.079628
"1990","2022","Haddock","M2","0",1.038679
"1991","2022","Haddock","M2","0",0.887292
"1992","2022","Haddock","M2","0",0.892518
"1993","2022","Haddock","M2","0",0.897702
"1994","2022","Haddock","M2","0",0.867479
"1995","2022","Haddock","M2","0",1.182559
"1996","2022","Haddock","M2","0",1.038294
"1997","2022","Haddock","M2","0",1.162149
"1998","2022","Haddock","M2","0",1.107857
"1999","2022","Haddock","M2","0",0.809287
"2000","2022","Haddock","M2","0",1.093041
"2001","2022","Haddock","M2","0",1.219593
"2002","2022","Haddock","M2","0",1.260945
"2003","2022","Haddock","M2","0",1.199687
"2004","2022","Haddock","M2","0",1.265963
"2005","2022","Haddock","M2","0",1.079251
"2006","2022","Haddock","M2","0",1.177659
"2007","2022","Haddock","M2","0",0.98893
"2008","2022","Haddock","M2","0",0.818916
"2009","2022","Haddock","M2","0",0.696704
"2010","2022","Haddock","M2","0",0.948055
"2011","2022","Haddock","M2","0",1.119498
"2012","2022","Haddock","M2","0",0.927876
"2013","2022","Haddock","M2","0",0.932773
"2014","2022","Haddock","M2","0",0.816961
"2015","2022","Haddock","M2","0",0.927511
"2016","2022","Haddock","M2","0",0.938658
"2017","2022","Haddock","M2","0",0.95916
"2018","2022","Haddock","M2","0",0.919736
"2019","2022","Haddock","M2","0",0.702619
"2020","2022","Haddock","M2","0",0.981634
"1975","2018","Herring","M2","0",0.675207
"1976","2018","Herring","M2","0",0.682212
"1977","2018","Herring","M2","0",0.666157
"1978","2018","Herring","M2","0",0.528917
"1979","2018","Herring","M2","0",0.564815
"1980","2018","Herring","M2","0",0.675648
"1981","2018","Herring","M2","0",0.773456
"1982","2018","Herring","M2","0",0.720653
"1983","2018","Herring","M2","0",0.655188
"1984","2018","Herring","M2","0",0.740187
"1985","2018","Herring","M2","0",0.690917
"1986","2018","Herring","M2","0",0.722161
"1987","2018","Herring","M2","0",0.773695
"1988","2018","Herring","M2","0",0.759296
"1989","2018","Herring","M2","0",0.773049
"1990","2018","Herring","M2","0",0.750248
"1991","2018","Herring","M2","0",0.725401
"1992","2018","Herring","M2","0",0.688829
"1993","2018","Herring","M2","0",0.662219
"1994","2018","Herring","M2","0",0.643228
"1995","2018","Herring","M2","0",0.786744
"1996","2018","Herring","M2","0",0.668883
"1997","2018","Herring","M2","0",0.773757
"1998","2018","Herring","M2","0",0.75722
"1999","2018","Herring","M2","0",0.676128
"2000","2018","Herring","M2","0",0.730511
"2001","2018","Herring","M2","0",0.689132
"2002","2018","Herring","M2","0",0.804002
"2003","2018","Herring","M2","0",0.839597
"2004","2018","Herring","M2","0",0.763619
"2005","2018","Herring","M2","0",0.829222
"2006","2018","Herring","M2","0",0.849874
"2007","2018","Herring","M2","0",0.863992
"2008","2018","Herring","M2","0",0.789157
"2009","2018","Herring","M2","0",0.717051
"2010","2018","Herring","M2","0",0.743649
"2011","2018","Herring","M2","0",0.887608
"2012","2018","Herring","M2","0",0.888492
"2013","2018","Herring","M2","0",0.724288
"2014","2018","Herring","M2","0",0.685919
"2015","2018","Herring","M2","0",0.807258
"2016","2018","Herring","M2","0",0.740497
"2017","2018","Herring","M2","0",0.774634
"2018","2018","Herring","M2","0",0.620059
"1975","2019","Herring","M2","0",0.67249
"1976","2019","Herring","M2","0",0.682522
"1977","2019","Herring","M2","0",0.673371
"1978","2019","Herring","M2","0",0.526846
"1979","2019","Herring","M2","0",0.569011
"1980","2019","Herring","M2","0",0.680714
"1981","2019","Herring","M2","0",0.769968
"1982","2019","Herring","M2","0",0.731856
"1983","2019","Herring","M2","0",0.661554
"1984","2019","Herring","M2","0",0.749316
"1985","2019","Herring","M2","0",0.694841
"1986","2019","Herring","M2","0",0.722441
"1987","2019","Herring","M2","0",0.770206
"1988","2019","Herring","M2","0",0.763169
"1989","2019","Herring","M2","0",0.781813
"1990","2019","Herring","M2","0",0.751061
"1991","2019","Herring","M2","0",0.729521
"1992","2019","Herring","M2","0",0.688333
"1993","2019","Herring","M2","0",0.658657
"1994","2019","Herring","M2","0",0.643282
"1995","2019","Herring","M2","0",0.784352
"1996","2019","Herring","M2","0",0.668712
"1997","2019","Herring","M2","0",0.779016
"1998","2019","Herring","M2","0",0.759502
"1999","2019","Herring","M2","0",0.669035
"2000","2019","Herring","M2","0",0.727504
"2001","2019","Herring","M2","0",0.686148
"2002","2019","Herring","M2","0",0.801812
"2003","2019","Herring","M2","0",0.835606
"2004","2019","Herring","M2","0",0.757284
"2005","2019","Herring","M2","0",0.825071
"2006","2019","Herring","M2","0",0.84405
"2007","2019","Herring","M2","0",0.858172
"2008","2019","Herring","M2","0",0.78401
"2009","2019","Herring","M2","0",0.720169
"2010","2019","Herring","M2","0",0.751142
"2011","2019","Herring","M2","0",0.895722
"2012","2019","Herring","M2","0",0.887346
"2013","2019","Herring","M2","0",0.715229
"2014","2019","Herring","M2","0",0.68013
"2015","2019","Herring","M2","0",0.817119
"2016","2019","Herring","M2","0",0.741728
"2017","2019","Herring","M2","0",0.774666
"2018","2019","Herring","M2","0",0.67707
"2019","2019","Herring","M2","0",0.552259
"1975","2020","Herring","M2","0",0.678785
"1976","2020","Herring","M2","0",0.68827
"1977","2020","Herring","M2","0",0.674546
"1978","2020","Herring","M2","0",0.531687
"1979","2020","Herring","M2","0",0.572436
"1980","2020","Herring","M2","0",0.68385
"1981","2020","Herring","M2","0",0.773001
"1982","2020","Herring","M2","0",0.724448
"1983","2020","Herring","M2","0",0.659923
"1984","2020","Herring","M2","0",0.744
"1985","2020","Herring","M2","0",0.695661
"1986","2020","Herring","M2","0",0.726002
"1987","2020","Herring","M2","0",0.779129
"1988","2020","Herring","M2","0",0.765384
"1989","2020","Herring","M2","0",0.7794
"1990","2020","Herring","M2","0",0.754377
"1991","2020","Herring","M2","0",0.731132
"1992","2020","Herring","M2","0",0.692192
"1993","2020","Herring","M2","0",0.664527
"1994","2020","Herring","M2","0",0.645063
"1995","2020","Herring","M2","0",0.788471
"1996","2020","Herring","M2","0",0.670394
"1997","2020","Herring","M2","0",0.776587
"1998","2020","Herring","M2","0",0.759746
"1999","2020","Herring","M2","0",0.673426
"2000","2020","Herring","M2","0",0.730939
"2001","2020","Herring","M2","0",0.6859
"2002","2020","Herring","M2","0",0.803378
"2003","2020","Herring","M2","0",0.839641
"2004","2020","Herring","M2","0",0.762892
"2005","2020","Herring","M2","0",0.829895
"2006","2020","Herring","M2","0",0.851536
"2007","2020","Herring","M2","0",0.863904
"2008","2020","Herring","M2","0",0.789039
"2009","2020","Herring","M2","0",0.720068
"2010","2020","Herring","M2","0",0.747905
"2011","2020","Herring","M2","0",0.89359
"2012","2020","Herring","M2","0",0.898471
"2013","2020","Herring","M2","0",0.729327
"2014","2020","Herring","M2","0",0.689313
"2015","2020","Herring","M2","0",0.812792
"2016","2020","Herring","M2","0",0.745092
"2017","2020","Herring","M2","0",0.772875
"2018","2020","Herring","M2","0",0.696817
"2019","2020","Herring","M2","0",0.609476
"2020","2020","Herring","M2","0",0.631754
"1975","2021","Herring","M2","0",0.695566
"1976","2021","Herring","M2","0",0.710159
"1977","2021","Herring","M2","0",0.673069
"1978","2021","Herring","M2","0",0.530463
"1979","2021","Herring","M2","0",0.579494
"1980","2021","Herring","M2","0",0.701521
"1981","2021","Herring","M2","0",0.77453
"1982","2021","Herring","M2","0",0.728207
"1983","2021","Herring","M2","0",0.663033
"1984","2021","Herring","M2","0",0.738751
"1985","2021","Herring","M2","0",0.683876
"1986","2021","Herring","M2","0",0.717188
"1987","2021","Herring","M2","0",0.756993
"1988","2021","Herring","M2","0",0.7439
"1989","2021","Herring","M2","0",0.769479
"1990","2021","Herring","M2","0",0.746636
"1991","2021","Herring","M2","0",0.721239
"1992","2021","Herring","M2","0",0.675707
"1993","2021","Herring","M2","0",0.640003
"1994","2021","Herring","M2","0",0.62483
"1995","2021","Herring","M2","0",0.759127
"1996","2021","Herring","M2","0",0.641528
"1997","2021","Herring","M2","0",0.720714
"1998","2021","Herring","M2","0",0.715404
"1999","2021","Herring","M2","0",0.64998
"2000","2021","Herring","M2","0",0.69932
"2001","2021","Herring","M2","0",0.648551
"2002","2021","Herring","M2","0",0.752388
"2003","2021","Herring","M2","0",0.799018
"2004","2021","Herring","M2","0",0.73033
"2005","2021","Herring","M2","0",0.804964
"2006","2021","Herring","M2","0",0.819477
"2007","2021","Herring","M2","0",0.831691
"2008","2021","Herring","M2","0",0.765982
"2009","2021","Herring","M2","0",0.704994
"2010","2021","Herring","M2","0",0.71231
"2011","2021","Herring","M2","0",0.848475
"2012","2021","Herring","M2","0",0.867565
"2013","2021","Herring","M2","0",0.718073
"2014","2021","Herring","M2","0",0.677797
"2015","2021","Herring","M2","0",0.776704
"2016","2021","Herring","M2","0",0.7196
"2017","2021","Herring","M2","0",0.726321
"2018","2021","Herring","M2","0",0.687542
"2019","2021","Herring","M2","0",0.635543
"2020","2021","Herring","M2","0",0.69208
"1975","2022","Herring","M2","0",0.681591
"1976","2022","Herring","M2","0",0.694833
"1977","2022","Herring","M2","0",0.681302
"1978","2022","Herring","M2","0",0.534468
"1979","2022","Herring","M2","0",0.577297
"1980","2022","Herring","M2","0",0.690434
"1981","2022","Herring","M2","0",0.780318
"1982","2022","Herring","M2","0",0.729297
"1983","2022","Herring","M2","0",0.666207
"1984","2022","Herring","M2","0",0.751428
"1985","2022","Herring","M2","0",0.699922
"1986","2022","Herring","M2","0",0.730465
"1987","2022","Herring","M2","0",0.783668
"1988","2022","Herring","M2","0",0.770295
"1989","2022","Herring","M2","0",0.784649
"1990","2022","Herring","M2","0",0.759779
"1991","2022","Herring","M2","0",0.738999
"1992","2022","Herring","M2","0",0.69763
"1993","2022","Herring","M2","0",0.667559
