"Year","scenario","Species","variable","Age","value"
"2016","2021","Sprat","M2","2",0.938403
"2017","2021","Sprat","M2","2",0.812504
"2018","2021","Sprat","M2","2",0.872615
"2019","2021","Sprat","M2","2",0.812893
"2020","2021","Sprat","M2","2",0.882765
"1975","2022","Sprat","M2","2",0.967314
"1976","2022","Sprat","M2","2",0.892956
"1977","2022","Sprat","M2","2",0.993996
"1978","2022","Sprat","M2","2",0.856657
"1979","2022","Sprat","M2","2",0.883935
"1980","2022","Sprat","M2","2",1.023123
"1981","2022","Sprat","M2","2",1.066286
"1982","2022","Sprat","M2","2",0.936094
"1983","2022","Sprat","M2","2",0.701464
"1984","2022","Sprat","M2","2",0.780017
"1985","2022","Sprat","M2","2",0.847458
"1986","2022","Sprat","M2","2",1.04601
"1987","2022","Sprat","M2","2",0.97155
"1988","2022","Sprat","M2","2",1.030373
"1989","2022","Sprat","M2","2",1.061423
"1990","2022","Sprat","M2","2",1.025706
"1991","2022","Sprat","M2","2",1.016621
"1992","2022","Sprat","M2","2",0.984988
"1993","2022","Sprat","M2","2",0.925027
"1994","2022","Sprat","M2","2",0.878392
"1995","2022","Sprat","M2","2",0.928139
"1996","2022","Sprat","M2","2",0.852001
"1997","2022","Sprat","M2","2",0.755836
"1998","2022","Sprat","M2","2",0.714322
"1999","2022","Sprat","M2","2",0.850161
"2000","2022","Sprat","M2","2",0.835736
"2001","2022","Sprat","M2","2",0.906754
"2002","2022","Sprat","M2","2",0.712166
"2003","2022","Sprat","M2","2",0.949613
"2004","2022","Sprat","M2","2",0.742576
"2005","2022","Sprat","M2","2",0.88462
"2006","2022","Sprat","M2","2",0.919168
"2007","2022","Sprat","M2","2",0.8404946
"2008","2022","Sprat","M2","2",0.932922
"2009","2022","Sprat","M2","2",0.7846751
"2010","2022","Sprat","M2","2",0.83314
"2011","2022","Sprat","M2","2",1.074324
"2012","2022","Sprat","M2","2",1.008685
"2013","2022","Sprat","M2","2",0.978223
"2014","2022","Sprat","M2","2",0.69511
"2015","2022","Sprat","M2","2",0.825945
"2016","2022","Sprat","M2","2",0.980612
"2017","2022","Sprat","M2","2",0.859229
"2018","2022","Sprat","M2","2",0.907103
"2019","2022","Sprat","M2","2",0.844314
"2020","2022","Sprat","M2","2",0.957044
"1975","2018","Whiting","M2","2",0.4518082
"1976","2018","Whiting","M2","2",0.5012071
"1977","2018","Whiting","M2","2",0.4828446
"1978","2018","Whiting","M2","2",0.577068
"1979","2018","Whiting","M2","2",0.5371215
"1980","2018","Whiting","M2","2",0.4874308
"1981","2018","Whiting","M2","2",0.660023
"1982","2018","Whiting","M2","2",0.526491
"1983","2018","Whiting","M2","2",0.555745
"1984","2018","Whiting","M2","2",0.4299928
"1985","2018","Whiting","M2","2",0.5023811
"1986","2018","Whiting","M2","2",0.3823527
"1987","2018","Whiting","M2","2",0.4303755
"1988","2018","Whiting","M2","2",0.4525622
"1989","2018","Whiting","M2","2",0.3696549
"1990","2018","Whiting","M2","2",0.4119853
"1991","2018","Whiting","M2","2",0.3762847
"1992","2018","Whiting","M2","2",0.3465434
"1993","2018","Whiting","M2","2",0.4425647
"1994","2018","Whiting","M2","2",0.4370106
"1995","2018","Whiting","M2","2",0.4253386
"1996","2018","Whiting","M2","2",0.4833436
"1997","2018","Whiting","M2","2",0.3973231
"1998","2018","Whiting","M2","2",0.4913871
"1999","2018","Whiting","M2","2",0.4124716
"2000","2018","Whiting","M2","2",0.3275853
"2001","2018","Whiting","M2","2",0.3416586
"2002","2018","Whiting","M2","2",0.4595858
"2003","2018","Whiting","M2","2",0.4337099
"2004","2018","Whiting","M2","2",0.577793
"2005","2018","Whiting","M2","2",0.4547925
"2006","2018","Whiting","M2","2",0.531472
"2007","2018","Whiting","M2","2",0.4958407
"2008","2018","Whiting","M2","2",0.475032
"2009","2018","Whiting","M2","2",0.4709941
"2010","2018","Whiting","M2","2",0.4255712
"2011","2018","Whiting","M2","2",0.4533411
"2012","2018","Whiting","M2","2",0.530035
"2013","2018","Whiting","M2","2",0.4922982
"2014","2018","Whiting","M2","2",0.4627264
"2015","2018","Whiting","M2","2",0.4550649
"2016","2018","Whiting","M2","2",0.4793706
"2017","2018","Whiting","M2","2",0.4751694
"2018","2018","Whiting","M2","2",0.535585
"1975","2019","Whiting","M2","2",0.4516972
"1976","2019","Whiting","M2","2",0.5032022
"1977","2019","Whiting","M2","2",0.4829728
"1978","2019","Whiting","M2","2",0.580844
"1979","2019","Whiting","M2","2",0.5375414
"1980","2019","Whiting","M2","2",0.4874818
"1981","2019","Whiting","M2","2",0.662691
"1982","2019","Whiting","M2","2",0.527113
"1983","2019","Whiting","M2","2",0.556618
"1984","2019","Whiting","M2","2",0.4300141
"1985","2019","Whiting","M2","2",0.5048084
"1986","2019","Whiting","M2","2",0.3817445
"1987","2019","Whiting","M2","2",0.4321437
"1988","2019","Whiting","M2","2",0.4549532
"1989","2019","Whiting","M2","2",0.3738328
"1990","2019","Whiting","M2","2",0.4153723
"1991","2019","Whiting","M2","2",0.3782007
"1992","2019","Whiting","M2","2",0.3489272
"1993","2019","Whiting","M2","2",0.4451908
"1994","2019","Whiting","M2","2",0.4361695
"1995","2019","Whiting","M2","2",0.4286187
"1996","2019","Whiting","M2","2",0.4838933
"1997","2019","Whiting","M2","2",0.3993171
"1998","2019","Whiting","M2","2",0.4977573
"1999","2019","Whiting","M2","2",0.4152171
"2000","2019","Whiting","M2","2",0.3288165
"2001","2019","Whiting","M2","2",0.3440508
"2002","2019","Whiting","M2","2",0.4623012
"2003","2019","Whiting","M2","2",0.4347595
"2004","2019","Whiting","M2","2",0.577697
"2005","2019","Whiting","M2","2",0.4564618
"2006","2019","Whiting","M2","2",0.530915
"2007","2019","Whiting","M2","2",0.4972893
"2008","2019","Whiting","M2","2",0.4771144
"2009","2019","Whiting","M2","2",0.473324
"2010","2019","Whiting","M2","2",0.4321626
"2011","2019","Whiting","M2","2",0.4620162
"2012","2019","Whiting","M2","2",0.536251
"2013","2019","Whiting","M2","2",0.497276
"2014","2019","Whiting","M2","2",0.4675436
"2015","2019","Whiting","M2","2",0.4602662
"2016","2019","Whiting","M2","2",0.4793333
"2017","2019","Whiting","M2","2",0.4694429
"2018","2019","Whiting","M2","2",0.535474
"2019","2019","Whiting","M2","2",0.4990911
"1975","2020","Whiting","M2","2",0.4514226
"1976","2020","Whiting","M2","2",0.5024792
"1977","2020","Whiting","M2","2",0.4830636
"1978","2020","Whiting","M2","2",0.578659
"1979","2020","Whiting","M2","2",0.5378822
"1980","2020","Whiting","M2","2",0.4878637
"1981","2020","Whiting","M2","2",0.662735
"1982","2020","Whiting","M2","2",0.527226
"1983","2020","Whiting","M2","2",0.556818
"1984","2020","Whiting","M2","2",0.4297841
"1985","2020","Whiting","M2","2",0.5037223
"1986","2020","Whiting","M2","2",0.3823183
"1987","2020","Whiting","M2","2",0.4321331
"1988","2020","Whiting","M2","2",0.45463
"1989","2020","Whiting","M2","2",0.3709953
"1990","2020","Whiting","M2","2",0.4132842
"1991","2020","Whiting","M2","2",0.3765965
"1992","2020","Whiting","M2","2",0.3457763
"1993","2020","Whiting","M2","2",0.4407101
"1994","2020","Whiting","M2","2",0.4337056
"1995","2020","Whiting","M2","2",0.4237406
"1996","2020","Whiting","M2","2",0.4798011
"1997","2020","Whiting","M2","2",0.3943488
"1998","2020","Whiting","M2","2",0.4903182
"1999","2020","Whiting","M2","2",0.4111027
"2000","2020","Whiting","M2","2",0.3274543
"2001","2020","Whiting","M2","2",0.3426754
"2002","2020","Whiting","M2","2",0.4574545
"2003","2020","Whiting","M2","2",0.430625
"2004","2020","Whiting","M2","2",0.575244
"2005","2020","Whiting","M2","2",0.4550794
"2006","2020","Whiting","M2","2",0.530243
"2007","2020","Whiting","M2","2",0.4979715
"2008","2020","Whiting","M2","2",0.4772944
"2009","2020","Whiting","M2","2",0.47341
"2010","2020","Whiting","M2","2",0.4270695
"2011","2020","Whiting","M2","2",0.4537599
"2012","2020","Whiting","M2","2",0.526492
"2013","2020","Whiting","M2","2",0.4917062
"2014","2020","Whiting","M2","2",0.4639261
"2015","2020","Whiting","M2","2",0.4521556
"2016","2020","Whiting","M2","2",0.467624
"2017","2020","Whiting","M2","2",0.4536324
"2018","2020","Whiting","M2","2",0.518414
"2019","2020","Whiting","M2","2",0.5142412
"2020","2020","Whiting","M2","2",0.378564
"1975","2021","Whiting","M2","2",0.4873661
"1976","2021","Whiting","M2","2",0.547753
"1977","2021","Whiting","M2","2",0.513239
"1978","2021","Whiting","M2","2",0.589997
"1979","2021","Whiting","M2","2",0.568126
"1980","2021","Whiting","M2","2",0.52231
"1981","2021","Whiting","M2","2",0.66895
"1982","2021","Whiting","M2","2",0.53663
"1983","2021","Whiting","M2","2",0.580163
"1984","2021","Whiting","M2","2",0.4462412
"1985","2021","Whiting","M2","2",0.4962258
"1986","2021","Whiting","M2","2",0.3760263
"1987","2021","Whiting","M2","2",0.4233567
"1988","2021","Whiting","M2","2",0.4385508
"1989","2021","Whiting","M2","2",0.3712455
"1990","2021","Whiting","M2","2",0.4222431
"1991","2021","Whiting","M2","2",0.385229
"1992","2021","Whiting","M2","2",0.3517436
"1993","2021","Whiting","M2","2",0.42471
"1994","2021","Whiting","M2","2",0.4056833
"1995","2021","Whiting","M2","2",0.4198027
"1996","2021","Whiting","M2","2",0.4527845
"1997","2021","Whiting","M2","2",0.3712071
"1998","2021","Whiting","M2","2",0.4532
"1999","2021","Whiting","M2","2",0.3901564
"2000","2021","Whiting","M2","2",0.3318576
"2001","2021","Whiting","M2","2",0.3312644
"2002","2021","Whiting","M2","2",0.4166803
"2003","2021","Whiting","M2","2",0.4188006
"2004","2021","Whiting","M2","2",0.538854
"2005","2021","Whiting","M2","2",0.4500912
"2006","2021","Whiting","M2","2",0.524833
"2007","2021","Whiting","M2","2",0.4862359
"2008","2021","Whiting","M2","2",0.4685402
"2009","2021","Whiting","M2","2",0.4646411
"2010","2021","Whiting","M2","2",0.4069637
"2011","2021","Whiting","M2","2",0.4179553
"2012","2021","Whiting","M2","2",0.491856
"2013","2021","Whiting","M2","2",0.492798
"2014","2021","Whiting","M2","2",0.458139
"2015","2021","Whiting","M2","2",0.4449031
"2016","2021","Whiting","M2","2",0.4572883
"2017","2021","Whiting","M2","2",0.4287328
"2018","2021","Whiting","M2","2",0.492344
"2019","2021","Whiting","M2","2",0.4945441
"2020","2021","Whiting","M2","2",0.3943718
"1975","2022","Whiting","M2","2",0.457818
"1976","2022","Whiting","M2","2",0.5084864
"1977","2022","Whiting","M2","2",0.4895234
"1978","2022","Whiting","M2","2",0.586245
"1979","2022","Whiting","M2","2",0.5452221
"1980","2022","Whiting","M2","2",0.4950905
"1981","2022","Whiting","M2","2",0.671048
"1982","2022","Whiting","M2","2",0.534003
"1983","2022","Whiting","M2","2",0.565627
"1984","2022","Whiting","M2","2",0.4369099
"1985","2022","Whiting","M2","2",0.5106492
"1986","2022","Whiting","M2","2",0.3882651
"1987","2022","Whiting","M2","2",0.4383398
"1988","2022","Whiting","M2","2",0.4622739
"1989","2022","Whiting","M2","2",0.377985
"1990","2022","Whiting","M2","2",0.4199905
"1991","2022","Whiting","M2","2",0.3826816
"1992","2022","Whiting","M2","2",0.3502199
"1993","2022","Whiting","M2","2",0.4440195
"1994","2022","Whiting","M2","2",0.4364208
"1995","2022","Whiting","M2","2",0.4271968
"1996","2022","Whiting","M2","2",0.4821232
"1997","2022","Whiting","M2","2",0.3978284
"1998","2022","Whiting","M2","2",0.4955609
"1999","2022","Whiting","M2","2",0.4192413
"2000","2022","Whiting","M2","2",0.3354211
"2001","2022","Whiting","M2","2",0.3504037
"2002","2022","Whiting","M2","2",0.463272
"2003","2022","Whiting","M2","2",0.4351874
"2004","2022","Whiting","M2","2",0.584707
"2005","2022","Whiting","M2","2",0.4659109
"2006","2022","Whiting","M2","2",0.540978
"2007","2022","Whiting","M2","2",0.512041
"2008","2022","Whiting","M2","2",0.4886522
"2009","2022","Whiting","M2","2",0.4864985
"2010","2022","Whiting","M2","2",0.4377119
"2011","2022","Whiting","M2","2",0.4612464
"2012","2022","Whiting","M2","2",0.528702
"2013","2022","Whiting","M2","2",0.4952545
"2014","2022","Whiting","M2","2",0.4708239
"2015","2022","Whiting","M2","2",0.4589748
"2016","2022","Whiting","M2","2",0.4728087
"2017","2022","Whiting","M2","2",0.4543951
"2018","2022","Whiting","M2","2",0.507482
"2019","2022","Whiting","M2","2",0.5011177
"2020","2022","Whiting","M2","2",0.3786039
"1975","2018","Cod","M2","3",0.04707117
"1976","2018","Cod","M2","3",0.05403041
"1977","2018","Cod","M2","3",0.0751208
"1978","2018","Cod","M2","3",0.0683613
"1979","2018","Cod","M2","3",0.04188626
"1980","2018","Cod","M2","3",0.05832569
"1981","2018","Cod","M2","3",0.06626391
"1982","2018","Cod","M2","3",0.0821235
"1983","2018","Cod","M2","3",0.0752216
"1984","2018","Cod","M2","3",0.0547046
"1985","2018","Cod","M2","3",0.0616989
"1986","2018","Cod","M2","3",0.0653776
"1987","2018","Cod","M2","3",0.064279
"1988","2018","Cod","M2","3",0.0635202
"1989","2018","Cod","M2","3",0.0791665
"1990","2018","Cod","M2","3",0.0768482
"1991","2018","Cod","M2","3",0.0809421
"1992","2018","Cod","M2","3",0.048051353
"1993","2018","Cod","M2","3",0.042971709
"1994","2018","Cod","M2","3",0.0607458
"1995","2018","Cod","M2","3",0.0679241
"1996","2018","Cod","M2","3",0.07069605
"1997","2018","Cod","M2","3",0.0557669
"1998","2018","Cod","M2","3",0.0866361
"1999","2018","Cod","M2","3",0.0993431
"2000","2018","Cod","M2","3",0.0832114
"2001","2018","Cod","M2","3",0.1059398
"2002","2018","Cod","M2","3",0.1668565
"2003","2018","Cod","M2","3",0.220079
"2004","2018","Cod","M2","3",0.2505951
"2005","2018","Cod","M2","3",0.2708317
"2006","2018","Cod","M2","3",0.2329233
"2007","2018","Cod","M2","3",0.2301584
"2008","2018","Cod","M2","3",0.2485529
"2009","2018","Cod","M2","3",0.2261029
"2010","2018","Cod","M2","3",0.2008629
"2011","2018","Cod","M2","3",0.159065278
"2012","2018","Cod","M2","3",0.2885977
"2013","2018","Cod","M2","3",0.2535011
"2014","2018","Cod","M2","3",0.2285185
"2015","2018","Cod","M2","3",0.2608712
"2016","2018","Cod","M2","3",0.2407429
"2017","2018","Cod","M2","3",0.1998588
"2018","2018","Cod","M2","3",0.2378339
"1975","2019","Cod","M2","3",0.05067444
"1976","2019","Cod","M2","3",0.05875554
"1977","2019","Cod","M2","3",0.0817913
"1978","2019","Cod","M2","3",0.074264
"1979","2019","Cod","M2","3",0.04632684
"1980","2019","Cod","M2","3",0.0617932
"1981","2019","Cod","M2","3",0.0690924
"1982","2019","Cod","M2","3",0.0857463
"1983","2019","Cod","M2","3",0.0794541
"1984","2019","Cod","M2","3",0.0588938
"1985","2019","Cod","M2","3",0.0666764
"1986","2019","Cod","M2","3",0.0702147
"1987","2019","Cod","M2","3",0.0684202
"1988","2019","Cod","M2","3",0.0679906
"1989","2019","Cod","M2","3",0.0859814
"1990","2019","Cod","M2","3",0.0830668
"1991","2019","Cod","M2","3",0.0882543
"1992","2019","Cod","M2","3",0.053342131
"1993","2019","Cod","M2","3",0.048725228
"1994","2019","Cod","M2","3",0.0718054
"1995","2019","Cod","M2","3",0.0812555
"1996","2019","Cod","M2","3",0.0840296
"1997","2019","Cod","M2","3",0.0702365
"1998","2019","Cod","M2","3",0.1044992
"1999","2019","Cod","M2","3",0.1183639
"2000","2019","Cod","M2","3",0.0978049
"2001","2019","Cod","M2","3",0.1198634
"2002","2019","Cod","M2","3",0.1845007
"2003","2019","Cod","M2","3",0.2377963
"2004","2019","Cod","M2","3",0.2685037
"2005","2019","Cod","M2","3",0.2925726
"2006","2019","Cod","M2","3",0.2542453
"2007","2019","Cod","M2","3",0.2490238
"2008","2019","Cod","M2","3",0.2665456
"2009","2019","Cod","M2","3",0.2429627
"2010","2019","Cod","M2","3",0.2172544
"2011","2019","Cod","M2","3",0.17474476
"2012","2019","Cod","M2","3",0.3039804
"2013","2019","Cod","M2","3",0.2655233
"2014","2019","Cod","M2","3",0.2391118
"2015","2019","Cod","M2","3",0.2809802
"2016","2019","Cod","M2","3",0.2545729
"2017","2019","Cod","M2","3",0.1993556
"2018","2019","Cod","M2","3",0.2749594
"2019","2019","Cod","M2","3",0.2453089
"1975","2020","Cod","M2","3",0.04686091
"1976","2020","Cod","M2","3",0.05374252
"1977","2020","Cod","M2","3",0.0745694
"1978","2020","Cod","M2","3",0.0677946
"1979","2020","Cod","M2","3",0.04166387
"1980","2020","Cod","M2","3",0.05785325
"1981","2020","Cod","M2","3",0.06583204
"1982","2020","Cod","M2","3",0.0815621
"1983","2020","Cod","M2","3",0.074834
"1984","2020","Cod","M2","3",0.0545373
"1985","2020","Cod","M2","3",0.061574
"1986","2020","Cod","M2","3",0.06524021
"1987","2020","Cod","M2","3",0.0642656
"1988","2020","Cod","M2","3",0.0636522
"1989","2020","Cod","M2","3",0.0794257
"1990","2020","Cod","M2","3",0.0772515
"1991","2020","Cod","M2","3",0.0814947
"1992","2020","Cod","M2","3",0.048441706
"1993","2020","Cod","M2","3",0.043482447
"1994","2020","Cod","M2","3",0.06153013
"1995","2020","Cod","M2","3",0.0688146
"1996","2020","Cod","M2","3",0.07148202
"1997","2020","Cod","M2","3",0.0563708
"1998","2020","Cod","M2","3",0.0871718
"1999","2020","Cod","M2","3",0.1002236
"2000","2020","Cod","M2","3",0.0844017
"2001","2020","Cod","M2","3",0.1070463
"2002","2020","Cod","M2","3",0.1677847
"2003","2020","Cod","M2","3",0.2209224
"2004","2020","Cod","M2","3",0.2518451
"2005","2020","Cod","M2","3",0.2736298
"2006","2020","Cod","M2","3",0.2372846
"2007","2020","Cod","M2","3",0.2337612
"2008","2020","Cod","M2","3",0.252332
"2009","2020","Cod","M2","3",0.2294787
"2010","2020","Cod","M2","3",0.2023492
"2011","2020","Cod","M2","3",0.159996485
"2012","2020","Cod","M2","3",0.2913871
"2013","2020","Cod","M2","3",0.2578089
"2014","2020","Cod","M2","3",0.2322783
"2015","2020","Cod","M2","3",0.2660253
"2016","2020","Cod","M2","3",0.2360747
"2017","2020","Cod","M2","3",0.1787167
"2018","2020","Cod","M2","3",0.2515648
"2019","2020","Cod","M2","3",0.2314487
"2020","2020","Cod","M2","3",0.18644
"1975","2021","Cod","M2","3",0.04497882
"1976","2021","Cod","M2","3",0.05355526
"1977","2021","Cod","M2","3",0.0750504
"1978","2021","Cod","M2","3",0.0674106
"1979","2021","Cod","M2","3",0.04172593
"1980","2021","Cod","M2","3",0.05875474
"1981","2021","Cod","M2","3",0.0667864
"1982","2021","Cod","M2","3",0.0825695
"1983","2021","Cod","M2","3",0.0763077
"1984","2021","Cod","M2","3",0.0560813
"1985","2021","Cod","M2","3",0.0621594
"1986","2021","Cod","M2","3",0.06532978
"1987","2021","Cod","M2","3",0.0648653
"1988","2021","Cod","M2","3",0.0636442
"1989","2021","Cod","M2","3",0.0792158
"1990","2021","Cod","M2","3",0.077882
"1991","2021","Cod","M2","3",0.0827133
"1992","2021","Cod","M2","3",0.049473674
"1993","2021","Cod","M2","3",0.044085079
"1994","2021","Cod","M2","3",0.06244081
"1995","2021","Cod","M2","3",0.0717942
"1996","2021","Cod","M2","3",0.07336902
"1997","2021","Cod","M2","3",0.057702
"1998","2021","Cod","M2","3",0.088376
"1999","2021","Cod","M2","3",0.1016766
"2000","2021","Cod","M2","3",0.0879558
"2001","2021","Cod","M2","3",0.1095823
"2002","2021","Cod","M2","3",0.1686817
"2003","2021","Cod","M2","3",0.2222884
"2004","2021","Cod","M2","3",0.2540178
"2005","2021","Cod","M2","3",0.2782369
"2006","2021","Cod","M2","3",0.2426801
"2007","2021","Cod","M2","3",0.2369739
"2008","2021","Cod","M2","3",0.2567175
"2009","2021","Cod","M2","3",0.2373143
"2010","2021","Cod","M2","3",0.208735
"2011","2021","Cod","M2","3",0.160872505
"2012","2021","Cod","M2","3",0.2920099
"2013","2021","Cod","M2","3",0.2597255
"2014","2021","Cod","M2","3",0.233476
"2015","2021","Cod","M2","3",0.2685116
"2016","2021","Cod","M2","3",0.2364942
"2017","2021","Cod","M2","3",0.174585
"2018","2021","Cod","M2","3",0.2402684
"2019","2021","Cod","M2","3",0.2242874
"2020","2021","Cod","M2","3",0.2143252
"1975","2022","Cod","M2","3",0.04725435
"1976","2022","Cod","M2","3",0.05397865
"1977","2022","Cod","M2","3",0.0748299
"1978","2022","Cod","M2","3",0.0679403
"1979","2022","Cod","M2","3",0.04197247
"1980","2022","Cod","M2","3",0.05818158
"1981","2022","Cod","M2","3",0.06622192
"1982","2022","Cod","M2","3",0.0819007
"1983","2022","Cod","M2","3",0.0753064
"1984","2022","Cod","M2","3",0.0550354
"1985","2022","Cod","M2","3",0.0620931
"1986","2022","Cod","M2","3",0.06577483
"1987","2022","Cod","M2","3",0.0648382
"1988","2022","Cod","M2","3",0.064517
"1989","2022","Cod","M2","3",0.0808331
"1990","2022","Cod","M2","3",0.0789075
"1991","2022","Cod","M2","3",0.0832644
"1992","2022","Cod","M2","3",0.049659989
"1993","2022","Cod","M2","3",0.044613841
"1994","2022","Cod","M2","3",0.06308354
"1995","2022","Cod","M2","3",0.0706803
"1996","2022","Cod","M2","3",0.07337999
"1997","2022","Cod","M2","3",0.0580139
"1998","2022","Cod","M2","3",0.0892167
"1999","2022","Cod","M2","3",0.10304
"2000","2022","Cod","M2","3",0.0874466
"2001","2022","Cod","M2","3",0.1104493
"2002","2022","Cod","M2","3",0.1716962
"2003","2022","Cod","M2","3",0.2258177
"2004","2022","Cod","M2","3",0.2567472
"2005","2022","Cod","M2","3",0.2785621
"2006","2022","Cod","M2","3",0.2437478
"2007","2022","Cod","M2","3",0.2402399
"2008","2022","Cod","M2","3",0.2592665
"2009","2022","Cod","M2","3",0.2365832
"2010","2022","Cod","M2","3",0.2073095
"2011","2022","Cod","M2","3",0.162760644
"2012","2022","Cod","M2","3",0.2988226
"2013","2022","Cod","M2","3",0.2651053
"2014","2022","Cod","M2","3",0.2378429
"2015","2022","Cod","M2","3",0.2703689
"2016","2022","Cod","M2","3",0.2382532
"2017","2022","Cod","M2","3",0.1771516
"2018","2022","Cod","M2","3",0.2408556
"2019","2022","Cod","M2","3",0.2178081
"2020","2022","Cod","M2","3",0.1979101
"1975","2018","Haddock","M2","3",0.2979313
"1976","2018","Haddock","M2","3",0.2651518
"1977","2018","Haddock","M2","3",0.3547406
"1978","2018","Haddock","M2","3",0.3202312
"1979","2018","Haddock","M2","3",0.23979
"1980","2018","Haddock","M2","3",0.2142335
"1981","2018","Haddock","M2","3",0.2547714
"1982","2018","Haddock","M2","3",0.2377566
"1983","2018","Haddock","M2","3",0.2139368
"1984","2018","Haddock","M2","3",0.1486264
"1985","2018","Haddock","M2","3",0.1641735
"1986","2018","Haddock","M2","3",0.1319781
"1987","2018","Haddock","M2","3",0.1653718
"1988","2018","Haddock","M2","3",0.1409317
"1989","2018","Haddock","M2","3",0.1630586
"1990","2018","Haddock","M2","3",0.1324857
"1991","2018","Haddock","M2","3",0.1062692
"1992","2018","Haddock","M2","3",0.0928965
"1993","2018","Haddock","M2","3",0.0843965
"1994","2018","Haddock","M2","3",0.0922657
"1995","2018","Haddock","M2","3",0.102706
"1996","2018","Haddock","M2","3",0.0959461
"1997","2018","Haddock","M2","3",0.1092656
"1998","2018","Haddock","M2","3",0.1057311
"1999","2018","Haddock","M2","3",0.0986404
"2000","2018","Haddock","M2","3",0.0874128
"2001","2018","Haddock","M2","3",0.0961797
"2002","2018","Haddock","M2","3",0.1469997
"2003","2018","Haddock","M2","3",0.1283148
"2004","2018","Haddock","M2","3",0.1909792
"2005","2018","Haddock","M2","3",0.1612251
"2006","2018","Haddock","M2","3",0.1702371
"2007","2018","Haddock","M2","3",0.1002489
"2008","2018","Haddock","M2","3",0.1497001
"2009","2018","Haddock","M2","3",0.2212217
"2010","2018","Haddock","M2","3",0.1389515
"2011","2018","Haddock","M2","3",0.1153095
"2012","2018","Haddock","M2","3",0.1312662
"2013","2018","Haddock","M2","3",0.1214197
"2014","2018","Haddock","M2","3",0.1141913
"2015","2018","Haddock","M2","3",0.1600205
"2016","2018","Haddock","M2","3",0.101662
"2017","2018","Haddock","M2","3",0.1932987
"2018","2018","Haddock","M2","3",0.1633148
"1975","2019","Haddock","M2","3",0.3036949
"1976","2019","Haddock","M2","3",0.2721485
"1977","2019","Haddock","M2","3",0.360584
"1978","2019","Haddock","M2","3",0.3256203
"1979","2019","Haddock","M2","3",0.2440596
"1980","2019","Haddock","M2","3",0.217349
"1981","2019","Haddock","M2","3",0.2587329
"1982","2019","Haddock","M2","3",0.2424161
"1983","2019","Haddock","M2","3",0.219211
"1984","2019","Haddock","M2","3",0.1546674
"1985","2019","Haddock","M2","3",0.1715611
"1986","2019","Haddock","M2","3",0.1389629
"1987","2019","Haddock","M2","3",0.1719108
"1988","2019","Haddock","M2","3",0.1482085
"1989","2019","Haddock","M2","3",0.1753145
"1990","2019","Haddock","M2","3",0.1463848
"1991","2019","Haddock","M2","3",0.1187329
"1992","2019","Haddock","M2","3",0.1061092
"1993","2019","Haddock","M2","3",0.0996907
"1994","2019","Haddock","M2","3",0.107531
"1995","2019","Haddock","M2","3",0.1183971
"1996","2019","Haddock","M2","3",0.1118667
"1997","2019","Haddock","M2","3",0.1259634
"1998","2019","Haddock","M2","3",0.1246901
"1999","2019","Haddock","M2","3",0.1161929
"2000","2019","Haddock","M2","3",0.102763
"2001","2019","Haddock","M2","3",0.1098187
"2002","2019","Haddock","M2","3",0.1601149
"2003","2019","Haddock","M2","3",0.1419554
"2004","2019","Haddock","M2","3",0.2039551
"2005","2019","Haddock","M2","3",0.1764569
"2006","2019","Haddock","M2","3",0.1853569
"2007","2019","Haddock","M2","3",0.1150025
"2008","2019","Haddock","M2","3",0.1626965
"2009","2019","Haddock","M2","3",0.2376886
"2010","2019","Haddock","M2","3",0.1538441
"2011","2019","Haddock","M2","3",0.1314142
"2012","2019","Haddock","M2","3",0.1468721
"2013","2019","Haddock","M2","3",0.1376021
"2014","2019","Haddock","M2","3",0.1297113
"2015","2019","Haddock","M2","3",0.1771335
"2016","2019","Haddock","M2","3",0.1137958
"2017","2019","Haddock","M2","3",0.202274
"2018","2019","Haddock","M2","3",0.1788991
"2019","2019","Haddock","M2","3",0.1545929
"1975","2020","Haddock","M2","3",0.2984285
"1976","2020","Haddock","M2","3",0.2656933
"1977","2020","Haddock","M2","3",0.3549382
"1978","2020","Haddock","M2","3",0.3204798
"1979","2020","Haddock","M2","3",0.2398532
"1980","2020","Haddock","M2","3",0.2143585
"1981","2020","Haddock","M2","3",0.2553736
"1982","2020","Haddock","M2","3",0.2385015
"1983","2020","Haddock","M2","3",0.2147666
"1984","2020","Haddock","M2","3",0.1489334
"1985","2020","Haddock","M2","3",0.1647244
"1986","2020","Haddock","M2","3",0.1323223
"1987","2020","Haddock","M2","3",0.1661803
"1988","2020","Haddock","M2","3",0.1417337
"1989","2020","Haddock","M2","3",0.1641372
"1990","2020","Haddock","M2","3",0.1332784
"1991","2020","Haddock","M2","3",0.1067207
"1992","2020","Haddock","M2","3",0.0933209
"1993","2020","Haddock","M2","3",0.0849829
"1994","2020","Haddock","M2","3",0.0931647
"1995","2020","Haddock","M2","3",0.1033601
"1996","2020","Haddock","M2","3",0.0961251
"1997","2020","Haddock","M2","3",0.1096554
"1998","2020","Haddock","M2","3",0.1057788
"1999","2020","Haddock","M2","3",0.0985036
"2000","2020","Haddock","M2","3",0.0876414
"2001","2020","Haddock","M2","3",0.0959138
"2002","2020","Haddock","M2","3",0.1463168
"2003","2020","Haddock","M2","3",0.1270787
