"Year","scenario","Species","variable","Age","value"
"1999","2020","Haddock","M2","8",0.0228220180829104
"2000","2020","Haddock","M2","8",0.00700826983594094
"2001","2020","Haddock","M2","8",0
"2002","2020","Haddock","M2","8",0.000828434189309078
"2003","2020","Haddock","M2","8",0.000667104584393321
"2004","2020","Haddock","M2","8",0.0013277232357367
"2005","2020","Haddock","M2","8",0.00190786980527809
"2006","2020","Haddock","M2","8",0.00358313918499899
"2007","2020","Haddock","M2","8",0.0401436409533232
"2008","2020","Haddock","M2","8",0.00512225885940776
"2009","2020","Haddock","M2","8",0.00106375292412616
"2010","2020","Haddock","M2","8",0.000721585871385701
"2011","2020","Haddock","M2","8",0.0113242270170504
"2012","2020","Haddock","M2","8",0.000803980677085066
"2013","2020","Haddock","M2","8",0.0346898628623082
"2014","2020","Haddock","M2","8",0.0104982328621332
"2015","2020","Haddock","M2","8",0.00481673932109338
"2016","2020","Haddock","M2","8",0.0338839410640392
"2017","2020","Haddock","M2","8",0.00649952280502569
"2018","2020","Haddock","M2","8",0.000649913720532381
"2019","2020","Haddock","M2","8",0.000807108595798069
"1974","2023","Haddock","M2","8",0.0198916014103564
"1975","2023","Haddock","M2","8",0.0418180336019881
"1976","2023","Haddock","M2","8",0.00577796482709452
"1977","2023","Haddock","M2","8",0.00318349566483301
"1978","2023","Haddock","M2","8",0.0175573944700039
"1979","2023","Haddock","M2","8",0.0145530009788385
"1980","2023","Haddock","M2","8",0.00586541241365092
"1981","2023","Haddock","M2","8",0.0050943686092058
"1982","2023","Haddock","M2","8",0.0095503672096856
"1983","2023","Haddock","M2","8",0.00455607592672102
"1984","2023","Haddock","M2","8",0.00167124992353324
"1985","2023","Haddock","M2","8",0.00618923425486802
"1986","2023","Haddock","M2","8",0.00545675265777843
"1987","2023","Haddock","M2","8",0.00940917433362453
"1988","2023","Haddock","M2","8",0.0107642312303854
"1989","2023","Haddock","M2","8",0.00397011548847608
"1990","2023","Haddock","M2","8",0.00488714862945279
"1991","2023","Haddock","M2","8",0.00574761365301867
"1992","2023","Haddock","M2","8",0.00219583260115522
"1993","2023","Haddock","M2","8",0.00291861255622587
"1994","2023","Haddock","M2","8",0.00506668739427899
"1995","2023","Haddock","M2","8",0.00949925908394952
"1996","2023","Haddock","M2","8",0.00135414492121198
"1997","2023","Haddock","M2","8",0.00357283050196724
"1998","2023","Haddock","M2","8",0.00549059174584934
"1999","2023","Haddock","M2","8",0.0328261328525372
"2000","2023","Haddock","M2","8",0.0131166891821719
"2001","2023","Haddock","M2","8",0.000224670023232353
"2002","2023","Haddock","M2","8",0.00194067672168392
"2003","2023","Haddock","M2","8",0.00117373671402315
"2004","2023","Haddock","M2","8",0.00208791811041358
"2005","2023","Haddock","M2","8",0.00275396237320354
"2006","2023","Haddock","M2","8",0.00593166887765044
"2007","2023","Haddock","M2","8",0.0653637369507954
"2008","2023","Haddock","M2","8",0.0492419006198548
"2009","2023","Haddock","M2","8",0.00866605271192989
"2010","2023","Haddock","M2","8",0.00366405384766035
"2011","2023","Haddock","M2","8",0.0173872758227528
"2012","2023","Haddock","M2","8",0.0131029302533994
"2013","2023","Haddock","M2","8",0.0927295091614753
"2014","2023","Haddock","M2","8",0.0466368387659722
"2015","2023","Haddock","M2","8",0.0368027376435311
"2016","2023","Haddock","M2","8",0.0835665565821408
"2017","2023","Haddock","M2","8",0.0141453731901791
"2018","2023","Haddock","M2","8",0.00337854547154227
"2019","2023","Haddock","M2","8",0.0047384252442422
"2020","2023","Haddock","M2","8",0
"2021","2023","Haddock","M2","8",0.0132501224454899
"2022","2023","Haddock","M2","8",0.0818688290942209
"1974","2020","Herring","M2","8",0.159447584777747
"1975","2020","Herring","M2","8",0.130957694834254
"1976","2020","Herring","M2","8",0.11236417928293
"1977","2020","Herring","M2","8",0.096193019704435
"1978","2020","Herring","M2","8",0.112146504861146
"1979","2020","Herring","M2","8",0.100618554688103
"1980","2020","Herring","M2","8",0.0863235184271405
"1981","2020","Herring","M2","8",0.109743943422062
"1982","2020","Herring","M2","8",0.0987511823434001
"1983","2020","Herring","M2","8",0.0921066219063502
"1984","2020","Herring","M2","8",0.0735527377945987
"1985","2020","Herring","M2","8",0.058620426588403
"1986","2020","Herring","M2","8",0.0549545612131158
"1987","2020","Herring","M2","8",0.0593062753031856
"1988","2020","Herring","M2","8",0.0694203609393472
"1989","2020","Herring","M2","8",0.0604296950349176
"1990","2020","Herring","M2","8",0.0581893742085366
"1991","2020","Herring","M2","8",0.0559804391226265
"1992","2020","Herring","M2","8",0.0479108765426479
"1993","2020","Herring","M2","8",0.0530144960208066
"1994","2020","Herring","M2","8",0.0547119824380015
"1995","2020","Herring","M2","8",0.0544593731125089
"1996","2020","Herring","M2","8",0.0596220645192836
"1997","2020","Herring","M2","8",0.0507070803075097
"1998","2020","Herring","M2","8",0.0579687352717724
"1999","2020","Herring","M2","8",0.0688071017565872
"2000","2020","Herring","M2","8",0.048057278303975
"2001","2020","Herring","M2","8",0.0567450403665244
"2002","2020","Herring","M2","8",0.0597650345056637
"2003","2020","Herring","M2","8",0.0565729487895634
"2004","2020","Herring","M2","8",0.0916544009864571
"2005","2020","Herring","M2","8",0.0749217664551544
"2006","2020","Herring","M2","8",0.106275386641096
"2007","2020","Herring","M2","8",0.111535947809335
"2008","2020","Herring","M2","8",0.125274458634689
"2009","2020","Herring","M2","8",0.107898041682475
"2010","2020","Herring","M2","8",0.0907776470109711
"2011","2020","Herring","M2","8",0.0891226300619952
"2012","2020","Herring","M2","8",0.0903652529395418
"2013","2020","Herring","M2","8",0.0909098267581224
"2014","2020","Herring","M2","8",0.0995118813721954
"2015","2020","Herring","M2","8",0.105906438658416
"2016","2020","Herring","M2","8",0.12226359876231
"2017","2020","Herring","M2","8",0.116883666872014
"2018","2020","Herring","M2","8",0.111430684609263
"2019","2020","Herring","M2","8",0.107831555512585
"1974","2023","Herring","M2","8",0.195621544966103
"1975","2023","Herring","M2","8",0.150612881725406
"1976","2023","Herring","M2","8",0.124139444939184
"1977","2023","Herring","M2","8",0.117522346313002
"1978","2023","Herring","M2","8",0.128674727955551
"1979","2023","Herring","M2","8",0.131617728524258
"1980","2023","Herring","M2","8",0.111641190004712
"1981","2023","Herring","M2","8",0.152724299804473
"1982","2023","Herring","M2","8",0.163199427650837
"1983","2023","Herring","M2","8",0.126927624917867
"1984","2023","Herring","M2","8",0.0786100241269628
"1985","2023","Herring","M2","8",0.0793814552051704
"1986","2023","Herring","M2","8",0.0677066253989324
"1987","2023","Herring","M2","8",0.0662734621119884
"1988","2023","Herring","M2","8",0.0824891443328851
"1989","2023","Herring","M2","8",0.0713388443624089
"1990","2023","Herring","M2","8",0.0700022151712041
"1991","2023","Herring","M2","8",0.0585809470961849
"1992","2023","Herring","M2","8",0.0577837464494877
"1993","2023","Herring","M2","8",0.0703835702826092
"1994","2023","Herring","M2","8",0.0711245072096916
"1995","2023","Herring","M2","8",0.0847855106337354
"1996","2023","Herring","M2","8",0.0768819312569957
"1997","2023","Herring","M2","8",0.0845639914691763
"1998","2023","Herring","M2","8",0.0905040242601587
"1999","2023","Herring","M2","8",0.0932731788711796
"2000","2023","Herring","M2","8",0.0938732519726648
"2001","2023","Herring","M2","8",0.0831740450082175
"2002","2023","Herring","M2","8",0.100250273768485
"2003","2023","Herring","M2","8",0.0793419472546032
"2004","2023","Herring","M2","8",0.133770443516485
"2005","2023","Herring","M2","8",0.104431317298174
"2006","2023","Herring","M2","8",0.138298125053359
"2007","2023","Herring","M2","8",0.171505382135579
"2008","2023","Herring","M2","8",0.160547554265439
"2009","2023","Herring","M2","8",0.135324702552469
"2010","2023","Herring","M2","8",0.112028622960744
"2011","2023","Herring","M2","8",0.110014375967754
"2012","2023","Herring","M2","8",0.127275257254547
"2013","2023","Herring","M2","8",0.116877776153458
"2014","2023","Herring","M2","8",0.141135683633633
"2015","2023","Herring","M2","8",0.129850777334561
"2016","2023","Herring","M2","8",0.144760811228533
"2017","2023","Herring","M2","8",0.151458584789686
"2018","2023","Herring","M2","8",0.152464575465474
"2019","2023","Herring","M2","8",0.12403021342771
"2020","2023","Herring","M2","8",0.0922764928774937
"2021","2023","Herring","M2","8",0.10734898397131
"2022","2023","Herring","M2","8",0.138374433389667
"1974","2020","Mackerel","M2","8",0
"1975","2020","Mackerel","M2","8",0
"1976","2020","Mackerel","M2","8",0
"1977","2020","Mackerel","M2","8",0
"1978","2020","Mackerel","M2","8",0
"1979","2020","Mackerel","M2","8",0
"1980","2020","Mackerel","M2","8",0
"1981","2020","Mackerel","M2","8",0
"1982","2020","Mackerel","M2","8",0
"1983","2020","Mackerel","M2","8",0
"1984","2020","Mackerel","M2","8",0
"1985","2020","Mackerel","M2","8",0
"1986","2020","Mackerel","M2","8",0
"1987","2020","Mackerel","M2","8",0
"1988","2020","Mackerel","M2","8",0
"1989","2020","Mackerel","M2","8",0
"1990","2020","Mackerel","M2","8",0
"1991","2020","Mackerel","M2","8",0
"1992","2020","Mackerel","M2","8",0
"1993","2020","Mackerel","M2","8",0
"1994","2020","Mackerel","M2","8",0
"1995","2020","Mackerel","M2","8",0
"1996","2020","Mackerel","M2","8",0
"1997","2020","Mackerel","M2","8",0
"1998","2020","Mackerel","M2","8",0
"1999","2020","Mackerel","M2","8",0
"2000","2020","Mackerel","M2","8",0
"2001","2020","Mackerel","M2","8",0
"2002","2020","Mackerel","M2","8",0
"2003","2020","Mackerel","M2","8",0
"2004","2020","Mackerel","M2","8",0
"2005","2020","Mackerel","M2","8",0
"2006","2020","Mackerel","M2","8",0
"2007","2020","Mackerel","M2","8",0
"2008","2020","Mackerel","M2","8",0
"2009","2020","Mackerel","M2","8",0
"2010","2020","Mackerel","M2","8",0
"2011","2020","Mackerel","M2","8",0
"2012","2020","Mackerel","M2","8",0
"2013","2020","Mackerel","M2","8",0
"2014","2020","Mackerel","M2","8",0
"2015","2020","Mackerel","M2","8",0
"2016","2020","Mackerel","M2","8",0
"2017","2020","Mackerel","M2","8",0
"2018","2020","Mackerel","M2","8",0
"2019","2020","Mackerel","M2","8",0
"1974","2023","Mackerel","M2","8",0
"1975","2023","Mackerel","M2","8",0
"1976","2023","Mackerel","M2","8",0
"1977","2023","Mackerel","M2","8",0
"1978","2023","Mackerel","M2","8",0
"1979","2023","Mackerel","M2","8",0
"1980","2023","Mackerel","M2","8",0
"1981","2023","Mackerel","M2","8",0
"1982","2023","Mackerel","M2","8",0
"1983","2023","Mackerel","M2","8",0
"1984","2023","Mackerel","M2","8",0
"1985","2023","Mackerel","M2","8",0
"1986","2023","Mackerel","M2","8",0
"1987","2023","Mackerel","M2","8",0
"1988","2023","Mackerel","M2","8",0
"1989","2023","Mackerel","M2","8",0
"1990","2023","Mackerel","M2","8",0
"1991","2023","Mackerel","M2","8",0
"1992","2023","Mackerel","M2","8",0
"1993","2023","Mackerel","M2","8",0
"1994","2023","Mackerel","M2","8",0
"1995","2023","Mackerel","M2","8",0
"1996","2023","Mackerel","M2","8",0
"1997","2023","Mackerel","M2","8",0
"1998","2023","Mackerel","M2","8",0
"1999","2023","Mackerel","M2","8",0
"2000","2023","Mackerel","M2","8",0
"2001","2023","Mackerel","M2","8",0
"2002","2023","Mackerel","M2","8",0
"2003","2023","Mackerel","M2","8",0
"2004","2023","Mackerel","M2","8",0
"2005","2023","Mackerel","M2","8",0
"2006","2023","Mackerel","M2","8",0
"2007","2023","Mackerel","M2","8",0
"2008","2023","Mackerel","M2","8",0
"2009","2023","Mackerel","M2","8",0
"2010","2023","Mackerel","M2","8",0
"2011","2023","Mackerel","M2","8",0
"2012","2023","Mackerel","M2","8",0
"2013","2023","Mackerel","M2","8",0
"2014","2023","Mackerel","M2","8",0
"2015","2023","Mackerel","M2","8",0
"2016","2023","Mackerel","M2","8",0
"2017","2023","Mackerel","M2","8",0
"2018","2023","Mackerel","M2","8",0
"2019","2023","Mackerel","M2","8",0
"2020","2023","Mackerel","M2","8",0
"2021","2023","Mackerel","M2","8",0
"2022","2023","Mackerel","M2","8",0
"1974","2020","Plaice","M2","8",0
"1975","2020","Plaice","M2","8",0
"1976","2020","Plaice","M2","8",0
"1977","2020","Plaice","M2","8",0
"1978","2020","Plaice","M2","8",0
"1979","2020","Plaice","M2","8",0
"1980","2020","Plaice","M2","8",0
"1981","2020","Plaice","M2","8",0
"1982","2020","Plaice","M2","8",0
"1983","2020","Plaice","M2","8",0
"1984","2020","Plaice","M2","8",0
"1985","2020","Plaice","M2","8",0
"1986","2020","Plaice","M2","8",0
"1987","2020","Plaice","M2","8",0
"1988","2020","Plaice","M2","8",0
"1989","2020","Plaice","M2","8",0
"1990","2020","Plaice","M2","8",0
"1991","2020","Plaice","M2","8",0
"1992","2020","Plaice","M2","8",0
"1993","2020","Plaice","M2","8",0
"1994","2020","Plaice","M2","8",0
"1995","2020","Plaice","M2","8",0
"1996","2020","Plaice","M2","8",0
"1997","2020","Plaice","M2","8",0
"1998","2020","Plaice","M2","8",0
"1999","2020","Plaice","M2","8",0
"2000","2020","Plaice","M2","8",0
"2001","2020","Plaice","M2","8",0
"2002","2020","Plaice","M2","8",0
"2003","2020","Plaice","M2","8",0
"2004","2020","Plaice","M2","8",0
"2005","2020","Plaice","M2","8",0
"2006","2020","Plaice","M2","8",0
"2007","2020","Plaice","M2","8",0
"2008","2020","Plaice","M2","8",0
"2009","2020","Plaice","M2","8",0
"2010","2020","Plaice","M2","8",0
"2011","2020","Plaice","M2","8",0
"2012","2020","Plaice","M2","8",0
"2013","2020","Plaice","M2","8",0
"2014","2020","Plaice","M2","8",0
"2015","2020","Plaice","M2","8",0
"2016","2020","Plaice","M2","8",0
"2017","2020","Plaice","M2","8",0
"2018","2020","Plaice","M2","8",0
"2019","2020","Plaice","M2","8",0
"1974","2023","Plaice","M2","8",0.00074769699418613
"1975","2023","Plaice","M2","8",0
"1976","2023","Plaice","M2","8",0
"1977","2023","Plaice","M2","8",0
"1978","2023","Plaice","M2","8",0
"1979","2023","Plaice","M2","8",0
"1980","2023","Plaice","M2","8",0
"1981","2023","Plaice","M2","8",0.00154452492381259
"1982","2023","Plaice","M2","8",0
"1983","2023","Plaice","M2","8",0
"1984","2023","Plaice","M2","8",0
"1985","2023","Plaice","M2","8",0
"1986","2023","Plaice","M2","8",0
"1987","2023","Plaice","M2","8",0
"1988","2023","Plaice","M2","8",0
"1989","2023","Plaice","M2","8",0.00315202633530508
"1990","2023","Plaice","M2","8",0
"1991","2023","Plaice","M2","8",0
"1992","2023","Plaice","M2","8",0.00341715129853702
"1993","2023","Plaice","M2","8",0.00317465443685175
"1994","2023","Plaice","M2","8",0.00296255109723573
"1995","2023","Plaice","M2","8",0.00341691922546647
"1996","2023","Plaice","M2","8",0.00363029543243802
"1997","2023","Plaice","M2","8",0.00264295091172317
"1998","2023","Plaice","M2","8",0
"1999","2023","Plaice","M2","8",0
"2000","2023","Plaice","M2","8",0
"2001","2023","Plaice","M2","8",0
"2002","2023","Plaice","M2","8",0.00924231651991736
"2003","2023","Plaice","M2","8",0.0129616339084955
"2004","2023","Plaice","M2","8",0.0146278481131404
"2005","2023","Plaice","M2","8",0.0157878673557363
"2006","2023","Plaice","M2","8",0.0138037838002029
"2007","2023","Plaice","M2","8",0.0136721575862759
"2008","2023","Plaice","M2","8",0.0146233719278434
"2009","2023","Plaice","M2","8",0.0138361173402154
"2010","2023","Plaice","M2","8",0.0117629943799484
"2011","2023","Plaice","M2","8",0.0154672705639089
"2012","2023","Plaice","M2","8",0.0171843570111874
"2013","2023","Plaice","M2","8",0.0150803259960899
"2014","2023","Plaice","M2","8",0.0133947627954241
"2015","2023","Plaice","M2","8",0.0148230237862332
"2016","2023","Plaice","M2","8",0.0137294963764382
"2017","2023","Plaice","M2","8",0.00939277921658722
"2018","2023","Plaice","M2","8",0.0129091740288215
"2019","2023","Plaice","M2","8",0.0118615839711842
"2020","2023","Plaice","M2","8",0.0105791689551895
"2021","2023","Plaice","M2","8",0.0136310089500821
"2022","2023","Plaice","M2","8",0.017211114182702
"1974","2020","Saithe","M2","8",0
"1975","2020","Saithe","M2","8",0
"1976","2020","Saithe","M2","8",0
"1977","2020","Saithe","M2","8",0
"1978","2020","Saithe","M2","8",0
"1979","2020","Saithe","M2","8",0
"1980","2020","Saithe","M2","8",0
"1981","2020","Saithe","M2","8",0
"1982","2020","Saithe","M2","8",0
"1983","2020","Saithe","M2","8",0
"1984","2020","Saithe","M2","8",0
"1985","2020","Saithe","M2","8",0
"1986","2020","Saithe","M2","8",0
"1987","2020","Saithe","M2","8",0
"1988","2020","Saithe","M2","8",0
"1989","2020","Saithe","M2","8",0
"1990","2020","Saithe","M2","8",0
"1991","2020","Saithe","M2","8",0
"1992","2020","Saithe","M2","8",0
"1993","2020","Saithe","M2","8",0
"1994","2020","Saithe","M2","8",0
"1995","2020","Saithe","M2","8",0
"1996","2020","Saithe","M2","8",0
"1997","2020","Saithe","M2","8",0
"1998","2020","Saithe","M2","8",0
"1999","2020","Saithe","M2","8",0
"2000","2020","Saithe","M2","8",0
"2001","2020","Saithe","M2","8",0
"2002","2020","Saithe","M2","8",0
"2003","2020","Saithe","M2","8",0
"2004","2020","Saithe","M2","8",0
"2005","2020","Saithe","M2","8",0
"2006","2020","Saithe","M2","8",0
"2007","2020","Saithe","M2","8",0
"2008","2020","Saithe","M2","8",0
"2009","2020","Saithe","M2","8",0
"2010","2020","Saithe","M2","8",0
"2011","2020","Saithe","M2","8",0
"2012","2020","Saithe","M2","8",0
"2013","2020","Saithe","M2","8",0
"2014","2020","Saithe","M2","8",0
"2015","2020","Saithe","M2","8",0
"2016","2020","Saithe","M2","8",0
"2017","2020","Saithe","M2","8",0
"2018","2020","Saithe","M2","8",0
"2019","2020","Saithe","M2","8",0
"1974","2023","Saithe","M2","8",0
"1975","2023","Saithe","M2","8",0
"1976","2023","Saithe","M2","8",0
"1977","2023","Saithe","M2","8",0
"1978","2023","Saithe","M2","8",0
"1979","2023","Saithe","M2","8",0
"1980","2023","Saithe","M2","8",0
"1981","2023","Saithe","M2","8",0
"1982","2023","Saithe","M2","8",0
"1983","2023","Saithe","M2","8",0
"1984","2023","Saithe","M2","8",0
"1985","2023","Saithe","M2","8",0
"1986","2023","Saithe","M2","8",0
"1987","2023","Saithe","M2","8",0
"1988","2023","Saithe","M2","8",0
"1989","2023","Saithe","M2","8",0
"1990","2023","Saithe","M2","8",0
"1991","2023","Saithe","M2","8",0
"1992","2023","Saithe","M2","8",0
"1993","2023","Saithe","M2","8",0
"1994","2023","Saithe","M2","8",0
"1995","2023","Saithe","M2","8",0
"1996","2023","Saithe","M2","8",0
"1997","2023","Saithe","M2","8",0
"1998","2023","Saithe","M2","8",0
"1999","2023","Saithe","M2","8",0
"2000","2023","Saithe","M2","8",0
"2001","2023","Saithe","M2","8",0
"2002","2023","Saithe","M2","8",0
"2003","2023","Saithe","M2","8",0
"2004","2023","Saithe","M2","8",0
"2005","2023","Saithe","M2","8",0
"2006","2023","Saithe","M2","8",0
"2007","2023","Saithe","M2","8",0
"2008","2023","Saithe","M2","8",0
"2009","2023","Saithe","M2","8",0
"2010","2023","Saithe","M2","8",0
"2011","2023","Saithe","M2","8",0
"2012","2023","Saithe","M2","8",0
"2013","2023","Saithe","M2","8",0
"2014","2023","Saithe","M2","8",0
"2015","2023","Saithe","M2","8",0
"2016","2023","Saithe","M2","8",0
"2017","2023","Saithe","M2","8",0
"2018","2023","Saithe","M2","8",0
"2019","2023","Saithe","M2","8",0
"2020","2023","Saithe","M2","8",0
"2021","2023","Saithe","M2","8",0
"2022","2023","Saithe","M2","8",0
"1974","2020","Sole","M2","8",0
"1975","2020","Sole","M2","8",0
"1976","2020","Sole","M2","8",0
"1977","2020","Sole","M2","8",0
"1978","2020","Sole","M2","8",0
"1979","2020","Sole","M2","8",0
"1980","2020","Sole","M2","8",0
"1981","2020","Sole","M2","8",0
"1982","2020","Sole","M2","8",0
"1983","2020","Sole","M2","8",0
"1984","2020","Sole","M2","8",0
"1985","2020","Sole","M2","8",0
"1986","2020","Sole","M2","8",0
"1987","2020","Sole","M2","8",0
"1988","2020","Sole","M2","8",0
"1989","2020","Sole","M2","8",0
"1990","2020","Sole","M2","8",0
"1991","2020","Sole","M2","8",0
"1992","2020","Sole","M2","8",0
"1993","2020","Sole","M2","8",0
"1994","2020","Sole","M2","8",0
"1995","2020","Sole","M2","8",0
"1996","2020","Sole","M2","8",0
"1997","2020","Sole","M2","8",0
"1998","2020","Sole","M2","8",0
"1999","2020","Sole","M2","8",0
"2000","2020","Sole","M2","8",0
"2001","2020","Sole","M2","8",0
"2002","2020","Sole","M2","8",0
"2003","2020","Sole","M2","8",0
"2004","2020","Sole","M2","8",0
"2005","2020","Sole","M2","8",0
"2006","2020","Sole","M2","8",0
"2007","2020","Sole","M2","8",0
"2008","2020","Sole","M2","8",0
"2009","2020","Sole","M2","8",0
"2010","2020","Sole","M2","8",0
"2011","2020","Sole","M2","8",0
"2012","2020","Sole","M2","8",0
"2013","2020","Sole","M2","8",0
"2014","2020","Sole","M2","8",0
"2015","2020","Sole","M2","8",0
"2016","2020","Sole","M2","8",0
"2017","2020","Sole","M2","8",0
"2018","2020","Sole","M2","8",0
"2019","2020","Sole","M2","8",0
"1974","2023","Sole","M2","8",0
"1975","2023","Sole","M2","8",0
"1976","2023","Sole","M2","8",0
"1977","2023","Sole","M2","8",0
"1978","2023","Sole","M2","8",0
"1979","2023","Sole","M2","8",0
"1980","2023","Sole","M2","8",0
"1981","2023","Sole","M2","8",0
"1982","2023","Sole","M2","8",0
"1983","2023","Sole","M2","8",0
"1984","2023","Sole","M2","8",0
"1985","2023","Sole","M2","8",0
"1986","2023","Sole","M2","8",0
"1987","2023","Sole","M2","8",0
"1988","2023","Sole","M2","8",0
"1989","2023","Sole","M2","8",0
"1990","2023","Sole","M2","8",0
"1991","2023","Sole","M2","8",0
"1992","2023","Sole","M2","8",0
"1993","2023","Sole","M2","8",0
"1994","2023","Sole","M2","8",0
"1995","2023","Sole","M2","8",0
"1996","2023","Sole","M2","8",0
"1997","2023","Sole","M2","8",0
"1998","2023","Sole","M2","8",0
"1999","2023","Sole","M2","8",0
"2000","2023","Sole","M2","8",0
"2001","2023","Sole","M2","8",0
"2002","2023","Sole","M2","8",0
"2003","2023","Sole","M2","8",0
"2004","2023","Sole","M2","8",0
"2005","2023","Sole","M2","8",0
"2006","2023","Sole","M2","8",0
"2007","2023","Sole","M2","8",0
"2008","2023","Sole","M2","8",0
"2009","2023","Sole","M2","8",0
"2010","2023","Sole","M2","8",0
"2011","2023","Sole","M2","8",0
"2012","2023","Sole","M2","8",0
"2013","2023","Sole","M2","8",0
"2014","2023","Sole","M2","8",0
"2015","2023","Sole","M2","8",0
"2016","2023","Sole","M2","8",0
"2017","2023","Sole","M2","8",0
"2018","2023","Sole","M2","8",0
"2019","2023","Sole","M2","8",0
"2020","2023","Sole","M2","8",0
"2021","2023","Sole","M2","8",0
"2022","2023","Sole","M2","8",0
"1974","2020","Whiting","M2","8",0.0579360564359123
"1975","2020","Whiting","M2","8",0.0563792250668891
"1976","2020","Whiting","M2","8",0.0528032529976598
"1977","2020","Whiting","M2","8",0.0511570740867377
"1978","2020","Whiting","M2","8",0.0383342838358351
"1979","2020","Whiting","M2","8",0.0424219057271591
"1980","2020","Whiting","M2","8",0.0501866661251032
"1981","2020","Whiting","M2","8",0.0487646917905979
"1982","2020","Whiting","M2","8",0.0368979573762944
"1983","2020","Whiting","M2","8",0.0550575236136198
"1984","2020","Whiting","M2","8",0.0411217882427939
"1985","2020","Whiting","M2","8",0.0766468746452493
"1986","2020","Whiting","M2","8",0.0274626144407213
"1987","2020","Whiting","M2","8",0.0283342358568827
"1988","2020","Whiting","M2","8",0.0269610409419004
"1989","2020","Whiting","M2","8",0.184100915563424
"1990","2020","Whiting","M2","8",0.0322082158198624
"1991","2020","Whiting","M2","8",0.150689958447273
"1992","2020","Whiting","M2","8",0.0375174219059119
"1993","2020","Whiting","M2","8",0.173059572037241
"1994","2020","Whiting","M2","8",0.0323340783739152
"1995","2020","Whiting","M2","8",0.087130076586465
"1996","2020","Whiting","M2","8",0.0327306708962982
"1997","2020","Whiting","M2","8",0.0916033791023442
"1998","2020","Whiting","M2","8",0.201322180224696
"1999","2020","Whiting","M2","8",0.226930877113572
"2000","2020","Whiting","M2","8",0.208355727680961
"2001","2020","Whiting","M2","8",0.181999814410967
"2002","2020","Whiting","M2","8",0.186006709682517
"2003","2020","Whiting","M2","8",0.206954067687781
"2004","2020","Whiting","M2","8",0.263359176690278
"2005","2020","Whiting","M2","8",0.234163101522516
"2006","2020","Whiting","M2","8",0.238012246474661
"2007","2020","Whiting","M2","8",0.233900642233369
"2008","2020","Whiting","M2","8",0.246858686547471
"2009","2020","Whiting","M2","8",0.25520004918713
"2010","2020","Whiting","M2","8",0.215284304057788
"2011","2020","Whiting","M2","8",0.231781045382806
"2012","2020","Whiting","M2","8",0.19039642865507
"2013","2020","Whiting","M2","8",0.192308736693566
"2014","2020","Whiting","M2","8",0.181802600814216
"2015","2020","Whiting","M2","8",0.179984442996178
"2016","2020","Whiting","M2","8",0.0359760100236311
"2017","2020","Whiting","M2","8",0.0403304109432504
"2018","2020","Whiting","M2","8",0.0293160245010335
"2019","2020","Whiting","M2","8",0.139702656302736
"1974","2020","Cod","M2","9",0
"1975","2020","Cod","M2","9",0
"1976","2020","Cod","M2","9",0
"1977","2020","Cod","M2","9",0
"1978","2020","Cod","M2","9",0
"1979","2020","Cod","M2","9",0
"1980","2020","Cod","M2","9",0
"1981","2020","Cod","M2","9",0
"1982","2020","Cod","M2","9",0
"1983","2020","Cod","M2","9",0
"1984","2020","Cod","M2","9",0
"1985","2020","Cod","M2","9",0
"1986","2020","Cod","M2","9",0
"1987","2020","Cod","M2","9",0
"1988","2020","Cod","M2","9",0
"1989","2020","Cod","M2","9",0
"1990","2020","Cod","M2","9",0
"1991","2020","Cod","M2","9",0
"1992","2020","Cod","M2","9",0
"1993","2020","Cod","M2","9",0
"1994","2020","Cod","M2","9",0
"1995","2020","Cod","M2","9",0
"1996","2020","Cod","M2","9",0
"1997","2020","Cod","M2","9",0
"1998","2020","Cod","M2","9",0
"1999","2020","Cod","M2","9",0
"2000","2020","Cod","M2","9",0
"2001","2020","Cod","M2","9",0
"2002","2020","Cod","M2","9",0
"2003","2020","Cod","M2","9",0
"2004","2020","Cod","M2","9",0
"2005","2020","Cod","M2","9",0
"2006","2020","Cod","M2","9",0
"2007","2020","Cod","M2","9",0
"2008","2020","Cod","M2","9",0
"2009","2020","Cod","M2","9",0
"2010","2020","Cod","M2","9",0
"2011","2020","Cod","M2","9",0
"2012","2020","Cod","M2","9",0
"2013","2020","Cod","M2","9",0
"2014","2020","Cod","M2","9",0
"2015","2020","Cod","M2","9",0
"2016","2020","Cod","M2","9",0
"2017","2020","Cod","M2","9",0
"2018","2020","Cod","M2","9",0
"2019","2020","Cod","M2","9",0
"1974","2023","Cod","M2","9",0
"1975","2023","Cod","M2","9",0
"1976","2023","Cod","M2","9",0
"1977","2023","Cod","M2","9",0
"1978","2023","Cod","M2","9",0
"1979","2023","Cod","M2","9",0
"1980","2023","Cod","M2","9",0
"1981","2023","Cod","M2","9",0
"1982","2023","Cod","M2","9",0
"1983","2023","Cod","M2","9",0
"1984","2023","Cod","M2","9",0
"1985","2023","Cod","M2","9",0
"1986","2023","Cod","M2","9",0
"1987","2023","Cod","M2","9",0
"1988","2023","Cod","M2","9",0
"1989","2023","Cod","M2","9",0
"1990","2023","Cod","M2","9",0
"1991","2023","Cod","M2","9",0
"1992","2023","Cod","M2","9",0
"1993","2023","Cod","M2","9",0
"1994","2023","Cod","M2","9",0
"1995","2023","Cod","M2","9",0
"1996","2023","Cod","M2","9",0
