"Year","Predator","Prey","Prey.no","eatenW"
2009,"Grey seal","Nor. pout",23,2471.56335575772
2010,"Grey seal","Nor. pout",23,1478.22770674998
1963,"H. porpoise","Nor. pout",23,609.04899261981
1964,"H. porpoise","Nor. pout",23,626.65650711307
1965,"H. porpoise","Nor. pout",23,787.24433628337
1966,"H. porpoise","Nor. pout",23,1134.361648899
1967,"H. porpoise","Nor. pout",23,1762.0482793456
1968,"H. porpoise","Nor. pout",23,2845.347989129
1969,"H. porpoise","Nor. pout",23,3210.87446048324
1970,"H. porpoise","Nor. pout",23,2691.028530594
1971,"H. porpoise","Nor. pout",23,2675.3971860379
1972,"H. porpoise","Nor. pout",23,2127.3646232975
1973,"H. porpoise","Nor. pout",23,3631.00058520032
1974,"H. porpoise","Nor. pout",23,2412.9505898863
1975,"H. porpoise","Nor. pout",23,2999.9612765865
1976,"H. porpoise","Nor. pout",23,2829.599258692
1977,"H. porpoise","Nor. pout",23,1476.86930205136
1978,"H. porpoise","Nor. pout",23,1620.95311397784
1979,"H. porpoise","Nor. pout",23,2187.85030242028
1980,"H. porpoise","Nor. pout",23,1102.56823527924
1981,"H. porpoise","Nor. pout",23,1473.91877647404
1982,"H. porpoise","Nor. pout",23,2263.5270659636
1983,"H. porpoise","Nor. pout",23,2767.799127252
1984,"H. porpoise","Nor. pout",23,1626.7170481372
1985,"H. porpoise","Nor. pout",23,1299.4531638228
1986,"H. porpoise","Nor. pout",23,1415.2280233584
1987,"H. porpoise","Nor. pout",23,690.2240344553
1988,"H. porpoise","Nor. pout",23,1398.4267513756
1989,"H. porpoise","Nor. pout",23,1170.38994383
1990,"H. porpoise","Nor. pout",23,1199.6145420849
1991,"H. porpoise","Nor. pout",23,1650.1731372096
1992,"H. porpoise","Nor. pout",23,1314.2306297627
1993,"H. porpoise","Nor. pout",23,1161.6853881514
1994,"H. porpoise","Nor. pout",23,2520.7243119536
1995,"H. porpoise","Nor. pout",23,1946.5542001584
1996,"H. porpoise","Nor. pout",23,2437.6915499473
1997,"H. porpoise","Nor. pout",23,1338.4023103719
1998,"H. porpoise","Nor. pout",23,1648.7027481176
1999,"H. porpoise","Nor. pout",23,2201.251328698
2000,"H. porpoise","Nor. pout",23,1699.5001224194
2001,"H. porpoise","Nor. pout",23,1522.5242125596
2002,"H. porpoise","Nor. pout",23,1047.5665513056
2003,"H. porpoise","Nor. pout",23,646.1589528604
2004,"H. porpoise","Nor. pout",23,835.9073682134
2005,"H. porpoise","Nor. pout",23,1338.160357923
2006,"H. porpoise","Nor. pout",23,1550.1978387639
2007,"H. porpoise","Nor. pout",23,2138.911293641
2008,"H. porpoise","Nor. pout",23,3462.7007580828
2009,"H. porpoise","Nor. pout",23,3071.7186300952
2010,"H. porpoise","Nor. pout",23,944.602557611
1963,"Haddock","Nor. pout",23,114734.0979423
1964,"Haddock","Nor. pout",23,148742.160385852
1965,"Haddock","Nor. pout",23,119616.126494255
1966,"Haddock","Nor. pout",23,65250.5020366737
1967,"Haddock","Nor. pout",23,83824.0677727101
1968,"Haddock","Nor. pout",23,939655.92934488
1969,"Haddock","Nor. pout",23,926816.195136828
1970,"Haddock","Nor. pout",23,393314.010715387
1971,"Haddock","Nor. pout",23,257566.809477626
1972,"Haddock","Nor. pout",23,341082.074155335
1973,"Haddock","Nor. pout",23,303757.539950265
1974,"Haddock","Nor. pout",23,186342.179672018
1975,"Haddock","Nor. pout",23,429166.520673984
1976,"Haddock","Nor. pout",23,338241.00865401
1977,"Haddock","Nor. pout",23,132130.076680664
1978,"Haddock","Nor. pout",23,72983.4647176631
1979,"Haddock","Nor. pout",23,116872.697426353
1980,"Haddock","Nor. pout",23,134678.859433443
1981,"Haddock","Nor. pout",23,130447.239948439
1982,"Haddock","Nor. pout",23,147824.23339218
1983,"Haddock","Nor. pout",23,121114.58769549
1984,"Haddock","Nor. pout",23,103848.754016701
1985,"Haddock","Nor. pout",23,78509.5749946002
1986,"Haddock","Nor. pout",23,52138.6534756272
1987,"Haddock","Nor. pout",23,36856.8372341451
1988,"Haddock","Nor. pout",23,47222.6013475815
1989,"Haddock","Nor. pout",23,32819.6294007744
1990,"Haddock","Nor. pout",23,18920.3749555082
1991,"Haddock","Nor. pout",23,29363.1163940554
1992,"Haddock","Nor. pout",23,41415.699550789
1993,"Haddock","Nor. pout",23,57508.4660268325
1994,"Haddock","Nor. pout",23,82539.9808975261
1995,"Haddock","Nor. pout",23,114720.579607792
1996,"Haddock","Nor. pout",23,118977.882019492
1997,"Haddock","Nor. pout",23,70416.504343117
1998,"Haddock","Nor. pout",23,55989.1415880554
1999,"Haddock","Nor. pout",23,44342.8866782127
2000,"Haddock","Nor. pout",23,127334.35276611
2001,"Haddock","Nor. pout",23,177069.808651857
2002,"Haddock","Nor. pout",23,106436.587096186
2003,"Haddock","Nor. pout",23,49572.5820636037
2004,"Haddock","Nor. pout",23,30381.1126494675
2005,"Haddock","Nor. pout",23,26162.3750526559
2006,"Haddock","Nor. pout",23,45368.5933497673
2007,"Haddock","Nor. pout",23,64597.0594038351
2008,"Haddock","Nor. pout",23,86721.0003618487
2009,"Haddock","Nor. pout",23,83597.9667649196
2010,"Haddock","Nor. pout",23,57821.9960144763
1963,"Her. Gull","Nor. pout",23,622.397511240414
1964,"Her. Gull","Nor. pout",23,712.473036434336
1965,"Her. Gull","Nor. pout",23,971.048357237882
1966,"Her. Gull","Nor. pout",23,1307.86220604976
1967,"Her. Gull","Nor. pout",23,2109.02281702496
1968,"Her. Gull","Nor. pout",23,4000.19701024936
1969,"Her. Gull","Nor. pout",23,4037.52383065724
1970,"Her. Gull","Nor. pout",23,3360.1193098006
1971,"Her. Gull","Nor. pout",23,3561.75526154348
1972,"Her. Gull","Nor. pout",23,3070.68645666318
1973,"Her. Gull","Nor. pout",23,4778.05985210624
1974,"Her. Gull","Nor. pout",23,2961.09704327566
1975,"Her. Gull","Nor. pout",23,4199.16350225244
1976,"Her. Gull","Nor. pout",23,4450.33120642888
1977,"Her. Gull","Nor. pout",23,2522.95467379866
1978,"Her. Gull","Nor. pout",23,2731.31783048768
1979,"Her. Gull","Nor. pout",23,3674.84680476648
1980,"Her. Gull","Nor. pout",23,2079.31932548676
1981,"Her. Gull","Nor. pout",23,2186.48249874817
1982,"Her. Gull","Nor. pout",23,2805.31707929844
1983,"Her. Gull","Nor. pout",23,3218.60281980008
1984,"Her. Gull","Nor. pout",23,2105.98443166382
1985,"Her. Gull","Nor. pout",23,1572.29007702088
1986,"Her. Gull","Nor. pout",23,1806.74174752682
1987,"Her. Gull","Nor. pout",23,923.09795957374
1988,"Her. Gull","Nor. pout",23,1755.13718751884
1989,"Her. Gull","Nor. pout",23,1716.68188647178
1990,"Her. Gull","Nor. pout",23,1599.04471395684
1991,"Her. Gull","Nor. pout",23,1934.85731317896
1992,"Her. Gull","Nor. pout",23,1501.53085783547
1993,"Her. Gull","Nor. pout",23,1300.68080882984
1994,"Her. Gull","Nor. pout",23,2719.03040755858
1995,"Her. Gull","Nor. pout",23,2038.57097858904
1996,"Her. Gull","Nor. pout",23,2133.35191185678
1997,"Her. Gull","Nor. pout",23,1073.38875812316
1998,"Her. Gull","Nor. pout",23,1349.37969026336
1999,"Her. Gull","Nor. pout",23,1780.61822518648
2000,"Her. Gull","Nor. pout",23,1448.79491858616
2001,"Her. Gull","Nor. pout",23,1368.71453658852
2002,"Her. Gull","Nor. pout",23,828.99490565692
2003,"Her. Gull","Nor. pout",23,438.756100876328
2004,"Her. Gull","Nor. pout",23,495.487048049076
2005,"Her. Gull","Nor. pout",23,684.88962295328
2006,"Her. Gull","Nor. pout",23,770.85727834883
2007,"Her. Gull","Nor. pout",23,1094.34007354776
2008,"Her. Gull","Nor. pout",23,1789.21461840666
2009,"Her. Gull","Nor. pout",23,1653.2138074666
2010,"Her. Gull","Nor. pout",23,574.71036299993
1963,"N. mackerel","Nor. pout",23,87700.7896052893
1964,"N. mackerel","Nor. pout",23,85318.5526173806
1965,"N. mackerel","Nor. pout",23,114939.772973355
1966,"N. mackerel","Nor. pout",23,126422.747764639
1967,"N. mackerel","Nor. pout",23,177146.517979655
1968,"N. mackerel","Nor. pout",23,257951.819573888
1969,"N. mackerel","Nor. pout",23,285426.495693026
1970,"N. mackerel","Nor. pout",23,144165.304670771
1971,"N. mackerel","Nor. pout",23,121055.598266094
1972,"N. mackerel","Nor. pout",23,96492.2620064072
1973,"N. mackerel","Nor. pout",23,125243.957402507
1974,"N. mackerel","Nor. pout",23,52104.9312574133
1975,"N. mackerel","Nor. pout",23,76479.8690448412
1976,"N. mackerel","Nor. pout",23,64619.7334400392
1977,"N. mackerel","Nor. pout",23,27817.1728373874
1978,"N. mackerel","Nor. pout",23,18660.9687567772
1979,"N. mackerel","Nor. pout",23,18097.4604879978
1980,"N. mackerel","Nor. pout",23,13892.7269358815
1981,"N. mackerel","Nor. pout",23,12859.5615417276
1982,"N. mackerel","Nor. pout",23,14882.3093836433
1983,"N. mackerel","Nor. pout",23,16852.021693648
1984,"N. mackerel","Nor. pout",23,5548.87946617687
1985,"N. mackerel","Nor. pout",23,3774.37957500458
1986,"N. mackerel","Nor. pout",23,5465.88208303316
1987,"N. mackerel","Nor. pout",23,2377.34492329672
1988,"N. mackerel","Nor. pout",23,4505.23983676204
1989,"N. mackerel","Nor. pout",23,4927.16416326161
1990,"N. mackerel","Nor. pout",23,4249.12236265374
1991,"N. mackerel","Nor. pout",23,5320.61658890913
1992,"N. mackerel","Nor. pout",23,4521.81673850527
1993,"N. mackerel","Nor. pout",23,3796.36045023384
1994,"N. mackerel","Nor. pout",23,7657.75750727976
1995,"N. mackerel","Nor. pout",23,6154.93139798544
1996,"N. mackerel","Nor. pout",23,6535.10731436504
1997,"N. mackerel","Nor. pout",23,4066.82720814662
1998,"N. mackerel","Nor. pout",23,2259.60318203424
1999,"N. mackerel","Nor. pout",23,3084.37556009427
2000,"N. mackerel","Nor. pout",23,2578.6221236465
2001,"N. mackerel","Nor. pout",23,2941.79034938742
2002,"N. mackerel","Nor. pout",23,1793.01195679134
2003,"N. mackerel","Nor. pout",23,1160.90820852973
2004,"N. mackerel","Nor. pout",23,1521.42627319133
2005,"N. mackerel","Nor. pout",23,2065.95035801331
2006,"N. mackerel","Nor. pout",23,2604.3440695195
2007,"N. mackerel","Nor. pout",23,4368.624004898
2008,"N. mackerel","Nor. pout",23,7942.95527519156
2009,"N. mackerel","Nor. pout",23,7247.8137817399
2010,"N. mackerel","Nor. pout",23,2986.288569735
1963,"R. radiata","Nor. pout",23,2043.39805704204
1964,"R. radiata","Nor. pout",23,2319.4186087713
1965,"R. radiata","Nor. pout",23,2967.5216107082
1966,"R. radiata","Nor. pout",23,3820.31957871948
1967,"R. radiata","Nor. pout",23,5423.204563365
1968,"R. radiata","Nor. pout",23,9338.4050933384
1969,"R. radiata","Nor. pout",23,9819.6063333542
1970,"R. radiata","Nor. pout",23,8162.704715873
1971,"R. radiata","Nor. pout",23,7946.362168832
1972,"R. radiata","Nor. pout",23,7991.0441110928
1973,"R. radiata","Nor. pout",23,10608.9208473912
1974,"R. radiata","Nor. pout",23,7971.0587728654
1975,"R. radiata","Nor. pout",23,9749.2263828172
1976,"R. radiata","Nor. pout",23,10482.998127868
1977,"R. radiata","Nor. pout",23,6729.2397005044
1978,"R. radiata","Nor. pout",23,6815.3398666598
1979,"R. radiata","Nor. pout",23,8713.3026655292
1980,"R. radiata","Nor. pout",23,5698.8366789592
1981,"R. radiata","Nor. pout",23,5508.70358451788
1982,"R. radiata","Nor. pout",23,7290.7901391768
1983,"R. radiata","Nor. pout",23,9025.6966843002
1984,"R. radiata","Nor. pout",23,9027.7135458074
1985,"R. radiata","Nor. pout",23,4726.8613264373
1986,"R. radiata","Nor. pout",23,9161.89858657564
1987,"R. radiata","Nor. pout",23,10351.429823007
1988,"R. radiata","Nor. pout",23,5673.78696700788
1989,"R. radiata","Nor. pout",23,14668.357136976
1990,"R. radiata","Nor. pout",23,10475.4341623128
1991,"R. radiata","Nor. pout",23,11885.7758224694
1992,"R. radiata","Nor. pout",23,16186.8793557734
1993,"R. radiata","Nor. pout",23,13793.636385214
1994,"R. radiata","Nor. pout",23,15291.1062337422
1995,"R. radiata","Nor. pout",23,14926.9800139656
1996,"R. radiata","Nor. pout",23,13433.5056357738
1997,"R. radiata","Nor. pout",23,7517.6063537354
1998,"R. radiata","Nor. pout",23,9855.5172406404
1999,"R. radiata","Nor. pout",23,12003.477430682
2000,"R. radiata","Nor. pout",23,13264.11676748
2001,"R. radiata","Nor. pout",23,9004.3255488192
2002,"R. radiata","Nor. pout",23,5083.6132671
2003,"R. radiata","Nor. pout",23,3599.35272710664
2004,"R. radiata","Nor. pout",23,2315.13735360984
2005,"R. radiata","Nor. pout",23,4024.11398597384
2006,"R. radiata","Nor. pout",23,4026.09071364924
2007,"R. radiata","Nor. pout",23,9059.37002524136
2008,"R. radiata","Nor. pout",23,9658.256700886
2009,"R. radiata","Nor. pout",23,8262.078309178
2010,"R. radiata","Nor. pout",23,2090.9962379612
1963,"Razorbill","Nor. pout",23,27.1593322402044
1964,"Razorbill","Nor. pout",23,35.0262408798848
1965,"Razorbill","Nor. pout",23,47.8720416324192
1966,"Razorbill","Nor. pout",23,61.2352338641376
1967,"Razorbill","Nor. pout",23,84.887153535512
1968,"Razorbill","Nor. pout",23,164.911440269104
1969,"Razorbill","Nor. pout",23,183.884414301152
1970,"Razorbill","Nor. pout",23,139.01914473108
1971,"Razorbill","Nor. pout",23,140.143205689076
1972,"Razorbill","Nor. pout",23,94.144652062924
1973,"Razorbill","Nor. pout",23,88.053865065408
1974,"Razorbill","Nor. pout",23,71.102320657386
1975,"Razorbill","Nor. pout",23,61.996888728944
1976,"Razorbill","Nor. pout",23,86.97202088508
1977,"Razorbill","Nor. pout",23,74.280495753193
1978,"Razorbill","Nor. pout",23,56.556224620032
1979,"Razorbill","Nor. pout",23,83.859556337752
1980,"Razorbill","Nor. pout",23,77.024399815328
1981,"Razorbill","Nor. pout",23,80.552330933586
1982,"Razorbill","Nor. pout",23,149.053790361944
1983,"Razorbill","Nor. pout",23,164.0473716606
1984,"Razorbill","Nor. pout",23,100.69146021286
1985,"Razorbill","Nor. pout",23,64.136812376808
1986,"Razorbill","Nor. pout",23,60.6908209552448
1987,"Razorbill","Nor. pout",23,48.0174802727
1988,"Razorbill","Nor. pout",23,56.167509789852
1989,"Razorbill","Nor. pout",23,84.448564961774
1990,"Razorbill","Nor. pout",23,76.609517089752
1991,"Razorbill","Nor. pout",23,82.008241105118
1992,"Razorbill","Nor. pout",23,73.787352884668
1993,"Razorbill","Nor. pout",23,48.674010609505
1994,"Razorbill","Nor. pout",23,69.73848188289
1995,"Razorbill","Nor. pout",23,113.431878154056
1996,"Razorbill","Nor. pout",23,93.595378633692
1997,"Razorbill","Nor. pout",23,66.907951879008
1998,"Razorbill","Nor. pout",23,53.531651685288
1999,"Razorbill","Nor. pout",23,88.894125938435
2000,"Razorbill","Nor. pout",23,95.536767232924
2001,"Razorbill","Nor. pout",23,74.167620162888
2002,"Razorbill","Nor. pout",23,63.897010691156
2003,"Razorbill","Nor. pout",23,52.272870825192
2004,"Razorbill","Nor. pout",23,32.3684547429684
2005,"Razorbill","Nor. pout",23,45.8324034704086
2006,"Razorbill","Nor. pout",23,70.4107922120596
2007,"Razorbill","Nor. pout",23,98.1042180784816
2008,"Razorbill","Nor. pout",23,136.39273672411
2009,"Razorbill","Nor. pout",23,189.841356726122
2010,"Razorbill","Nor. pout",23,104.853848012128
1963,"Saithe","Nor. pout",23,16223.0551910233
1964,"Saithe","Nor. pout",23,24453.7929795511
1965,"Saithe","Nor. pout",23,74028.8108534926
1966,"Saithe","Nor. pout",23,123027.136727933
1967,"Saithe","Nor. pout",23,160208.430843142
1968,"Saithe","Nor. pout",23,186948.483874405
1969,"Saithe","Nor. pout",23,529761.318784112
1970,"Saithe","Nor. pout",23,644247.744762126
1971,"Saithe","Nor. pout",23,647840.632010135
1972,"Saithe","Nor. pout",23,600346.120476766
1973,"Saithe","Nor. pout",23,598092.966273021
1974,"Saithe","Nor. pout",23,506450.373638736
1975,"Saithe","Nor. pout",23,400878.804552746
1976,"Saithe","Nor. pout",23,558417.896154538
1977,"Saithe","Nor. pout",23,428334.677175533
1978,"Saithe","Nor. pout",23,244338.100151514
1979,"Saithe","Nor. pout",23,263502.167506934
1980,"Saithe","Nor. pout",23,204318.647260143
1981,"Saithe","Nor. pout",23,202219.740933406
1982,"Saithe","Nor. pout",23,256599.237816129
1983,"Saithe","Nor. pout",23,302429.230941747
1984,"Saithe","Nor. pout",23,231748.003314023
1985,"Saithe","Nor. pout",23,178074.561510117
1986,"Saithe","Nor. pout",23,179599.838431141
1987,"Saithe","Nor. pout",23,132805.304553593
1988,"Saithe","Nor. pout",23,127994.980489522
1989,"Saithe","Nor. pout",23,120723.663328385
1990,"Saithe","Nor. pout",23,110351.680980557
1991,"Saithe","Nor. pout",23,133101.542155775
1992,"Saithe","Nor. pout",23,144566.783940631
1993,"Saithe","Nor. pout",23,143066.438075461
1994,"Saithe","Nor. pout",23,175994.865581911
1995,"Saithe","Nor. pout",23,361028.966248535
1996,"Saithe","Nor. pout",23,354619.3938795
1997,"Saithe","Nor. pout",23,359086.356137342
1998,"Saithe","Nor. pout",23,283316.195806292
1999,"Saithe","Nor. pout",23,289339.438747845
2000,"Saithe","Nor. pout",23,247819.816596708
2001,"Saithe","Nor. pout",23,333416.198893552
2002,"Saithe","Nor. pout",23,291761.529049937
2003,"Saithe","Nor. pout",23,181124.682204542
2004,"Saithe","Nor. pout",23,159446.392164389
2005,"Saithe","Nor. pout",23,218920.046096593
2006,"Saithe","Nor. pout",23,235013.581263816
2007,"Saithe","Nor. pout",23,325163.78987019
2008,"Saithe","Nor. pout",23,410352.153426599
2009,"Saithe","Nor. pout",23,406374.260592105
2010,"Saithe","Nor. pout",23,312958.983576493
1972,"W. mackerel","Nor. pout",23,115678.35129354
1973,"W. mackerel","Nor. pout",23,521219.06023504
1974,"W. mackerel","Nor. pout",23,113094.339318174
1975,"W. mackerel","Nor. pout",23,422848.3541643
1976,"W. mackerel","Nor. pout",23,87793.8056519
1977,"W. mackerel","Nor. pout",23,17649.531327371
1978,"W. mackerel","Nor. pout",23,42214.32570313
1979,"W. mackerel","Nor. pout",23,111269.30108328
1980,"W. mackerel","Nor. pout",23,60929.0087450372
1981,"W. mackerel","Nor. pout",23,97392.03037488
1982,"W. mackerel","Nor. pout",23,130629.185797476
1983,"W. mackerel","Nor. pout",23,161015.428734824
1984,"W. mackerel","Nor. pout",23,114087.378357121
1985,"W. mackerel","Nor. pout",23,94151.7809955738
1986,"W. mackerel","Nor. pout",23,226683.490865074
1987,"W. mackerel","Nor. pout",23,94455.091863024
1988,"W. mackerel","Nor. pout",23,237119.601313812
1989,"W. mackerel","Nor. pout",23,185830.161533756
1990,"W. mackerel","Nor. pout",23,132182.817607488
1991,"W. mackerel","Nor. pout",23,167095.662573971
1992,"W. mackerel","Nor. pout",23,125234.771735134
1993,"W. mackerel","Nor. pout",23,112021.507429272
1994,"W. mackerel","Nor. pout",23,232856.433401513
1995,"W. mackerel","Nor. pout",23,164553.837756118
1996,"W. mackerel","Nor. pout",23,198549.016443452
1997,"W. mackerel","Nor. pout",23,87179.4124857062
1998,"W. mackerel","Nor. pout",23,141616.429579128
1999,"W. mackerel","Nor. pout",23,187690.579123588
2000,"W. mackerel","Nor. pout",23,133225.02139751
2001,"W. mackerel","Nor. pout",23,143802.971762214
2002,"W. mackerel","Nor. pout",23,71879.9749775664
2003,"W. mackerel","Nor. pout",23,45620.0824658264
2004,"W. mackerel","Nor. pout",23,66067.2070064252
2005,"W. mackerel","Nor. pout",23,112366.133755399
2006,"W. mackerel","Nor. pout",23,129328.007340165
2007,"W. mackerel","Nor. pout",23,211954.256657141
2008,"W. mackerel","Nor. pout",23,366984.704338235
2009,"W. mackerel","Nor. pout",23,305172.616398565
2010,"W. mackerel","Nor. pout",23,59877.000618817
1986,"W.horse mac","Nor. pout",23,12759.89301314
1988,"W.horse mac","Nor. pout",23,21059.62192152
1963,"Whiting","Nor. pout",23,186868.817229965
1964,"Whiting","Nor. pout",23,180951.687349619
1965,"Whiting","Nor. pout",23,203841.430010304
1966,"Whiting","Nor. pout",23,185673.490327975
1967,"Whiting","Nor. pout",23,331976.08716754
1968,"Whiting","Nor. pout",23,845925.17093013
1969,"Whiting","Nor. pout",23,667282.182769493
1970,"Whiting","Nor. pout",23,399412.630012891
1971,"Whiting","Nor. pout",23,400531.774500664
1972,"Whiting","Nor. pout",23,588296.878334357
1973,"Whiting","Nor. pout",23,651588.292604448
1974,"Whiting","Nor. pout",23,420005.026996837
1975,"Whiting","Nor. pout",23,637240.249355175
1976,"Whiting","Nor. pout",23,801139.308522226
1977,"Whiting","Nor. pout",23,564142.45701218
1978,"Whiting","Nor. pout",23,500210.965555747
1979,"Whiting","Nor. pout",23,648983.282528283
1980,"Whiting","Nor. pout",23,594466.253749595
1981,"Whiting","Nor. pout",23,344065.202918756
1982,"Whiting","Nor. pout",23,302096.380683338
1983,"Whiting","Nor. pout",23,303220.527693226
1984,"Whiting","Nor. pout",23,323189.866096747
1985,"Whiting","Nor. pout",23,215294.082094307
1986,"Whiting","Nor. pout",23,255228.828039704
1987,"Whiting","Nor. pout",23,199563.465275939
1988,"Whiting","Nor. pout",23,283088.567441808
1989,"Whiting","Nor. pout",23,430119.170511285
1990,"Whiting","Nor. pout",23,332376.744968305
1991,"Whiting","Nor. pout",23,311010.807909544
1992,"Whiting","Nor. pout",23,257216.319002608
1993,"Whiting","Nor. pout",23,218569.781077311
1994,"Whiting","Nor. pout",23,306761.885005613
1995,"Whiting","Nor. pout",23,362604.978697673
1996,"Whiting","Nor. pout",23,279121.690940251
1997,"Whiting","Nor. pout",23,187302.215651826
1998,"Whiting","Nor. pout",23,213756.821155824
1999,"Whiting","Nor. pout",23,281060.83641863
2000,"Whiting","Nor. pout",23,320544.235484863
2001,"Whiting","Nor. pout",23,309364.743871825
2002,"Whiting","Nor. pout",23,186716.571624687
2003,"Whiting","Nor. pout",23,91265.7066652747
2004,"Whiting","Nor. pout",23,70287.7832740306
2005,"Whiting","Nor. pout",23,75441.6196661937
2006,"Whiting","Nor. pout",23,96320.7167302044
2007,"Whiting","Nor. pout",23,151397.062478824
2008,"Whiting","Nor. pout",23,265449.903977951
2009,"Whiting","Nor. pout",23,317446.747438167
2010,"Whiting","Nor. pout",23,245741.6580648
1963,"Cod","Sprat",24,22354.8218045322
1964,"Cod","Sprat",24,28333.9734070424
1965,"Cod","Sprat",24,36523.6646914935
1966,"Cod","Sprat",24,49818.4497188001
1967,"Cod","Sprat",24,44057.8656322095
1968,"Cod","Sprat",24,26741.1894633349
1969,"Cod","Sprat",24,34694.6124411917
1970,"Cod","Sprat",24,59057.2399393401
1971,"Cod","Sprat",24,72900.1510602529
1972,"Cod","Sprat",24,83536.4283877445
1973,"Cod","Sprat",24,117780.540952263
1974,"Cod","Sprat",24,131692.985808203
1975,"Cod","Sprat",24,159998.495149869
1976,"Cod","Sprat",24,152663.048094588
1977,"Cod","Sprat",24,139348.959459053
1978,"Cod","Sprat",24,118668.6667033
1979,"Cod","Sprat",24,105286.934000832
1980,"Cod","Sprat",24,81837.1519509169
1981,"Cod","Sprat",24,39097.5063472298
1982,"Cod","Sprat",24,26400.8036779961
1983,"Cod","Sprat",24,22804.5136305393
1984,"Cod","Sprat",24,38672.416160833
1985,"Cod","Sprat",24,30741.7106866854
1986,"Cod","Sprat",24,39681.7136843855
1987,"Cod","Sprat",24,30018.611605909
1988,"Cod","Sprat",24,21520.3935140725
1989,"Cod","Sprat",24,20602.6191459647
1990,"Cod","Sprat",24,16822.2384233204
1991,"Cod","Sprat",24,18882.5895997537
1992,"Cod","Sprat",24,26253.5253970601
1993,"Cod","Sprat",24,38992.9370724269
1994,"Cod","Sprat",24,52632.3779445483
1995,"Cod","Sprat",24,31361.5920638354
1996,"Cod","Sprat",24,18961.0725605115
1997,"Cod","Sprat",24,30094.9734089415
1998,"Cod","Sprat",24,27491.9628243053
1999,"Cod","Sprat",24,21986.6900923882
2000,"Cod","Sprat",24,18574.8274021267
2001,"Cod","Sprat",24,12867.0583583244
2002,"Cod","Sprat",24,11697.2061065418
2003,"Cod","Sprat",24,8772.374256089
2004,"Cod","Sprat",24,13112.1261621789
2005,"Cod","Sprat",24,14925.8790643299
2006,"Cod","Sprat",24,15027.7390667666
2007,"Cod","Sprat",24,13844.8641948462
2008,"Cod","Sprat",24,17502.2666644845
2009,"Cod","Sprat",24,20340.7546958949
2010,"Cod","Sprat",24,18630.144396394
1963,"Fulmar","Sprat",24,1332.64436811266
1964,"Fulmar","Sprat",24,1219.02123361675
1965,"Fulmar","Sprat",24,1320.5050727918
1966,"Fulmar","Sprat",24,1537.35868688569
1967,"Fulmar","Sprat",24,1895.76987603542
1968,"Fulmar","Sprat",24,2037.23340655938
1969,"Fulmar","Sprat",24,2447.2516619803
1970,"Fulmar","Sprat",24,2929.99760528752
1971,"Fulmar","Sprat",24,3266.16525082624
1972,"Fulmar","Sprat",24,5680.09955028406
1973,"Fulmar","Sprat",24,8813.75037677836
1974,"Fulmar","Sprat",24,12565.6636189514
1975,"Fulmar","Sprat",24,12788.5367997703
1976,"Fulmar","Sprat",24,12071.0826692137
1977,"Fulmar","Sprat",24,8674.90909213188
1978,"Fulmar","Sprat",24,8105.13901703196
1979,"Fulmar","Sprat",24,8306.82519947984
1980,"Fulmar","Sprat",24,5535.14268158354
1981,"Fulmar","Sprat",24,3084.56755618962
1982,"Fulmar","Sprat",24,1967.34317933231
1983,"Fulmar","Sprat",24,2187.31896789592
1984,"Fulmar","Sprat",24,2765.12375735944
1985,"Fulmar","Sprat",24,2849.88387561367
1986,"Fulmar","Sprat",24,3035.1931658402
1987,"Fulmar","Sprat",24,2571.81000857261
1988,"Fulmar","Sprat",24,2272.45064988859
1989,"Fulmar","Sprat",24,2069.86031434978
1990,"Fulmar","Sprat",24,2265.28422949331
1991,"Fulmar","Sprat",24,2617.57083493186
1992,"Fulmar","Sprat",24,2928.16041097254
1993,"Fulmar","Sprat",24,4341.05233135698
1994,"Fulmar","Sprat",24,4613.80492520383
1995,"Fulmar","Sprat",24,2546.66465083644
1996,"Fulmar","Sprat",24,1583.92035614119
1997,"Fulmar","Sprat",24,1818.51469916042
1998,"Fulmar","Sprat",24,2192.4352866981
1999,"Fulmar","Sprat",24,2354.24161407717
2000,"Fulmar","Sprat",24,1855.01738154874
2001,"Fulmar","Sprat",24,1415.8754622745
2002,"Fulmar","Sprat",24,1407.45346249329
2003,"Fulmar","Sprat",24,1263.81739219369
2004,"Fulmar","Sprat",24,1651.44313713459
2005,"Fulmar","Sprat",24,2225.79569467012
2006,"Fulmar","Sprat",24,1431.56390039417
2007,"Fulmar","Sprat",24,1249.50316673391
2008,"Fulmar","Sprat",24,1638.95277370264
2009,"Fulmar","Sprat",24,2104.47910885833
2010,"Fulmar","Sprat",24,1329.1077889125
1963,"G. gurnards","Sprat",24,4189.85504758178
1964,"G. gurnards","Sprat",24,3539.09405402102
1965,"G. gurnards","Sprat",24,3492.42314141985
1966,"G. gurnards","Sprat",24,3704.27694608498
1967,"G. gurnards","Sprat",24,3203.61506180486
1968,"G. gurnards","Sprat",24,3426.83861477836
1969,"G. gurnards","Sprat",24,3888.77680973605
1970,"G. gurnards","Sprat",24,3908.8522236001
1971,"G. gurnards","Sprat",24,1210.86585829255
1972,"G. gurnards","Sprat",24,874.534912142896
1973,"G. gurnards","Sprat",24,36196.6529830562
1974,"G. gurnards","Sprat",24,17232.3163447031
1975,"G. gurnards","Sprat",24,17700.1170442785
