"Year","Predator","Prey","Prey.no","eatenW"
1972,"Cod","Haddock",19,865347.419090057
1973,"Cod","Haddock",19,547326.366483742
1974,"Cod","Haddock",19,541346.4265178
1975,"Cod","Haddock",19,440207.521783379
1976,"Cod","Haddock",19,248205.066650045
1977,"Cod","Haddock",19,268031.745581124
1978,"Cod","Haddock",19,292299.199872774
1979,"Cod","Haddock",19,393544.94772623
1980,"Cod","Haddock",19,470362.211145253
1981,"Cod","Haddock",19,384023.979027773
1982,"Cod","Haddock",19,326415.952530538
1983,"Cod","Haddock",19,247107.530408516
1984,"Cod","Haddock",19,259296.626078268
1985,"Cod","Haddock",19,192676.965467501
1986,"Cod","Haddock",19,226248.195841304
1987,"Cod","Haddock",19,186082.437918029
1988,"Cod","Haddock",19,101194.487945751
1989,"Cod","Haddock",19,60258.0372041283
1990,"Cod","Haddock",19,62381.2273948815
1991,"Cod","Haddock",19,82083.4009241631
1992,"Cod","Haddock",19,134368.034731309
1993,"Cod","Haddock",19,150584.973925203
1994,"Cod","Haddock",19,185409.271081085
1995,"Cod","Haddock",19,225575.594134541
1996,"Cod","Haddock",19,163788.802770197
1997,"Cod","Haddock",19,126093.476039208
1998,"Cod","Haddock",19,85706.5217950022
1999,"Cod","Haddock",19,113323.614071992
2000,"Cod","Haddock",19,155188.094780193
2001,"Cod","Haddock",19,99290.3657892586
2002,"Cod","Haddock",19,86285.0630777748
2003,"Cod","Haddock",19,47311.9983462019
2004,"Cod","Haddock",19,29813.3847124744
2005,"Cod","Haddock",19,47240.0486487759
2006,"Cod","Haddock",19,68775.977209815
2007,"Cod","Haddock",19,51027.0678802631
2008,"Cod","Haddock",19,51908.0510123108
2009,"Cod","Haddock",19,45521.8080213955
2010,"Cod","Haddock",19,57863.3039094662
1963,"G. gurnards","Haddock",19,572.9092368
1964,"G. gurnards","Haddock",19,1119.65145298
1965,"G. gurnards","Haddock",19,1811.67261057
1966,"G. gurnards","Haddock",19,7256.4076348
1967,"G. gurnards","Haddock",19,12345.92478
1968,"G. gurnards","Haddock",19,3496.7382184
1969,"G. gurnards","Haddock",19,3378.1622688
1970,"G. gurnards","Haddock",19,9182.5387866
1971,"G. gurnards","Haddock",19,4655.1344546
1972,"G. gurnards","Haddock",19,677.05522692
1973,"G. gurnards","Haddock",19,20242.3694592
1974,"G. gurnards","Haddock",19,13685.975229
1975,"G. gurnards","Haddock",19,2079.03782964
1976,"G. gurnards","Haddock",19,9813.9247518
1977,"G. gurnards","Haddock",19,1601.16485639
1978,"G. gurnards","Haddock",19,13017.5731487
1979,"G. gurnards","Haddock",19,1097.18516755
1980,"G. gurnards","Haddock",19,1899.02370196
1981,"G. gurnards","Haddock",19,30121.218757
1982,"G. gurnards","Haddock",19,8296.09445
1983,"G. gurnards","Haddock",19,7822.0703386
1984,"G. gurnards","Haddock",19,11658.4629344
1985,"G. gurnards","Haddock",19,3254.65730824
1986,"G. gurnards","Haddock",19,13177.315944
1987,"G. gurnards","Haddock",19,1292.27256036
1988,"G. gurnards","Haddock",19,670.49064468
1989,"G. gurnards","Haddock",19,2545.10729318
1990,"G. gurnards","Haddock",19,8177.47356888
1991,"G. gurnards","Haddock",19,5884.59197222
1992,"G. gurnards","Haddock",19,15358.68444
1993,"G. gurnards","Haddock",19,5210.3007129
1994,"G. gurnards","Haddock",19,27861.442323
1995,"G. gurnards","Haddock",19,16667.104245
1996,"G. gurnards","Haddock",19,13977.0224895
1997,"G. gurnards","Haddock",19,12318.6654738
1998,"G. gurnards","Haddock",19,6955.8801266
1999,"G. gurnards","Haddock",19,78443.895923
2000,"G. gurnards","Haddock",19,18127.8859454
2001,"G. gurnards","Haddock",19,2168.18068404
2002,"G. gurnards","Haddock",19,5322.3443368
2003,"G. gurnards","Haddock",19,7091.3785737
2004,"G. gurnards","Haddock",19,3866.5882629
2005,"G. gurnards","Haddock",19,19788.841746
2006,"G. gurnards","Haddock",19,6643.5614238
2007,"G. gurnards","Haddock",19,2428.0701384
2008,"G. gurnards","Haddock",19,1901.6200475
2009,"G. gurnards","Haddock",19,10525.790665
2010,"G. gurnards","Haddock",19,2059.50544475
1963,"GBB. Gull","Haddock",19,30.026978592
1964,"GBB. Gull","Haddock",19,60.845479772
1965,"GBB. Gull","Haddock",19,104.039506276
1966,"GBB. Gull","Haddock",19,519.56935514
1967,"GBB. Gull","Haddock",19,1291.5341085
1968,"GBB. Gull","Haddock",19,284.42897903
1969,"GBB. Gull","Haddock",19,266.88492288
1970,"GBB. Gull","Haddock",19,865.64158212
1971,"GBB. Gull","Haddock",19,1170.24470074
1972,"GBB. Gull","Haddock",19,322.53185624
1973,"GBB. Gull","Haddock",19,611.45870688
1974,"GBB. Gull","Haddock",19,954.9213605
1975,"GBB. Gull","Haddock",19,113.545967061
1976,"GBB. Gull","Haddock",19,167.542933728
1977,"GBB. Gull","Haddock",19,375.07386664
1978,"GBB. Gull","Haddock",19,504.7716184
1979,"GBB. Gull","Haddock",19,682.3093913
1980,"GBB. Gull","Haddock",19,499.71517904
1981,"GBB. Gull","Haddock",19,505.48102094
1982,"GBB. Gull","Haddock",19,280.64413125
1983,"GBB. Gull","Haddock",19,400.4476861
1984,"GBB. Gull","Haddock",19,206.825943152
1985,"GBB. Gull","Haddock",19,174.30539672
1986,"GBB. Gull","Haddock",19,395.3979
1987,"GBB. Gull","Haddock",19,62.173255104
1988,"GBB. Gull","Haddock",19,52.992555168
1989,"GBB. Gull","Haddock",19,89.633115516
1990,"GBB. Gull","Haddock",19,214.642379196
1991,"GBB. Gull","Haddock",19,201.30686563
1992,"GBB. Gull","Haddock",19,326.930637
1993,"GBB. Gull","Haddock",19,98.205080622
1994,"GBB. Gull","Haddock",19,360.10539084
1995,"GBB. Gull","Haddock",19,136.772335975
1996,"GBB. Gull","Haddock",19,113.20901028
1997,"GBB. Gull","Haddock",19,70.148935521
1998,"GBB. Gull","Haddock",19,30.23406936
1999,"GBB. Gull","Haddock",19,294.34352429
2000,"GBB. Gull","Haddock",19,89.56919895
2001,"GBB. Gull","Haddock",19,9.6856177904
2002,"GBB. Gull","Haddock",19,21.767996824
2003,"GBB. Gull","Haddock",19,30.851928627
2004,"GBB. Gull","Haddock",19,23.707364364
2005,"GBB. Gull","Haddock",19,205.88257669
2006,"GBB. Gull","Haddock",19,59.492784098
2007,"GBB. Gull","Haddock",19,25.553082012
2008,"GBB. Gull","Haddock",19,18.17495627
2009,"GBB. Gull","Haddock",19,110.332361646
2010,"GBB. Gull","Haddock",19,11.560455985
1963,"Grey seal","Haddock",19,1418.10746737055
1964,"Grey seal","Haddock",19,1934.72727842016
1965,"Grey seal","Haddock",19,1341.40311026292
1966,"Grey seal","Haddock",19,811.463145517857
1967,"Grey seal","Haddock",19,1321.70791749172
1968,"Grey seal","Haddock",19,3525.81795689779
1969,"Grey seal","Haddock",19,3868.66244788859
1970,"Grey seal","Haddock",19,2795.66625047273
1971,"Grey seal","Haddock",19,2393.20155647427
1972,"Grey seal","Haddock",19,2748.62520338408
1973,"Grey seal","Haddock",19,2363.7987237087
1974,"Grey seal","Haddock",19,2819.14243987849
1975,"Grey seal","Haddock",19,3523.79755703606
1976,"Grey seal","Haddock",19,2979.13700088064
1977,"Grey seal","Haddock",19,1924.89786694545
1978,"Grey seal","Haddock",19,1694.02501287325
1979,"Grey seal","Haddock",19,2629.21150653475
1980,"Grey seal","Haddock",19,3803.99115230955
1981,"Grey seal","Haddock",19,4255.90149116983
1982,"Grey seal","Haddock",19,4294.19703241003
1983,"Grey seal","Haddock",19,3996.28930802121
1984,"Grey seal","Haddock",19,3894.37655711294
1985,"Grey seal","Haddock",19,4147.76648784335
1986,"Grey seal","Haddock",19,3001.44160072985
1987,"Grey seal","Haddock",19,3326.2954430103
1988,"Grey seal","Haddock",19,3081.78852598265
1989,"Grey seal","Haddock",19,2135.38017241181
1990,"Grey seal","Haddock",19,2092.50859456463
1991,"Grey seal","Haddock",19,3025.39419342504
1992,"Grey seal","Haddock",19,4687.64281988433
1993,"Grey seal","Haddock",19,6414.97719925464
1994,"Grey seal","Haddock",19,6301.18464852198
1995,"Grey seal","Haddock",19,8118.78805828519
1996,"Grey seal","Haddock",19,8039.34093474262
1997,"Grey seal","Haddock",19,5014.13506413596
1998,"Grey seal","Haddock",19,4925.15097934345
1999,"Grey seal","Haddock",19,7357.85297729226
2000,"Grey seal","Haddock",19,17012.3949170288
2001,"Grey seal","Haddock",19,18175.8118860472
2002,"Grey seal","Haddock",19,13179.1735974555
2003,"Grey seal","Haddock",19,12113.0353582167
2004,"Grey seal","Haddock",19,8908.28601135589
2005,"Grey seal","Haddock",19,9674.6874356218
2006,"Grey seal","Haddock",19,12105.7027470335
2007,"Grey seal","Haddock",19,10632.556600312
2008,"Grey seal","Haddock",19,7720.34524314289
2009,"Grey seal","Haddock",19,6164.70553705041
2010,"Grey seal","Haddock",19,6189.2716690408
1963,"Guillemot","Haddock",19,322.13634618
1964,"Guillemot","Haddock",19,741.199815
1965,"Guillemot","Haddock",19,1490.41838964
1966,"Guillemot","Haddock",19,7050.1092585
1967,"Guillemot","Haddock",19,14633.06782608
1968,"Guillemot","Haddock",19,3488.06516958
1969,"Guillemot","Haddock",19,4550.3447385
1970,"Guillemot","Haddock",19,10163.0081256
1971,"Guillemot","Haddock",19,11670.932169
1972,"Guillemot","Haddock",19,3775.3971552
1973,"Guillemot","Haddock",19,6669.4729005
1974,"Guillemot","Haddock",19,9420.751845
1975,"Guillemot","Haddock",19,1134.00598806
1976,"Guillemot","Haddock",19,1922.8578345
1977,"Guillemot","Haddock",19,3704.422086
1978,"Guillemot","Haddock",19,5100.711543
1979,"Guillemot","Haddock",19,7597.02375
1980,"Guillemot","Haddock",19,4965.41174946
1981,"Guillemot","Haddock",19,6931.0835298
1982,"Guillemot","Haddock",19,4701.48051789
1983,"Guillemot","Haddock",19,6570.9245628
1984,"Guillemot","Haddock",19,2457.97203204
1985,"Guillemot","Haddock",19,2468.7217566
1986,"Guillemot","Haddock",19,3718.71643167
1987,"Guillemot","Haddock",19,782.772969552
1988,"Guillemot","Haddock",19,806.24392734
1989,"Guillemot","Haddock",19,1135.42213953
1990,"Guillemot","Haddock",19,3169.88734233
1991,"Guillemot","Haddock",19,3084.03787386
1992,"Guillemot","Haddock",19,4706.47635249
1993,"Guillemot","Haddock",19,1387.77149934
1994,"Guillemot","Haddock",19,5492.874384
1995,"Guillemot","Haddock",19,2675.50612266
1996,"Guillemot","Haddock",19,2251.83583674
1997,"Guillemot","Haddock",19,1284.2598114
1998,"Guillemot","Haddock",19,1115.77269528
1999,"Guillemot","Haddock",19,8346.0488076
2000,"Guillemot","Haddock",19,2881.61180856
2001,"Guillemot","Haddock",19,229.917693294
2002,"Guillemot","Haddock",19,683.034648897
2003,"Guillemot","Haddock",19,1613.382171
2004,"Guillemot","Haddock",19,898.20073623
2005,"Guillemot","Haddock",19,8024.58218892
2006,"Guillemot","Haddock",19,2404.3934745
2007,"Guillemot","Haddock",19,951.896185317
2008,"Guillemot","Haddock",19,572.229587475
2009,"Guillemot","Haddock",19,3019.59928815
2010,"Guillemot","Haddock",19,238.562781336
1963,"Her. Gull","Haddock",19,30.221347832
1964,"Her. Gull","Haddock",19,62.223513286
1965,"Her. Gull","Haddock",19,110.214677701
1966,"Her. Gull","Haddock",19,566.6448572
1967,"Her. Gull","Haddock",19,1397.6126445
1968,"Her. Gull","Haddock",19,306.45055217
1969,"Her. Gull","Haddock",19,288.2260512
1970,"Her. Gull","Haddock",19,962.53850324
1971,"Her. Gull","Haddock",19,1325.40671372
1972,"Her. Gull","Haddock",19,343.05313442
1973,"Her. Gull","Haddock",19,669.54602736
1974,"Her. Gull","Haddock",19,1070.8959704
1975,"Her. Gull","Haddock",19,120.063139965
1976,"Her. Gull","Haddock",19,177.621356808
1977,"Her. Gull","Haddock",19,409.46040542
1978,"Her. Gull","Haddock",19,548.4070548
1979,"Her. Gull","Haddock",19,749.3260929
1980,"Her. Gull","Haddock",19,556.63409556
1981,"Her. Gull","Haddock",19,558.42449586
1982,"Her. Gull","Haddock",19,315.57059625
1983,"Her. Gull","Haddock",19,443.1171087
1984,"Her. Gull","Haddock",19,230.246659102
1985,"Her. Gull","Haddock",19,190.43454092
1986,"Her. Gull","Haddock",19,444.7596984
1987,"Her. Gull","Haddock",19,70.641152352
1988,"Her. Gull","Haddock",19,57.343015164
1989,"Her. Gull","Haddock",19,98.741489116
1990,"Her. Gull","Haddock",19,245.221569936
1991,"Her. Gull","Haddock",19,242.280621089
1992,"Her. Gull","Haddock",19,415.626123
1993,"Her. Gull","Haddock",19,130.660082815
1994,"Her. Gull","Haddock",19,528.32750685
1995,"Her. Gull","Haddock",19,228.12634295
1996,"Her. Gull","Haddock",19,212.05162494
1997,"Her. Gull","Haddock",19,156.172307256
1998,"Her. Gull","Haddock",19,65.619456696
1999,"Her. Gull","Haddock",19,672.62989663
2000,"Her. Gull","Haddock",19,212.228487933
2001,"Her. Gull","Haddock",19,22.553265
2002,"Her. Gull","Haddock",19,53.76360846
2003,"Her. Gull","Haddock",19,73.492977117
2004,"Her. Gull","Haddock",19,51.315942933
2005,"Her. Gull","Haddock",19,406.63221594
2006,"Her. Gull","Haddock",19,106.079471948
2007,"Her. Gull","Haddock",19,40.241390004
2008,"Her. Gull","Haddock",19,26.31005696
2009,"Her. Gull","Haddock",19,145.733002896
2010,"Her. Gull","Haddock",19,14.352881855
1963,"Kittiwake","Haddock",19,45.815426704
1964,"Kittiwake","Haddock",19,106.54036234
1965,"Kittiwake","Haddock",19,197.562954618
1966,"Kittiwake","Haddock",19,983.6118049
1967,"Kittiwake","Haddock",19,2308.8759045
1968,"Kittiwake","Haddock",19,568.24127444
1969,"Kittiwake","Haddock",19,634.28451552
1970,"Kittiwake","Haddock",19,1887.04762069
1971,"Kittiwake","Haddock",19,2310.92461803
1972,"Kittiwake","Haddock",19,679.74146492
1973,"Kittiwake","Haddock",19,1394.59191648
1974,"Kittiwake","Haddock",19,2115.9827085
1975,"Kittiwake","Haddock",19,263.493157959
1976,"Kittiwake","Haddock",19,409.918560676
1977,"Kittiwake","Haddock",19,891.90281191
1978,"Kittiwake","Haddock",19,1187.89700911
1979,"Kittiwake","Haddock",19,1562.29299555
1980,"Kittiwake","Haddock",19,1187.42824056
1981,"Kittiwake","Haddock",19,1210.36272413
1982,"Kittiwake","Haddock",19,772.3226875
1983,"Kittiwake","Haddock",19,1005.52983685
1984,"Kittiwake","Haddock",19,461.718924482
1985,"Kittiwake","Haddock",19,428.045013448
1986,"Kittiwake","Haddock",19,778.6413168
1987,"Kittiwake","Haddock",19,125.206972479
1988,"Kittiwake","Haddock",19,127.592804448
1989,"Kittiwake","Haddock",19,233.9993439
1990,"Kittiwake","Haddock",19,568.139808348
1991,"Kittiwake","Haddock",19,488.460598106
1992,"Kittiwake","Haddock",19,777.707073
1993,"Kittiwake","Haddock",19,238.645249724
1994,"Kittiwake","Haddock",19,880.97435283
1995,"Kittiwake","Haddock",19,363.828418525
1996,"Kittiwake","Haddock",19,297.951642915
1997,"Kittiwake","Haddock",19,168.347036151
1998,"Kittiwake","Haddock",19,105.728609512
1999,"Kittiwake","Haddock",19,1243.35521227
2000,"Kittiwake","Haddock",19,394.493799546
2001,"Kittiwake","Haddock",19,42.5899292948
2002,"Kittiwake","Haddock",19,96.794572844
2003,"Kittiwake","Haddock",19,175.07909748
2004,"Kittiwake","Haddock",19,126.421039413
2005,"Kittiwake","Haddock",19,875.02904204
2006,"Kittiwake","Haddock",19,221.585547072
2007,"Kittiwake","Haddock",19,75.95842461
2008,"Kittiwake","Haddock",19,46.491681235
2009,"Kittiwake","Haddock",19,210.0074964
2010,"Kittiwake","Haddock",19,15.5971354825
1963,"Saithe","Haddock",19,87829.2589221882
1964,"Saithe","Haddock",19,31396.2788507234
1965,"Saithe","Haddock",19,24265.9736466488
1966,"Saithe","Haddock",19,78628.3775810962
1967,"Saithe","Haddock",19,262576.886423323
1968,"Saithe","Haddock",19,531097.725904549
1969,"Saithe","Haddock",19,236029.774571302
1970,"Saithe","Haddock",19,318735.437832049
1971,"Saithe","Haddock",19,674094.217500802
1972,"Saithe","Haddock",19,665846.454896409
1973,"Saithe","Haddock",19,372072.961078804
1974,"Saithe","Haddock",19,490553.637205551
1975,"Saithe","Haddock",19,551648.474559293
1976,"Saithe","Haddock",19,221035.785471002
1977,"Saithe","Haddock",19,132949.859189992
1978,"Saithe","Haddock",19,148364.756743276
1979,"Saithe","Haddock",19,198052.114644439
1980,"Saithe","Haddock",19,219356.418491515
1981,"Saithe","Haddock",19,192515.989076992
1982,"Saithe","Haddock",19,181796.363580946
1983,"Saithe","Haddock",19,114232.446156604
1984,"Saithe","Haddock",19,117151.638736127
1985,"Saithe","Haddock",19,72095.231906919
1986,"Saithe","Haddock",19,81957.1752791478
1987,"Saithe","Haddock",19,63944.1102495847
1988,"Saithe","Haddock",19,26592.6507407579
1989,"Saithe","Haddock",19,18021.0729023098
1990,"Saithe","Haddock",19,23981.2044424961
1991,"Saithe","Haddock",19,40277.2488677641
1992,"Saithe","Haddock",19,70263.2189607708
1993,"Saithe","Haddock",19,95782.9774844278
1994,"Saithe","Haddock",19,69204.0807798189
1995,"Saithe","Haddock",19,172032.018292278
1996,"Saithe","Haddock",19,81142.758922714
1997,"Saithe","Haddock",19,76987.1502313777
1998,"Saithe","Haddock",19,45975.1160632405
1999,"Saithe","Haddock",19,105134.828994421
2000,"Saithe","Haddock",19,296183.049683883
2001,"Saithe","Haddock",19,99511.9863445239
2002,"Saithe","Haddock",19,25661.0217722723
2003,"Saithe","Haddock",19,27386.0242000266
2004,"Saithe","Haddock",19,39337.033931753
2005,"Saithe","Haddock",19,127418.97226113
2006,"Saithe","Haddock",19,229096.007137069
2007,"Saithe","Haddock",19,80473.1232135372
2008,"Saithe","Haddock",19,33086.7671358126
2009,"Saithe","Haddock",19,34103.3139246003
2010,"Saithe","Haddock",19,60543.9505571861
1963,"Whiting","Haddock",19,94808.0090564865
1964,"Whiting","Haddock",19,41487.916339048
1965,"Whiting","Haddock",19,76027.5667675126
1966,"Whiting","Haddock",19,182657.98191177
1967,"Whiting","Haddock",19,342857.07073848
1968,"Whiting","Haddock",19,332834.40143867
1969,"Whiting","Haddock",19,145153.489980542
1970,"Whiting","Haddock",19,301333.967857015
1971,"Whiting","Haddock",19,354446.114146943
1972,"Whiting","Haddock",19,208628.008063102
1973,"Whiting","Haddock",19,284670.880531346
1974,"Whiting","Haddock",19,333096.588833503
1975,"Whiting","Haddock",19,202510.438823487
1976,"Whiting","Haddock",19,82764.2611182215
1977,"Whiting","Haddock",19,175520.764030941
1978,"Whiting","Haddock",19,257822.507880703
1979,"Whiting","Haddock",19,351125.314836267
1980,"Whiting","Haddock",19,387792.379786082
1981,"Whiting","Haddock",19,244311.317632351
1982,"Whiting","Haddock",19,190591.592996281
1983,"Whiting","Haddock",19,117865.09329417
1984,"Whiting","Haddock",19,111096.555306215
1985,"Whiting","Haddock",19,63437.6703954053
1986,"Whiting","Haddock",19,148759.401019216
1987,"Whiting","Haddock",19,62329.1964763311
1988,"Whiting","Haddock",19,25203.3467009295
1989,"Whiting","Haddock",19,60070.357735203
1990,"Whiting","Haddock",19,110297.638728949
1991,"Whiting","Haddock",19,131675.267014919
1992,"Whiting","Haddock",19,168758.928613032
1993,"Whiting","Haddock",19,109378.091950805
1994,"Whiting","Haddock",19,152699.231212761
1995,"Whiting","Haddock",19,136006.544760909
1996,"Whiting","Haddock",19,81857.4553457748
1997,"Whiting","Haddock",19,62469.756928831
1998,"Whiting","Haddock",19,32952.4402574777
1999,"Whiting","Haddock",19,140586.340381082
2000,"Whiting","Haddock",19,142575.923031338
2001,"Whiting","Haddock",19,37784.7738271818
2002,"Whiting","Haddock",19,20754.5033513752
2003,"Whiting","Haddock",19,27257.7366616016
2004,"Whiting","Haddock",19,22981.3571580752
2005,"Whiting","Haddock",19,81981.6933968407
2006,"Whiting","Haddock",19,71844.2172534935
2007,"Whiting","Haddock",19,20078.5839828453
2008,"Whiting","Haddock",19,12582.8938768021
2009,"Whiting","Haddock",19,49527.8446108737
2010,"Whiting","Haddock",19,47741.8726978087
1963,"Cod","Herring",21,161470.963705795
1964,"Cod","Herring",21,238141.702461562
1965,"Cod","Herring",21,278711.207762113
1966,"Cod","Herring",21,233116.869572361
1967,"Cod","Herring",21,145797.734335312
1968,"Cod","Herring",21,75194.2060237044
1969,"Cod","Herring",21,80881.1682563942
1970,"Cod","Herring",21,86857.8917881668
1971,"Cod","Herring",21,87380.4571202912
1972,"Cod","Herring",21,77844.9463717742
1973,"Cod","Herring",21,58058.7996063278
1974,"Cod","Herring",21,33067.1060705083
1975,"Cod","Herring",21,29845.7891629379
1976,"Cod","Herring",21,28417.7421052341
1977,"Cod","Herring",21,33776.5868576492
1978,"Cod","Herring",21,43513.3034466129
1979,"Cod","Herring",21,46806.7342949926
1980,"Cod","Herring",21,74430.1702409349
1981,"Cod","Herring",21,95675.578508791
1982,"Cod","Herring",21,118244.495762202
1983,"Cod","Herring",21,136144.198520907
1984,"Cod","Herring",21,178167.556748655
1985,"Cod","Herring",21,189363.567331222
1986,"Cod","Herring",21,183489.170141511
1987,"Cod","Herring",21,212401.177966753
1988,"Cod","Herring",21,187816.643151885
1989,"Cod","Herring",21,152422.581930952
1990,"Cod","Herring",21,130286.544285149
1991,"Cod","Herring",21,100793.023391105
1992,"Cod","Herring",21,97379.7590381706
1993,"Cod","Herring",21,105153.961940293
1994,"Cod","Herring",21,101269.196897003
1995,"Cod","Herring",21,100379.616490309
1996,"Cod","Herring",21,102977.898012522
1997,"Cod","Herring",21,132920.940412729
1998,"Cod","Herring",21,137295.159399045
1999,"Cod","Herring",21,86269.5516818738
2000,"Cod","Herring",21,104388.814694034
2001,"Cod","Herring",21,142189.876541767
2002,"Cod","Herring",21,161532.680012449
2003,"Cod","Herring",21,150256.229251987
2004,"Cod","Herring",21,112018.386552611
2005,"Cod","Herring",21,81866.6599378256
2006,"Cod","Herring",21,67959.3600159573
2007,"Cod","Herring",21,78378.9226123648
2008,"Cod","Herring",21,68204.173923712
2009,"Cod","Herring",21,67625.1391826443
2010,"Cod","Herring",21,97693.9310495565
1963,"Fulmar","Herring",21,587.8890197228
1964,"Fulmar","Herring",21,807.232990858
1965,"Fulmar","Herring",21,722.3038452622
1966,"Fulmar","Herring",21,431.14295854372
1967,"Fulmar","Herring",21,630.43482054715
1968,"Fulmar","Herring",21,915.35009029249
1969,"Fulmar","Herring",21,794.11766054309
1970,"Fulmar","Herring",21,688.9099616274
1971,"Fulmar","Herring",21,757.08329204752
1972,"Fulmar","Herring",21,692.2547298151
1973,"Fulmar","Herring",21,369.1977038191
1974,"Fulmar","Herring",21,343.2274634186
1975,"Fulmar","Herring",21,350.8650742216
1976,"Fulmar","Herring",21,198.401349048
1977,"Fulmar","Herring",21,266.5634960046
1978,"Fulmar","Herring",21,291.1385824476
1979,"Fulmar","Herring",21,374.5696440967
1980,"Fulmar","Herring",21,773.2534260952
1981,"Fulmar","Herring",21,1038.2178494795
1982,"Fulmar","Herring",21,1196.1714348927
1983,"Fulmar","Herring",21,1371.03157756
1984,"Fulmar","Herring",21,1335.720225546
1985,"Fulmar","Herring",21,1585.548836868
1986,"Fulmar","Herring",21,2046.414901708
1987,"Fulmar","Herring",21,2039.504617684
1988,"Fulmar","Herring",21,1460.034946408
1989,"Fulmar","Herring",21,1140.2326065879
1990,"Fulmar","Herring",21,1069.6160959914
1991,"Fulmar","Herring",21,1033.9594357441
1992,"Fulmar","Herring",21,1146.7545939248
1993,"Fulmar","Herring",21,1264.589685796
1994,"Fulmar","Herring",21,1034.03367058
1995,"Fulmar","Herring",21,856.35717769092
1996,"Fulmar","Herring",21,891.839684154
1997,"Fulmar","Herring",21,724.4880910992
1998,"Fulmar","Herring",21,476.43315478864
1999,"Fulmar","Herring",21,832.24700145073
2000,"Fulmar","Herring",21,1194.3256874964
2001,"Fulmar","Herring",21,1414.6782271788
2002,"Fulmar","Herring",21,1702.3005779104
2003,"Fulmar","Herring",21,697.5826111675
2004,"Fulmar","Herring",21,485.02344829874
2005,"Fulmar","Herring",21,444.77309002516
2006,"Fulmar","Herring",21,356.9435923864
2007,"Fulmar","Herring",21,423.77071182216
2008,"Fulmar","Herring",21,423.82915875545
2009,"Fulmar","Herring",21,454.40216564654
2010,"Fulmar","Herring",21,514.2333140034
1963,"Gannet","Herring",21,9995.77259866129
1964,"Gannet","Herring",21,10150.1831626462
1965,"Gannet","Herring",21,8603.95539333975
1966,"Gannet","Herring",21,6192.63895612924
1967,"Gannet","Herring",21,4078.81999798134
1968,"Gannet","Herring",21,3375.22519553749
1969,"Gannet","Herring",21,3493.05556311453
1970,"Gannet","Herring",21,2737.09380590366
1971,"Gannet","Herring",21,2029.63045612865
1972,"Gannet","Herring",21,2686.23088955685
1973,"Gannet","Herring",21,2315.72062495972
1974,"Gannet","Herring",21,1479.18817123727
1975,"Gannet","Herring",21,1188.50586733297
1976,"Gannet","Herring",21,1256.16105105494
1977,"Gannet","Herring",21,1241.13977495938
1978,"Gannet","Herring",21,1680.79634954536
1979,"Gannet","Herring",21,2166.32529708584
1980,"Gannet","Herring",21,2745.5441683325
1981,"Gannet","Herring",21,4022.74313563097
1982,"Gannet","Herring",21,5049.20890953021
1983,"Gannet","Herring",21,6872.68462401672
1984,"Gannet","Herring",21,7410.64644216078
1985,"Gannet","Herring",21,8698.82561852957
1986,"Gannet","Herring",21,7745.64409866858
1987,"Gannet","Herring",21,9727.38771032063
1988,"Gannet","Herring",21,11350.7722566314
1989,"Gannet","Herring",21,10830.0909167403
1990,"Gannet","Herring",21,10685.9685103423
1991,"Gannet","Herring",21,9528.61735610048
1992,"Gannet","Herring",21,8207.33060631035
1993,"Gannet","Herring",21,7621.1330204126
1994,"Gannet","Herring",21,6685.39583051703
1995,"Gannet","Herring",21,6750.97590640233
1996,"Gannet","Herring",21,7613.91670232197
1997,"Gannet","Herring",21,7858.84730162887
1998,"Gannet","Herring",21,10119.7479424275
1999,"Gannet","Herring",21,10343.9329275825
2000,"Gannet","Herring",21,12809.6523144856
2001,"Gannet","Herring",21,16973.1583463305
2002,"Gannet","Herring",21,20208.459951661
2003,"Gannet","Herring",21,25363.504210204
2004,"Gannet","Herring",21,23129.3784528148
2005,"Gannet","Herring",21,18353.1098496121
2006,"Gannet","Herring",21,14492.5698865289
2007,"Gannet","Herring",21,12611.1327436672
2008,"Gannet","Herring",21,11849.2249909502
2009,"Gannet","Herring",21,13185.6233554952
2010,"Gannet","Herring",21,13824.1488547587
1963,"GBB. Gull","Herring",21,903.765393625833
1964,"GBB. Gull","Herring",21,907.178799075423
1965,"GBB. Gull","Herring",21,756.217462578178
1966,"GBB. Gull","Herring",21,523.318073102636
1967,"GBB. Gull","Herring",21,331.977981641216
1968,"GBB. Gull","Herring",21,267.98430892604
1969,"GBB. Gull","Herring",21,304.697077897909
1970,"GBB. Gull","Herring",21,269.343286159189
1971,"GBB. Gull","Herring",21,216.460965195309
1972,"GBB. Gull","Herring",21,261.442271456463
1973,"GBB. Gull","Herring",21,225.89598335356
1974,"GBB. Gull","Herring",21,142.944509303417
1975,"GBB. Gull","Herring",21,117.812773492125
1976,"GBB. Gull","Herring",21,116.688155879324
1977,"GBB. Gull","Herring",21,116.49183981173
1978,"GBB. Gull","Herring",21,144.339292643502
1979,"GBB. Gull","Herring",21,173.775751132685
1980,"GBB. Gull","Herring",21,227.818943882053
1981,"GBB. Gull","Herring",21,295.695848953287
1982,"GBB. Gull","Herring",21,401.688150718324
1983,"GBB. Gull","Herring",21,538.27958256542
1984,"GBB. Gull","Herring",21,680.432885605564
1985,"GBB. Gull","Herring",21,703.443233544516
