Year label Species variable Age M2 Species.n Lab
1975 abc abc M2 1 1.16237 24 2
1976 abc abc M2 1 0.996414 24 2
1977 abc abc M2 1 0.977814 24 2
1978 abc abc M2 1 1.049534 24 2
1979 abc abc M2 1 1.030307 24 2
1980 abc abc M2 1 1.235697 24 2
1981 abc abc M2 1 1.216919 24 2
1982 abc abc M2 1 1.118774 24 2
1983 abc abc M2 1 1.076316 24 2
1984 abc abc M2 1 1.127978 24 2
1985 abc abc M2 1 1.042643 24 2
1986 abc abc M2 1 1.284836 24 2
1987 abc abc M2 1 1.529516 24 2
1988 abc abc M2 1 1.418018 24 2
1989 abc abc M2 1 1.507908 24 2
1990 abc abc M2 1 1.422972 24 2
1991 abc abc M2 1 1.296714 24 2
1992 abc abc M2 1 1.215361 24 2
1993 abc abc M2 1 1.175396 24 2
1994 abc abc M2 1 1.07323 24 2
1995 abc abc M2 1 1.114267 24 2
1996 abc abc M2 1 1.101006 24 2
1997 abc abc M2 1 1.075419 24 2
1998 abc abc M2 1 1.109051 24 2
1999 abc abc M2 1 1.110284 24 2
2000 abc abc M2 1 1.109977 24 2
2001 abc abc M2 1 1.11639 24 2
2002 abc abc M2 1 1.133117 24 2
2003 abc abc M2 1 1.186854 24 2
2004 abc abc M2 1 1.185269 24 2
2005 abc abc M2 1 1.199986 24 2
2006 abc abc M2 1 1.207338 24 2
2007 abc abc M2 1 1.192158 24 2
2008 abc abc M2 1 1.231013 24 2
2009 abc abc M2 1 1.199026 24 2
2010 abc abc M2 1 1.206901 24 2
1963 abc abc M2 1 NA 24 3
1964 abc abc M2 1 NA 24 3
1965 abc abc M2 1 NA 24 3
1966 abc abc M2 1 NA 24 3
1967 abc abc M2 1 NA 24 3
1968 abc abc M2 1 NA 24 3
1969 abc abc M2 1 NA 24 3
1970 abc abc M2 1 NA 24 3
1971 abc abc M2 1 NA 24 3
1972 abc abc M2 1 NA 24 3
1973 abc abc M2 1 NA 24 3
1974 abc abc M2 1 NA 24 3
1975 abc abc M2 1 NA 24 3
1976 abc abc M2 1 NA 24 3
1977 abc abc M2 1 NA 24 3
1978 abc abc M2 1 NA 24 3
1979 abc abc M2 1 NA 24 3
1980 abc abc M2 1 NA 24 3
1981 abc abc M2 1 NA 24 3
1982 abc abc M2 1 NA 24 3
1983 abc abc M2 1 NA 24 3
1984 abc abc M2 1 NA 24 3
1985 abc abc M2 1 NA 24 3
1986 abc abc M2 1 NA 24 3
1987 abc abc M2 1 NA 24 3
1988 abc abc M2 1 NA 24 3
1989 abc abc M2 1 NA 24 3
1990 abc abc M2 1 NA 24 3
1991 abc abc M2 1 NA 24 3
1992 abc abc M2 1 NA 24 3
1993 abc abc M2 1 NA 24 3
1994 abc abc M2 1 NA 24 3
1995 abc abc M2 1 NA 24 3
1996 abc abc M2 1 NA 24 3
1997 abc abc M2 1 NA 24 3
1998 abc abc M2 1 NA 24 3
1999 abc abc M2 1 NA 24 3
2000 abc abc M2 1 NA 24 3
2001 abc abc M2 1 NA 24 3
2002 abc abc M2 1 NA 24 3
2003 abc abc M2 1 NA 24 3
2004 abc abc M2 1 NA 24 3
2005 abc abc M2 1 NA 24 3
2006 abc abc M2 1 NA 24 3
2007 abc abc M2 1 NA 24 3
2008 abc abc M2 1 NA 24 3
2009 abc abc M2 1 NA 24 3
2010 abc abc M2 1 NA 24 3
1963 abc abc M2 1 NA 11 1
1964 abc abc M2 1 NA 11 1
1965 abc abc M2 1 NA 11 1
1966 abc abc M2 1 NA 11 1
1967 abc abc M2 1 NA 11 1
1968 abc abc M2 1 NA 11 1
1969 abc abc M2 1 NA 11 1
1970 abc abc M2 1 NA 11 1
1971 abc abc M2 1 NA 11 1
1972 abc abc M2 1 NA 11 1
1973 abc abc M2 1 NA 11 1
1974 abc abc M2 1 NA 11 1
1975 abc abc M2 1 NA 11 1
1976 abc abc M2 1 NA 11 1
1977 abc abc M2 1 NA 11 1
1978 abc abc M2 1 NA 11 1
1979 abc abc M2 1 NA 11 1
1980 abc abc M2 1 NA 11 1
1981 abc abc M2 1 NA 11 1
1982 abc abc M2 1 NA 11 1
1983 abc abc M2 1 NA 11 1
1984 abc abc M2 1 NA 11 1
1985 abc abc M2 1 NA 11 1
1986 abc abc M2 1 NA 11 1
1987 abc abc M2 1 NA 11 1
1988 abc abc M2 1 NA 11 1
1989 abc abc M2 1 NA 11 1
1990 abc abc M2 1 NA 11 1
1991 abc abc M2 1 NA 11 1
1992 abc abc M2 1 NA 11 1
1993 abc abc M2 1 NA 11 1
1994 abc abc M2 1 NA 11 1
1995 abc abc M2 1 NA 11 1
1996 abc abc M2 1 NA 11 1
1997 abc abc M2 1 NA 11 1
1998 abc abc M2 1 NA 11 1
1999 abc abc M2 1 NA 11 1
2000 abc abc M2 1 NA 11 1
2001 abc abc M2 1 NA 11 1
2002 abc abc M2 1 NA 11 1
2003 abc abc M2 1 NA 11 1
2004 abc abc M2 1 NA 11 1
2005 abc abc M2 1 NA 11 1
2006 abc abc M2 1 NA 11 1
2007 abc abc M2 1 NA 11 1
2008 abc abc M2 1 NA 11 1
2009 abc abc M2 1 NA 11 1
2010 abc abc M2 1 NA 11 1
1963 abc abc M2 1 NA 11 2
1964 abc abc M2 1 NA 11 2
1965 abc abc M2 1 NA 11 2
1966 abc abc M2 1 NA 11 2
1967 abc abc M2 1 NA 11 2
1968 abc abc M2 1 NA 11 2
1969 abc abc M2 1 NA 11 2
1970 abc abc M2 1 NA 11 2
1971 abc abc M2 1 NA 11 2
1972 abc abc M2 1 NA 11 2
1973 abc abc M2 1 NA 11 2
1974 abc abc M2 1 NA 11 2
1975 abc abc M2 1 NA 11 2
1976 abc abc M2 1 NA 11 2
1977 abc abc M2 1 NA 11 2
1978 abc abc M2 1 NA 11 2
1979 abc abc M2 1 NA 11 2
1980 abc abc M2 1 NA 11 2
1981 abc abc M2 1 NA 11 2
1982 abc abc M2 1 NA 11 2
1983 abc abc M2 1 NA 11 2
1984 abc abc M2 1 NA 11 2
1985 abc abc M2 1 NA 11 2
1986 abc abc M2 1 NA 11 2
1987 abc abc M2 1 NA 11 2
1988 abc abc M2 1 NA 11 2
1989 abc abc M2 1 NA 11 2
1990 abc abc M2 1 NA 11 2
1991 abc abc M2 1 NA 11 2
1992 abc abc M2 1 NA 11 2
1993 abc abc M2 1 NA 11 2
1994 abc abc M2 1 NA 11 2
1995 abc abc M2 1 NA 11 2
1996 abc abc M2 1 NA 11 2
1997 abc abc M2 1 NA 11 2
1998 abc abc M2 1 NA 11 2
1999 abc abc M2 1 NA 11 2
2000 abc abc M2 1 NA 11 2
2001 abc abc M2 1 NA 11 2
2002 abc abc M2 1 NA 11 2
2003 abc abc M2 1 NA 11 2
2004 abc abc M2 1 NA 11 2
2005 abc abc M2 1 NA 11 2
2006 abc abc M2 1 NA 11 2
2007 abc abc M2 1 NA 11 2
2008 abc abc M2 1 NA 11 2
2009 abc abc M2 1 NA 11 2
2010 abc abc M2 1 NA 11 2
1963 abc abc M2 1 NA 11 3
1964 abc abc M2 1 NA 11 3
1965 abc abc M2 1 NA 11 3
1966 abc abc M2 1 NA 11 3
1967 abc abc M2 1 NA 11 3
1968 abc abc M2 1 NA 11 3
1969 abc abc M2 1 NA 11 3
1970 abc abc M2 1 NA 11 3
1971 abc abc M2 1 NA 11 3
1972 abc abc M2 1 NA 11 3
1973 abc abc M2 1 NA 11 3
1974 abc abc M2 1 NA 11 3
1975 abc abc M2 1 NA 11 3
1976 abc abc M2 1 NA 11 3
1977 abc abc M2 1 NA 11 3
1978 abc abc M2 1 NA 11 3
1979 abc abc M2 1 NA 11 3
1980 abc abc M2 1 NA 11 3
1981 abc abc M2 1 NA 11 3
1982 abc abc M2 1 NA 11 3
1983 abc abc M2 1 NA 11 3
1984 abc abc M2 1 NA 11 3
1985 abc abc M2 1 NA 11 3
1986 abc abc M2 1 NA 11 3
1987 abc abc M2 1 NA 11 3
1988 abc abc M2 1 NA 11 3
1989 abc abc M2 1 NA 11 3
1990 abc abc M2 1 NA 11 3
1991 abc abc M2 1 NA 11 3
1992 abc abc M2 1 NA 11 3
1993 abc abc M2 1 NA 11 3
1994 abc abc M2 1 NA 11 3
1995 abc abc M2 1 NA 11 3
1996 abc abc M2 1 NA 11 3
1997 abc abc M2 1 NA 11 3
1998 abc abc M2 1 NA 11 3
1999 abc abc M2 1 NA 11 3
2000 abc abc M2 1 NA 11 3
2001 abc abc M2 1 NA 11 3
2002 abc abc M2 1 NA 11 3
2003 abc abc M2 1 NA 11 3
2004 abc abc M2 1 NA 11 3
2005 abc abc M2 1 NA 11 3
2006 abc abc M2 1 NA 11 3
2007 abc abc M2 1 NA 11 3
2008 abc abc M2 1 NA 11 3
2009 abc abc M2 1 NA 11 3
2010 abc abc M2 1 NA 11 3
1963 abc abc M2 1 NA 13 1
1964 abc abc M2 1 NA 13 1
1965 abc abc M2 1 NA 13 1
1966 abc abc M2 1 NA 13 1
1967 abc abc M2 1 NA 13 1
1968 abc abc M2 1 NA 13 1
1969 abc abc M2 1 NA 13 1
1970 abc abc M2 1 NA 13 1
1971 abc abc M2 1 NA 13 1
1972 abc abc M2 1 NA 13 1
1973 abc abc M2 1 NA 13 1
1974 abc abc M2 1 NA 13 1
1975 abc abc M2 1 NA 13 1
1976 abc abc M2 1 NA 13 1
1977 abc abc M2 1 NA 13 1
1978 abc abc M2 1 NA 13 1
1979 abc abc M2 1 NA 13 1
1980 abc abc M2 1 NA 13 1
1981 abc abc M2 1 NA 13 1
1982 abc abc M2 1 NA 13 1
1983 abc abc M2 1 NA 13 1
1984 abc abc M2 1 NA 13 1
1985 abc abc M2 1 NA 13 1
1986 abc abc M2 1 NA 13 1
1987 abc abc M2 1 NA 13 1
1988 abc abc M2 1 NA 13 1
1989 abc abc M2 1 NA 13 1
1990 abc abc M2 1 NA 13 1
1991 abc abc M2 1 NA 13 1
1992 abc abc M2 1 NA 13 1
1993 abc abc M2 1 NA 13 1
1994 abc abc M2 1 NA 13 1
1995 abc abc M2 1 NA 13 1
1996 abc abc M2 1 NA 13 1
1997 abc abc M2 1 NA 13 1
1998 abc abc M2 1 NA 13 1
1999 abc abc M2 1 NA 13 1
2000 abc abc M2 1 NA 13 1
2001 abc abc M2 1 NA 13 1
2002 abc abc M2 1 NA 13 1
2003 abc abc M2 1 NA 13 1
2004 abc abc M2 1 NA 13 1
2005 abc abc M2 1 NA 13 1
2006 abc abc M2 1 NA 13 1
2007 abc abc M2 1 NA 13 1
2008 abc abc M2 1 NA 13 1
2009 abc abc M2 1 NA 13 1
2010 abc abc M2 1 NA 13 1
1963 abc abc M2 1 NA 13 2
1964 abc abc M2 1 NA 13 2
1965 abc abc M2 1 NA 13 2
1966 abc abc M2 1 NA 13 2
1967 abc abc M2 1 NA 13 2
1968 abc abc M2 1 NA 13 2
1969 abc abc M2 1 NA 13 2
1970 abc abc M2 1 NA 13 2
1971 abc abc M2 1 NA 13 2
1972 abc abc M2 1 NA 13 2
1973 abc abc M2 1 NA 13 2
1974 abc abc M2 1 NA 13 2
1975 abc abc M2 1 NA 13 2
1976 abc abc M2 1 NA 13 2
1977 abc abc M2 1 NA 13 2
1978 abc abc M2 1 NA 13 2
1979 abc abc M2 1 NA 13 2
1980 abc abc M2 1 NA 13 2
1981 abc abc M2 1 NA 13 2
1982 abc abc M2 1 NA 13 2
1983 abc abc M2 1 NA 13 2
1984 abc abc M2 1 NA 13 2
1985 abc abc M2 1 NA 13 2
1986 abc abc M2 1 NA 13 2
1987 abc abc M2 1 NA 13 2
1988 abc abc M2 1 NA 13 2
1989 abc abc M2 1 NA 13 2
1990 abc abc M2 1 NA 13 2
1991 abc abc M2 1 NA 13 2
1992 abc abc M2 1 NA 13 2
1993 abc abc M2 1 NA 13 2
1994 abc abc M2 1 NA 13 2
1995 abc abc M2 1 NA 13 2
1996 abc abc M2 1 NA 13 2
1997 abc abc M2 1 NA 13 2
1998 abc abc M2 1 NA 13 2
1999 abc abc M2 1 NA 13 2
2000 abc abc M2 1 NA 13 2
2001 abc abc M2 1 NA 13 2
2002 abc abc M2 1 NA 13 2
2003 abc abc M2 1 NA 13 2
2004 abc abc M2 1 NA 13 2
2005 abc abc M2 1 NA 13 2
2006 abc abc M2 1 NA 13 2
2007 abc abc M2 1 NA 13 2
2008 abc abc M2 1 NA 13 2
2009 abc abc M2 1 NA 13 2
2010 abc abc M2 1 NA 13 2
1963 abc abc M2 1 NA 13 3
1964 abc abc M2 1 NA 13 3
1965 abc abc M2 1 NA 13 3
1966 abc abc M2 1 NA 13 3
1967 abc abc M2 1 NA 13 3
1968 abc abc M2 1 NA 13 3
1969 abc abc M2 1 NA 13 3
1970 abc abc M2 1 NA 13 3
1971 abc abc M2 1 NA 13 3
1972 abc abc M2 1 NA 13 3
1973 abc abc M2 1 NA 13 3
1974 abc abc M2 1 NA 13 3
1975 abc abc M2 1 NA 13 3
1976 abc abc M2 1 NA 13 3
1977 abc abc M2 1 NA 13 3
1978 abc abc M2 1 NA 13 3
1979 abc abc M2 1 NA 13 3
1980 abc abc M2 1 NA 13 3
1981 abc abc M2 1 NA 13 3
1982 abc abc M2 1 NA 13 3
1983 abc abc M2 1 NA 13 3
1984 abc abc M2 1 NA 13 3
1985 abc abc M2 1 NA 13 3
1986 abc abc M2 1 NA 13 3
1987 abc abc M2 1 NA 13 3
1988 abc abc M2 1 NA 13 3
1989 abc abc M2 1 NA 13 3
1990 abc abc M2 1 NA 13 3
1991 abc abc M2 1 NA 13 3
1992 abc abc M2 1 NA 13 3
1993 abc abc M2 1 NA 13 3
1994 abc abc M2 1 NA 13 3
1995 abc abc M2 1 NA 13 3
1996 abc abc M2 1 NA 13 3
1997 abc abc M2 1 NA 13 3
1998 abc abc M2 1 NA 13 3
1999 abc abc M2 1 NA 13 3
2000 abc abc M2 1 NA 13 3
2001 abc abc M2 1 NA 13 3
2002 abc abc M2 1 NA 13 3
2003 abc abc M2 1 NA 13 3
2004 abc abc M2 1 NA 13 3
2005 abc abc M2 1 NA 13 3
2006 abc abc M2 1 NA 13 3
2007 abc abc M2 1 NA 13 3
2008 abc abc M2 1 NA 13 3
2009 abc abc M2 1 NA 13 3
2010 abc abc M2 1 NA 13 3
1963 abc abc M2 1 0.770424 18 1
1964 abc abc M2 1 1.63939 18 1
1965 abc abc M2 1 1.465436 18 1
1966 abc abc M2 1 1.480387 18 1
1967 abc abc M2 1 1.174582 18 1
1968 abc abc M2 1 0.812058 18 1
1969 abc abc M2 1 2.126634 18 1
1970 abc abc M2 1 1.678787 18 1
1971 abc abc M2 1 1.387947 18 1
1972 abc abc M2 1 1.265243 18 1
1973 abc abc M2 1 1.452952 18 1
1974 abc abc M2 1 1.487591 18 1
1975 abc abc M2 1 1.112635 18 1
1976 abc abc M2 1 1.425986 18 1
1977 abc abc M2 1 1.491839 18 1
1978 abc abc M2 1 1.445694 18 1
1979 abc abc M2 1 1.30433 18 1
1980 abc abc M2 1 1.313539 18 1
1981 abc abc M2 1 1.897239 18 1
1982 abc abc M2 1 1.529688 18 1
1983 abc abc M2 1 1.399167 18 1
1984 abc abc M2 1 1.187086 18 1
1985 abc abc M2 1 1.350675 18 1
1986 abc abc M2 1 1.167408 18 1
1987 abc abc M2 1 1.219667 18 1
1988 abc abc M2 1 1.437166 18 1
1989 abc abc M2 1 1.185724 18 1
1990 abc abc M2 1 1.64269 18 1
1991 abc abc M2 1 1.366391 18 1
1992 abc abc M2 1 1.346638 18 1
1993 abc abc M2 1 1.286827 18 1
1994 abc abc M2 1 1.325172 18 1
1995 abc abc M2 1 1.394763 18 1
1996 abc abc M2 1 1.531702 18 1
1997 abc abc M2 1 1.461528 18 1
1998 abc abc M2 1 1.501065 18 1
1999 abc abc M2 1 1.504383 18 1
2000 abc abc M2 1 1.204174 18 1
2001 abc abc M2 1 1.461857 18 1
2002 abc abc M2 1 1.514711 18 1
2003 abc abc M2 1 1.853574 18 1
2004 abc abc M2 1 1.785201 18 1
2005 abc abc M2 1 1.585286 18 1
2006 abc abc M2 1 1.511433 18 1
2007 abc abc M2 1 1.543324 18 1
2008 abc abc M2 1 1.326958 18 1
2009 abc abc M2 1 1.261223 18 1
2010 abc abc M2 1 1.255766 18 1
1963 abc abc M2 1 0.733461 18 2
1964 abc abc M2 1 1.548305 18 2
1965 abc abc M2 1 1.373002 18 2
1966 abc abc M2 1 1.385035 18 2
1967 abc abc M2 1 1.087139 18 2
1968 abc abc M2 1 0.754948 18 2
1969 abc abc M2 1 1.876643 18 2
1970 abc abc M2 1 1.478324 18 2
1971 abc abc M2 1 1.215428 18 2
1972 abc abc M2 1 1.101175 18 2
1973 abc abc M2 1 1.294444 18 2
1974 abc abc M2 1 1.292482 18 2
1975 abc abc M2 1 1.016795 18 2
1976 abc abc M2 1 1.273709 18 2
1977 abc abc M2 1 1.319594 18 2
1978 abc abc M2 1 1.313079 18 2
1979 abc abc M2 1 1.169901 18 2
1980 abc abc M2 1 1.191094 18 2
1981 abc abc M2 1 1.740663 18 2
1982 abc abc M2 1 1.433781 18 2
1983 abc abc M2 1 1.259596 18 2
1984 abc abc M2 1 1.101352 18 2
1985 abc abc M2 1 1.21812 18 2
1986 abc abc M2 1 1.079168 18 2
1987 abc abc M2 1 1.11276 18 2
1988 abc abc M2 1 1.281324 18 2
1989 abc abc M2 1 1.07124 18 2
1990 abc abc M2 1 1.482241 18 2
1991 abc abc M2 1 1.233298 18 2
1992 abc abc M2 1 1.222361 18 2
1993 abc abc M2 1 1.175354 18 2
1994 abc abc M2 1 1.221981 18 2
1995 abc abc M2 1 1.26553 18 2
1996 abc abc M2 1 1.372463 18 2
1997 abc abc M2 1 1.314837 18 2
1998 abc abc M2 1 1.35731 18 2
1999 abc abc M2 1 1.377071 18 2
2000 abc abc M2 1 1.11327 18 2
2001 abc abc M2 1 1.305687 18 2
2002 abc abc M2 1 1.336394 18 2
2003 abc abc M2 1 1.637886 18 2
2004 abc abc M2 1 1.565084 18 2
2005 abc abc M2 1 1.403382 18 2
2006 abc abc M2 1 1.358746 18 2
2007 abc abc M2 1 1.367622 18 2
2008 abc abc M2 1 1.178235 18 2
2009 abc abc M2 1 1.137818 18 2
2010 abc abc M2 1 1.14819 18 2
1963 abc abc M2 1 NA 18 3
1964 abc abc M2 1 NA 18 3
1965 abc abc M2 1 NA 18 3
1966 abc abc M2 1 NA 18 3
1967 abc abc M2 1 NA 18 3
1968 abc abc M2 1 NA 18 3
1969 abc abc M2 1 NA 18 3
1970 abc abc M2 1 NA 18 3
1971 abc abc M2 1 NA 18 3
1972 abc abc M2 1 NA 18 3
1973 abc abc M2 1 NA 18 3
1974 abc abc M2 1 NA 18 3
1975 abc abc M2 1 NA 18 3
1976 abc abc M2 1 NA 18 3
1977 abc abc M2 1 NA 18 3
1978 abc abc M2 1 NA 18 3
1979 abc abc M2 1 NA 18 3
1980 abc abc M2 1 NA 18 3
1981 abc abc M2 1 NA 18 3
1982 abc abc M2 1 NA 18 3
1983 abc abc M2 1 NA 18 3
1984 abc abc M2 1 NA 18 3
1985 abc abc M2 1 NA 18 3
1986 abc abc M2 1 NA 18 3
1987 abc abc M2 1 NA 18 3
1988 abc abc M2 1 NA 18 3
1989 abc abc M2 1 NA 18 3
1990 abc abc M2 1 NA 18 3
1991 abc abc M2 1 NA 18 3
1992 abc abc M2 1 NA 18 3
1993 abc abc M2 1 NA 18 3
1994 abc abc M2 1 NA 18 3
1995 abc abc M2 1 NA 18 3
1996 abc abc M2 1 NA 18 3
1997 abc abc M2 1 NA 18 3
1998 abc abc M2 1 NA 18 3
1999 abc abc M2 1 NA 18 3
2000 abc abc M2 1 NA 18 3
2001 abc abc M2 1 NA 18 3
2002 abc abc M2 1 NA 18 3
2003 abc abc M2 1 NA 18 3
2004 abc abc M2 1 NA 18 3
2005 abc abc M2 1 NA 18 3
2006 abc abc M2 1 NA 18 3
2007 abc abc M2 1 NA 18 3
2008 abc abc M2 1 NA 18 3
2009 abc abc M2 1 NA 18 3
2010 abc abc M2 1 NA 18 3
1963 abc abc M2 2 0.467195 17 1
1964 abc abc M2 2 0.536928 17 1
1965 abc abc M2 2 0.572453 17 1
1966 abc abc M2 2 0.830312 17 1
1967 abc abc M2 2 0.815927 17 1
1968 abc abc M2 2 0.5551855 17 1
1969 abc abc M2 2 0.648471 17 1
1970 abc abc M2 2 0.701449 17 1
1971 abc abc M2 2 0.610084 17 1
1972 abc abc M2 2 0.5302249 17 1
1973 abc abc M2 2 0.610135 17 1
1974 abc abc M2 2 0.713124 17 1
1975 abc abc M2 2 0.574268 17 1
1976 abc abc M2 2 0.54535 17 1
1977 abc abc M2 2 0.6244818 17 1
1978 abc abc M2 2 0.5115922 17 1
1979 abc abc M2 2 0.705303 17 1
1980 abc abc M2 2 0.514737 17 1
1981 abc abc M2 2 0.618423 17 1
1982 abc abc M2 2 0.484276 17 1
1983 abc abc M2 2 0.554473 17 1
1984 abc abc M2 2 0.5941887 17 1
1985 abc abc M2 2 0.614981 17 1
1986 abc abc M2 2 0.4149815 17 1
1987 abc abc M2 2 0.4613353 17 1
1988 abc abc M2 2 0.4914005 17 1
1989 abc abc M2 2 0.4399337 17 1
1990 abc abc M2 2 0.541845 17 1
1991 abc abc M2 2 0.534001 17 1
1992 abc abc M2 2 0.545577 17 1
1993 abc abc M2 2 0.513265 17 1
1994 abc abc M2 2 0.5813385 17 1
1995 abc abc M2 2 0.513069 17 1
1996 abc abc M2 2 0.619563 17 1
1997 abc abc M2 2 0.575255 17 1
1998 abc abc M2 2 0.456441 17 1
1999 abc abc M2 2 0.4359283 17 1
2000 abc abc M2 2 0.4159677 17 1
2001 abc abc M2 2 0.3454049 17 1
2002 abc abc M2 2 0.3668224 17 1
2003 abc abc M2 2 0.503929 17 1
2004 abc abc M2 2 0.534864 17 1
2005 abc abc M2 2 0.566427 17 1
2006 abc abc M2 2 0.529008 17 1
2007 abc abc M2 2 0.533976 17 1
2008 abc abc M2 2 0.487537 17 1
2009 abc abc M2 2 0.5284 17 1
2010 abc abc M2 2 0.4312025 17 1
1963 abc abc M2 2 0.306326 17 2
1964 abc abc M2 2 0.3624843 17 2
1965 abc abc M2 2 0.4004698 17 2
1966 abc abc M2 2 0.609299 17 2
1967 abc abc M2 2 0.594153 17 2
1968 abc abc M2 2 0.3847584 17 2
1969 abc abc M2 2 0.4449348 17 2
1970 abc abc M2 2 0.49729 17 2
1971 abc abc M2 2 0.4471105 17 2
1972 abc abc M2 2 0.3785075 17 2
1973 abc abc M2 2 0.4302636 17 2
1974 abc abc M2 2 0.4994471 17 2
1975 abc abc M2 2 0.4086204 17 2
1976 abc abc M2 2 0.3922883 17 2
1977 abc abc M2 2 0.4438888 17 2
1978 abc abc M2 2 0.3640867 17 2
1979 abc abc M2 2 0.509207 17 2
1980 abc abc M2 2 0.3633487 17 2
1981 abc abc M2 2 0.4341379 17 2
1982 abc abc M2 2 0.3392886 17 2
1983 abc abc M2 2 0.3985033 17 2
1984 abc abc M2 2 0.426354 17 2
1985 abc abc M2 2 0.4335683 17 2
1986 abc abc M2 2 0.2907384 17 2
1987 abc abc M2 2 0.3245537 17 2
1988 abc abc M2 2 0.3386164 17 2
1989 abc abc M2 2 0.3123251 17 2
1990 abc abc M2 2 0.3777117 17 2
1991 abc abc M2 2 0.3642507 17 2
1992 abc abc M2 2 0.3796287 17 2
1993 abc abc M2 2 0.3632639 17 2
1994 abc abc M2 2 0.4112324 17 2
1995 abc abc M2 2 0.3662408 17 2
1996 abc abc M2 2 0.4357715 17 2
1997 abc abc M2 2 0.4008555 17 2
1998 abc abc M2 2 0.3235248 17 2
1999 abc abc M2 2 0.3138763 17 2
2000 abc abc M2 2 0.3078864 17 2
2001 abc abc M2 2 0.2649793 17 2
2002 abc abc M2 2 0.2756518 17 2
2003 abc abc M2 2 0.3821331 17 2
2004 abc abc M2 2 0.4063125 17 2
2005 abc abc M2 2 0.4295676 17 2
2006 abc abc M2 2 0.3990325 17 2
2007 abc abc M2 2 0.400592 17 2
2008 abc abc M2 2 0.3588487 17 2
2009 abc abc M2 2 0.3833667 17 2
2010 abc abc M2 2 0.3007524 17 2
1963 abc abc M2 2 0.2505199 17 3
1964 abc abc M2 2 0.3128383 17 3
1965 abc abc M2 2 0.4257171 17 3
1966 abc abc M2 2 0.640879 17 3
1967 abc abc M2 2 0.5995989 17 3
1968 abc abc M2 2 0.4090444 17 3
1969 abc abc M2 2 0.4582845 17 3
1970 abc abc M2 2 0.657358 17 3
1971 abc abc M2 2 0.6115898 17 3
1972 abc abc M2 2 0.579791 17 3
1973 abc abc M2 2 0.789521 17 3
1974 abc abc M2 2 0.756371 17 3
1975 abc abc M2 2 0.659039 17 3
1976 abc abc M2 2 0.5809812 17 3
1977 abc abc M2 2 0.699839 17 3
1978 abc abc M2 2 0.5851105 17 3
1979 abc abc M2 2 0.6294856 17 3
1980 abc abc M2 2 0.5303275 17 3
1981 abc abc M2 2 0.590841 17 3
1982 abc abc M2 2 0.65106 17 3
1983 abc abc M2 2 0.498516 17 3
1984 abc abc M2 2 0.434766 17 3
1985 abc abc M2 2 0.4158501 17 3
1986 abc abc M2 2 0.4955676 17 3
1987 abc abc M2 2 0.335066 17 3
1988 abc abc M2 2 0.4404867 17 3
1989 abc abc M2 2 0.3689256 17 3
1990 abc abc M2 2 0.3183675 17 3
1991 abc abc M2 2 0.341154 17 3
1992 abc abc M2 2 0.2749191 17 3
1993 abc abc M2 2 0.2609306 17 3
1994 abc abc M2 2 0.3373612 17 3
1995 abc abc M2 2 0.2932762 17 3
1996 abc abc M2 2 0.3808078 17 3
1997 abc abc M2 2 0.3358955 17 3
1998 abc abc M2 2 0.3090003 17 3
1999 abc abc M2 2 0.3970807 17 3
2000 abc abc M2 2 0.1811893 17 3
2001 abc abc M2 2 0.1719912 17 3
2002 abc abc M2 2 0.3116274 17 3
2003 abc abc M2 2 0.291073 17 3
2004 abc abc M2 2 0.3133553 17 3
2005 abc abc M2 2 0.3129186 17 3
2006 abc abc M2 2 0.3197148 17 3
2007 abc abc M2 2 0.3549465 17 3
2008 abc abc M2 2 NA 17 3
2009 abc abc M2 2 NA 17 3
2010 abc abc M2 2 NA 17 3
1963 abc abc M2 2 NA 1 1
1964 abc abc M2 2 NA 1 1
1965 abc abc M2 2 NA 1 1
1966 abc abc M2 2 NA 1 1
1967 abc abc M2 2 NA 1 1
1968 abc abc M2 2 NA 1 1
1969 abc abc M2 2 NA 1 1
1970 abc abc M2 2 NA 1 1
1971 abc abc M2 2 NA 1 1
1972 abc abc M2 2 NA 1 1
1973 abc abc M2 2 NA 1 1
1974 abc abc M2 2 NA 1 1
1975 abc abc M2 2 NA 1 1
1976 abc abc M2 2 NA 1 1
1977 abc abc M2 2 NA 1 1
1978 abc abc M2 2 NA 1 1
1979 abc abc M2 2 NA 1 1
1980 abc abc M2 2 NA 1 1
1981 abc abc M2 2 NA 1 1
1982 abc abc M2 2 NA 1 1
1983 abc abc M2 2 NA 1 1
1984 abc abc M2 2 NA 1 1
1985 abc abc M2 2 NA 1 1
1986 abc abc M2 2 NA 1 1
1987 abc abc M2 2 NA 1 1
1988 abc abc M2 2 NA 1 1
1989 abc abc M2 2 NA 1 1
1990 abc abc M2 2 NA 1 1
1991 abc abc M2 2 NA 1 1
1992 abc abc M2 2 NA 1 1
1993 abc abc M2 2 NA 1 1
1994 abc abc M2 2 NA 1 1
1995 abc abc M2 2 NA 1 1
1996 abc abc M2 2 NA 1 1
1997 abc abc M2 2 NA 1 1
1998 abc abc M2 2 NA 1 1
1999 abc abc M2 2 NA 1 1
2000 abc abc M2 2 NA 1 1
2001 abc abc M2 2 NA 1 1
2002 abc abc M2 2 NA 1 1
2003 abc abc M2 2 NA 1 1
2004 abc abc M2 2 NA 1 1
