Year label Species variable Age M2 Species.n Lab
1997 abc abc M2 0 NA 5 3
1998 abc abc M2 0 NA 5 3
1999 abc abc M2 0 NA 5 3
2000 abc abc M2 0 NA 5 3
2001 abc abc M2 0 NA 5 3
2002 abc abc M2 0 NA 5 3
2003 abc abc M2 0 NA 5 3
2004 abc abc M2 0 NA 5 3
2005 abc abc M2 0 NA 5 3
2006 abc abc M2 0 NA 5 3
2007 abc abc M2 0 NA 5 3
2008 abc abc M2 0 NA 5 3
2009 abc abc M2 0 NA 5 3
2010 abc abc M2 0 NA 5 3
1963 abc abc M2 0 NA 15 1
1964 abc abc M2 0 NA 15 1
1965 abc abc M2 0 NA 15 1
1966 abc abc M2 0 NA 15 1
1967 abc abc M2 0 NA 15 1
1968 abc abc M2 0 NA 15 1
1969 abc abc M2 0 NA 15 1
1970 abc abc M2 0 NA 15 1
1971 abc abc M2 0 NA 15 1
1972 abc abc M2 0 NA 15 1
1973 abc abc M2 0 NA 15 1
1974 abc abc M2 0 NA 15 1
1975 abc abc M2 0 NA 15 1
1976 abc abc M2 0 NA 15 1
1977 abc abc M2 0 NA 15 1
1978 abc abc M2 0 NA 15 1
1979 abc abc M2 0 NA 15 1
1980 abc abc M2 0 NA 15 1
1981 abc abc M2 0 NA 15 1
1982 abc abc M2 0 NA 15 1
1983 abc abc M2 0 NA 15 1
1984 abc abc M2 0 NA 15 1
1985 abc abc M2 0 NA 15 1
1986 abc abc M2 0 NA 15 1
1987 abc abc M2 0 NA 15 1
1988 abc abc M2 0 NA 15 1
1989 abc abc M2 0 NA 15 1
1990 abc abc M2 0 NA 15 1
1991 abc abc M2 0 NA 15 1
1992 abc abc M2 0 NA 15 1
1993 abc abc M2 0 NA 15 1
1994 abc abc M2 0 NA 15 1
1995 abc abc M2 0 NA 15 1
1996 abc abc M2 0 NA 15 1
1997 abc abc M2 0 NA 15 1
1998 abc abc M2 0 NA 15 1
1999 abc abc M2 0 NA 15 1
2000 abc abc M2 0 NA 15 1
2001 abc abc M2 0 NA 15 1
2002 abc abc M2 0 NA 15 1
2003 abc abc M2 0 NA 15 1
2004 abc abc M2 0 NA 15 1
2005 abc abc M2 0 NA 15 1
2006 abc abc M2 0 NA 15 1
2007 abc abc M2 0 NA 15 1
2008 abc abc M2 0 NA 15 1
2009 abc abc M2 0 NA 15 1
2010 abc abc M2 0 NA 15 1
1963 abc abc M2 0 NA 15 2
1964 abc abc M2 0 NA 15 2
1965 abc abc M2 0 NA 15 2
1966 abc abc M2 0 NA 15 2
1967 abc abc M2 0 NA 15 2
1968 abc abc M2 0 NA 15 2
1969 abc abc M2 0 NA 15 2
1970 abc abc M2 0 NA 15 2
1971 abc abc M2 0 NA 15 2
1972 abc abc M2 0 NA 15 2
1973 abc abc M2 0 NA 15 2
1974 abc abc M2 0 NA 15 2
1975 abc abc M2 0 NA 15 2
1976 abc abc M2 0 NA 15 2
1977 abc abc M2 0 NA 15 2
1978 abc abc M2 0 NA 15 2
1979 abc abc M2 0 NA 15 2
1980 abc abc M2 0 NA 15 2
1981 abc abc M2 0 NA 15 2
1982 abc abc M2 0 NA 15 2
1983 abc abc M2 0 NA 15 2
1984 abc abc M2 0 NA 15 2
1985 abc abc M2 0 NA 15 2
1986 abc abc M2 0 NA 15 2
1987 abc abc M2 0 NA 15 2
1988 abc abc M2 0 NA 15 2
1989 abc abc M2 0 NA 15 2
1990 abc abc M2 0 NA 15 2
1991 abc abc M2 0 NA 15 2
1992 abc abc M2 0 NA 15 2
1993 abc abc M2 0 NA 15 2
1994 abc abc M2 0 NA 15 2
1995 abc abc M2 0 NA 15 2
1996 abc abc M2 0 NA 15 2
1997 abc abc M2 0 NA 15 2
1998 abc abc M2 0 NA 15 2
1999 abc abc M2 0 NA 15 2
2000 abc abc M2 0 NA 15 2
2001 abc abc M2 0 NA 15 2
2002 abc abc M2 0 NA 15 2
2003 abc abc M2 0 NA 15 2
2004 abc abc M2 0 NA 15 2
2005 abc abc M2 0 NA 15 2
2006 abc abc M2 0 NA 15 2
2007 abc abc M2 0 NA 15 2
2008 abc abc M2 0 NA 15 2
2009 abc abc M2 0 NA 15 2
2010 abc abc M2 0 NA 15 2
1963 abc abc M2 0 1.156359 15 3
1964 abc abc M2 0 1.451022 15 3
1965 abc abc M2 0 1.479447 15 3
1966 abc abc M2 0 1.351499 15 3
1967 abc abc M2 0 0.839529 15 3
1968 abc abc M2 0 1.055853 15 3
1969 abc abc M2 0 1.154918 15 3
1970 abc abc M2 0 1.10052 15 3
1971 abc abc M2 0 0.897285 15 3
1972 abc abc M2 0 0.893721 15 3
1973 abc abc M2 0 1.273102 15 3
1974 abc abc M2 0 0.903032 15 3
1975 abc abc M2 0 1.010058 15 3
1976 abc abc M2 0 1.335518 15 3
1977 abc abc M2 0 1.261071 15 3
1978 abc abc M2 0 1.326199 15 3
1979 abc abc M2 0 1.002692 15 3
1980 abc abc M2 0 1.383019 15 3
1981 abc abc M2 0 1.795396 15 3
1982 abc abc M2 0 1.401657 15 3
1983 abc abc M2 0 0.893052 15 3
1984 abc abc M2 0 1.643846 15 3
1985 abc abc M2 0 1.071693 15 3
1986 abc abc M2 0 1.188369 15 3
1987 abc abc M2 0 1.209384 15 3
1988 abc abc M2 0 1.036621 15 3
1989 abc abc M2 0 1.321668 15 3
1990 abc abc M2 0 1.313163 15 3
1991 abc abc M2 0 1.061248 15 3
1992 abc abc M2 0 1.252559 15 3
1993 abc abc M2 0 1.178565 15 3
1994 abc abc M2 0 1.285115 15 3
1995 abc abc M2 0 1.547884 15 3
1996 abc abc M2 0 1.377501 15 3
1997 abc abc M2 0 1.642801 15 3
1998 abc abc M2 0 1.665352 15 3
1999 abc abc M2 0 1.704478 15 3
2000 abc abc M2 0 1.502573 15 3
2001 abc abc M2 0 1.625136 15 3
2002 abc abc M2 0 1.727221 15 3
2003 abc abc M2 0 1.803188 15 3
2004 abc abc M2 0 1.847807 15 3
2005 abc abc M2 0 1.169663 15 3
2006 abc abc M2 0 1.300975 15 3
2007 abc abc M2 0 1.42285 15 3
2008 abc abc M2 0 NA 15 3
2009 abc abc M2 0 NA 15 3
2010 abc abc M2 0 NA 15 3
1963 abc abc M2 0 NA 2 1
1964 abc abc M2 0 NA 2 1
1965 abc abc M2 0 NA 2 1
1966 abc abc M2 0 NA 2 1
1967 abc abc M2 0 NA 2 1
1968 abc abc M2 0 NA 2 1
1969 abc abc M2 0 NA 2 1
1970 abc abc M2 0 NA 2 1
1971 abc abc M2 0 NA 2 1
1972 abc abc M2 0 NA 2 1
1973 abc abc M2 0 NA 2 1
1974 abc abc M2 0 NA 2 1
1975 abc abc M2 0 NA 2 1
1976 abc abc M2 0 NA 2 1
1977 abc abc M2 0 NA 2 1
1978 abc abc M2 0 NA 2 1
1979 abc abc M2 0 NA 2 1
1980 abc abc M2 0 NA 2 1
1981 abc abc M2 0 NA 2 1
1982 abc abc M2 0 NA 2 1
1983 abc abc M2 0 NA 2 1
1984 abc abc M2 0 NA 2 1
1985 abc abc M2 0 NA 2 1
1986 abc abc M2 0 NA 2 1
1987 abc abc M2 0 NA 2 1
1988 abc abc M2 0 NA 2 1
1989 abc abc M2 0 NA 2 1
1990 abc abc M2 0 NA 2 1
1991 abc abc M2 0 NA 2 1
1992 abc abc M2 0 NA 2 1
1993 abc abc M2 0 NA 2 1
1994 abc abc M2 0 NA 2 1
1995 abc abc M2 0 NA 2 1
1996 abc abc M2 0 NA 2 1
1997 abc abc M2 0 NA 2 1
1998 abc abc M2 0 NA 2 1
1999 abc abc M2 0 NA 2 1
2000 abc abc M2 0 NA 2 1
2001 abc abc M2 0 NA 2 1
2002 abc abc M2 0 NA 2 1
2003 abc abc M2 0 NA 2 1
2004 abc abc M2 0 NA 2 1
2005 abc abc M2 0 NA 2 1
2006 abc abc M2 0 NA 2 1
2007 abc abc M2 0 NA 2 1
2008 abc abc M2 0 NA 2 1
2009 abc abc M2 0 NA 2 1
2010 abc abc M2 0 NA 2 1
1963 abc abc M2 0 NA 2 2
1964 abc abc M2 0 NA 2 2
1965 abc abc M2 0 NA 2 2
1966 abc abc M2 0 NA 2 2
1967 abc abc M2 0 NA 2 2
1968 abc abc M2 0 NA 2 2
1969 abc abc M2 0 NA 2 2
1970 abc abc M2 0 NA 2 2
1971 abc abc M2 0 NA 2 2
1972 abc abc M2 0 NA 2 2
1973 abc abc M2 0 NA 2 2
1974 abc abc M2 0 NA 2 2
1975 abc abc M2 0 NA 2 2
1976 abc abc M2 0 NA 2 2
1977 abc abc M2 0 NA 2 2
1978 abc abc M2 0 NA 2 2
1979 abc abc M2 0 NA 2 2
1980 abc abc M2 0 NA 2 2
1981 abc abc M2 0 NA 2 2
1982 abc abc M2 0 NA 2 2
1983 abc abc M2 0 NA 2 2
1984 abc abc M2 0 NA 2 2
1985 abc abc M2 0 NA 2 2
1986 abc abc M2 0 NA 2 2
1987 abc abc M2 0 NA 2 2
1988 abc abc M2 0 NA 2 2
1989 abc abc M2 0 NA 2 2
1990 abc abc M2 0 NA 2 2
1991 abc abc M2 0 NA 2 2
1992 abc abc M2 0 NA 2 2
1993 abc abc M2 0 NA 2 2
1994 abc abc M2 0 NA 2 2
1995 abc abc M2 0 NA 2 2
1996 abc abc M2 0 NA 2 2
1997 abc abc M2 0 NA 2 2
1998 abc abc M2 0 NA 2 2
1999 abc abc M2 0 NA 2 2
2000 abc abc M2 0 NA 2 2
2001 abc abc M2 0 NA 2 2
2002 abc abc M2 0 NA 2 2
2003 abc abc M2 0 NA 2 2
2004 abc abc M2 0 NA 2 2
2005 abc abc M2 0 NA 2 2
2006 abc abc M2 0 NA 2 2
2007 abc abc M2 0 NA 2 2
2008 abc abc M2 0 NA 2 2
2009 abc abc M2 0 NA 2 2
2010 abc abc M2 0 NA 2 2
1963 abc abc M2 0 NA 2 3
1964 abc abc M2 0 NA 2 3
1965 abc abc M2 0 NA 2 3
1966 abc abc M2 0 NA 2 3
1967 abc abc M2 0 NA 2 3
1968 abc abc M2 0 NA 2 3
1969 abc abc M2 0 NA 2 3
1970 abc abc M2 0 NA 2 3
1971 abc abc M2 0 NA 2 3
1972 abc abc M2 0 NA 2 3
1973 abc abc M2 0 NA 2 3
1974 abc abc M2 0 NA 2 3
1975 abc abc M2 0 NA 2 3
1976 abc abc M2 0 NA 2 3
1977 abc abc M2 0 NA 2 3
1978 abc abc M2 0 NA 2 3
1979 abc abc M2 0 NA 2 3
1980 abc abc M2 0 NA 2 3
1981 abc abc M2 0 NA 2 3
1982 abc abc M2 0 NA 2 3
1983 abc abc M2 0 NA 2 3
1984 abc abc M2 0 NA 2 3
1985 abc abc M2 0 NA 2 3
1986 abc abc M2 0 NA 2 3
1987 abc abc M2 0 NA 2 3
1988 abc abc M2 0 NA 2 3
1989 abc abc M2 0 NA 2 3
1990 abc abc M2 0 NA 2 3
1991 abc abc M2 0 NA 2 3
1992 abc abc M2 0 NA 2 3
1993 abc abc M2 0 NA 2 3
1994 abc abc M2 0 NA 2 3
1995 abc abc M2 0 NA 2 3
1996 abc abc M2 0 NA 2 3
1997 abc abc M2 0 NA 2 3
1998 abc abc M2 0 NA 2 3
1999 abc abc M2 0 NA 2 3
2000 abc abc M2 0 NA 2 3
2001 abc abc M2 0 NA 2 3
2002 abc abc M2 0 NA 2 3
2003 abc abc M2 0 NA 2 3
2004 abc abc M2 0 NA 2 3
2005 abc abc M2 0 NA 2 3
2006 abc abc M2 0 NA 2 3
2007 abc abc M2 0 NA 2 3
2008 abc abc M2 0 NA 2 3
2009 abc abc M2 0 NA 2 3
2010 abc abc M2 0 NA 2 3
1963 abc abc M2 0 NA 16 1
1964 abc abc M2 0 NA 16 1
1965 abc abc M2 0 NA 16 1
1966 abc abc M2 0 NA 16 1
1967 abc abc M2 0 NA 16 1
1968 abc abc M2 0 NA 16 1
1969 abc abc M2 0 NA 16 1
1970 abc abc M2 0 NA 16 1
1971 abc abc M2 0 NA 16 1
1972 abc abc M2 0 NA 16 1
1973 abc abc M2 0 NA 16 1
1974 abc abc M2 0 NA 16 1
1975 abc abc M2 0 NA 16 1
1976 abc abc M2 0 NA 16 1
1977 abc abc M2 0 NA 16 1
1978 abc abc M2 0 NA 16 1
1979 abc abc M2 0 NA 16 1
1980 abc abc M2 0 NA 16 1
1981 abc abc M2 0 NA 16 1
1982 abc abc M2 0 NA 16 1
1983 abc abc M2 0 NA 16 1
1984 abc abc M2 0 NA 16 1
1985 abc abc M2 0 NA 16 1
1986 abc abc M2 0 NA 16 1
1987 abc abc M2 0 NA 16 1
1988 abc abc M2 0 NA 16 1
1989 abc abc M2 0 NA 16 1
1990 abc abc M2 0 NA 16 1
1991 abc abc M2 0 NA 16 1
1992 abc abc M2 0 NA 16 1
1993 abc abc M2 0 NA 16 1
1994 abc abc M2 0 NA 16 1
1995 abc abc M2 0 NA 16 1
1996 abc abc M2 0 NA 16 1
1997 abc abc M2 0 NA 16 1
1998 abc abc M2 0 NA 16 1
1999 abc abc M2 0 NA 16 1
2000 abc abc M2 0 NA 16 1
2001 abc abc M2 0 NA 16 1
2002 abc abc M2 0 NA 16 1
2003 abc abc M2 0 NA 16 1
2004 abc abc M2 0 NA 16 1
2005 abc abc M2 0 NA 16 1
2006 abc abc M2 0 NA 16 1
2007 abc abc M2 0 NA 16 1
2008 abc abc M2 0 NA 16 1
2009 abc abc M2 0 NA 16 1
2010 abc abc M2 0 NA 16 1
1963 abc abc M2 0 NA 16 2
1964 abc abc M2 0 NA 16 2
1965 abc abc M2 0 NA 16 2
1966 abc abc M2 0 NA 16 2
1967 abc abc M2 0 NA 16 2
1968 abc abc M2 0 NA 16 2
1969 abc abc M2 0 NA 16 2
1970 abc abc M2 0 NA 16 2
1971 abc abc M2 0 NA 16 2
1972 abc abc M2 0 NA 16 2
1973 abc abc M2 0 NA 16 2
1974 abc abc M2 0 NA 16 2
1975 abc abc M2 0 NA 16 2
1976 abc abc M2 0 NA 16 2
1977 abc abc M2 0 NA 16 2
1978 abc abc M2 0 NA 16 2
1979 abc abc M2 0 NA 16 2
1980 abc abc M2 0 NA 16 2
1981 abc abc M2 0 NA 16 2
1982 abc abc M2 0 NA 16 2
1983 abc abc M2 0 NA 16 2
1984 abc abc M2 0 NA 16 2
1985 abc abc M2 0 NA 16 2
1986 abc abc M2 0 NA 16 2
1987 abc abc M2 0 NA 16 2
1988 abc abc M2 0 NA 16 2
1989 abc abc M2 0 NA 16 2
1990 abc abc M2 0 NA 16 2
1991 abc abc M2 0 NA 16 2
1992 abc abc M2 0 NA 16 2
1993 abc abc M2 0 NA 16 2
1994 abc abc M2 0 NA 16 2
1995 abc abc M2 0 NA 16 2
1996 abc abc M2 0 NA 16 2
1997 abc abc M2 0 NA 16 2
1998 abc abc M2 0 NA 16 2
1999 abc abc M2 0 NA 16 2
2000 abc abc M2 0 NA 16 2
2001 abc abc M2 0 NA 16 2
2002 abc abc M2 0 NA 16 2
2003 abc abc M2 0 NA 16 2
2004 abc abc M2 0 NA 16 2
2005 abc abc M2 0 NA 16 2
2006 abc abc M2 0 NA 16 2
2007 abc abc M2 0 NA 16 2
2008 abc abc M2 0 NA 16 2
2009 abc abc M2 0 NA 16 2
2010 abc abc M2 0 NA 16 2
1963 abc abc M2 0 1.485674 16 3
1964 abc abc M2 0 1.278893 16 3
1965 abc abc M2 0 1.413927 16 3
1966 abc abc M2 0 1.158474 16 3
1967 abc abc M2 0 0.733645 16 3
1968 abc abc M2 0 1.231931 16 3
1969 abc abc M2 0 1.07662 16 3
1970 abc abc M2 0 1.013029 16 3
1971 abc abc M2 0 0.779913 16 3
1972 abc abc M2 0 0.902248 16 3
1973 abc abc M2 0 1.395635 16 3
1974 abc abc M2 0 0.8911 16 3
1975 abc abc M2 0 0.958877 16 3
1976 abc abc M2 0 1.383914 16 3
1977 abc abc M2 0 1.058575 16 3
1978 abc abc M2 0 1.238074 16 3
1979 abc abc M2 0 0.866766 16 3
1980 abc abc M2 0 1.173463 16 3
1981 abc abc M2 0 1.799069 16 3
1982 abc abc M2 0 1.208246 16 3
1983 abc abc M2 0 0.731852 16 3
1984 abc abc M2 0 1.522734 16 3
1985 abc abc M2 0 0.995613 16 3
1986 abc abc M2 0 1.129606 16 3
1987 abc abc M2 0 1.308226 16 3
1988 abc abc M2 0 0.939562 16 3
1989 abc abc M2 0 1.379548 16 3
1990 abc abc M2 0 1.332557 16 3
1991 abc abc M2 0 1.100599 16 3
1992 abc abc M2 0 1.289451 16 3
1993 abc abc M2 0 1.262252 16 3
1994 abc abc M2 0 1.277546 16 3
1995 abc abc M2 0 1.615878 16 3
1996 abc abc M2 0 1.417947 16 3
1997 abc abc M2 0 1.655551 16 3
1998 abc abc M2 0 1.865486 16 3
1999 abc abc M2 0 2.13836 16 3
2000 abc abc M2 0 1.765469 16 3
2001 abc abc M2 0 1.884765 16 3
2002 abc abc M2 0 2.133231 16 3
2003 abc abc M2 0 2.239926 16 3
2004 abc abc M2 0 2.269762 16 3
2005 abc abc M2 0 1.522191 16 3
2006 abc abc M2 0 1.570047 16 3
2007 abc abc M2 0 1.712626 16 3
2008 abc abc M2 0 NA 16 3
2009 abc abc M2 0 NA 16 3
2010 abc abc M2 0 NA 16 3
1963 abc abc M2 0 1.858049 19 1
1964 abc abc M2 0 1.662462 19 1
1965 abc abc M2 0 1.78196 19 1
1966 abc abc M2 0 1.503928 19 1
1967 abc abc M2 0 0.899828 19 1
1968 abc abc M2 0 1.84278 19 1
1969 abc abc M2 0 1.509256 19 1
1970 abc abc M2 0 1.376078 19 1
1971 abc abc M2 0 1.269015 19 1
1972 abc abc M2 0 1.532327 19 1
1973 abc abc M2 0 1.530432 19 1
1974 abc abc M2 0 1.132077 19 1
1975 abc abc M2 0 1.466558 19 1
1976 abc abc M2 0 1.657236 19 1
1977 abc abc M2 0 1.731362 19 1
1978 abc abc M2 0 1.607862 19 1
1979 abc abc M2 0 1.381315 19 1
1980 abc abc M2 0 2.011424 19 1
1981 abc abc M2 0 1.535628 19 1
1982 abc abc M2 0 1.553247 19 1
1983 abc abc M2 0 1.10799 19 1
1984 abc abc M2 0 1.694552 19 1
1985 abc abc M2 0 1.350566 19 1
1986 abc abc M2 0 1.47081 19 1
1987 abc abc M2 0 1.851886 19 1
1988 abc abc M2 0 1.411072 19 1
1989 abc abc M2 0 1.995889 19 1
1990 abc abc M2 0 1.591971 19 1
1991 abc abc M2 0 1.410418 19 1
1992 abc abc M2 0 1.312659 19 1
1993 abc abc M2 0 1.405214 19 1
1994 abc abc M2 0 1.194417 19 1
1995 abc abc M2 0 1.460842 19 1
1996 abc abc M2 0 1.311667 19 1
1997 abc abc M2 0 1.454091 19 1
1998 abc abc M2 0 1.376983 19 1
1999 abc abc M2 0 1.08106 19 1
2000 abc abc M2 0 1.32547 19 1
2001 abc abc M2 0 1.495892 19 1
2002 abc abc M2 0 1.747966 19 1
2003 abc abc M2 0 1.642165 19 1
2004 abc abc M2 0 1.516039 19 1
2005 abc abc M2 0 1.182507 19 1
2006 abc abc M2 0 1.31328 19 1
2007 abc abc M2 0 1.159587 19 1
2008 abc abc M2 0 1.166337 19 1
2009 abc abc M2 0 1.012315 19 1
2010 abc abc M2 0 1.339389 19 1
1963 abc abc M2 0 1.651916 19 2
1964 abc abc M2 0 1.539954 19 2
1965 abc abc M2 0 1.702113 19 2
1966 abc abc M2 0 1.421709 19 2
1967 abc abc M2 0 0.850105 19 2
1968 abc abc M2 0 1.601204 19 2
1969 abc abc M2 0 1.367363 19 2
1970 abc abc M2 0 1.269093 19 2
1971 abc abc M2 0 1.160112 19 2
1972 abc abc M2 0 1.348028 19 2
1973 abc abc M2 0 1.344433 19 2
1974 abc abc M2 0 1.033284 19 2
1975 abc abc M2 0 1.286939 19 2
1976 abc abc M2 0 1.460478 19 2
1977 abc abc M2 0 1.575847 19 2
1978 abc abc M2 0 1.46853 19 2
1979 abc abc M2 0 1.264337 19 2
1980 abc abc M2 0 1.849463 19 2
1981 abc abc M2 0 1.486155 19 2
1982 abc abc M2 0 1.408773 19 2
1983 abc abc M2 0 1.004275 19 2
1984 abc abc M2 0 1.499849 19 2
1985 abc abc M2 0 1.202982 19 2
1986 abc abc M2 0 1.311577 19 2
1987 abc abc M2 0 1.591542 19 2
1988 abc abc M2 0 1.218166 19 2
1989 abc abc M2 0 1.689124 19 2
1990 abc abc M2 0 1.366932 19 2
1991 abc abc M2 0 1.205545 19 2
1992 abc abc M2 0 1.160547 19 2
1993 abc abc M2 0 1.228728 19 2
1994 abc abc M2 0 1.069478 19 2
1995 abc abc M2 0 1.259216 19 2
1996 abc abc M2 0 1.120243 19 2
1997 abc abc M2 0 1.252615 19 2
1998 abc abc M2 0 1.161505 19 2
1999 abc abc M2 0 0.955804 19 2
2000 abc abc M2 0 1.130291 19 2
2001 abc abc M2 0 1.223276 19 2
2002 abc abc M2 0 1.422112 19 2
2003 abc abc M2 0 1.363281 19 2
2004 abc abc M2 0 1.22367 19 2
2005 abc abc M2 0 1.005868 19 2
2006 abc abc M2 0 1.077261 19 2
2007 abc abc M2 0 0.941534 19 2
2008 abc abc M2 0 0.934019 19 2
2009 abc abc M2 0 0.838444 19 2
2010 abc abc M2 0 1.087093 19 2
1963 abc abc M2 0 1.214995 19 3
1964 abc abc M2 0 1.097108 19 3
1965 abc abc M2 0 1.34776 19 3
1966 abc abc M2 0 1.400344 19 3
1967 abc abc M2 0 1.0985057 19 3
1968 abc abc M2 0 1.091246 19 3
1969 abc abc M2 0 1.291973 19 3
1970 abc abc M2 0 1.075742 19 3
1971 abc abc M2 0 1.101587 19 3
1972 abc abc M2 0 1.258494 19 3
1973 abc abc M2 0 1.564603 19 3
1974 abc abc M2 0 1.235509 19 3
1975 abc abc M2 0 1.600146 19 3
1976 abc abc M2 0 1.706107 19 3
1977 abc abc M2 0 1.546077 19 3
1978 abc abc M2 0 1.585149 19 3
1979 abc abc M2 0 1.308077 19 3
1980 abc abc M2 0 1.185254 19 3
1981 abc abc M2 0 1.067419 19 3
1982 abc abc M2 0 0.91254 19 3
1983 abc abc M2 0 0.910149 19 3
1984 abc abc M2 0 0.896467 19 3
1985 abc abc M2 0 0.796818 19 3
1986 abc abc M2 0 0.710319 19 3
1987 abc abc M2 0 0.879021 19 3
1988 abc abc M2 0 1.000234 19 3
1989 abc abc M2 0 1.067224 19 3
1990 abc abc M2 0 0.996067 19 3
1991 abc abc M2 0 1.024804 19 3
1992 abc abc M2 0 0.877951 19 3
1993 abc abc M2 0 0.8895 19 3
1994 abc abc M2 0 0.9078288 19 3
1995 abc abc M2 0 0.958665 19 3
1996 abc abc M2 0 0.846551 19 3
1997 abc abc M2 0 1.05874 19 3
1998 abc abc M2 0 1.097533 19 3
1999 abc abc M2 0 0.7172547 19 3
2000 abc abc M2 0 0.895824 19 3
2001 abc abc M2 0 0.64578 19 3
2002 abc abc M2 0 0.982004 19 3
2003 abc abc M2 0 1.245729 19 3
2004 abc abc M2 0 1.163858 19 3
2005 abc abc M2 0 1.404541 19 3
2006 abc abc M2 0 1.270939 19 3
2007 abc abc M2 0 1.25073 19 3
2008 abc abc M2 0 NA 19 3
2009 abc abc M2 0 NA 19 3
2010 abc abc M2 0 NA 19 3
1963 abc abc M2 0 NA 3 1
1964 abc abc M2 0 NA 3 1
1965 abc abc M2 0 NA 3 1
1966 abc abc M2 0 NA 3 1
1967 abc abc M2 0 NA 3 1
1968 abc abc M2 0 NA 3 1
1969 abc abc M2 0 NA 3 1
1970 abc abc M2 0 NA 3 1
1971 abc abc M2 0 NA 3 1
1972 abc abc M2 0 NA 3 1
1973 abc abc M2 0 NA 3 1
1974 abc abc M2 0 NA 3 1
1975 abc abc M2 0 NA 3 1
1976 abc abc M2 0 NA 3 1
1977 abc abc M2 0 NA 3 1
1978 abc abc M2 0 NA 3 1
1979 abc abc M2 0 NA 3 1
1980 abc abc M2 0 NA 3 1
1981 abc abc M2 0 NA 3 1
1982 abc abc M2 0 NA 3 1
1983 abc abc M2 0 NA 3 1
1984 abc abc M2 0 NA 3 1
1985 abc abc M2 0 NA 3 1
1986 abc abc M2 0 NA 3 1
1987 abc abc M2 0 NA 3 1
1988 abc abc M2 0 NA 3 1
1989 abc abc M2 0 NA 3 1
1990 abc abc M2 0 NA 3 1
1991 abc abc M2 0 NA 3 1
1992 abc abc M2 0 NA 3 1
1993 abc abc M2 0 NA 3 1
1994 abc abc M2 0 NA 3 1
1995 abc abc M2 0 NA 3 1
1996 abc abc M2 0 NA 3 1
1997 abc abc M2 0 NA 3 1
1998 abc abc M2 0 NA 3 1
1999 abc abc M2 0 NA 3 1
2000 abc abc M2 0 NA 3 1
2001 abc abc M2 0 NA 3 1
2002 abc abc M2 0 NA 3 1
2003 abc abc M2 0 NA 3 1
2004 abc abc M2 0 NA 3 1
2005 abc abc M2 0 NA 3 1
2006 abc abc M2 0 NA 3 1
2007 abc abc M2 0 NA 3 1
2008 abc abc M2 0 NA 3 1
2009 abc abc M2 0 NA 3 1
2010 abc abc M2 0 NA 3 1
1963 abc abc M2 0 NA 3 2
1964 abc abc M2 0 NA 3 2
1965 abc abc M2 0 NA 3 2
1966 abc abc M2 0 NA 3 2
1967 abc abc M2 0 NA 3 2
1968 abc abc M2 0 NA 3 2
1969 abc abc M2 0 NA 3 2
1970 abc abc M2 0 NA 3 2
1971 abc abc M2 0 NA 3 2
1972 abc abc M2 0 NA 3 2
1973 abc abc M2 0 NA 3 2
1974 abc abc M2 0 NA 3 2
1975 abc abc M2 0 NA 3 2
1976 abc abc M2 0 NA 3 2
1977 abc abc M2 0 NA 3 2
1978 abc abc M2 0 NA 3 2
1979 abc abc M2 0 NA 3 2
1980 abc abc M2 0 NA 3 2
1981 abc abc M2 0 NA 3 2
1982 abc abc M2 0 NA 3 2
1983 abc abc M2 0 NA 3 2
1984 abc abc M2 0 NA 3 2
1985 abc abc M2 0 NA 3 2
1986 abc abc M2 0 NA 3 2
1987 abc abc M2 0 NA 3 2
1988 abc abc M2 0 NA 3 2
1989 abc abc M2 0 NA 3 2
1990 abc abc M2 0 NA 3 2
1991 abc abc M2 0 NA 3 2
1992 abc abc M2 0 NA 3 2
1993 abc abc M2 0 NA 3 2
1994 abc abc M2 0 NA 3 2
1995 abc abc M2 0 NA 3 2
1996 abc abc M2 0 NA 3 2
1997 abc abc M2 0 NA 3 2
1998 abc abc M2 0 NA 3 2
1999 abc abc M2 0 NA 3 2
2000 abc abc M2 0 NA 3 2
2001 abc abc M2 0 NA 3 2
2002 abc abc M2 0 NA 3 2
2003 abc abc M2 0 NA 3 2
2004 abc abc M2 0 NA 3 2
2005 abc abc M2 0 NA 3 2
2006 abc abc M2 0 NA 3 2
2007 abc abc M2 0 NA 3 2
2008 abc abc M2 0 NA 3 2
2009 abc abc M2 0 NA 3 2
2010 abc abc M2 0 NA 3 2
1963 abc abc M2 0 NA 3 3
1964 abc abc M2 0 NA 3 3
1965 abc abc M2 0 NA 3 3
1966 abc abc M2 0 NA 3 3
1967 abc abc M2 0 NA 3 3
1968 abc abc M2 0 NA 3 3
1969 abc abc M2 0 NA 3 3
1970 abc abc M2 0 NA 3 3
1971 abc abc M2 0 NA 3 3
1972 abc abc M2 0 NA 3 3
1973 abc abc M2 0 NA 3 3
1974 abc abc M2 0 NA 3 3
1975 abc abc M2 0 NA 3 3
1976 abc abc M2 0 NA 3 3
1977 abc abc M2 0 NA 3 3
1978 abc abc M2 0 NA 3 3
1979 abc abc M2 0 NA 3 3
1980 abc abc M2 0 NA 3 3
1981 abc abc M2 0 NA 3 3
1982 abc abc M2 0 NA 3 3
1983 abc abc M2 0 NA 3 3
1984 abc abc M2 0 NA 3 3
1985 abc abc M2 0 NA 3 3
1986 abc abc M2 0 NA 3 3
1987 abc abc M2 0 NA 3 3
