"Year","Quarter","Predator","Prey","eatenW"
1982,2,"Cod","Cod",25910.1303566458
1983,2,"Cod","Cod",25612.9470172293
1984,2,"Cod","Cod",29732.1581579927
1985,2,"Cod","Cod",24888.9230993363
1986,2,"Cod","Cod",22966.2414092034
1987,2,"Cod","Cod",21539.4306887694
1988,2,"Cod","Cod",17423.1385765394
1989,2,"Cod","Cod",12995.806962103
1990,2,"Cod","Cod",12095.2428257966
1991,2,"Cod","Cod",8945.71823208166
1992,2,"Cod","Cod",10848.9504744931
1993,2,"Cod","Cod",12190.6919011071
1994,2,"Cod","Cod",16554.7412683334
1995,2,"Cod","Cod",14893.4144742855
1996,2,"Cod","Cod",13330.6399194921
1997,2,"Cod","Cod",13631.6194517533
1998,2,"Cod","Cod",7370.59448248282
1999,2,"Cod","Cod",5023.28578027941
2000,2,"Cod","Cod",4390.95500711512
2001,2,"Cod","Cod",3157.78721509568
2002,2,"Cod","Cod",2463.26447923429
2003,2,"Cod","Cod",2129.58946046188
2004,2,"Cod","Cod",1921.59159136889
2005,2,"Cod","Cod",1905.12333194375
2006,2,"Cod","Cod",2597.14205126005
2007,2,"Cod","Cod",2993.98342883028
2008,2,"Cod","Cod",2536.54560705989
2009,2,"Cod","Cod",2680.83234532674
2010,2,"Cod","Cod",3397.38586872241
1963,3,"Cod","Cod",8662.91090686975
1964,3,"Cod","Cod",20405.9534025711
1965,3,"Cod","Cod",43576.6226928915
1966,3,"Cod","Cod",56405.9991178702
1967,3,"Cod","Cod",31982.4791707117
1968,3,"Cod","Cod",17523.5798247124
1969,3,"Cod","Cod",23863.5084160838
1970,3,"Cod","Cod",44118.369791342
1971,3,"Cod","Cod",34696.8701531419
1972,3,"Cod","Cod",29148.6172823103
1973,3,"Cod","Cod",21493.7613893231
1974,3,"Cod","Cod",17674.7286282359
1975,3,"Cod","Cod",19302.0203605381
1976,3,"Cod","Cod",25102.2673108671
1977,3,"Cod","Cod",35402.6395729377
1978,3,"Cod","Cod",28154.2027210373
1979,3,"Cod","Cod",28047.3026043401
1980,3,"Cod","Cod",30785.8256056579
1981,3,"Cod","Cod",28286.8999285169
1982,3,"Cod","Cod",25331.9067611976
1983,3,"Cod","Cod",18717.5464877184
1984,3,"Cod","Cod",24158.6580710058
1985,3,"Cod","Cod",19376.7920669278
1986,3,"Cod","Cod",19796.9093878233
1987,3,"Cod","Cod",12603.4554036143
1988,3,"Cod","Cod",10569.2728972544
1989,3,"Cod","Cod",10338.9857774258
1990,3,"Cod","Cod",8013.1719868314
1991,3,"Cod","Cod",8249.16329574416
1992,3,"Cod","Cod",8618.09997597516
1993,3,"Cod","Cod",10022.6162604439
1994,3,"Cod","Cod",11364.5771489082
1995,3,"Cod","Cod",10233.0861271422
1996,3,"Cod","Cod",10687.8535582829
1997,3,"Cod","Cod",9727.43202510851
1998,3,"Cod","Cod",4971.0877898324
1999,3,"Cod","Cod",4085.7163147704
2000,3,"Cod","Cod",3183.11072672026
2001,3,"Cod","Cod",2065.35803000736
2002,3,"Cod","Cod",2346.09096913931
2003,3,"Cod","Cod",2243.29435481453
2004,3,"Cod","Cod",1875.43489049498
2005,3,"Cod","Cod",1590.75355507699
2006,3,"Cod","Cod",2382.38915552401
2007,3,"Cod","Cod",1990.80212902887
2008,3,"Cod","Cod",2046.87882309503
2009,3,"Cod","Cod",2311.36585522782
2010,3,"Cod","Cod",3127.38073012157
1963,4,"Cod","Cod",14661.3174335225
1964,4,"Cod","Cod",33399.5320938559
1965,4,"Cod","Cod",71974.6844719384
1966,4,"Cod","Cod",82355.7856010669
1967,4,"Cod","Cod",33922.5036562812
1968,4,"Cod","Cod",20722.7291593756
1969,4,"Cod","Cod",40224.6675188422
1970,4,"Cod","Cod",70960.248781918
1971,4,"Cod","Cod",40867.7711096171
1972,4,"Cod","Cod",29519.042406551
1973,4,"Cod","Cod",29512.0241789508
1974,4,"Cod","Cod",23590.9821199146
1975,4,"Cod","Cod",30941.3476035217
1976,4,"Cod","Cod",39734.228053614
1977,4,"Cod","Cod",48513.5192669091
1978,4,"Cod","Cod",35368.7117307525
1979,4,"Cod","Cod",40555.9457209766
1980,4,"Cod","Cod",39992.318216059
1981,4,"Cod","Cod",34620.5817059035
1982,4,"Cod","Cod",37854.0081273597
1983,4,"Cod","Cod",30379.729132109
1984,4,"Cod","Cod",31337.222687868
1985,4,"Cod","Cod",26573.1369018552
1986,4,"Cod","Cod",27121.0629661661
1987,4,"Cod","Cod",18042.2007187662
1988,4,"Cod","Cod",15730.0346420794
1989,4,"Cod","Cod",14203.3989658878
1990,4,"Cod","Cod",9422.9746197391
1991,4,"Cod","Cod",11603.6880364577
1992,4,"Cod","Cod",12539.4924619874
1993,4,"Cod","Cod",15103.4026520567
1994,4,"Cod","Cod",13958.7387792879
1995,4,"Cod","Cod",12641.0740904536
1996,4,"Cod","Cod",13348.145663356
1997,4,"Cod","Cod",12386.9645404621
1998,4,"Cod","Cod",6654.79842346286
1999,4,"Cod","Cod",5327.44750243358
2000,4,"Cod","Cod",4428.94000897037
2001,4,"Cod","Cod",2780.42543160884
2002,4,"Cod","Cod",3173.6211793703
2003,4,"Cod","Cod",2883.00917987642
2004,4,"Cod","Cod",2703.68984085826
2005,4,"Cod","Cod",2451.99588076318
2006,4,"Cod","Cod",3831.47896228449
2007,4,"Cod","Cod",3110.0564618218
2008,4,"Cod","Cod",3132.60147702778
2009,4,"Cod","Cod",3637.62736710496
2010,4,"Cod","Cod",4944.59486327326
1963,3,"Fulmar","Cod",506.2868357807
1964,3,"Fulmar","Cod",1360.6703443424
1965,3,"Fulmar","Cod",2983.891197378
1966,3,"Fulmar","Cod",2319.1974835172
1967,3,"Fulmar","Cod",425.62532387154
1968,3,"Fulmar","Cod",863.2500142266
1969,3,"Fulmar","Cod",3046.7370991356
1970,3,"Fulmar","Cod",3396.51368910048
1971,3,"Fulmar","Cod",888.38272240042
1972,3,"Fulmar","Cod",1374.849321534
1973,3,"Fulmar","Cod",1383.72146969966
1974,3,"Fulmar","Cod",1560.81462374552
1975,3,"Fulmar","Cod",1446.2587788376
1976,3,"Fulmar","Cod",3676.7675347728
1977,3,"Fulmar","Cod",3098.1614764217
1978,3,"Fulmar","Cod",2772.81858465066
1979,3,"Fulmar","Cod",2837.11295513724
1980,3,"Fulmar","Cod",2365.3220163456
1981,3,"Fulmar","Cod",4384.45456225504
1982,3,"Fulmar","Cod",3194.744801976
1983,3,"Fulmar","Cod",2914.62296112
1984,3,"Fulmar","Cod",1881.38168432214
1985,3,"Fulmar","Cod",3089.8773062066
1986,3,"Fulmar","Cod",1610.76051263088
1987,3,"Fulmar","Cod",1466.5712437922
1988,3,"Fulmar","Cod",1651.53175399212
1989,3,"Fulmar","Cod",1102.00351944618
1990,3,"Fulmar","Cod",1279.6892629794
1991,3,"Fulmar","Cod",1807.84322933214
1992,3,"Fulmar","Cod",1163.50420739462
1993,3,"Fulmar","Cod",1760.2895688768
1994,3,"Fulmar","Cod",1108.4873918482
1995,3,"Fulmar","Cod",1020.2111240321
1996,3,"Fulmar","Cod",1404.13098779382
1997,3,"Fulmar","Cod",386.0346597016
1998,3,"Fulmar","Cod",599.23809864984
1999,3,"Fulmar","Cod",809.19469814092
2000,3,"Fulmar","Cod",322.16117186773
2001,3,"Fulmar","Cod",402.82896164966
2002,3,"Fulmar","Cod",331.855718519182
2003,3,"Fulmar","Cod",587.4393876637
2004,3,"Fulmar","Cod",323.796212888512
2005,3,"Fulmar","Cod",451.6850136006
2006,3,"Fulmar","Cod",265.4930710575
2007,3,"Fulmar","Cod",226.254784597192
2008,3,"Fulmar","Cod",194.12905742737
2009,3,"Fulmar","Cod",318.9789749458
2010,3,"Fulmar","Cod",207.260385635524
1963,3,"G. gurnards","Cod",1434.19934775104
1964,3,"G. gurnards","Cod",3186.09483160878
1965,3,"G. gurnards","Cod",5975.205572973
1966,3,"G. gurnards","Cod",3745.445729454
1967,3,"G. gurnards","Cod",490.62062632804
1968,3,"G. gurnards","Cod",982.6781618836
1969,3,"G. gurnards","Cod",3212.43627680586
1970,3,"G. gurnards","Cod",3299.6070766074
1971,3,"G. gurnards","Cod",135.675783479262
1972,3,"G. gurnards","Cod",112.47795878085
1973,3,"G. gurnards","Cod",3020.1269342426
1974,3,"G. gurnards","Cod",1075.63458131272
1975,3,"G. gurnards","Cod",1071.13565970528
1976,3,"G. gurnards","Cod",7469.4841719654
1977,3,"G. gurnards","Cod",612.12493647279
1978,3,"G. gurnards","Cod",3680.97532234068
1979,3,"G. gurnards","Cod",167.839919571948
1980,3,"G. gurnards","Cod",434.22606397248
1981,3,"G. gurnards","Cod",15315.0756941364
1982,3,"G. gurnards","Cod",4250.16564369696
1983,3,"G. gurnards","Cod",2565.5072773824
1984,3,"G. gurnards","Cod",4524.13994114082
1985,3,"G. gurnards","Cod",2041.59338864208
1986,3,"G. gurnards","Cod",2175.51563408166
1987,3,"G. gurnards","Cod",1120.9222489374
1988,3,"G. gurnards","Cod",769.79688732947
1989,3,"G. gurnards","Cod",1104.93833407464
1990,3,"G. gurnards","Cod",1762.4747517429
1991,3,"G. gurnards","Cod",2113.40298377208
1992,3,"G. gurnards","Cod",2231.18401708072
1993,3,"G. gurnards","Cod",3865.8637014816
1994,3,"G. gurnards","Cod",3408.93500857
1995,3,"G. gurnards","Cod",4354.0585495225
1996,3,"G. gurnards","Cod",6178.98013154422
1997,3,"G. gurnards","Cod",2522.81684746
1998,3,"G. gurnards","Cod",4098.5559206748
1999,3,"G. gurnards","Cod",6482.8892207716
2000,3,"G. gurnards","Cod",2003.9054587045
2001,3,"G. gurnards","Cod",2876.3204034994
2002,3,"G. gurnards","Cod",2584.6132745862
2003,3,"G. gurnards","Cod",4108.899794818
2004,3,"G. gurnards","Cod",1886.12129324528
2005,3,"G. gurnards","Cod",2391.2667942332
2006,3,"G. gurnards","Cod",1528.56772948022
2007,3,"G. gurnards","Cod",1462.38804462088
2008,3,"G. gurnards","Cod",1282.56978342376
2009,3,"G. gurnards","Cod",2346.3377665
2010,3,"G. gurnards","Cod",2558.39571328172
1963,4,"G. gurnards","Cod",1399.9347213525
1964,4,"G. gurnards","Cod",2633.33000799
1965,4,"G. gurnards","Cod",5270.118001695
1966,4,"G. gurnards","Cod",3909.73538043
1967,4,"G. gurnards","Cod",703.4576983515
1968,4,"G. gurnards","Cod",1182.5852661
1969,4,"G. gurnards","Cod",3510.0764433
1970,4,"G. gurnards","Cod",4252.45524417
1971,4,"G. gurnards","Cod",471.2583779325
1972,4,"G. gurnards","Cod",243.388731348
1973,4,"G. gurnards","Cod",4218.4046304
1974,4,"G. gurnards","Cod",2491.87229874
1975,4,"G. gurnards","Cod",1938.7814825925
1976,4,"G. gurnards","Cod",13586.21369055
1977,4,"G. gurnards","Cod",880.8870744
1978,4,"G. gurnards","Cod",4693.691316825
1979,4,"G. gurnards","Cod",372.071530809
1980,4,"G. gurnards","Cod",585.33811569
1981,4,"G. gurnards","Cod",17470.8584613
1982,4,"G. gurnards","Cod",6110.0662392
1983,4,"G. gurnards","Cod",4607.355809925
1984,4,"G. gurnards","Cod",6069.52573965
1985,4,"G. gurnards","Cod",3913.74026496
1986,4,"G. gurnards","Cod",3810.2285979
1987,4,"G. gurnards","Cod",1625.68562508
1988,4,"G. gurnards","Cod",1234.2858354225
1989,4,"G. gurnards","Cod",1537.4902900725
1990,4,"G. gurnards","Cod",2667.2936148
1991,4,"G. gurnards","Cod",3466.480604175
1992,4,"G. gurnards","Cod",3543.377070915
1993,4,"G. gurnards","Cod",5310.2296764
1994,4,"G. gurnards","Cod",6044.851344825
1995,4,"G. gurnards","Cod",7116.6471925725
1996,4,"G. gurnards","Cod",10443.8612646
1997,4,"G. gurnards","Cod",3583.140734745
1998,4,"G. gurnards","Cod",6088.190936805
1999,4,"G. gurnards","Cod",12105.222739335
2000,4,"G. gurnards","Cod",3140.57917368
2001,4,"G. gurnards","Cod",3893.0753958075
2002,4,"G. gurnards","Cod",3121.5322458
2003,4,"G. gurnards","Cod",5117.44849488
2004,4,"G. gurnards","Cod",2326.3965643725
2005,4,"G. gurnards","Cod",3371.018601825
2006,4,"G. gurnards","Cod",1963.9414203525
2007,4,"G. gurnards","Cod",1594.326692385
2008,4,"G. gurnards","Cod",1659.287646675
2009,4,"G. gurnards","Cod",3040.8969591
2010,4,"G. gurnards","Cod",3269.88374067
1963,3,"Gannet","Cod",242.1836410865
1964,3,"Gannet","Cod",557.9053149865
1965,3,"Gannet","Cod",792.2891912292
1966,3,"Gannet","Cod",1226.0571603984
1967,3,"Gannet","Cod",842.437828295
1968,3,"Gannet","Cod",509.5202810103
1969,3,"Gannet","Cod",697.506542407
1970,3,"Gannet","Cod",1560.0847191678
1971,3,"Gannet","Cod",1629.234295284
1972,3,"Gannet","Cod",585.4102487415
1973,3,"Gannet","Cod",912.316490832
1974,3,"Gannet","Cod",703.0587071664
1975,3,"Gannet","Cod",1218.601614723
1976,3,"Gannet","Cod",900.10235477
1977,3,"Gannet","Cod",1726.35462249
1978,3,"Gannet","Cod",1380.419332435
1979,3,"Gannet","Cod",1204.29029756
1980,3,"Gannet","Cod",1942.092064798
1981,3,"Gannet","Cod",867.20585957
1982,3,"Gannet","Cod",1647.952649876
1983,3,"Gannet","Cod",1146.747319806
1984,3,"Gannet","Cod",1877.08590541
1985,3,"Gannet","Cod",584.25910011
1986,3,"Gannet","Cod",1560.60060828
1987,3,"Gannet","Cod",854.969551669
1988,3,"Gannet","Cod",730.846512912
1989,3,"Gannet","Cod",1271.75991528
1990,3,"Gannet","Cod",617.45407413
1991,3,"Gannet","Cod",693.432232155
1992,3,"Gannet","Cod",1180.26476528
1993,3,"Gannet","Cod",710.024495037
1994,3,"Gannet","Cod",1118.02267818
1995,3,"Gannet","Cod",842.283126224
1996,3,"Gannet","Cod",652.046806082
1997,3,"Gannet","Cod",1027.873496552
1998,3,"Gannet","Cod",297.7459848
1999,3,"Gannet","Cod",610.699978356
2000,3,"Gannet","Cod",987.2569588
2001,3,"Gannet","Cod",392.33013899
2002,3,"Gannet","Cod",465.372169317
2003,3,"Gannet","Cod",319.5889440492
2004,3,"Gannet","Cod",574.187986403
2005,3,"Gannet","Cod",414.4470404844
2006,3,"Gannet","Cod",988.665027471
2007,3,"Gannet","Cod",449.8213975594
2008,3,"Gannet","Cod",539.329638054
2009,3,"Gannet","Cod",479.0757070824
2010,3,"Gannet","Cod",769.235250539
1963,4,"Gannet","Cod",1083.4791582186
1964,4,"Gannet","Cod",2112.0061909375
1965,4,"Gannet","Cod",2716.1276064208
1966,4,"Gannet","Cod",3921.807293859
1967,4,"Gannet","Cod",3132.610902603
1968,4,"Gannet","Cod",1759.0612993447
1969,4,"Gannet","Cod",1958.2111361904
1970,4,"Gannet","Cod",4110.5488462038
1971,4,"Gannet","Cod",4656.3700411475
1972,4,"Gannet","Cod",1639.6373281132
1973,4,"Gannet","Cod",2287.5195187624
1974,4,"Gannet","Cod",1659.5520591663
1975,4,"Gannet","Cod",3046.2283535684
1976,4,"Gannet","Cod",2002.1595369048
1977,4,"Gannet","Cod",3619.1583183899
1978,4,"Gannet","Cod",3019.05506097
1979,4,"Gannet","Cod",2673.843559218
1980,4,"Gannet","Cod",3948.0620169094
1981,4,"Gannet","Cod",1799.6962295286
1982,4,"Gannet","Cod",2902.1704204012
1983,4,"Gannet","Cod",2184.924350362
1984,4,"Gannet","Cod",3635.8230383046
1985,4,"Gannet","Cod",1105.5577378118
1986,4,"Gannet","Cod",3147.5415801037
1987,4,"Gannet","Cod",1788.2686712397
1988,4,"Gannet","Cod",1325.1744816258
1989,4,"Gannet","Cod",2185.0888205328
1990,4,"Gannet","Cod",1090.437368878
1991,4,"Gannet","Cod",1257.4058878771
1992,4,"Gannet","Cod",2241.370105338
1993,4,"Gannet","Cod",1411.869572256
1994,4,"Gannet","Cod",2160.5851852728
1995,4,"Gannet","Cod",1712.0480670644
1996,4,"Gannet","Cod",1328.720397576
1997,4,"Gannet","Cod",2317.917855071
1998,4,"Gannet","Cod",571.52316227175
1999,4,"Gannet","Cod",1001.6924964488
2000,4,"Gannet","Cod",1565.6710985097
2001,4,"Gannet","Cod",632.00672981784
2002,4,"Gannet","Cod",694.55537276359
2003,4,"Gannet","Cod",423.1145545341
2004,4,"Gannet","Cod",719.27107989204
2005,4,"Gannet","Cod",516.82471044724
2006,4,"Gannet","Cod",1227.2116064
2007,4,"Gannet","Cod",587.39811966108
2008,4,"Gannet","Cod",683.30665142558
2009,4,"Gannet","Cod",632.26813553306
2010,4,"Gannet","Cod",1154.6770364454
1963,3,"GBB. Gull","Cod",80.928694612324
1964,3,"GBB. Gull","Cod",184.995923500388
1965,3,"GBB. Gull","Cod",357.5912658591
1966,3,"GBB. Gull","Cod",229.657447591
1967,3,"GBB. Gull","Cod",34.2216809077
1968,3,"GBB. Gull","Cod",75.70613542765
1969,3,"GBB. Gull","Cod",242.45966443725
1970,3,"GBB. Gull","Cod",236.383579093714
1971,3,"GBB. Gull","Cod",56.63533914701
1972,3,"GBB. Gull","Cod",100.4478321132
1973,3,"GBB. Gull","Cod",89.051599256958
1974,3,"GBB. Gull","Cod",92.390447464744
1975,3,"GBB. Gull","Cod",100.993777476176
1976,3,"GBB. Gull","Cod",248.29487044011
1977,3,"GBB. Gull","Cod",201.05352957365
1978,3,"GBB. Gull","Cod",173.762342162136
1979,3,"GBB. Gull","Cod",172.563774111534
1980,3,"GBB. Gull","Cod",144.18357821088
1981,3,"GBB. Gull","Cod",276.453551098816
1982,3,"GBB. Gull","Cod",194.389865253792
1983,3,"GBB. Gull","Cod",181.10804043618
1984,3,"GBB. Gull","Cod",123.80256696808
1985,3,"GBB. Gull","Cod",201.960300500166
1986,3,"GBB. Gull","Cod",107.59837104627
1987,3,"GBB. Gull","Cod",101.9037257238
1988,3,"GBB. Gull","Cod",110.680986339924
1989,3,"GBB. Gull","Cod",70.400346592212
1990,3,"GBB. Gull","Cod",79.569436453234
1991,3,"GBB. Gull","Cod",116.64353933232
1992,3,"GBB. Gull","Cod",72.526459292794
1993,3,"GBB. Gull","Cod",115.6998430432
1994,3,"GBB. Gull","Cod",67.59577775769
1995,3,"GBB. Gull","Cod",63.00841788241
1996,3,"GBB. Gull","Cod",88.28404444431
1997,3,"GBB. Gull","Cod",23.772768826352
1998,3,"GBB. Gull","Cod",32.93582383104
1999,3,"GBB. Gull","Cod",37.953865344304
2000,3,"GBB. Gull","Cod",16.23484678257
2001,3,"GBB. Gull","Cod",21.341359423774
2002,3,"GBB. Gull","Cod",16.597426813825
2003,3,"GBB. Gull","Cod",27.72588770159
2004,3,"GBB. Gull","Cod",16.5374685902608
2005,3,"GBB. Gull","Cod",24.217161690592
2006,3,"GBB. Gull","Cod",16.5016244284606
2007,3,"GBB. Gull","Cod",16.1486056744896
2008,3,"GBB. Gull","Cod",15.0939452480856
2009,3,"GBB. Gull","Cod",27.95431330536
2010,3,"GBB. Gull","Cod",21.6933548578396
1963,1,"Grey seal","Cod",152.90569654875
1964,1,"Grey seal","Cod",233.31812581792
1965,1,"Grey seal","Cod",312.103265442339
1966,1,"Grey seal","Cod",510.996375419352
1967,1,"Grey seal","Cod",663.587431020528
1968,1,"Grey seal","Cod",435.988440269811
1969,1,"Grey seal","Cod",374.13056342358
1970,1,"Grey seal","Cod",491.478935995872
1971,1,"Grey seal","Cod",733.335493865625
1972,1,"Grey seal","Cod",781.719491729858
1973,1,"Grey seal","Cod",693.138056477064
1974,1,"Grey seal","Cod",559.245915205113
1975,1,"Grey seal","Cod",609.589375122681
1976,1,"Grey seal","Cod",925.34819329524
1977,1,"Grey seal","Cod",1135.43944904823
1978,1,"Grey seal","Cod",1212.34071486611
1979,1,"Grey seal","Cod",1504.78694473077
1980,1,"Grey seal","Cod",1271.98272653985
1981,1,"Grey seal","Cod",1582.72715300801
1982,1,"Grey seal","Cod",1319.75206876016
1983,1,"Grey seal","Cod",1611.11058711007
1984,1,"Grey seal","Cod",1591.2136191651
1985,1,"Grey seal","Cod",1932.41418062955
1986,1,"Grey seal","Cod",1683.91823492827
1987,1,"Grey seal","Cod",1628.48021176329
1988,1,"Grey seal","Cod",2080.83290875963
1989,1,"Grey seal","Cod",2157.20649022333
1990,1,"Grey seal","Cod",2088.6849222456
1991,1,"Grey seal","Cod",1886.54940495144
1992,1,"Grey seal","Cod",1789.4330599497
1993,1,"Grey seal","Cod",2445.8395950905
1994,1,"Grey seal","Cod",2700.2646627462
1995,1,"Grey seal","Cod",2512.08903698994
1996,1,"Grey seal","Cod",2825.1519291468
1997,1,"Grey seal","Cod",1867.22964869423
1998,1,"Grey seal","Cod",2410.11044183863
1999,1,"Grey seal","Cod",2593.51086274637
2000,1,"Grey seal","Cod",2314.16036380227
2001,1,"Grey seal","Cod",2657.3976606957
2002,1,"Grey seal","Cod",2393.16704056752
2003,1,"Grey seal","Cod",2695.73586439293
2004,1,"Grey seal","Cod",2290.02621896373
2005,1,"Grey seal","Cod",2557.34759491029
2006,1,"Grey seal","Cod",2291.24784643713
2007,1,"Grey seal","Cod",3119.59401450142
2008,1,"Grey seal","Cod",2518.8745196421
2009,1,"Grey seal","Cod",2497.5466633236
2010,1,"Grey seal","Cod",1768.53806663768
1963,2,"Grey seal","Cod",139.745742693109
1964,2,"Grey seal","Cod",236.711668368478
1965,2,"Grey seal","Cod",301.076954230916
1966,2,"Grey seal","Cod",468.866007839117
1967,2,"Grey seal","Cod",491.635490306371
1968,2,"Grey seal","Cod",387.188083423371
1969,2,"Grey seal","Cod",370.955665804267
1970,2,"Grey seal","Cod",528.493682016912
1971,2,"Grey seal","Cod",648.206614924669
1972,2,"Grey seal","Cod",676.077207754661
1973,2,"Grey seal","Cod",648.36122373194
1974,2,"Grey seal","Cod",493.646978591622
1975,2,"Grey seal","Cod",586.034014031088
1976,2,"Grey seal","Cod",823.843560366078
1977,2,"Grey seal","Cod",1028.41951646774
1978,2,"Grey seal","Cod",1010.86657976899
1979,2,"Grey seal","Cod",1319.0021453284
1980,2,"Grey seal","Cod",1150.44399833212
1981,2,"Grey seal","Cod",1319.16184037546
1982,2,"Grey seal","Cod",1133.57261268405
1983,2,"Grey seal","Cod",1386.28975184478
1984,2,"Grey seal","Cod",1387.23144553265
1985,2,"Grey seal","Cod",1484.87315902272
1986,2,"Grey seal","Cod",1466.41736271905
1987,2,"Grey seal","Cod",1320.0468282388
1988,2,"Grey seal","Cod",1649.24995327928
1989,2,"Grey seal","Cod",1446.85101315568
1990,2,"Grey seal","Cod",1672.54037323076
1991,2,"Grey seal","Cod",1562.94867423831
1992,2,"Grey seal","Cod",1604.99395766376
1993,2,"Grey seal","Cod",2127.84669099682
1994,2,"Grey seal","Cod",2372.84618210768
1995,2,"Grey seal","Cod",2086.0291337921
1996,2,"Grey seal","Cod",2410.12094822097
1997,2,"Grey seal","Cod",1576.53375678983
1998,2,"Grey seal","Cod",1962.89703431884
1999,2,"Grey seal","Cod",1984.79705619268
2000,2,"Grey seal","Cod",1652.00015918867
2001,2,"Grey seal","Cod",2050.07438514983
2002,2,"Grey seal","Cod",1795.45493735791
2003,2,"Grey seal","Cod",1708.84540852762
2004,2,"Grey seal","Cod",1735.00734613415
2005,2,"Grey seal","Cod",1839.89294303028
2006,2,"Grey seal","Cod",1951.07934993489
2007,2,"Grey seal","Cod",2303.79899999799
2008,2,"Grey seal","Cod",1870.56896521349
2009,2,"Grey seal","Cod",1616.98032963487
2010,2,"Grey seal","Cod",1349.92107183848
1963,3,"Grey seal","Cod",73.9716647500611
1964,3,"Grey seal","Cod",211.128338793531
1965,3,"Grey seal","Cod",262.916764853132
1966,3,"Grey seal","Cod",275.2130421118
1967,3,"Grey seal","Cod",267.5376249615
1968,3,"Grey seal","Cod",313.317919366915
1969,3,"Grey seal","Cod",322.0180079549
1970,3,"Grey seal","Cod",512.230770519835
1971,3,"Grey seal","Cod",553.004484286314
1972,3,"Grey seal","Cod",509.535923354309
1973,3,"Grey seal","Cod",529.877205933984
1974,3,"Grey seal","Cod",419.056861203355
1975,3,"Grey seal","Cod",546.488851258054
1976,3,"Grey seal","Cod",543.84876402885
1977,3,"Grey seal","Cod",968.026116588682
1978,3,"Grey seal","Cod",887.373649594467
1979,3,"Grey seal","Cod",742.049870209649
1980,3,"Grey seal","Cod",1116.12947342106
1981,3,"Grey seal","Cod",1169.84508784461
1982,3,"Grey seal","Cod",1159.04011647389
1983,3,"Grey seal","Cod",1248.62405676977
1984,3,"Grey seal","Cod",1396.46998294176
1985,3,"Grey seal","Cod",1482.85057096815
1986,3,"Grey seal","Cod",1285.4727824734
1987,3,"Grey seal","Cod",1053.62625908583
1988,3,"Grey seal","Cod",1511.00398435336
1989,3,"Grey seal","Cod",1455.07922972905
1990,3,"Grey seal","Cod",1490.64189306576
