Species,Year,Quarter,Species.n,Age,M1,M2,MsingleSpecies,F,Z,N,N.bar,C,west,weca,Yield (SOP),propmat,TSB,SSB,Length.in.the.sea(mm),FoodRation
Saithe,1963,1,20,7,0.05,0,0.05,0.0629126,0.112913,1427.38,1349.74,0,3.718,3.8385,0,1,5307,5307,742,1.552
Saithe,1963,1,20,8,0.05,0,0.05,0.055242,0.105242,756.405,717.962,0,5.288,4.6905,0,1,3999.87,3999.87,809,1.997
Saithe,1963,1,20,9,0.05,0,0.05,0.055242,0.105242,365.87,347.276,0,5.835,5.5066,0,1,2134.85,2134.85,878,2.496
Saithe,1963,1,20,10,0.05,0,0.05,0.055242,0.105242,146.714,139.257,0,9.40464,7.3696,0,1,1379.79,1379.79,1010,4.071
Saithe,1963,2,20,1,0.05,0,0.05,0,0.05,223826,218323,0,0.036,0.319,0,0,8057.75,0,283,0
Saithe,1963,2,20,2,0.05,0,0.05,0,0.05,52407.9,51119.3,0,0.231,0.5188,0,0,12106.2,0,404,0
Saithe,1963,2,20,3,0.05,0,0.05,0.0532401,0.10324,48404.8,45990,0,1.08547,0.8919,0,0,52542.1,0,424,1.26
Saithe,1963,2,20,4,0.05,0,0.05,0.101881,0.151881,14954.9,13874.6,0,1.46306,1.4986,0,0.15,21879.9,3281.99,483,1.733
Saithe,1963,2,20,5,0.05,0,0.05,0.0989714,0.148971,7159.04,6651.32,0,2.29112,2.2051,0,0.7,16402.3,11481.6,561,2.558
Saithe,1963,2,20,6,0.05,0,0.05,0.0905601,0.14056,3069.45,2863.49,0,3.36902,2.9927,0,0.9,10341,9306.94,647,3.526
Saithe,1963,2,20,7,0.05,0,0.05,0.0816385,0.131639,1274.98,1194.62,0,3.95358,3.8385,0,1,5040.72,5040.72,743,4.769
Saithe,1963,2,20,8,0.05,0,0.05,0.0716847,0.121685,680.845,641.051,0,5.52407,4.6905,0,1,3761.04,3761.04,789,6.024
Saithe,1963,2,20,9,0.05,0,0.05,0.0716847,0.121685,329.322,310.074,0,6.0662,5.5066,0,1,1997.74,1997.74,867,7.489
Saithe,1963,2,20,10,0.05,0,0.05,0.0716847,0.121685,132.058,124.34,0,8.96137,7.3696,0,1,1183.42,1183.42,1017,11.457
Saithe,1963,3,20,0,0.05,0,0.05,0,0.05,212245,207026,0,0.005,0,0,0,1061.23,0,129,0
Saithe,1963,3,20,1,0.05,0,0.05,0,0.05,212910,207675,1,0.111,0.319,0.319,0,23633,0,296,0
Saithe,1963,3,20,2,0.05,0,0.05,0,0.05,49852,48626.2,862,0.463,0.5188,447.206,0,23081.5,0,384,0
Saithe,1963,3,20,3,0.05,0,0.05,0.0845303,0.13453,43656.8,40847.6,1346,1.22608,0.8919,1200.5,0,53526.7,0,428,0.761
Saithe,1963,3,20,4,0.05,0,0.05,0.103726,0.153726,12847.6,11908.8,4820,1.5801,1.4986,7223.25,0.15,20300.6,3045.09,504,0.997
Saithe,1963,3,20,5,0.05,0,0.05,0.100764,0.150764,6168.19,5725.73,4643,2.52666,2.2051,10238.3,0.7,15584.9,10909.4,581,1.505
Saithe,1963,3,20,6,0.05,0,0.05,0.0922,0.1422,2666.96,2486.02,975,3.60804,2.9927,2917.88,0.9,9622.49,8660.24,689,2.011
Saithe,1963,3,20,7,0.05,0,0.05,0.0831169,0.133117,1117.72,1046.52,290,4.17891,3.8385,1113.17,1,4670.84,4670.84,744,2.682
Saithe,1963,3,20,8,0.05,0,0.05,0.0729829,0.122983,602.839,567.244,97,5.77195,4.6905,454.979,1,3479.55,3479.55,813,3.346
Saithe,1963,3,20,9,0.05,0,0.05,0.0729829,0.122983,291.591,274.374,97,6.2974,5.5066,534.14,1,1836.26,1836.26,898,4.131
Saithe,1963,3,20,10,0.05,0,0.05,0.0729829,0.122983,116.928,110.024,32,9.56985,7.3696,235.827,1,1118.98,1118.98,1019,6.373
Saithe,1963,4,20,0,0.05,0,0.05,0,0.05,201894,196930,0,0.02,0,0,0,4037.88,0,173,0
Saithe,1963,4,20,1,0.05,0,0.05,0,0.05,202526,197547,0,0.183,0.319,0,0,37062.3,0,308,0
Saithe,1963,4,20,2,0.05,0,0.05,0,0.05,47420.7,46254.7,0,0.667,0.5188,0,0,31629.6,0,401,0
Saithe,1963,4,20,3,0.05,0,0.05,0.0389182,0.0889182,38161.6,36514.1,0,1.38356,0.8919,0,0,52798.7,0,435,1.012
Saithe,1963,4,20,4,0.05,0,0.05,0.051248,0.101248,11016.9,10477.6,0,1.75567,1.4986,0,0.15,19342.1,2901.32,516,1.306
Saithe,1963,4,20,5,0.05,0,0.05,0.0497844,0.0997844,5304.96,5048.87,0,2.70866,2.2051,0,0.7,14369.3,10058.5,654,1.897
Saithe,1963,4,20,6,0.05,0,0.05,0.0455534,0.0955534,2313.45,2206.36,0,3.86982,2.9927,0,0.9,8952.62,8057.36,756,2.535
Saithe,1963,4,20,7,0.05,0,0.05,0.0410656,0.0910656,978.409,935.182,0,4.38376,3.8385,0,1,4289.11,4289.11,811,3.302
Saithe,1963,4,20,8,0.05,0,0.05,0.0360587,0.0860587,533.078,510.784,0,6.00802,4.6905,0,1,3202.74,3202.74,847,4.085
Saithe,1963,4,20,9,0.05,0,0.05,0.0360587,0.0860587,257.848,247.064,0,6.5396,5.5066,0,1,1686.22,1686.22,950,5.032
Saithe,1963,4,20,10,0.05,0,0.05,0.0360587,0.0860587,103.397,99.0726,0,10.1537,7.3696,0,1,1049.86,1049.86,1036,7.745
Saithe,1964,1,20,1,0.05,0,0.05,0,0.05,192047,187325,0,0.026,0.319,0,0,4993.23,0,281,0
Saithe,1964,1,20,2,0.05,0,0.05,0,0.05,192649,187912,0,0.2,0.5188,0,0,38529.8,0,333,0
Saithe,1964,1,20,3,0.05,0,0.05,0.0572028,0.107203,45107.9,42774.2,0,0.892,0.8919,0,0,40236.3,0,412,0.355
Saithe,1964,1,20,4,0.05,0,0.05,0.161171,0.211171,34914.8,31474.7,0,1.307,1.4986,0,0.15,45633.6,6845.05,441,0.534
Saithe,1964,1,20,5,0.05,0,0.05,0.156568,0.206568,9956.09,8995.08,0,2.077,2.2051,0,0.7,20678.8,14475.2,550,0.8
Saithe,1964,1,20,6,0.05,0,0.05,0.143262,0.193262,4801.16,4365.71,0,3.13,2.9927,0,0.9,15027.6,13524.9,646,1.133
Saithe,1964,1,20,7,0.05,0,0.05,0.129148,0.179148,2102.62,1925.04,0,3.718,3.8385,0,1,7817.55,7817.55,742,1.552
Saithe,1964,1,20,8,0.05,0,0.05,0.113402,0.163402,893.246,824.085,0,5.288,4.6905,0,1,4723.49,4723.49,809,1.997
Saithe,1964,1,20,9,0.05,0,0.05,0.113402,0.163402,489.12,451.249,0,5.835,5.5066,0,1,2854.02,2854.02,878,2.496
Saithe,1964,1,20,10,0.05,0,0.05,0.113402,0.163402,331.457,305.793,0,9.40464,7.3696,0,1,3117.23,3117.23,1010,4.071
Saithe,1964,2,20,1,0.05,0,0.05,0,0.05,182681,178189,0,0.036,0.319,0,0,6576.52,0,283,0
Saithe,1964,2,20,2,0.05,0,0.05,0,0.05,183253,178748,0,0.231,0.5188,0,0,42331.5,0,404,0
Saithe,1964,2,20,3,0.05,0,0.05,0.109292,0.159292,40522.4,37459.7,0,1.08547,0.8919,0,0,43986,0,424,1.26
Saithe,1964,2,20,4,0.05,0,0.05,0.209144,0.259144,28268.3,24902.4,0,1.46306,1.4986,0,0.15,41358.2,6203.72,483,1.733
Saithe,1964,2,20,5,0.05,0,0.05,0.203171,0.253171,8098,7154.21,0,2.29112,2.2051,0,0.7,18553.5,12987.5,561,2.558
Saithe,1964,2,20,6,0.05,0,0.05,0.185904,0.235904,3957.43,3525.28,0,3.36902,2.9927,0,0.9,13332.7,11999.4,647,3.526
Saithe,1964,2,20,7,0.05,0,0.05,0.167589,0.217589,1757.76,1579.67,0,3.95358,3.8385,0,1,6949.42,6949.42,743,4.769
Saithe,1964,2,20,8,0.05,0,0.05,0.147156,0.197156,758.589,688.49,0,5.52407,4.6905,0,1,4190.5,4190.5,789,6.024
Saithe,1964,2,20,9,0.05,0,0.05,0.147156,0.197156,415.385,377.001,0,6.0662,5.5066,0,1,2519.81,2519.81,867,7.489
Saithe,1964,2,20,10,0.05,0,0.05,0.147156,0.197156,281.489,255.478,0,8.96137,7.3696,0,1,2522.53,2522.53,1017,11.457
Saithe,1964,3,20,0,0.05,0,0.05,0,0.05,214099,208835,0,0.005,0,0,0,1070.5,0,129,0
Saithe,1964,3,20,1,0.05,0,0.05,0,0.05,173772,169499,1,0.111,0.319,0.319,0,19288.7,0,296,0
Saithe,1964,3,20,2,0.05,0,0.05,0,0.05,174316,170030,9096,0.463,0.5188,4719,0,80708.3,0,384,0
Saithe,1964,3,20,3,0.05,0,0.05,0.173526,0.223526,34555.4,30965.7,9345,1.22608,0.8919,8334.81,0,42367.6,0,428,0.761
Saithe,1964,3,20,4,0.05,0,0.05,0.212931,0.262931,21815,19182.7,5563,1.5801,1.4986,8336.71,0.15,34469.9,5170.49,504,0.997
Saithe,1964,3,20,5,0.05,0,0.05,0.20685,0.25685,6286.76,5544.29,4521,2.52666,2.2051,9969.26,0.7,15884.5,11119.2,581,1.505
Saithe,1964,3,20,6,0.05,0,0.05,0.18927,0.23927,3125.8,2779.97,1615,3.60804,2.9927,4833.21,0.9,11278,10150.2,689,2.011
Saithe,1964,3,20,7,0.05,0,0.05,0.170624,0.220624,1414.04,1268.92,743,4.17891,3.8385,2852.01,1,5909.13,5909.13,744,2.682
Saithe,1964,3,20,8,0.05,0,0.05,0.149821,0.199821,622.849,564.566,456,5.77195,4.6905,2138.87,1,3595.05,3595.05,813,3.346
Saithe,1964,3,20,9,0.05,0,0.05,0.149821,0.199821,341.057,309.143,316,6.2974,5.5066,1740.09,1,2147.77,2147.77,898,4.131
Saithe,1964,3,20,10,0.05,0,0.05,0.149821,0.199821,231.12,209.493,85,9.56985,7.3696,626.416,1,2211.79,2211.79,1019,6.373
Saithe,1964,4,20,0,0.05,0,0.05,0,0.05,203657,198650,0,0.02,0,0,0,4073.15,0,173,0
Saithe,1964,4,20,1,0.05,0,0.05,0,0.05,165297,161232,0,0.183,0.319,0,0,30249.3,0,308,0
Saithe,1964,4,20,2,0.05,0,0.05,0,0.05,165815,161737,0,0.667,0.5188,0,0,110598,0,401,0
Saithe,1964,4,20,3,0.05,0,0.05,0.0798921,0.129892,27633.7,25914.3,0,1.38356,0.8919,0,0,38232.8,0,435,1.012
Saithe,1964,4,20,4,0.05,0,0.05,0.105203,0.155203,16771.2,15534.6,0,1.75567,1.4986,0,0.15,29444.8,4416.72,516,1.306
Saithe,1964,4,20,5,0.05,0,0.05,0.102199,0.152199,4862.71,4510.74,0,2.70866,2.2051,0,0.7,13171.5,9220.02,654,1.897
Saithe,1964,4,20,6,0.05,0,0.05,0.0935129,0.143513,2460.64,2292.22,0,3.86982,2.9927,0,0.9,9522.23,8570,756,2.535
Saithe,1964,4,20,7,0.05,0,0.05,0.0843005,0.1343,1134.08,1061.23,0,4.38376,3.8385,0,1,4971.54,4971.54,811,3.302
Saithe,1964,4,20,8,0.05,0,0.05,0.0740221,0.124022,510.037,479.677,0,6.00802,4.6905,0,1,3064.31,3064.31,847,4.085
Saithe,1964,4,20,9,0.05,0,0.05,0.0740221,0.124022,279.284,262.66,0,6.5396,5.5066,0,1,1826.41,1826.41,950,5.032
Saithe,1964,4,20,10,0.05,0,0.05,0.0740221,0.124022,189.259,177.994,0,10.1537,7.3696,0,1,1921.67,1921.67,1036,7.745
Saithe,1965,1,20,1,0.05,0,0.05,0,0.05,193725,188962,0,0.026,0.319,0,0,5036.85,0,281,0
Saithe,1965,1,20,2,0.05,0,0.05,0,0.05,157235,153369,0,0.2,0.5188,0,0,31447,0,333,0
Saithe,1965,1,20,3,0.05,0,0.05,0.0250159,0.0750159,157728,151957,0,0.892,0.8919,0,0,140693,0,412,0.355
Saithe,1965,1,20,4,0.05,0,0.05,0.0704832,0.120483,24267.7,22862.7,0,1.307,1.4986,0,0.15,31717.8,4757.68,441,0.534
Saithe,1965,1,20,5,0.05,0,0.05,0.0684703,0.11847,14360.2,13542.2,0,2.077,2.2051,0,0.7,29826.2,20878.3,550,0.8
Saithe,1965,1,20,6,0.05,0,0.05,0.0626511,0.112651,4176.18,3949.55,0,3.13,2.9927,0,0.9,13071.5,11764.3,646,1.133
Saithe,1965,1,20,7,0.05,0,0.05,0.056479,0.106479,2131.68,2022.11,0,3.718,3.8385,0,1,7925.57,7925.57,742,1.552
Saithe,1965,1,20,8,0.05,0,0.05,0.0495928,0.0995928,991.559,943.782,0,5.288,4.6905,0,1,5243.37,5243.37,809,1.997
Saithe,1965,1,20,9,0.05,0,0.05,0.0495928,0.0995928,450.547,428.838,0,5.835,5.5066,0,1,2628.94,2628.94,878,2.496
Saithe,1965,1,20,10,0.05,0,0.05,0.0495928,0.0995928,413.893,393.95,0,9.40464,7.3696,0,1,3892.51,3892.51,1010,4.071
Saithe,1965,2,20,1,0.05,0,0.05,0,0.05,184277,179746,0,0.036,0.319,0,0,6633.97,0,283,0
Saithe,1965,2,20,2,0.05,0,0.05,0,0.05,149567,145889,0,0.231,0.5188,0,0,34549.9,0,404,0
Saithe,1965,2,20,3,0.05,0,0.05,0.0477957,0.0977957,146329,139401,0,1.08547,0.8919,0,0,158836,0,424,1.26
Saithe,1965,2,20,4,0.05,0,0.05,0.0914626,0.141463,21513.1,20060.7,0,1.46306,1.4986,0,0.15,31475,4721.24,483,1.733
Saithe,1965,2,20,5,0.05,0,0.05,0.0888504,0.13885,12755.9,11909.9,0,2.29112,2.2051,0,0.7,29225.3,20457.7,561,2.558
Saithe,1965,2,20,6,0.05,0,0.05,0.0812993,0.131299,3731.26,3496.68,0,3.36902,2.9927,0,0.9,12570.7,11313.6,647,3.526
Saithe,1965,2,20,7,0.05,0,0.05,0.07329,0.12329,1916.36,1802.94,0,3.95358,3.8385,0,1,7576.49,7576.49,743,4.769
Saithe,1965,2,20,8,0.05,0,0.05,0.0643542,0.114354,897.565,848.147,0,5.52407,4.6905,0,1,4958.21,4958.21,789,6.024
Saithe,1965,2,20,9,0.05,0,0.05,0.0643542,0.114354,407.837,385.382,0,6.0662,5.5066,0,1,2474.02,2474.02,867,7.489
Saithe,1965,2,20,10,0.05,0,0.05,0.0643542,0.114354,374.658,354.03,0,8.96137,7.3696,0,1,3357.45,3357.45,1017,11.457
Saithe,1965,3,20,0,0.05,0,0.05,0,0.05,163320,159304,0,0.005,0,0,0,816.601,0,129,0
Saithe,1965,3,20,1,0.05,0,0.05,0,0.05,175290,170980,1,0.111,0.319,0.319,0,19457.1,0,296,0
Saithe,1965,3,20,2,0.05,0,0.05,0,0.05,142272,138774,73,0.463,0.5188,37.8724,0,65872,0,384,0
Saithe,1965,3,20,3,0.05,0,0.05,0.0758861,0.125886,132696,124683,13724,1.22608,0.8919,12240.4,0,162695,0,428,0.761
Saithe,1965,3,20,4,0.05,0,0.05,0.0931188,0.143119,18675.3,17400.4,13270,1.5801,1.4986,19886.4,0.15,29508.8,4426.33,504,0.997
Saithe,1965,3,20,5,0.05,0,0.05,0.0904594,0.140459,11102.2,10357.7,7873,2.52666,2.2051,17360.8,0.7,28051.4,19636,581,1.505
Saithe,1965,3,20,6,0.05,0,0.05,0.0827715,0.132771,3272.15,3064.23,1262,3.60804,2.9927,3776.79,0.9,11806,10625.4,689,2.011
Saithe,1965,3,20,7,0.05,0,0.05,0.0746172,0.124617,1694.08,1592.77,493,4.17891,3.8385,1892.38,1,7079.4,7079.4,744,2.682
Saithe,1965,3,20,8,0.05,0,0.05,0.0655195,0.11552,800.576,756.065,121,5.77195,4.6905,567.551,1,4620.88,4620.88,813,3.346
Saithe,1965,3,20,9,0.05,0,0.05,0.0655195,0.11552,363.767,343.542,65,6.2974,5.5066,357.929,1,2290.79,2290.79,898,4.131
Saithe,1965,3,20,10,0.05,0,0.05,0.0655195,0.11552,334.173,315.594,57,9.56985,7.3696,420.067,1,3197.99,3197.99,1019,6.373
Saithe,1965,4,20,0,0.05,0,0.05,0,0.05,155355,151535,0,0.02,0,0,0,3107.1,0,173,0
Saithe,1965,4,20,1,0.05,0,0.05,0,0.05,166741,162641,0,0.183,0.319,0,0,30513.5,0,308,0
Saithe,1965,4,20,2,0.05,0,0.05,0,0.05,135334,132006,0,0.667,0.5188,0,0,90267.4,0,401,0
Saithe,1965,4,20,3,0.05,0,0.05,0.0349384,0.0849384,117000,112169,0,1.38356,0.8919,0,0,161876,0,435,1.012
Saithe,1965,4,20,4,0.05,0,0.05,0.0460073,0.0960073,16184.9,15432.3,0,1.75567,1.4986,0,0.15,28415.4,4262.31,516,1.306
Saithe,1965,4,20,5,0.05,0,0.05,0.0446934,0.0946934,9647.33,9204.65,0,2.70866,2.2051,0,0.7,26131.4,18292,654,1.897
Saithe,1965,4,20,6,0.05,0,0.05,0.040895,0.090895,2865.31,2738.94,0,3.86982,2.9927,0,0.9,11088.2,9979.4,756,2.535
Saithe,1965,4,20,7,0.05,0,0.05,0.0368662,0.0868662,1495.59,1432.47,0,4.38376,3.8385,0,1,6556.31,6556.31,811,3.302
Saithe,1965,4,20,8,0.05,0,0.05,0.0323713,0.0823713,713.236,684.651,0,6.00802,4.6905,0,1,4285.13,4285.13,847,4.085
Saithe,1965,4,20,9,0.05,0,0.05,0.0323713,0.0823713,324.081,311.093,0,6.5396,5.5066,0,1,2119.36,2119.36,950,5.032
Saithe,1965,4,20,10,0.05,0,0.05,0.0323713,0.0823713,297.716,285.784,0,10.1537,7.3696,0,1,3022.91,3022.91,1036,7.745
Saithe,1966,1,20,1,0.05,0,0.05,0,0.05,147778,144145,0,0.026,0.319,0,0,3842.23,0,281,0
Saithe,1966,1,20,2,0.05,0,0.05,0,0.05,158609,154709,0,0.2,0.5188,0,0,31721.7,0,333,0
Saithe,1966,1,20,3,0.05,0,0.05,0.034642,0.084642,128733,123436,0,0.892,0.8919,0,0,114830,0,412,0.355
Saithe,1966,1,20,4,0.05,0,0.05,0.0976051,0.147605,107472,99916.9,0,1.307,1.4986,0,0.15,140466,21070,441,0.534
Saithe,1966,1,20,5,0.05,0,0.05,0.0948176,0.144818,14703.3,13688.3,0,2.077,2.2051,0,0.7,30538.8,21377.2,550,0.8
Saithe,1966,1,20,6,0.05,0,0.05,0.0867592,0.136759,8775.72,8202.08,0,3.13,2.9927,0,0.9,27468,24721.2,646,1.133
Saithe,1966,1,20,7,0.05,0,0.05,0.0782121,0.128212,2616.35,2455.57,0,3.718,3.8385,0,1,9727.59,9727.59,742,1.552
Saithe,1966,1,20,8,0.05,0,0.05,0.0686761,0.118676,1371.16,1292.92,0,5.288,4.6905,0,1,7250.69,7250.69,809,1.997
Saithe,1966,1,20,9,0.05,0,0.05,0.0686761,0.118676,656.84,619.362,0,5.835,5.5066,0,1,3832.66,3832.66,878,2.496
Saithe,1966,1,20,10,0.05,0,0.05,0.0686761,0.118676,572.632,539.958,0,9.40464,7.3696,0,1,5385.4,5385.4,1010,4.071
Saithe,1966,2,20,1,0.05,0,0.05,0,0.05,140571,137115,0,0.036,0.319,0,0,5060.55,0,283,0
Saithe,1966,2,20,2,0.05,0,0.05,0,0.05,150873,147163,0,0.231,0.5188,0,0,34851.7,0,404,0
Saithe,1966,2,20,3,0.05,0,0.05,0.0661874,0.116187,118285,111672,0,1.08547,0.8919,0,0,128396,0,424,1.26
Saithe,1966,2,20,4,0.05,0,0.05,0.126657,0.176657,92724.1,84995.7,0,1.46306,1.4986,0,0.15,135661,20349.1,483,1.733
Saithe,1966,2,20,5,0.05,0,0.05,0.12304,0.17304,12721,11681.2,0,2.29112,2.2051,0,0.7,29145.4,20401.8,561,2.558
Saithe,1966,2,20,6,0.05,0,0.05,0.112583,0.162583,7654.01,7064.19,0,3.36902,2.9927,0,0.9,25786.5,23207.8,647,3.526
Saithe,1966,2,20,7,0.05,0,0.05,0.101492,0.151492,2301.52,2135.67,0,3.95358,3.8385,0,1,9099.22,9099.22,743,4.769
Saithe,1966,2,20,8,0.05,0,0.05,0.0891176,0.139118,1217.72,1136.81,0,5.52407,4.6905,0,1,6726.77,6726.77,789,6.024
Saithe,1966,2,20,9,0.05,0,0.05,0.0891176,0.139118,583.337,544.579,0,6.0662,5.5066,0,1,3538.64,3538.64,867,7.489
Saithe,1966,2,20,10,0.05,0,0.05,0.0891176,0.139118,508.552,474.762,0,8.96137,7.3696,0,1,4557.32,4557.32,1017,11.457
Saithe,1966,3,20,0,0.05,0,0.05,0,0.05,437438,426682,0,0.005,0,0,0,2187.19,0,129,0
Saithe,1966,3,20,1,0.05,0,0.05,0,0.05,133715,130427,1,0.111,0.319,0.319,0,14842.4,0,296,0
Saithe,1966,3,20,2,0.05,0,0.05,0,0.05,143515,139986,12937,0.463,0.5188,6711.72,0,66447.4,0,384,0
Saithe,1966,3,20,3,0.05,0,0.05,0.105087,0.155087,105310,97550.6,11485,1.22608,0.8919,10243.5,0,129119,0,428,0.761
Saithe,1966,3,20,4,0.05,0,0.05,0.128951,0.178951,77709,71152.8,27279,1.5801,1.4986,40880.3,0.15,122788,18418.3,504,0.997
Saithe,1966,3,20,5,0.05,0,0.05,0.125268,0.175268,10699.7,9814.5,4367,2.52666,2.2051,9629.67,0.7,27034.5,18924.2,581,1.505
Saithe,1966,3,20,6,0.05,0,0.05,0.114622,0.164622,6505.49,5998.23,3579,3.60804,2.9927,10710.9,0.9,23472,21124.8,689,2.011
Saithe,1966,3,20,7,0.05,0,0.05,0.10333,0.15333,1977.98,1833.8,727,4.17891,3.8385,2790.59,1,8265.8,8265.8,744,2.682
Saithe,1966,3,20,8,0.05,0,0.05,0.0907314,0.140731,1059.57,988.389,272,5.77195,4.6905,1275.82,1,6115.77,6115.77,813,3.346
Saithe,1966,3,20,9,0.05,0,0.05,0.0907314,0.140731,507.576,473.479,193,6.2974,5.5066,1062.77,1,3196.41,3196.41,898,4.131
Saithe,1966,3,20,10,0.05,0,0.05,0.0907314,0.140731,442.504,412.778,101,9.56985,7.3696,744.33,1,4234.69,4234.69,1019,6.373
Saithe,1966,4,20,0,0.05,0,0.05,0,0.05,416104,405872,0,0.02,0,0,0,8322.08,0,173,0
Saithe,1966,4,20,1,0.05,0,0.05,0,0.05,127194,124066,0,0.183,0.319,0,0,23276.5,0,308,0
Saithe,1966,4,20,2,0.05,0,0.05,0,0.05,136516,133159,0,0.667,0.5188,0,0,91056,0,401,0
Saithe,1966,4,20,3,0.05,0,0.05,0.0483826,0.0983826,90181.6,85887.4,0,1.38356,0.8919,0,0,124771,0,435,1.012
Saithe,1966,4,20,4,0.05,0,0.05,0.0637109,0.113711,64976.2,61418.1,0,1.75567,1.4986,0,0.15,114077,17111.5,516,1.306
Saithe,1966,4,20,5,0.05,0,0.05,0.0618914,0.111891,8979.53,8495.39,0,2.70866,2.2051,0,0.7,24322.5,17025.8,654,1.897
Saithe,1966,4,20,6,0.05,0,0.05,0.0566314,0.106631,5518.05,5234.03,0,3.86982,2.9927,0,0.9,21353.8,19218.5,756,2.535
Saithe,1966,4,20,7,0.05,0,0.05,0.0510523,0.101052,1696.8,1613.89,0,4.38376,3.8385,0,1,7438.38,7438.38,811,3.302
Saithe,1966,4,20,8,0.05,0,0.05,0.0448278,0.0948278,920.472,878.176,0,6.00802,4.6905,0,1,5530.21,5530.21,847,4.085
Saithe,1966,4,20,9,0.05,0,0.05,0.0448278,0.0948278,440.943,420.682,0,6.5396,5.5066,0,1,2883.59,2883.59,950,5.032
Saithe,1966,4,20,10,0.05,0,0.05,0.0448278,0.0948278,384.413,366.749,0,10.1537,7.3696,0,1,3903.2,3903.2,1036,7.745
Saithe,1967,1,20,1,0.05,0,0.05,0,0.05,395810,386078,0,0.026,0.319,0,0,10291.1,0,281,0
Saithe,1967,1,20,2,0.05,0,0.05,0,0.05,120991,118016,0,0.2,0.5188,0,0,24198.1,0,333,0
Saithe,1967,1,20,3,0.05,0,0.05,0.0335799,0.0835799,129858,124579,0,0.892,0.9305,0,0,115833,0,412,0.355
Saithe,1967,1,20,4,0.05,0,0.05,0.0946127,0.144613,81731.8,76096.9,0,1.307,1.362,0,0.15,106823,16023.5,441,0.534
Saithe,1967,1,20,5,0.05,0,0.05,0.0919106,0.141911,57992.3,54065.3,0,2.077,2.1035,0,0.7,120450,84315,550,0.8
Saithe,1967,1,20,6,0.05,0,0.05,0.0840993,0.134099,8028.97,7513.91,0,3.13,3.1858,0,0.9,25130.7,22617.6,646,1.133
Saithe,1967,1,20,7,0.05,0,0.05,0.0758143,0.125814,4959.94,4660.6,0,3.718,3.7541,0,1,18441,18441,742,1.552
Saithe,1967,1,20,8,0.05,0,0.05,0.0665706,0.116571,1533.72,1447.7,0,5.288,5.3162,0,1,8110.3,8110.3,809,1.997
Saithe,1967,1,20,9,0.05,0,0.05,0.0665706,0.116571,837.196,790.242,0,5.835,5.8905,0,1,4885.04,4885.04,878,2.496
Saithe,1967,1,20,10,0.05,0,0.05,0.0665706,0.116571,750.686,708.584,0,9.40464,7.719,0,1,7059.93,7059.93,1010,4.071
Saithe,1967,2,20,1,0.05,0,0.05,0,0.05,376506,367249,0,0.036,0.319,0,0,13554.2,0,283,0
Saithe,1967,2,20,2,0.05,0,0.05,0,0.05,115090,112260,0,0.231,0.5188,0,0,26585.7,0,404,0
Saithe,1967,2,20,3,0.05,0,0.05,0.0641582,0.114158,119445,112880,0,1.08547,0.9305,0,0,129655,0,424,1.26
Saithe,1967,2,20,4,0.05,0,0.05,0.122774,0.172774,70727.2,64954.5,0,1.46306,1.362,0,0.15,103478,15521.7,483,1.733
Saithe,1967,2,20,5,0.05,0,0.05,0.119268,0.169268,50319.8,46291.5,0,2.29112,2.1035,0,0.7,115289,80702.3,561,2.558
Saithe,1967,2,20,6,0.05,0,0.05,0.109131,0.159131,7021.36,6491.19,0,3.36902,3.1858,0,0.9,23655.1,21289.6,647,3.526
Saithe,1967,2,20,7,0.05,0,0.05,0.0983804,0.14838,4373.56,4064.56,0,3.95358,3.7541,0,1,17291.2,17291.2,743,4.769
Saithe,1967,2,20,8,0.05,0,0.05,0.0863854,0.136385,1364.96,1275.97,0,5.52407,5.3162,0,1,7540.13,7540.13,789,6.024
Saithe,1967,2,20,9,0.05,0,0.05,0.0863854,0.136385,745.077,696.501,0,6.0662,5.8905,0,1,4519.79,4519.79,867,7.489
Saithe,1967,2,20,10,0.05,0,0.05,0.0863854,0.136385,668.086,624.53,0,8.96137,7.719,0,1,5986.97,5986.97,1017,11.457
Saithe,1967,3,20,0,0.05,0,0.05,0,0.05,532059,518976,0,0.005,0,0,0,2660.29,0,129,0
Saithe,1967,3,20,1,0.05,0,0.05,0,0.05,358144,349338,0.001,0.111,0.319,0.000319,0,39754,0,296,0
Saithe,1967,3,20,2,0.05,0,0.05,0,0.05,109477,106785,8494.3,0.463,0.5188,4406.84,0,50687.7,0,384,0
Saithe,1967,3,20,3,0.05,0,0.05,0.101865,0.151865,106559,98862.5,17330.1,1.22608,0.9305,16125.6,0,130650,0,428,0.761
Saithe,1967,3,20,4,0.05,0,0.05,0.124997,0.174997,59504.8,54589,16220.3,1.5801,1.362,22092.1,0.15,94023.7,14103.6,504,0.997
Saithe,1967,3,20,5,0.05,0,0.05,0.121428,0.171428,42484.2,39042.1,15530.7,2.52666,2.1035,32668.9,0.7,107343,75140.1,581,1.505
Saithe,1967,3,20,6,0.05,0,0.05,0.111108,0.161108,5988.41,5530.91,2303.27,3.60804,3.1858,7337.76,0.9,21606.4,19445.7,689,2.011
Saithe,1967,3,20,7,0.05,0,0.05,0.100162,0.150162,3770.46,3501.03,1594.48,4.17891,3.7541,5985.85,1,15756.4,15756.4,744,2.682
