pred_name,stratum_time,pred_size,stratum_area,stratum_sub_area,w_fac_sub_area
RAJ,1991-Q2,0350-0400,R-2,40F1,2
RAJ,1991-Q2,0400-0500,R-2,40F3,1
RAJ,1991-Q2,0400-0500,R-2,40F1,2
RAJ,1991-Q2,0500-0600,R-2,40F3,1
RAJ,1991-Q2,0200-0250,R-2,40F1,1
RAJ,1991-Q2,0250-0300,R-2,40F1,1.4142135623730951
RAJ,1991-Q2,0300-0350,R-2,40F1,1
RAJ,1991-Q2,0400-0500,R-6,38F3,1
RAJ,1991-Q2,0400-0500,R-4,38E9,2.449489742783178
RAJ,1991-Q2,0250-0300,R-4,38E9,1.4142135623730951
RAJ,1991-Q2,0400-0500,R-4,38F0,2
RAJ,1991-Q2,0300-0350,R-4,38F0,1.7320508075688772
RAJ,1991-Q2,0350-0400,R-1,47F0,1
RAJ,1991-Q2,0250-0300,R-1,47F0,1.4142135623730951
RAJ,1991-Q2,0200-0250,R-1,47F0,1
RAJ,1991-Q2,0400-0500,R-2,43F3,2.9154759474226504
RAJ,1991-Q2,0400-0500,R-2,43F2,2.5495097567963922
RAJ,1991-Q2,0500-0600,R-2,43F3,1.8708286933869707
RAJ,1991-Q2,0500-0600,R-2,44F3,2.449489742783178
RAJ,1991-Q2,0300-0350,R-1,45F2,2.6457513110645907
RAJ,1991-Q2,0300-0350,R-3,44E9,1.7320508075688772
RAJ,1991-Q2,0300-0350,R-2,44F3,1.4142135623730951
RAJ,1991-Q2,0400-0500,R-3,42E9,1.8708286933869707
RAJ,1991-Q2,0350-0400,R-2,43F2,1.4142135623730951
RAJ,1991-Q2,0250-0300,R-2,43F2,1
RAJ,1991-Q2,0300-0350,R-2,43F2,1.224744871391589
RAJ,1991-Q2,0350-0400,R-4,38E9,1
RAJ,1991-Q2,0400-0500,R-4,38F1,1.5811388300841898
RAJ,1991-Q2,0250-0300,R-3,42E8,1.4142135623730951
RAJ,1991-Q2,0300-0350,R-3,42E8,1.4142135623730951
RAJ,1991-Q2,0350-0400,R-4,40E9,1.5275252316519468
RAJ,1991-Q2,0500-0600,R-4,40E9,1
RAJ,1991-Q2,0400-0500,R-4,40E9,2.160246899469287
RAJ,1991-Q2,0400-0500,R-2,40F0,1.4142135623730951
RAJ,1991-Q2,0300-0350,R-2,40F0,1.4142135623730951
RAJ,1991-Q2,0150-0200,R-2,40F0,1
RAJ,1991-Q2,0350-0400,R-2,40F0,1.224744871391589
RAJ,1991-Q2,0250-0300,R-3,43E9,1.5275252316519468
RAJ,1991-Q2,0300-0350,R-3,43E9,1.4142135623730951
RAJ,1991-Q2,0400-0500,R-3,43E9,2.3804761428476167
RAJ,1991-Q2,0400-0500,R-3,42E8,2.23606797749979
RAJ,1991-Q2,0200-0250,R-2,40F0,1.7320508075688772
RAJ,1991-Q2,0400-0500,R-2,40F2,3
RAJ,1991-Q2,0350-0400,R-6,38F2,1
RAJ,1991-Q2,0350-0400,R-2,40F2,1.7320508075688772
RAJ,1991-Q2,0500-0600,R-2,40F2,1.4142135623730951
RAJ,1991-Q2,0250-0300,R-2,40F2,1
RAJ,1991-Q3,0300-0350,R-1,45F3,2.449489742783178
RAJ,1991-Q3,0200-0250,R-2,42F3,1
RAJ,1991-Q3,0250-0300,R-1,50E7,1.4142135623730951
RAJ,1991-Q3,0150-0200,R-2,42F3,1
RAJ,1991-Q3,0300-0350,R-1,49F2,2.6457513110645907
RAJ,1991-Q3,0150-0200,R-1,47F1,1
RAJ,1991-Q3,0150-0200,R-1,49F1,1
RAJ,1991-Q3,0250-0300,R-1,49F1,1.4142135623730951
RAJ,1991-Q3,0400-0500,R-1,49F1,2.6457513110645907
RAJ,1991-Q3,0350-0400,R-1,49F1,3.4641016151377544
RAJ,1991-Q3,0200-0250,R-2,42F4,1.4142135623730951
RAJ,1991-Q3,0400-0500,R-1,50E7,1
RAJ,1991-Q3,0300-0350,R-1,49F1,4.123105625617661
RAJ,1991-Q3,0500-0600,R-1,50E7,1
RAJ,1991-Q3,0200-0250,R-3,44E7,1
RAJ,1991-Q3,0350-0400,R-1,49F2,2.449489742783178
RAJ,1991-Q3,0150-0200,R-2,42F4,1.4142135623730951
RAJ,1991-Q3,0120-0150,R-1,49F2,1
RAJ,1991-Q3,0350-0400,R-2,42F0,3
RAJ,1991-Q3,0150-0200,R-2,44F4,1
RAJ,1991-Q3,0300-0350,R-1,47F1,2.449489742783178
RAJ,1991-Q3,0250-0300,R-1,47F1,2.6457513110645907
RAJ,1991-Q3,0350-0400,R-1,47F1,3.1622776601683795
RAJ,1991-Q3,0300-0350,R-2,42F0,3.1622776601683795
RAJ,1991-Q3,0200-0250,R-1,47E9,1
RAJ,1991-Q3,0150-0200,R-2,42F2,1
RAJ,1991-Q3,0400-0500,R-1,51F0,1
RAJ,1991-Q3,0400-0500,R-1,47E9,1.7320508075688772
RAJ,1991-Q3,0400-0500,R-2,42F0,2.8284271247461903
RAJ,1991-Q3,0350-0400,R-1,51F0,1
RAJ,1991-Q3,0250-0300,R-1,47E9,1.4142135623730951
RAJ,1991-Q3,0300-0350,R-1,47E9,2.449489742783178
RAJ,1991-Q3,0250-0300,R-3,44E9,3.1622776601683795
RAJ,1991-Q3,0250-0300,R-2,44F4,1.4142135623730951
RAJ,1991-Q3,0350-0400,R-1,47E9,3
RAJ,1991-Q3,0300-0350,R-3,44E9,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-3,44E9,3.3166247903554
RAJ,1991-Q3,0200-0250,R-1,47F0,2.6457513110645907
RAJ,1991-Q3,0250-0300,R-3,45E9,1.4142135623730951
RAJ,1991-Q3,0150-0200,R-3,45E9,1
RAJ,1991-Q3,0250-0300,R-1,47F0,2.6457513110645907
RAJ,1991-Q3,0350-0400,R-3,45E9,2.23606797749979
RAJ,1991-Q3,0120-0150,R-3,45E8,1
RAJ,1991-Q3,0200-0250,R-3,45E8,1
RAJ,1991-Q3,0250-0300,R-2,42F4,2
RAJ,1991-Q3,0250-0300,R-3,45E8,1
RAJ,1991-Q3,0400-0500,R-3,45E8,1
RAJ,1991-Q3,0400-0500,R-1,47F0,1.4142135623730951
RAJ,1991-Q3,0250-0300,R-1,50F2,1
RAJ,1991-Q3,0300-0350,R-1,51F1,1.4142135623730951
RAJ,1991-Q3,0250-0300,R-1,49F3,1.4142135623730951
RAJ,1991-Q3,0150-0200,R-1,51F1,1.4142135623730951
RAJ,1991-Q3,0250-0300,R-1,51F1,1.4142135623730951
RAJ,1991-Q3,0200-0250,R-1,51F1,1.4142135623730951
RAJ,1991-Q3,0350-0400,R-1,50F2,3
RAJ,1991-Q3,0200-0250,R-2,44F4,1
RAJ,1991-Q3,0300-0350,R-3,45E8,3
RAJ,1991-Q3,0350-0400,R-3,45E8,2.449489742783178
RAJ,1991-Q3,0200-0250,R-2,40F3,1.4142135623730951
RAJ,1991-Q3,0300-0350,R-2,40F3,1
RAJ,1991-Q3,0250-0300,R-2,40F3,1
RAJ,1991-Q3,0150-0200,R-2,40F3,1.7320508075688772
RAJ,1991-Q3,0300-0350,R-1,49F3,1.7320508075688772
RAJ,1991-Q3,0250-0300,R-3,41E8,1.4142135623730951
RAJ,1991-Q3,0300-0350,R-2,44F4,2.23606797749979
RAJ,1991-Q3,0350-0400,R-3,41E8,1
RAJ,1991-Q3,0350-0400,R-1,47F0,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-1,51F1,2.6457513110645907
RAJ,1991-Q3,0400-0500,R-1,50F2,2.6457513110645907
RAJ,1991-Q3,0300-0350,R-1,50F2,2.449489742783178
RAJ,1991-Q3,0300-0350,R-3,45E9,2
RAJ,1991-Q3,0300-0350,R-1,47F0,3
RAJ,1991-Q3,0400-0500,R-1,45F3,2.6457513110645907
RAJ,1991-Q3,0300-0350,R-2,42F2,2.449489742783178
RAJ,1991-Q3,0400-0500,R-1,49F3,2.8284271247461903
RAJ,1991-Q3,0400-0500,R-1,48E8,3.872983346207417
RAJ,1991-Q3,0150-0200,R-4,40E9,1
RAJ,1991-Q3,0400-0500,R-3,41E8,1.4142135623730951
RAJ,1991-Q3,0300-0350,R-4,40E9,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-4,37F1,1
RAJ,1991-Q3,0150-0200,R-4,37F1,1
RAJ,1991-Q3,0200-0250,R-4,37F1,1.4142135623730951
RAJ,1991-Q3,0350-0400,R-1,45F4,1
RAJ,1991-Q3,0300-0350,R-4,37F1,1.4142135623730951
RAJ,1991-Q3,0350-0400,R-1,48E8,4.242640687119285
RAJ,1991-Q3,0350-0400,R-1,49F3,2.23606797749979
RAJ,1991-Q3,0200-0250,R-4,40E9,2.449489742783178
RAJ,1991-Q3,0400-0500,R-3,44E9,1.4142135623730951
RAJ,1991-Q3,0300-0350,R-1,48E8,3.605551275463989
RAJ,1991-Q3,0300-0350,R-3,41E8,2
RAJ,1991-Q3,0250-0300,R-4,40E9,3.1622776601683795
RAJ,1991-Q3,0400-0500,R-4,40E9,3.1622776601683795
RAJ,1991-Q3,0200-0250,R-1,48E8,2.23606797749979
RAJ,1991-Q3,0200-0250,R-1,45F4,1
RAJ,1991-Q3,0250-0300,R-1,48E8,3.872983346207417
RAJ,1991-Q3,0300-0350,R-3,42E8,2.449489742783178
RAJ,1991-Q3,0500-0600,R-3,42E9,1
RAJ,1991-Q3,0400-0500,R-3,42E8,4.58257569495584
RAJ,1991-Q3,0350-0400,R-3,42E8,1.4142135623730951
RAJ,1991-Q3,0400-0500,R-3,42E9,4.47213595499958
RAJ,1991-Q3,0250-0300,R-3,42E8,1.7320508075688772
RAJ,1991-Q3,0350-0400,R-3,42E9,2.449489742783178
RAJ,1991-Q3,0350-0400,R-4,40E9,3.1622776601683795
RAJ,1991-Q3,0200-0250,R-3,42E9,3.1622776601683795
RAJ,1991-Q3,0200-0250,R-2,42F2,2.449489742783178
RAJ,1991-Q3,0300-0350,R-3,42E9,2.23606797749979
RAJ,1991-Q3,0250-0300,R-3,42E9,3.3166247903554
RAJ,1991-Q3,0400-0500,R-4,38F0,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-4,38F0,3
RAJ,1991-Q3,0300-0350,R-4,38F0,2.449489742783178
RAJ,1991-Q3,0200-0250,R-2,40F2,1
RAJ,1991-Q3,0250-0300,R-2,40F2,1.7320508075688772
RAJ,1991-Q3,0150-0200,R-2,40F2,1
RAJ,1991-Q3,0350-0400,R-2,40F2,1.7320508075688772
RAJ,1991-Q3,0150-0200,R-1,45F4,1
RAJ,1991-Q3,0400-0500,R-1,45F4,1
RAJ,1991-Q3,0250-0300,R-2,42F2,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-2,44F4,1.7320508075688772
RAJ,1991-Q3,0250-0300,R-3,43E9,1.7320508075688772
RAJ,1991-Q3,0350-0400,R-3,43E9,1.7320508075688772
RAJ,1991-Q3,0350-0400,R-4,36F0,1
RAJ,1991-Q3,0350-0400,R-6,38F8,1
RAJ,1991-Q3,0400-0500,R-6,38F8,1
RAJ,1991-Q3,0250-0300,R-7,42F6,1.4142135623730951
RAJ,1991-Q3,0300-0350,R-1,45F4,1.7320508075688772
RAJ,1991-Q3,0300-0350,R-7,42F6,1
RAJ,1991-Q3,0350-0400,R-7,42F6,1.4142135623730951
RAJ,1991-Q3,0200-0250,R-7,40F5,1.4142135623730951
RAJ,1991-Q3,0250-0300,R-7,40F5,1.4142135623730951
RAJ,1991-Q3,0300-0350,R-7,40F5,1.7320508075688772
RAJ,1991-Q3,0350-0400,R-7,40F5,2.6457513110645907
RAJ,1991-Q3,0400-0500,R-7,40F5,2.23606797749979
RAJ,1991-Q3,0200-0250,R-2,40F0,3.1622776601683795
RAJ,1991-Q3,0200-0250,R-4,38F0,1.4142135623730951
RAJ,1991-Q3,0350-0400,R-2,42F2,3
RAJ,1991-Q3,0250-0300,R-4,38F0,2
RAJ,1991-Q3,0150-0200,R-4,38F0,1
RAJ,1991-Q3,0400-0500,R-2,40F2,3.4641016151377544
RAJ,1991-Q3,0150-0200,R-2,40F1,1
RAJ,1991-Q3,0200-0250,R-2,40F1,3
RAJ,1991-Q3,0250-0300,R-2,40F1,3.1622776601683795
RAJ,1991-Q3,0300-0350,R-2,40F1,3
RAJ,1991-Q3,0350-0400,R-2,40F1,3.4641016151377544
RAJ,1991-Q3,0400-0500,R-2,40F1,3.4641016151377544
RAJ,1991-Q3,0150-0200,R-2,40F0,2.6457513110645907
RAJ,1991-Q3,0200-0250,R-1,45F3,2.23606797749979
RAJ,1991-Q3,0500-0600,R-7,42F5,1
RAJ,1991-Q3,0400-0500,R-2,40F0,3.3166247903554
RAJ,1991-Q3,0350-0400,R-2,40F0,3.4641016151377544
RAJ,1991-Q3,0300-0350,R-2,40F0,3.605551275463989
RAJ,1991-Q3,0250-0300,R-2,40F0,3.3166247903554
RAJ,1991-Q3,0200-0250,R-7,42F5,1
RAJ,1991-Q3,0400-0500,R-1,44F0,1.7320508075688772
RAJ,1991-Q3,0200-0250,R-2,43F1,2.23606797749979
RAJ,1991-Q3,0400-0500,R-2,43F1,3.1622776601683795
RAJ,1991-Q3,0300-0350,R-2,43F1,2.345207879911715
RAJ,1991-Q3,0150-0200,R-7,42F5,1
RAJ,1991-Q3,0250-0300,R-1,47F2,1.4142135623730951
RAJ,1991-Q3,0400-0500,R-2,42F2,3.1622776601683795
RAJ,1991-Q3,0300-0350,R-2,42F4,3.1622776601683795
RAJ,1991-Q3,0500-0600,R-2,42F2,2
RAJ,1991-Q3,0300-0350,R-7,42F5,1
RAJ,1991-Q3,0250-0300,R-1,45F3,1
RAJ,1991-Q3,0350-0400,R-7,42F5,2
RAJ,1991-Q3,0250-0300,R-1,45F4,3.1622776601683795
RAJ,1991-Q3,0200-0250,R-1,45F2,2
RAJ,1991-Q3,0150-0200,R-1,45F2,1
RAJ,1991-Q3,0150-0200,R-2,42F1,1
RAJ,1991-Q3,0350-0400,R-2,42F4,3.1622776601683795
RAJ,1991-Q3,0400-0500,R-1,45F1,2.8284271247461903
RAJ,1991-Q3,0250-0300,R-1,45F2,2.23606797749979
RAJ,1991-Q3,0200-0250,R-1,45F1,3.3166247903554
RAJ,1991-Q3,0150-0200,R-1,45F1,2.23606797749979
RAJ,1991-Q3,0150-0200,R-1,45F3,1.4142135623730951
RAJ,1991-Q3,0300-0350,R-1,45F1,2
RAJ,1991-Q3,0150-0200,R-2,43F1,1.4142135623730951
RAJ,1991-Q3,0350-0400,R-2,43F1,3.1622776601683795
RAJ,1991-Q3,0250-0300,R-2,43F1,3.1622776601683795
RAJ,1991-Q3,0250-0300,R-1,45F1,3.4641016151377544
RAJ,1991-Q3,0350-0400,R-1,44F0,3.1622776601683795
RAJ,1991-Q3,0200-0250,R-1,44F0,2.6457513110645907
RAJ,1991-Q3,0300-0350,R-1,44F0,3.1622776601683795
RAJ,1991-Q3,0250-0300,R-1,44F0,3.1622776601683795
RAJ,1991-Q3,0150-0200,R-2,42F0,1
RAJ,1991-Q3,0300-0350,R-1,47F2,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-1,47F2,2.23606797749979
RAJ,1991-Q3,0350-0400,R-1,45F1,3
RAJ,1991-Q3,0250-0300,R-2,42F1,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-1,45F2,3.1622776601683795
RAJ,1991-Q3,0400-0500,R-2,44F4,2.309401076758503
RAJ,1991-Q3,0300-0350,R-2,42F3,1.7320508075688772
RAJ,1991-Q3,0350-0400,R-1,45F3,1.7320508075688772
RAJ,1991-Q3,0300-0350,R-2,42F1,3.1622776601683795
RAJ,1991-Q3,0400-0500,R-7,42F5,1.8708286933869707
RAJ,1991-Q3,0300-0350,R-1,45F2,3.1622776601683795
RAJ,1991-Q3,0400-0500,R-1,45F2,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-2,42F1,3.1622776601683795
RAJ,1991-Q3,0300-0350,R-2,43F2,2
RAJ,1991-Q3,0400-0500,R-2,42F4,2.5495097567963922
RAJ,1991-Q3,0200-0250,R-2,43F2,2
RAJ,1991-Q3,0500-0600,R-1,45F2,3.1622776601683795
RAJ,1991-Q3,0200-0250,R-2,42F0,3.1622776601683795
RAJ,1991-Q3,0350-0400,R-2,42F3,1.4142135623730951
RAJ,1991-Q3,0400-0500,R-2,42F3,3.1622776601683795
RAJ,1991-Q3,0250-0300,R-2,43F2,2.449489742783178
RAJ,1991-Q3,0250-0300,R-2,42F0,3.1622776601683795
RAJ,1991-Q3,0500-0600,R-2,42F4,3.1622776601683795
RAJ,1991-Q3,0500-0600,R-2,43F2,1.5811388300841898
RAJ,1991-Q3,0350-0400,R-2,43F2,2.23606797749979
RAJ,1991-Q3,0400-0500,R-2,43F2,3.3166247903554
RAJ,1991-Q3,0250-0300,R-2,42F3,2.449489742783178
RAJ,1991-Q3,0400-0500,R-2,42F1,3.1622776601683795
RAJ,1991-Q3,0500-0600,R-2,42F3,3.1622776601683795
RAJ,1991-Q3,0500-0600,R-1,45F3,1.4142135623730951
RAJ,1991-Q4,0150-0200,R-4,40E9,1
RAJ,1991-Q4,0200-0250,R-3,43E9,1
RAJ,1991-Q4,0400-0500,R-3,43E8,1.4142135623730951
RAJ,1991-Q4,0350-0400,R-2,42F0,1
RAJ,1991-Q4,0400-0500,R-1,45F1,1.4142135623730951
RAJ,1991-Q4,0400-0500,R-2,40F1,2.345207879911715
RAJ,1991-Q4,0300-0350,R-4,40E9,3.3166247903554
RAJ,1991-Q4,0350-0400,R-3,43E8,1.4142135623730951
RAJ,1991-Q4,0350-0400,R-1,51F1,1
RAJ,1991-Q4,0350-0400,R-1,45F1,1.4142135623730951
RAJ,1991-Q4,0300-0350,R-1,47F3,1
RAJ,1991-Q4,0400-0500,R-1,47F3,1
RAJ,1991-Q4,0400-0500,R-2,40F0,2.23606797749979
RAJ,1991-Q4,0350-0400,R-2,40F0,2
RAJ,1991-Q4,0350-0400,R-1,47F0,3.1622776601683795
RAJ,1991-Q4,0200-0250,R-1,47F0,1.4142135623730951
RAJ,1991-Q4,0250-0300,R-1,47F0,1.4142135623730951
RAJ,1991-Q4,0300-0350,R-1,47F0,1.4142135623730951
RAJ,1991-Q4,0400-0500,R-1,47F0,1.4142135623730951
RAJ,1991-Q4,0300-0350,R-1,44F0,2
RAJ,1991-Q4,0250-0300,R-1,44F0,1.7320508075688772
RAJ,1991-Q4,0350-0400,R-1,49F3,1.4142135623730951
RAJ,1991-Q4,0400-0500,R-4,38F1,1.7320508075688772
RAJ,1991-Q4,0350-0400,R-4,38F1,1
RAJ,1991-Q4,0250-0300,R-4,38F1,2
RAJ,1991-Q4,0300-0350,R-4,38F1,1.224744871391589
RAJ,1991-Q4,0200-0250,R-4,38F1,1
RAJ,1991-Q4,0400-0500,R-1,44F1,1.4142135623730951
RAJ,1991-Q4,0200-0250,R-1,45F3,2
RAJ,1991-Q4,0300-0350,R-1,45F3,2
RAJ,1991-Q4,0500-0600,R-1,45F3,1.4142135623730951
RAJ,1991-Q4,0400-0500,R-1,45F3,3.4641016151377544
RAJ,1991-Q4,0350-0400,R-1,45F3,1.7320508075688772
RAJ,1991-Q4,0400-0500,R-5,36F1,1
RAJ,1991-Q4,0250-0300,R-1,45F2,2
RAJ,1991-Q4,0400-0500,R-4,36F0,1.7320508075688772
RAJ,1991-Q4,0300-0350,R-4,36F0,1
RAJ,1991-Q4,0200-0250,R-1,45F2,2
RAJ,1991-Q4,0150-0200,R-1,45F2,1.4142135623730951
RAJ,1991-Q4,0300-0350,R-1,45F2,2.23606797749979
RAJ,1991-Q4,0500-0600,R-1,45F2,1.4142135623730951
RAJ,1991-Q4,0300-0350,R-4,38E9,1
RAJ,1991-Q4,0350-0400,R-4,38E9,1
RAJ,1991-Q4,0250-0300,R-2,40F3,1.224744871391589
RAJ,1991-Q4,0400-0500,R-2,40F3,1.5811388300841898
RAJ,1991-Q4,0400-0500,R-4,38E9,1
RAJ,1991-Q4,0200-0250,R-2,44F4,1
RAJ,1991-Q4,0150-0200,R-2,44F4,1.4142135623730951
RAJ,1991-Q4,0300-0350,R-2,44F4,2.8284271247461903
RAJ,1991-Q4,0350-0400,R-2,44F4,3.1622776601683795
RAJ,1991-Q4,0300-0350,R-7,40F5,1
RAJ,1991-Q4,0250-0300,R-2,44F4,1.7320508075688772
RAJ,1991-Q4,0250-0300,R-7,40F5,2
RAJ,1991-Q4,0300-0350,R-2,40F3,1
RAJ,1991-Q4,0400-0500,R-2,44F4,3.1622776601683795
RAJ,1991-Q4,0350-0400,R-1,45F2,3.1622776601683795
RAJ,1991-Q4,0400-0500,R-1,45F2,3.1622776601683795
RAJ,1991-Q4,0120-0150,R-1,45F2,1
RAJ,1991-Q4,0120-0150,R-2,43F1,1
RAJ,1991-Q4,0400-0500,R-2,43F1,3.1622776601683795
RAJ,1991-Q4,0400-0500,R-1,51F2,1
RAJ,1991-Q4,0150-0200,R-1,45F1,1.4142135623730951
RAJ,1991-Q4,0350-0400,R-1,51F2,1
RAJ,1991-Q4,0300-0350,R-1,47F1,1
RAJ,1991-Q4,0300-0350,R-3,45E9,1.7320508075688772
RAJ,1991-Q4,0250-0300,R-3,43E8,1.4142135623730951
RAJ,1991-Q4,0300-0350,R-1,47F2,1
RAJ,1991-Q4,0500-0600,R-4,38F1,1.4142135623730951
RAJ,1991-Q4,0350-0400,R-2,40F1,1.8708286933869707
RAJ,1991-Q4,0250-0300,R-2,40F1,1.5811388300841898
RAJ,1991-Q4,0400-0500,R-1,49F3,2
RAJ,1991-Q4,0250-0300,R-1,47F2,1
RAJ,1991-Q4,0250-0300,R-4,40E9,1.7320508075688772
RAJ,1991-Q4,0400-0500,R-4,40E9,1.4142135623730951
RAJ,1991-Q4,0350-0400,R-3,45E9,1
RAJ,1991-Q4,0350-0400,R-4,40E9,1
RAJ,1991-Q2,0400-0500,R-2,41F2,1.7320508075688772
RAJ,1991-Q2,0350-0400,R-2,41F2,1.5275252316519468
RAJ,1991-Q2,0400-0500,R-7,41F5,1
RAJ,1991-Q2,0300-0350,R-2,41F2,1
RAJ,1991-Q2,0400-0500,R-2,39F1,1
RAJ,1991-Q2,0150-0200,R-2,41F2,1
RAJ,1991-Q2,0400-0500,R-2,43F4,1.4142135623730951
RAJ,1991-Q2,0400-0500,R-2,41F3,3.1622776601683795
RAJ,1991-Q2,0350-0400,R-2,42F1,2.23606797749979
RAJ,1991-Q2,0300-0350,R-2,41F0,1
RAJ,1991-Q2,0250-0300,R-2,42F1,1.5811388300841898
RAJ,1991-Q2,0150-0200,R-4,39F0,1
RAJ,1991-Q2,0400-0500,R-2,41F4,2.345207879911715
RAJ,1991-Q2,0500-0600,R-2,41F4,1.4142135623730951
RAJ,1991-Q2,0300-0350,R-2,42F1,1.4142135623730951
