pred_name,stratum_time,pred_size,stratum_area,w_fac_area
COD,1981-Q2,0700-1000,R-2,0.092006015
COD,1981-Q2,0700-1000,R-6,0.1911680535
HAD,1981-Q2,0150-0200,R-3,0.2021762179
HAD,1981-Q2,0150-0200,R-1,0.5415938518
HAD,1981-Q2,0150-0200,R-2,0.1622198176
HAD,1981-Q2,0150-0200,R-6,0
HAD,1981-Q2,0200-0250,R-3,0.3162647616
HAD,1981-Q2,0200-0250,R-1,0.1857100344
HAD,1981-Q2,0200-0250,R-2,0.3541656645
HAD,1981-Q2,0200-0250,R-6,5.546422e-4
HAD,1981-Q2,0250-0300,R-3,0.2698400568
HAD,1981-Q2,0250-0300,R-1,0.1884723758
HAD,1981-Q2,0250-0300,R-2,0.4276801859
HAD,1981-Q2,0250-0300,R-6,6.628443e-4
HAD,1981-Q2,0300-0400,R-3,0.1477602579
HAD,1981-Q2,0300-0400,R-1,0.4000387332
HAD,1981-Q2,0300-0400,R-2,0.3522793013
HAD,1981-Q2,0300-0400,R-6,8.25728e-5
HAD,1981-Q2,0400-0500,R-3,0.0550787695
HAD,1981-Q2,0400-0500,R-1,0.6876061694
HAD,1981-Q2,0400-0500,R-2,0.1257792952
HAD,1981-Q2,0400-0500,R-6,0
HAD,1981-Q2,0500-0700,R-3,0
HAD,1981-Q2,0500-0700,R-1,0.7411249233
HAD,1981-Q2,0500-0700,R-2,0.1186662905
MAC,1981-Q2,0250-0300,R-2,0.0190547812
MAC,1981-Q2,0300-0400,R-2,0.0739449348
MAC,1981-Q2,0400-0500,R-2,0.1015672242
MAC,1981-Q2,0300-0400,R-4,0.1622093514
MAC,1981-Q2,0400-0500,R-4,0.0362445893
MAC,1981-Q2,0400-0500,R-7,0.003421692
MAC,1981-Q2,0250-0300,R-6,0.9031042271
MAC,1981-Q2,0300-0400,R-6,0.656398337
MAC,1981-Q2,0200-0250,R-6,0.805296622
MAC,1981-Q2,0400-0500,R-6,0.8259883021
MAC,1981-Q2,0250-0300,R-5,0.0405403165
MAC,1981-Q2,0300-0400,R-5,0.0406995972
MAC,1981-Q2,0400-0500,R-5,0.0194167443
MAC,1981-Q2,0200-0250,R-5,0.0163230287
MAC,1981-Q2,0150-0200,R-6,0
MAC,1981-Q2,0400-0500,R-1,0.0063184653
MAC,1981-Q2,0300-0400,R-1,0.0231872705
MAC,1981-Q2,0300-0400,R-7,0.0029220224
WHG,1981-Q2,0200-0250,R-3,0.1146688479
WHG,1981-Q2,0200-0250,R-2,0.1736728377
WHG,1981-Q2,0200-0250,R-1,0.0367815506
WHG,1981-Q2,0250-0300,R-3,0.1603087435
WHG,1981-Q2,0250-0300,R-1,0.1650315054
WHG,1981-Q2,0250-0300,R-2,0.1744898308
WHG,1981-Q2,0300-0400,R-3,0.1027498692
WHG,1981-Q2,0300-0400,R-1,0.3110437582
WHG,1981-Q2,0300-0400,R-2,0.1323860515
WHG,1981-Q2,0400-0500,R-3,0.0067284071
WHG,1981-Q2,0400-0500,R-2,0.0177063345
WHG,1981-Q2,0400-0500,R-1,0.7074485473
WHG,1981-Q2,0100-0150,R-3,0
WHG,1981-Q2,0150-0200,R-3,0.0706346003
WHG,1981-Q2,0150-0200,R-2,0.0728452225
WHG,1981-Q2,0150-0200,R-1,0.0025850009
WHG,1981-Q2,0200-0250,R-4,0.264878117
WHG,1981-Q2,0200-0250,R-5,0.0427013079
WHG,1981-Q2,0200-0250,R-6,0.3484547575
WHG,1981-Q2,0250-0300,R-4,0.2652496262
WHG,1981-Q2,0250-0300,R-5,0.0302199067
WHG,1981-Q2,0250-0300,R-6,0.1936912636
WHG,1981-Q2,0300-0400,R-4,0.2202978955
WHG,1981-Q2,0300-0400,R-5,0.0566127185
WHG,1981-Q2,0300-0400,R-6,0.169843851
WHG,1981-Q2,0400-0500,R-4,0
WHG,1981-Q2,0400-0500,R-5,0.1214148653
WHG,1981-Q2,0400-0500,R-6,0.1368952606
WHG,1981-Q2,0100-0150,R-4,0
WHG,1981-Q2,0100-0150,R-2,0.0056442439
WHG,1981-Q2,0100-0150,R-6,0.8775509191
WHG,1981-Q2,0150-0200,R-4,0.1778581969
WHG,1981-Q2,0150-0200,R-5,0.0337847484
WHG,1981-Q2,0150-0200,R-6,0.5577855358
WHG,1981-Q2,0100-0150,R-1,0
COD,1981-Q3,0100-0150,R-6,0.41596123
COD,1981-Q3,0100-0150,R-7,0.1011101589
COD,1981-Q3,0150-0200,R-5,0
COD,1981-Q3,0150-0200,R-2,0
COD,1981-Q3,0150-0200,R-6,0
COD,1981-Q3,0150-0200,R-7,0
COD,1981-Q3,0200-0250,R-3,0.1087857598
COD,1981-Q3,0200-0250,R-4,0.2006782645
COD,1981-Q3,0200-0250,R-1,0.1530596933
COD,1981-Q3,0200-0250,R-6,0.2971158752
COD,1981-Q3,0200-0250,R-2,0.0623576528
COD,1981-Q3,0200-0250,R-7,0.1780027544
COD,1981-Q3,0250-0300,R-4,0.0540124824
COD,1981-Q3,0250-0300,R-3,0.2708707618
COD,1981-Q3,0250-0300,R-1,0.1149344759
COD,1981-Q3,0250-0300,R-2,0.1032483506
COD,1981-Q3,0250-0300,R-6,0.2353725221
COD,1981-Q3,0250-0300,R-7,0.2215614072
COD,1981-Q3,0300-0400,R-3,0.3377229041
COD,1981-Q3,0300-0400,R-4,0.0582280869
COD,1981-Q3,0300-0400,R-1,0.1407116478
COD,1981-Q3,0300-0400,R-2,0.166001125
COD,1981-Q3,0300-0400,R-6,0.1591357391
COD,1981-Q3,0300-0400,R-7,0.1338224454
COD,1981-Q3,0400-0500,R-4,0.0331720833
COD,1981-Q3,0400-0500,R-3,0.0645276
COD,1981-Q3,0400-0500,R-1,0.3519477126
COD,1981-Q3,0400-0500,R-5,0.0270792516
COD,1981-Q3,0400-0500,R-2,0.2740645926
COD,1981-Q3,0400-0500,R-6,0.0643928675
COD,1981-Q3,0400-0500,R-7,0.1848158924
COD,1981-Q3,0500-0700,R-1,0.4536187907
COD,1981-Q3,0500-0700,R-3,0.0443845168
COD,1981-Q3,0500-0700,R-4,0.03593888
COD,1981-Q3,0500-0700,R-2,0.1988618029
COD,1981-Q3,0500-0700,R-5,0.0102682514
COD,1981-Q3,0500-0700,R-6,0.0209291125
COD,1981-Q3,0500-0700,R-7,0.2359986456
COD,1981-Q3,0700-1000,R-3,0.0374681698
COD,1981-Q3,0700-1000,R-1,0.6616880173
COD,1981-Q3,0700-1000,R-4,0.0338058675
COD,1981-Q3,0700-1000,R-2,0.0845146689
COD,1981-Q3,0700-1000,R-5,0.0482940965
COD,1981-Q3,0700-1000,R-6,0.0328115773
COD,1981-Q3,0700-1000,R-7,0.1014176026
COD,1981-Q3,0100-0150,R-4,0.0012198277
COD,1981-Q3,0100-0150,R-5,0
HAD,1981-Q3,0300-0400,R-3,0.2939416883
HAD,1981-Q3,0300-0400,R-1,0.2851549349
HAD,1981-Q3,0300-0400,R-2,0.2361489581
HAD,1981-Q3,0300-0400,R-6,0.0010243727
HAD,1981-Q3,0400-0500,R-3,0.0837836475
HAD,1981-Q3,0400-0500,R-1,0.2903926164
HAD,1981-Q3,0400-0500,R-2,0.0817158382
HAD,1981-Q3,0400-0500,R-6,0
HAD,1981-Q3,0500-0700,R-1,0.4546985517
HAD,1981-Q3,0500-0700,R-3,0.0063994611
HAD,1981-Q3,0150-0200,R-3,0.2034556479
HAD,1981-Q3,0150-0200,R-1,0.3807843708
HAD,1981-Q3,0150-0200,R-2,0.3790828208
HAD,1981-Q3,0150-0200,R-6,0
HAD,1981-Q3,0200-0250,R-3,0.3005696444
HAD,1981-Q3,0200-0250,R-1,0.4225986183
HAD,1981-Q3,0200-0250,R-2,0.1779994045
HAD,1981-Q3,0250-0300,R-3,0.3593504387
HAD,1981-Q3,0250-0300,R-1,0.2297903804
HAD,1981-Q3,0250-0300,R-2,0.3121229501
HAD,1981-Q3,0250-0300,R-6,3.36454e-5
MAC,1981-Q3,0250-0300,R-1,0.0063668757
MAC,1981-Q3,0300-0400,R-1,0.0887134494
MAC,1981-Q3,0400-0500,R-1,0.0235034926
MAC,1981-Q3,0300-0400,R-2,0.0231979745
MAC,1981-Q3,0400-0500,R-2,0.0011270681
MAC,1981-Q3,0250-0300,R-2,0.0055548311
MAC,1981-Q3,0250-0300,R-6,0.8447179476
MAC,1981-Q3,0300-0400,R-6,0.770003584
MAC,1981-Q3,0250-0300,R-5,0.1033620463
MAC,1981-Q3,0300-0400,R-5,0.0589779012
MAC,1981-Q3,0400-0500,R-6,0.942958182
MAC,1981-Q3,0200-0250,R-6,0.9546727103
MAC,1981-Q3,0300-0400,R-4,0.007189687
MAC,1981-Q3,0300-0400,R-7,0.0202209947
MAC,1981-Q3,0400-0500,R-7,0.0270496336
MAC,1981-Q3,0250-0300,R-7,0.0360712447
MAC,1981-Q3,0400-0500,R-4,0
MAC,1981-Q3,0250-0300,R-4,0.0010547148
WHG,1981-Q3,0150-0200,R-4,0.0462998463
WHG,1981-Q3,0150-0200,R-2,0.0027114229
WHG,1981-Q3,0150-0200,R-6,0.7746790259
WHG,1981-Q3,0150-0200,R-7,0.1062271635
WHG,1981-Q3,0200-0250,R-3,0.1474023776
WHG,1981-Q3,0200-0250,R-4,0.1775635128
WHG,1981-Q3,0200-0250,R-2,0.0428652887
WHG,1981-Q3,0200-0250,R-1,0.004525346
WHG,1981-Q3,0200-0250,R-6,0.4941806007
WHG,1981-Q3,0200-0250,R-7,0.0647521721
WHG,1981-Q3,0250-0300,R-3,0.2439889164
WHG,1981-Q3,0250-0300,R-1,0.1706070064
WHG,1981-Q3,0250-0300,R-4,0.0873278084
WHG,1981-Q3,0250-0300,R-2,0.0897176802
WHG,1981-Q3,0250-0300,R-6,0.3214215317
WHG,1981-Q3,0250-0300,R-7,0.0337200322
WHG,1981-Q3,0300-0400,R-1,0.4516794166
WHG,1981-Q3,0300-0400,R-4,0.0585419602
WHG,1981-Q3,0300-0400,R-2,0.1176902871
WHG,1981-Q3,0300-0400,R-6,0.1769075194
WHG,1981-Q3,0300-0400,R-7,0.0521751086
WHG,1981-Q3,0400-0500,R-1,0.5606814266
WHG,1981-Q3,0400-0500,R-3,0.0115547839
WHG,1981-Q3,0400-0500,R-6,0.1613376947
WHG,1981-Q3,0100-0150,R-2,0.1054049695
WHG,1981-Q3,0400-0500,R-2,0.028380171
WHG,1981-Q3,0100-0150,R-5,3.49776e-5
WHG,1981-Q3,0100-0150,R-6,0.1254273769
WHG,1981-Q3,0150-0200,R-5,0.04295599
WHG,1981-Q3,0200-0250,R-5,0.0687107021
WHG,1981-Q3,0250-0300,R-5,0.0532170246
WHG,1981-Q3,0300-0400,R-5,0.0373269964
WHG,1981-Q3,0400-0500,R-5,0.2258829935
WHG,1981-Q3,0100-0150,R-1,0.1204628222
WHG,1981-Q3,0150-0200,R-1,0.0031006925
WHG,1981-Q3,0100-0150,R-3,0.1453213376
WHG,1981-Q3,0300-0400,R-3,0.1056787117
COD,1981-Q4,0100-0150,R-4,0.0078142565
COD,1981-Q4,0100-0150,R-2,0.2550289151
COD,1981-Q4,0100-0150,R-1,0.2153994717
COD,1981-Q4,0100-0150,R-6,0.2600016237
COD,1981-Q4,0100-0150,R-7,0.2577065274
COD,1981-Q4,0150-0200,R-4,0.0013271959
COD,1981-Q4,0150-0200,R-6,0.9033981054
COD,1981-Q4,0150-0200,R-2,0.012668688000000001
COD,1981-Q4,0150-0200,R-1,0.0018744487
COD,1981-Q4,0150-0200,R-7,0.0780168432
COD,1981-Q4,0200-0250,R-4,0.0035191288
COD,1981-Q4,0200-0250,R-2,0.0038390496
COD,1981-Q4,0200-0250,R-5,0.004798812
COD,1981-Q4,0200-0250,R-6,0.6624919932
COD,1981-Q4,0200-0250,R-7,0.2640084881
COD,1981-Q4,0250-0300,R-4,0.0236936536
COD,1981-Q4,0250-0300,R-2,0.0818508034
COD,1981-Q4,0250-0300,R-6,0.0947746144
COD,1981-Q4,0250-0300,R-7,0.3817494958
COD,1981-Q4,0300-0400,R-4,0.0271093194
COD,1981-Q4,0300-0400,R-3,0.0561902256
COD,1981-Q4,0300-0400,R-2,0.2066645517
COD,1981-Q4,0300-0400,R-1,0.4617134545
COD,1981-Q4,0300-0400,R-6,0.1244212139
COD,1981-Q4,0300-0400,R-5,0.0264051812
COD,1981-Q4,0300-0400,R-7,0.0974960537
COD,1981-Q4,0400-0500,R-4,0.132274766
COD,1981-Q4,0400-0500,R-3,0.0500468162
COD,1981-Q4,0400-0500,R-2,0.1442997448
COD,1981-Q4,0400-0500,R-1,0.4110579464
COD,1981-Q4,0400-0500,R-6,0.2197708018
COD,1981-Q4,0400-0500,R-5,0.017178541
COD,1981-Q4,0400-0500,R-7,0.0253713837
COD,1981-Q4,0500-0700,R-3,0.0283660018
COD,1981-Q4,0500-0700,R-4,0.0821121105
COD,1981-Q4,0500-0700,R-1,0.5938465135
COD,1981-Q4,0500-0700,R-2,0.1791536957
COD,1981-Q4,0500-0700,R-6,0.064196741
COD,1981-Q4,0500-0700,R-5,0.0419891474
COD,1981-Q4,0500-0700,R-7,0.0103357901
COD,1981-Q4,0700-1000,R-3,0.0340434748
COD,1981-Q4,0700-1000,R-4,0
COD,1981-Q4,0700-1000,R-2,0.1007866031
COD,1981-Q4,0700-1000,R-1,0.6335157911
COD,1981-Q4,0700-1000,R-6,0.1068337993
COD,1981-Q4,0700-1000,R-7,0.07442703
COD,1981-Q4,0100-0150,R-3,0.0040492056
COD,1981-Q4,0200-0250,R-3,0.0510593597
COD,1981-Q4,0250-0300,R-3,0.0163701607
COD,1981-Q4,0250-0300,R-1,0.4015612721
HAD,1981-Q4,0150-0200,R-3,0.1585037479
HAD,1981-Q4,0150-0200,R-1,0.2878363432
HAD,1981-Q4,0150-0200,R-2,0.3850488984
HAD,1981-Q4,0150-0200,R-6,0
HAD,1981-Q4,0150-0200,R-7,0.1678941313
HAD,1981-Q4,0200-0250,R-3,0.572499747
HAD,1981-Q4,0200-0250,R-1,0.2598187728
HAD,1981-Q4,0200-0250,R-2,0.1021518586
HAD,1981-Q4,0200-0250,R-6,0
HAD,1981-Q4,0200-0250,R-7,0.0529061087
HAD,1981-Q4,0250-0300,R-3,0.3659257858
HAD,1981-Q4,0250-0300,R-1,0.260120824
HAD,1981-Q4,0250-0300,R-2,0.3043216608
HAD,1981-Q4,0250-0300,R-7,0.0189970907
HAD,1981-Q4,0300-0400,R-3,0.1963490445
HAD,1981-Q4,0300-0400,R-1,0.455508402
HAD,1981-Q4,0300-0400,R-2,0.2567792961
HAD,1981-Q4,0300-0400,R-7,0.0281056398
HAD,1981-Q4,0400-0500,R-3,0.1932895589
HAD,1981-Q4,0400-0500,R-1,0.533316648
HAD,1981-Q4,0400-0500,R-2,0.2491019375
HAD,1981-Q4,0400-0500,R-6,0
HAD,1981-Q4,0400-0500,R-7,0
HAD,1981-Q4,0500-0700,R-1,0.8122814728
HAD,1981-Q4,0500-0700,R-2,0.131329498
HAD,1981-Q4,0500-0700,R-7,0.0110206572
MAC,1981-Q4,0300-0400,R-7,0
MAC,1981-Q4,0250-0300,R-2,0
MAC,1981-Q4,0300-0400,R-2,0
MAC,1981-Q4,0400-0500,R-2,0
MAC,1981-Q4,0300-0400,R-6,0.0229342178
MAC,1981-Q4,0250-0300,R-5,5.270857e-4
MAC,1981-Q4,0400-0500,R-6,0.1117783903
MAC,1981-Q4,0250-0300,R-6,0.0402060955
MAC,1981-Q4,0300-0400,R-1,0.0974247087
MAC,1981-Q4,0400-0500,R-1,0.4409310441
MAC,1981-Q4,0400-0500,R-7,0
WHG,1981-Q4,0100-0150,R-2,0.3217189241
WHG,1981-Q4,0100-0150,R-7,0.0606457298
WHG,1981-Q4,0150-0200,R-2,0.2511029165
WHG,1981-Q4,0150-0200,R-7,0.096157734
WHG,1981-Q4,0200-0250,R-2,0.0606843978
WHG,1981-Q4,0200-0250,R-7,0.0211139102
WHG,1981-Q4,0250-0300,R-2,0.1090025477
WHG,1981-Q4,0250-0300,R-7,0.0123633891
WHG,1981-Q4,0300-0400,R-2,0.1041537234
WHG,1981-Q4,0300-0400,R-7,0.0086165358
WHG,1981-Q4,0400-0500,R-2,0.5036734076
WHG,1981-Q4,0400-0500,R-7,0
WHG,1981-Q4,0150-0200,R-6,0.3173540965
WHG,1981-Q4,0200-0250,R-6,0.3046717487
WHG,1981-Q4,0250-0300,R-6,0.1587539029
WHG,1981-Q4,0300-0400,R-6,0.0702257175
WHG,1981-Q4,0400-0500,R-6,0.0286298568
WHG,1981-Q4,0100-0150,R-6,0.0876315144
WHG,1981-Q4,0100-0150,R-4,0.0425253261
WHG,1981-Q4,0150-0200,R-4,0.035736553
WHG,1981-Q4,0150-0200,R-5,0.0293995839
WHG,1981-Q4,0200-0250,R-4,0.3568851559
WHG,1981-Q4,0200-0250,R-5,0.049159917
WHG,1981-Q4,0250-0300,R-4,0.2542375273
WHG,1981-Q4,0300-0400,R-4,0.0345667961
WHG,1981-Q4,0150-0200,R-1,0.1192571356
WHG,1981-Q4,0250-0300,R-1,0.1537773945
WHG,1981-Q4,0300-0400,R-1,0.5744917617
WHG,1981-Q4,0400-0500,R-1,0.4279330455
WHG,1981-Q4,0100-0150,R-3,0.2366361449
WHG,1981-Q4,0100-0150,R-1,0.1951824809
WHG,1981-Q4,0150-0200,R-3,0.1509919805
WHG,1981-Q4,0200-0250,R-3,0.187619873
WHG,1981-Q4,0200-0250,R-1,0.0198649974
WHG,1981-Q4,0250-0300,R-3,0.2599477754
WHG,1981-Q4,0300-0400,R-3,0.140254303
WHG,1981-Q4,0400-0500,R-4,0
COD,1985-Q1,0250-0300,R-4,0.0684877524
COD,1985-Q1,0250-0300,R-2,0.1343071508
COD,1985-Q1,0250-0300,R-1,0.2831058502
COD,1985-Q1,0250-0300,R-6,0.3173457704
COD,1985-Q1,0300-0350,R-4,0.0868511939
COD,1985-Q1,0300-0350,R-3,0.0442903491
COD,1985-Q1,0300-0350,R-2,0.185733722
COD,1985-Q1,0300-0350,R-1,0.474971765
COD,1985-Q1,0300-0350,R-6,0.0408711501
COD,1985-Q1,0350-0400,R-4,0.1370117508
COD,1985-Q1,0350-0400,R-3,0.073883055
COD,1985-Q1,0350-0400,R-1,0.4207937553
COD,1985-Q1,0350-0400,R-2,0.1913911375
COD,1985-Q1,0150-0200,R-6,0.8040807059
COD,1985-Q1,0350-0400,R-6,0.0715920798
COD,1985-Q1,0400-0500,R-1,0.4311298585
COD,1985-Q1,0400-0500,R-4,0.1678011359
COD,1985-Q1,0400-0500,R-2,0.1550141509
COD,1985-Q1,0400-0500,R-6,0.1401342704
COD,1985-Q1,0500-0600,R-4,0.0630904692
COD,1985-Q1,0500-0600,R-1,0.5955824223
COD,1985-Q1,0500-0600,R-6,0.1239542159
COD,1985-Q1,0600-0700,R-1,0.532110632
COD,1985-Q1,0600-0700,R-4,0.0307905947
