Year Quarter Predator.no Predator.age Prey.no Prey.age Part.M2
1974 1 1 9 2 5 0.0052167
1974 1 1 9 2 6 0.00515637
1974 1 1 9 2 7 0.00481797
1974 1 1 9 2 8 0.00360234
1974 1 1 9 3 1 0.00423362
1974 1 1 9 3 2 0.00459185
1974 1 1 9 3 3 0.00449207
1974 1 1 9 3 4 0.00436859
1974 1 1 9 3 5 0.00436859
1974 1 1 9 3 6 0.00430253
1974 1 1 9 3 7 0.00436859
1974 1 1 10 2 1 0.0038186
1974 1 1 10 2 2 0.00338936
1974 1 1 10 2 3 0.00283924
1974 1 1 10 2 4 0.00253887
1974 1 1 10 2 5 0.00242846
1974 1 1 10 2 6 0.00240733
1974 1 1 10 2 7 0.00228668
1974 1 1 10 2 8 0.00182316
1974 1 1 10 3 1 0.00115299
1974 1 1 10 3 2 0.00149998
1974 1 1 10 3 3 0.0015189
1974 1 1 10 3 4 0.00152087
1974 1 1 10 3 5 0.00152087
1974 1 1 10 3 6 0.00151756
1974 1 1 10 3 7 0.00152087
1974 1 1 11 2 1 0.00143734
1974 1 1 11 2 2 0.00149781
1974 1 1 11 2 3 0.00137948
1974 1 1 11 2 4 0.00129034
1974 1 1 11 2 5 0.00125432
1974 1 1 11 2 6 0.00124723
1974 1 1 11 2 7 0.00120571
1974 1 1 11 2 8 0.00102943
1974 1 1 11 3 1 0.000336298
1974 1 1 11 3 2 0.000531101
1974 1 1 11 3 3 0.000557948
1974 1 1 11 3 4 0.000576318
1974 1 1 11 3 5 0.000576318
1974 1 1 11 3 6 0.000583122
1974 1 1 11 3 7 0.000576318
1974 2 1 2 3 1 0.0140801
1974 2 1 3 3 1 0.0247129
1974 2 1 3 3 2 0.0105292
1974 2 1 3 3 3 0.00733935
1974 2 1 3 3 4 0.00596556
1974 2 1 3 3 5 0.00596556
1974 2 1 3 3 7 0.00542019
1974 2 1 4 2 1 0.00772138
1974 2 1 4 2 2 0.00351782
1974 2 1 4 3 1 0.0380452
1974 2 1 4 3 2 0.019673
1974 2 1 4 3 3 0.0147298
1974 2 1 4 3 4 0.012449
1974 2 1 4 3 5 0.012449
1974 2 1 4 3 6 0.0106811
1974 2 1 4 3 7 0.0115117
1974 2 1 5 2 1 0.00785542
1974 2 1 5 2 2 0.00406259
1974 2 1 5 2 3 0.00274368
1974 2 1 5 2 4 0.00225612
1974 2 1 5 2 5 0.00198426
1974 2 1 5 2 6 0.00244742
1974 2 1 5 2 7 0.0020867
1974 2 1 5 3 1 0.0281645
1974 2 1 5 3 2 0.0171061
1974 2 1 5 3 3 0.0135922
1974 2 1 5 3 4 0.0118661
1974 2 1 5 3 5 0.0118661
1974 2 1 5 3 6 0.0104737
1974 2 1 5 3 7 0.0111342
1974 2 1 6 2 1 0.0135277
1974 2 1 6 2 2 0.00773156
1974 2 1 6 2 3 0.00550384
1974 2 1 6 2 4 0.00463943
1974 2 1 6 2 5 0.00414542
1974 2 1 6 2 6 0.00498169
1974 2 1 6 2 7 0.00433267
1974 2 1 6 2 8 0.00289748
1974 2 1 6 3 1 0.0377476
1974 2 1 6 3 2 0.0260278
1974 2 1 6 3 3 0.0216735
1974 2 1 6 3 4 0.0194108
1974 2 1 6 3 5 0.0194108
1974 2 1 6 3 6 0.0175205
1974 2 1 6 3 7 0.0184249
1974 2 1 7 2 1 0.00787847
1974 2 1 7 2 2 0.00493056
1974 2 1 7 2 3 0.00368177
1974 2 1 7 2 4 0.00317419
1974 2 1 7 2 5 0.00287722
1974 2 1 7 2 6 0.00337691
1974 2 1 7 2 7 0.00299042
1974 2 1 7 2 8 0.00210046
1974 2 1 7 3 1 0.0175094
1974 2 1 7 3 2 0.0135469
1974 2 1 7 3 3 0.0117709
1974 2 1 7 3 4 0.0107895
1974 2 1 7 3 5 0.0107895
1974 2 1 7 3 6 0.0099385
1974 2 1 7 3 7 0.0103492
1974 2 1 8 2 1 0.0141004
1974 2 1 8 2 2 0.00973196
1974 2 1 8 2 3 0.00765166
1974 2 1 8 2 4 0.00675895
1974 2 1 8 2 5 0.00622224
1974 2 1 8 2 6 0.00711907
1974 2 1 8 2 7 0.00642814
1974 2 1 8 2 8 0.00476062
1974 2 1 8 3 1 0.0245157
1974 2 1 8 3 2 0.0214771
1974 2 1 8 3 3 0.0195378
1974 2 1 8 3 4 0.0183628
1974 2 1 8 3 5 0.0183628
1974 2 1 8 3 6 0.0172888
1974 2 1 8 3 7 0.0178134
1974 2 1 9 2 1 0.00690813
1974 2 1 9 2 2 0.0054088
1974 2 1 9 2 3 0.00454475
1974 2 1 9 2 4 0.00414211
1974 2 1 9 2 5 0.00389006
1974 2 1 9 2 6 0.00430697
1974 2 1 9 2 7 0.00398768
1974 2 1 9 2 8 0.00316173
1974 2 1 9 3 1 0.00875408
1974 2 1 9 3 2 0.00900037
1974 2 1 9 3 3 0.00868639
1974 2 1 9 3 4 0.00843159
1974 2 1 9 3 5 0.00843159
1974 2 1 9 3 6 0.00816556
1974 2 1 9 3 7 0.00829917
1974 2 1 10 2 1 0.00263017
1974 2 1 10 2 2 0.00228968
1974 2 1 10 2 3 0.00203443
1974 2 1 10 2 4 0.00190362
1974 2 1 10 2 5 0.00181804
1974 2 1 10 2 6 0.00195806
1974 2 1 10 2 7 0.00185152
1974 2 1 10 2 8 0.00155469
1974 2 1 10 3 1 0.00255472
1974 2 1 10 3 2 0.003005
1974 2 1 10 3 3 0.00304799
1974 2 1 10 3 4 0.0030399
1974 2 1 10 3 5 0.0030399
1974 2 1 10 3 6 0.00301464
1974 2 1 10 3 7 0.00302897
1974 2 1 11 2 1 0.00110902
1974 2 1 11 2 2 0.00108091
1974 2 1 11 2 3 0.00101931
1974 2 1 11 2 4 0.000980873
1974 2 1 11 2 5 0.000953671
1974 2 1 11 2 6 0.000997351
1974 2 1 11 2 7 0.000964496
1974 2 1 11 2 8 0.000860899
1974 2 1 11 3 1 0.000811443
1974 2 1 11 3 2 0.00110162
1974 2 1 11 3 3 0.00117815
1974 2 1 11 3 4 0.00120946
1974 2 1 11 3 5 0.00120946
1974 2 1 11 3 6 0.0012301
1974 2 1 11 3 7 0.00122092
1974 3 1 2 3 0 0.00801174
1974 3 1 2 3 1 0.00240125
1974 3 1 3 2 0 0.00986815
1974 3 1 3 3 0 0.0214841
1974 3 1 3 3 1 0.00870584
1974 3 1 3 3 2 0.00364317
1974 3 1 3 3 3 0.00235232
1974 3 1 3 3 4 0.00213836
1974 3 1 3 3 5 0.00213836
1974 3 1 3 3 7 0.00213836
1974 3 1 4 2 0 0.0293298
1974 3 1 4 2 1 0.00611256
1974 3 1 4 3 0 0.0415628
1974 3 1 4 3 1 0.0217989
1974 3 1 4 3 2 0.0110038
1974 3 1 4 3 3 0.00771177
1974 3 1 4 3 4 0.00713091
1974 3 1 4 3 5 0.00713091
1974 3 1 4 3 6 0.00661618
1974 3 1 4 3 7 0.00713091
1974 3 1 5 2 0 0.0217408
1974 3 1 5 2 1 0.00596904
1974 3 1 5 2 2 0.00427905
1974 3 1 5 2 3 0.00380305
1974 3 1 5 2 4 0.00349724
1974 3 1 5 2 5 0.00264487
1974 3 1 5 3 0 0.0213304
1974 3 1 5 3 1 0.0139527
1974 3 1 5 3 2 0.0082698
1974 3 1 5 3 3 0.00621701
1974 3 1 5 3 4 0.00583329
1974 3 1 5 3 5 0.00583329
1974 3 1 5 3 6 0.00548698
1974 3 1 5 3 7 0.00583329
1974 3 1 6 2 0 0.0357982
1974 3 1 6 2 1 0.0122731
1974 3 1 6 2 2 0.00921075
1974 3 1 6 2 3 0.00831425
1974 3 1 6 2 4 0.00772896
1974 3 1 6 2 5 0.00605332
1974 3 1 6 2 6 0.00547216
1974 3 1 6 2 7 0.00547216
1974 3 1 6 2 8 0.00360788
1974 3 1 6 3 0 0.0261169
1974 3 1 6 3 1 0.0204116
1974 3 1 6 3 2 0.013769
1974 3 1 6 3 3 0.0109533
1974 3 1 6 3 4 0.0103989
1974 3 1 6 3 5 0.0103989
1974 3 1 6 3 6 0.00989025
1974 3 1 6 3 7 0.0103989
1974 3 1 7 2 0 0.0206655
1974 3 1 7 2 1 0.00860493
1974 3 1 7 2 2 0.006722
1974 3 1 7 2 3 0.00615072
1974 3 1 7 2 4 0.00577219
1974 3 1 7 2 5 0.0046613
1974 3 1 7 2 6 0.00426544
1974 3 1 7 2 7 0.00426544
1974 3 1 7 2 8 0.00295007
1974 3 1 7 3 0 0.0116339
1974 3 1 7 3 1 0.0106248
1974 3 1 7 3 2 0.00802614
1974 3 1 7 3 3 0.00670869
1974 3 1 7 3 4 0.00643504
1974 3 1 7 3 5 0.00643504
1974 3 1 7 3 6 0.00617974
1974 3 1 7 3 7 0.00643504
1974 3 1 8 2 0 0.0314999
1974 3 1 8 2 1 0.016214
1974 3 1 8 2 2 0.0132323
1974 3 1 8 2 3 0.0122885
1974 3 1 8 2 4 0.0116521
1974 3 1 8 2 5 0.00972915
1974 3 1 8 2 6 0.00902202
1974 3 1 8 2 7 0.00902202
1974 3 1 8 2 8 0.00657411
1974 3 1 8 3 0 0.0133651
1974 3 1 8 3 1 0.0144661
1974 3 1 8 3 2 0.0123644
1974 3 1 8 3 3 0.010908
1974 3 1 8 3 4 0.0105812
1974 3 1 8 3 5 0.0105812
1974 3 1 8 3 6 0.0102692
1974 3 1 8 3 7 0.0105812
1974 3 1 9 2 0 0.0125979
1974 3 1 9 2 1 0.0085437
1974 3 1 9 2 2 0.00738067
1974 3 1 9 2 3 0.00698764
1974 3 1 9 2 4 0.00671549
1974 3 1 9 2 5 0.00585613
1974 3 1 9 2 6 0.00552518
1974 3 1 9 2 7 0.00552518
1974 3 1 9 2 8 0.00430883
1974 3 1 9 3 0 0.00370016
1974 3 1 9 3 1 0.00499537
1974 3 1 9 3 2 0.00501359
1974 3 1 9 3 3 0.0047447
1974 3 1 9 3 4 0.0046703
1974 3 1 9 3 5 0.0046703
1974 3 1 9 3 6 0.00459521
1974 3 1 9 3 7 0.0046703
1974 3 1 10 2 0 0.00397555
1974 3 1 10 2 1 0.00339425
1974 3 1 10 2 2 0.00307483
1974 3 1 10 2 3 0.00295832
1974 3 1 10 2 4 0.00287521
1974 3 1 10 2 5 0.00259987
1974 3 1 10 2 6 0.00248861
1974 3 1 10 2 7 0.00248861
1974 3 1 10 2 8 0.00205392
1974 3 1 10 3 0 0.000858904
1974 3 1 10 3 1 0.00139451
1974 3 1 10 3 2 0.00160047
1974 3 1 10 3 3 0.00160607
1974 3 1 10 3 4 0.00160028
1974 3 1 10 3 5 0.00160028
1974 3 1 10 3 6 0.0015927
1974 3 1 10 3 7 0.00160028
1974 3 1 11 2 0 0.0013596
1974 3 1 11 2 1 0.00148475
1974 3 1 11 2 2 0.00141508
1974 3 1 11 2 3 0.00138508
1974 3 1 11 2 4 0.00136243
1974 3 1 11 2 5 0.00128065
1974 3 1 11 2 6 0.00124491
1974 3 1 11 2 7 0.00124491
1974 3 1 11 2 8 0.00109163
1974 3 1 11 3 1 0.00041833
1974 3 1 11 3 2 0.000554124
1974 3 1 11 3 3 0.000592019
1974 3 1 11 3 4 0.000597627
1974 3 1 11 3 5 0.000597627
1974 3 1 11 3 6 0.000602124
1974 3 1 11 3 7 0.000597627
1974 4 1 2 3 0 0.00305034
1974 4 1 3 2 0 0.00546249
1974 4 1 3 3 0 0.00489269
1974 4 1 3 3 1 0.00216093
1974 4 1 3 3 2 0.00159826
1974 4 1 3 3 3 0.00128611
1974 4 1 3 3 4 0.0011637
1974 4 1 3 3 5 0.0011637
1974 4 1 3 3 6 0.0011637
1974 4 1 3 3 7 0.0011637
1974 4 1 4 2 0 0.0242811
1974 4 1 4 2 1 0.00574528
1974 4 1 4 3 0 0.0176964
1974 4 1 4 3 1 0.00941977
1974 4 1 4 3 2 0.00740101
1974 4 1 4 3 3 0.0062075
1974 4 1 4 3 4 0.00572183
1974 4 1 4 3 5 0.00572183
1974 4 1 4 3 6 0.00572183
1974 4 1 4 3 7 0.00572183
1974 4 1 5 2 0 0.0208442
1974 4 1 5 2 1 0.00631699
1974 4 1 5 2 2 0.00478661
1974 4 1 5 2 3 0.00333692
1974 4 1 5 2 4 0.00278037
1974 4 1 5 2 5 0.0026471
1974 4 1 5 2 6 0.0027125
1974 4 1 5 3 0 0.0128631
1974 4 1 5 3 1 0.00796004
1974 4 1 5 3 2 0.00656664
1974 4 1 5 3 3 0.00569495
1974 4 1 5 3 4 0.00532853
1974 4 1 5 3 5 0.00532853
1974 4 1 5 3 6 0.00532853
1974 4 1 5 3 7 0.00532853
1974 4 1 6 2 0 0.0328839
1974 4 1 6 2 1 0.0122869
1974 4 1 6 2 2 0.00968514
1974 4 1 6 2 3 0.0070849
1974 4 1 6 2 4 0.00604164
1974 4 1 6 2 5 0.00578735
1974 4 1 6 2 6 0.00591236
1974 4 1 6 2 7 0.00501676
1974 4 1 6 2 8 0.00353099
1974 4 1 6 3 0 0.0176285
1974 4 1 6 3 1 0.0123915
1974 4 1 6 3 2 0.0106529
1974 4 1 6 3 3 0.00950388
1974 4 1 6 3 4 0.00900569
1974 4 1 6 3 5 0.00900569
1974 4 1 6 3 6 0.00900569
1974 4 1 6 3 7 0.00900569
1974 4 1 7 2 0 0.0207776
1974 4 1 7 2 1 0.00931589
1974 4 1 7 2 2 0.00760004
1974 4 1 7 2 3 0.00579759
1974 4 1 7 2 4 0.00504466
1974 4 1 7 2 5 0.00485814
1974 4 1 7 2 6 0.00494999
1974 4 1 7 2 7 0.004285
1974 4 1 7 2 8 0.00314107
1974 4 1 7 3 0 0.00985386
1974 4 1 7 3 1 0.00773922
1974 4 1 7 3 2 0.00689669
1974 4 1 7 3 3 0.00630621
1974 4 1 7 3 4 0.00604187
1974 4 1 7 3 5 0.00604187
1974 4 1 7 3 6 0.00604187
1974 4 1 7 3 7 0.00604187
1974 4 1 8 2 0 0.0341685
1974 4 1 8 2 1 0.018678
1974 4 1 8 2 2 0.015818
1974 4 1 8 2 3 0.0126292
1974 4 1 8 2 4 0.0112328
1974 4 1 8 2 5 0.0108803
1974 4 1 8 2 6 0.0110542
1974 4 1 8 2 7 0.00977949
1974 4 1 8 2 8 0.00749265
1974 4 1 8 3 0 0.0141832
1974 4 1 8 3 1 0.0125675
1974 4 1 8 3 2 0.0116453
1974 4 1 8 3 3 0.0109372
1974 4 1 8 3 4 0.0106051
1974 4 1 8 3 5 0.0106051
1974 4 1 8 3 6 0.0106051
1974 4 1 8 3 7 0.0106051
1974 4 1 9 2 0 0.0138833
1974 4 1 9 2 1 0.00982776
1974 4 1 9 2 2 0.00873863
1974 4 1 9 2 3 0.00740424
1974 4 1 9 2 4 0.00677669
1974 4 1 9 2 5 0.00661379
1974 4 1 9 2 6 0.0066944
1974 4 1 9 2 7 0.00609276
1974 4 1 9 2 8 0.00494497
1974 4 1 9 3 0 0.00484366
1974 4 1 9 3 1 0.00502306
1974 4 1 9 3 2 0.00489766
1974 4 1 9 3 3 0.00476334
1974 4 1 9 3 4 0.00469145
1974 4 1 9 3 5 0.00469145
1974 4 1 9 3 6 0.00469145
1974 4 1 9 3 7 0.00469145
1974 4 1 10 2 0 0.00446231
1974 4 1 10 2 1 0.00391638
1974 4 1 10 2 2 0.00362642
1974 4 1 10 2 3 0.00322837
1974 4 1 10 2 4 0.00302589
1974 4 1 10 2 5 0.00297176
1974 4 1 10 2 6 0.00299863
1974 4 1 10 2 7 0.00279426
1974 4 1 10 2 8 0.00237922
1974 4 1 10 3 0 0.00134735
1974 4 1 10 3 1 0.00159255
1974 4 1 10 3 2 0.00161998
1974 4 1 10 3 3 0.00162198
1974 4 1 10 3 4 0.0016184
1974 4 1 10 3 5 0.0016184
1974 4 1 10 3 6 0.0016184
1974 4 1 10 3 7 0.0016184
1974 4 1 11 2 0 0.00150158
1974 4 1 11 2 1 0.00165965
1974 4 1 11 2 2 0.00160507
1974 4 1 11 2 3 0.0015067
1974 4 1 11 2 4 0.00144871
1974 4 1 11 2 5 0.00143241
1974 4 1 11 2 6 0.00144054
1974 4 1 11 2 7 0.00137675
1974 4 1 11 2 8 0.0012341
1974 4 1 11 3 0 0.000388281
1974 4 1 11 3 1 0.000528088
1974 4 1 11 3 2 0.000562152
1974 4 1 11 3 3 0.000580657
1974 4 1 11 3 4 0.000587511
1974 4 1 11 3 5 0.000587511
1974 4 1 11 3 6 0.000587511
1974 4 1 11 3 7 0.000587511
1975 1 1 2 3 1 0.013707
1975 1 1 3 2 1 0.0075263
1975 1 1 3 3 1 0.0135975
1975 1 1 3 3 2 0.00455249
1975 1 1 3 3 3 0.00354707
1975 1 1 3 3 4 0.00284575
1975 1 1 3 3 5 0.00284575
1975 1 1 3 3 6 0.00257145
1975 1 1 3 3 7 0.00284575
1975 1 1 4 2 1 0.0206276
1975 1 1 4 2 2 0.00733767
1975 1 1 4 3 1 0.0259647
1975 1 1 4 3 2 0.0114292
1975 1 1 4 3 3 0.00939215
1975 1 1 4 3 4 0.00788222
1975 1 1 4 3 5 0.00788222
1975 1 1 4 3 6 0.00726746
1975 1 1 4 3 7 0.00788222
1975 1 1 5 2 1 0.0212648
1975 1 1 5 2 2 0.00897464
1975 1 1 5 2 3 0.0048531
1975 1 1 5 2 4 0.00352543
1975 1 1 5 2 5 0.0031299
1975 1 1 5 2 6 0.00305886
1975 1 1 5 3 1 0.0205373
1975 1 1 5 3 2 0.0110483
1975 1 1 5 3 3 0.00944069
1975 1 1 5 3 4 0.00818888
1975 1 1 5 3 5 0.00818888
1975 1 1 5 3 6 0.00766258
1975 1 1 5 3 7 0.00818888
1975 1 1 6 2 1 0.0347392
1975 1 1 6 2 2 0.0169489
1975 1 1 6 2 3 0.00998193
1975 1 1 6 2 4 0.00755106
1975 1 1 6 2 5 0.00680207
1975 1 1 6 2 6 0.00666614
1975 1 1 6 2 7 0.00593224
1975 1 1 6 2 8 0.00366342
1975 1 1 6 3 1 0.0267993
1975 1 1 6 3 2 0.0170909
1975 1 1 6 3 3 0.0150957
1975 1 1 6 3 4 0.0134658
1975 1 1 6 3 5 0.0134658
1975 1 1 6 3 6 0.0127592
1975 1 1 6 3 7 0.0134658
1975 1 1 7 2 1 0.0222972
1975 1 1 7 2 2 0.0123692
1975 1 1 7 2 3 0.00785686
1975 1 1 7 2 4 0.00616072
1975 1 1 7 2 5 0.00562155
1975 1 1 7 2 6 0.00552276
1975 1 1 7 2 7 0.00498401
1975 1 1 7 2 8 0.00325094
1975 1 1 7 3 1 0.0140972
1975 1 1 7 3 2 0.0104524
1975 1 1 7 3 3 0.00950693
1975 1 1 7 3 4 0.00869338
1975 1 1 7 3 5 0.00869338
1975 1 1 7 3 6 0.00832916
1975 1 1 7 3 7 0.00869338
1975 1 1 8 2 1 0.0409314
1975 1 1 8 2 2 0.0261099
1975 1 1 8 2 3 0.0180064
1975 1 1 8 2 4 0.0146814
1975 1 1 8 2 5 0.0135854
1975 1 1 8 2 6 0.0133824
1975 1 1 8 2 7 0.0122622
1975 1 1 8 2 8 0.00848873
1975 1 1 8 3 1 0.0208419
1975 1 1 8 3 2 0.0182054
1975 1 1 8 3 3 0.0170954
1975 1 1 8 3 4 0.0160599
1975 1 1 8 3 5 0.0160599
1975 1 1 8 3 6 0.0155739
1975 1 1 8 3 7 0.0160599
1975 1 1 9 2 1 0.017741
1975 1 1 9 2 2 0.0135427
1975 1 1 9 2 3 0.010381
1975 1 1 9 2 4 0.00889968
1975 1 1 9 2 5 0.00838494
1975 1 1 9 2 6 0.00828803
1975 1 1 9 2 7 0.00774436
1975 1 1 9 2 8 0.00578744
1975 1 1 9 3 1 0.00683937
1975 1 1 9 3 2 0.00737537
1975 1 1 9 3 3 0.00721561
1975 1 1 9 3 4 0.00701767
1975 1 1 9 3 5 0.00701767
1975 1 1 9 3 6 0.00691174
1975 1 1 9 3 7 0.00701767
1975 1 1 10 2 1 0.00600243
1975 1 1 10 2 2 0.00532566
1975 1 1 10 2 3 0.00446031
1975 1 1 10 2 4 0.00398804
1975 1 1 10 2 5 0.00381447
1975 1 1 10 2 6 0.00378125
1975 1 1 10 2 7 0.00359161
1975 1 1 10 2 8 0.00286168
1975 1 1 10 3 1 0.00183292
1975 1 1 10 3 2 0.00235809
1975 1 1 10 3 3 0.00238763
1975 1 1 10 3 4 0.00239057
1975 1 1 10 3 5 0.00239057
1975 1 1 10 3 6 0.00238529
1975 1 1 10 3 7 0.00239057
1975 1 1 11 2 1 0.00212236
1975 1 1 11 2 2 0.00221229
1975 1 1 11 2 3 0.0020372
1975 1 1 11 2 4 0.00190541
1975 1 1 11 2 5 0.00185217
1975 1 1 11 2 6 0.0018417
1975 1 1 11 2 7 0.00178033
1975 1 1 11 2 8 0.00151932
1975 1 1 11 3 1 0.000504888
1975 1 1 11 3 2 0.000784739
1975 1 1 11 3 3 0.000824357
1975 1 1 11 3 4 0.000851453
1975 1 1 11 3 5 0.000851453
1975 1 1 11 3 6 0.000861486
1975 1 1 11 3 7 0.000851453
1975 2 1 2 3 1 0.0136633
1975 2 1 3 3 1 0.0257896
1975 2 1 3 3 2 0.0108527
1975 2 1 3 3 3 0.00756333
1975 2 1 3 3 4 0.00614695
1975 2 1 3 3 5 0.00614695
1975 2 1 3 3 7 0.00558472
1975 2 1 4 2 1 0.00750715
1975 2 1 4 2 2 0.00341579
1975 2 1 4 3 1 0.0374398
1975 2 1 4 3 2 0.0191578
1975 2 1 4 3 3 0.0143354
1975 2 1 4 3 4 0.0121116
1975 2 1 4 3 5 0.0121116
1975 2 1 4 3 6 0.0103886
1975 2 1 4 3 7 0.0111981
1975 2 1 5 2 1 0.00761441
1975 2 1 5 2 2 0.00393959
1975 2 1 5 2 3 0.00266119
1975 2 1 5 2 4 0.00218852
1975 2 1 5 2 5 0.00192492
1975 2 1 5 2 6 0.00237398
1975 2 1 5 2 7 0.00202425
1975 2 1 5 3 1 0.0274448
1975 2 1 5 3 2 0.0165728
1975 2 1 5 3 3 0.013171
1975 2 1 5 3 4 0.0114995
1975 2 1 5 3 5 0.0114995
1975 2 1 5 3 6 0.0101511
1975 2 1 5 3 7 0.0107908
1975 2 1 6 2 1 0.0150365
1975 2 1 6 2 2 0.00861068
1975 2 1 6 2 3 0.00613596
1975 2 1 6 2 4 0.00517478
1975 2 1 6 2 5 0.0046252
1975 2 1 6 2 6 0.00555542
1975 2 1 6 2 7 0.00483354
1975 2 1 6 2 8 0.00324803
1975 2 1 6 3 1 0.0419335
1975 2 1 6 3 2 0.028861
1975 2 1 6 3 3 0.0240547
1975 2 1 6 3 4 0.0215542
1975 2 1 6 3 5 0.0215542
1975 2 1 6 3 6 0.0194636
1975 2 1 6 3 7 0.020464
1975 2 1 7 2 1 0.0105803
1975 2 1 7 2 2 0.00662595
1975 2 1 7 2 3 0.00494954
1975 2 1 7 2 4 0.0042679
1975 2 1 7 2 5 0.00386903
1975 2 1 7 2 6 0.00454015
1975 2 1 7 2 7 0.00402107
1975 2 1 7 2 8 0.00283484
1975 2 1 7 3 1 0.0235336
1975 2 1 7 3 2 0.0181773
1975 2 1 7 3 3 0.0157993
1975 2 1 7 3 4 0.0144846
1975 2 1 7 3 5 0.0144846
1975 2 1 7 3 6 0.0133441
1975 2 1 7 3 7 0.0138946
1975 2 1 8 2 1 0.0221664
1975 2 1 8 2 2 0.0153257
1975 2 1 8 2 3 0.0120607
1975 2 1 8 2 4 0.0106582
1975 2 1 8 2 5 0.0098146
1975 2 1 8 2 6 0.0112241
1975 2 1 8 2 7 0.0101383
1975 2 1 8 2 8 0.00753678
1975 2 1 8 3 1 0.0383942
1975 2 1 8 3 2 0.0336898
1975 2 1 8 3 3 0.0306728
1975 2 1 8 3 4 0.0288411
1975 2 1 8 3 5 0.0288411
1975 2 1 8 3 6 0.0271648
1975 2 1 8 3 7 0.0279838
1975 2 1 9 2 1 0.0115219
1975 2 1 9 2 2 0.00902475
1975 2 1 9 2 3 0.00758462
1975 2 1 9 2 4 0.00691334
1975 2 1 9 2 5 0.00649307
1975 2 1 9 2 6 0.00718821
1975 2 1 9 2 7 0.00665584
1975 2 1 9 2 8 0.00529018
1975 2 1 9 3 1 0.0145592
1975 2 1 9 3 2 0.0150042
1975 2 1 9 3 3 0.0144835
1975 2 1 9 3 4 0.01406
1975 2 1 9 3 5 0.01406
1975 2 1 9 3 6 0.0136176
1975 2 1 9 3 7 0.0138398
1975 2 1 10 2 1 0.00434839
1975 2 1 10 2 2 0.00378493
1975 2 1 10 2 3 0.00336274
1975 2 1 10 2 4 0.00314641
1975 2 1 10 2 5 0.00300489
1975 2 1 10 2 6 0.00323644
1975 2 1 10 2 7 0.00306025
1975 2 1 10 2 8 0.00257386
1975 2 1 10 3 1 0.00420849
1975 2 1 10 3 2 0.00496896
