Species.n Year  Rec SSB TSB SOP SOP.hat Yield Yield.hat mean.F Eaten
17 1987  1.75275e+007 305901 495608 138731 172445 84448.4 98893.3 0.934277 344213
17 1988  2.07135e+007 317790 447616 133220 129926 103420 98788.4 0.719279 331524
17 1989  1.57299e+007 274870 519408 123550 155365 86518 107144 0.7853 380826
17 1990  1.52639e+007 343239 469403 152614 136970 94265.9 84380.6 0.720947 296781
17 1991  1.06175e+007 289216 410779 126730 133943 85660.2 80444.4 0.614983 247348
17 1992  1.5707e+007 257540 360116 108540 111261 73493.2 75336.2 0.559674 259669
17 1993  1.26815e+007 240895 360509 116921 123201 68888.6 69432.1 0.703412 243666
17 1994  1.10384e+007 229517 340942 101644 109036 61333.6 61698.4 0.647067 223148
17 1995  1.07301e+007 228750 329033 105486 100121 69624.5 59937.6 0.570683 223064
17 1996  5.39124e+006 213505 292168 76123.2 82167 40746.1 42028.6 0.523296 162591
17 1997  1.20776e+007 178157 227332 61432.6 60496.3 40623.7 39181.3 0.426279 188033
17 1998  1.98085e+007 147945 217428 47477.5 46573.2 29784.9 29037.6 0.359858 274109
17 1999  2.05178e+007 146659 255383 60835.9 58521.4 35891.4 35101.1 0.461279 307993
17 2000  1.80041e+007 177328 287344 63812.5 92238 35142.3 45003.4 0.55627 274428
17 2001  1.79417e+007 216529 316336 45244.9 68692.3 23737.8 31283.6 0.365261 285320
17 2002  9.68499e+006 231679 326881 46448.9 49897.4 27285.4 29222.9 0.286606 233577
17 2003  1.12811e+007 211807 247796 45642.8 38263.7 15929.8 14962.2 0.260965 189343
17 2004  1.1876e+007 160484 196379 33557 30438.7 14207.4 12720.7 0.220407 190678
17 2005  9.99573e+006 118402 163013 28879.6 26685.9 14970.7 14686.9 0.228989 167099
17 2006  1.00074e+007 104086 142410 36764.6 33086.4 18678.2 16433.2 0.312876 153239
17 2007  1.50862e+007 94296.6 129079 26973.1 24790.9 17021.4 15988.9 0.347467 194625
17 2008  1.19824e+007 92604.5 149992 28242.5 25991.8 13746.5 13293.5 0.356763 187873
17 2009  7.00857e+006 110985 159200 27011.7 26675.7 17654.8 17536.3 0.317488 135315
17 2010  1.38739e+007 127885 173753 30978.4 33187.2 17611.8 19471.2 0.348635 198238
17 2011  1.48021e+007 148326 213133 31987.5 33251.6 16675.1 17600.2 0.302012 241530
17 2012  8.44906e+006 157679 199746 25074.4 29096.1 13699.4 15938.3 0.261104 164449
17 2013  1.17137e+007 144553 173629 26842.3 27322.7 19211.8 19324.2 0.249347 176596
17 2014  1.22706e+007 125818 183286 28003.1 25999.8 16228 15502.2 0.234345 196909
17 2015  1.70318e+007 143666 201360 30029.2 26394 17358.8 15303.6 0.216652 245380
17 2016  1.78353e+007 163996 221745 33842.4 34583.7 17332.9 16924.5 0.277642 260974
17 2017  NA 164871 NA NA NA NA NA NA NA
18 1974  4.76857e+007 312104 823545 396271 301685 222859 202057 0.767724 973483
18 1975  4.68426e+006 141897 1.29732e+006 494728 369707 217674 174332 0.910713 905405
18 1976  8.83038e+006 159474 904494 402849 385005 213499 194477 0.847348 425709
18 1977  1.59637e+007 327205 479285 240340 231075 189074 185400 0.798885 366540
18 1978  2.18332e+007 127529 361228 146706 129540 111269 98716.1 0.849318 450790
18 1979  3.82117e+007 76754.5 488506 149064 146555 111615 105528 0.871722 761920
18 1980  2.16838e+007 85969.6 837527 202451 221574 133632 145928 0.820784 811571
18 1981  2.66235e+007 154360 798380 226485 243265 145513 145375 0.58034 705101
18 1982  1.43468e+007 368395 767569 256108 219375 201811 172259 0.542898 575090
18 1983  1.94147e+007 245147 554752 253230 236362 197210 177940 0.718664 425850
18 1984  6.94423e+006 208248 616174 247089 255434 166562 166605 0.839031 367852
18 1985  7.48391e+006 141870 520738 247098 263313 178039 188702 0.757741 238654
18 1986  1.63625e+007 235403 401713 223727 199197 177443 155052 0.790864 298509
18 1987  2.63728e+006 149029 464014 194995 205005 134119 137446 0.901921 202225
18 1988  1.87055e+006 112889 360534 179974 195940 113525 118505 0.907149 89714.3
18 1989  3.9862e+006 153563 201600 127719 120810 86575.4 82514.6 0.878484 88058.7
18 1990  7.64719e+006 71731.4 135249 86747.9 74284.3 60227.5 53282.9 0.831963 130090
18 1991  8.26625e+006 43748.5 182397 97264.3 85632.6 58399.7 51926.2 0.896563 172739
18 1992  1.11812e+007 44736.7 277824 135185 111526 89017.9 71503 0.798307 241730
18 1993  4.06869e+006 90756.9 409788 180218 177816 104887 99151.1 0.923052 203704
18 1994  1.92621e+007 109795 376446 169436 194108 86892.4 92362.9 0.875011 290218
18 1995  7.66571e+006 145583 581839 168928 183546 92822.5 92151 0.774062 406836
18 1996  6.18678e+006 103946 518893 204683 249800 83716.3 86291.4 0.873907 213697
18 1997  4.32431e+006 204514 380882 170009 167678 94875.6 91246.6 0.66265 152388
18 1998  2.28248e+006 143231 306975 161929 144944 93522.3 83208.9 0.72809 97749.1
18 1999  2.32385e+007 118213 203357 123489 128166 73727.4 75997.5 0.972136 249097
18 2000  6.62794e+006 67324.7 581975 126823 162339 61314.3 65313.9 1.14154 371415
18 2001  1.36362e+006 39569.4 767130 173366 253112 48941.6 63669.3 0.864745 177044
18 2002  2.08069e+006 403209 545184 155333 238750 56535.7 83174.4 0.707276 108254
18 2003  2.52561e+006 278720 318233 74350.3 96393.2 43751.3 56027.2 0.376103 75789.6
18 2004  1.813e+006 174377 229393 72513.1 68566.4 47965.1 46389.1 0.405016 83438
18 2005  1.23749e+007 109856 152149 64115.2 52016.5 48509.3 38575 0.450372 172759
18 2006  2.73566e+006 68940.4 300248 66967.2 73638.4 39263 37214.1 0.775852 221489
18 2007  1.68265e+006 39176.3 269918 67425.3 85570.1 29104.4 29799.1 0.739123 97869.4
18 2008  925528 151115 219153 47787 63847.9 29639.3 39945.3 0.441687 58076.1
18 2009  5.36751e+006 109013 151749 47952.5 44594.7 32306.4 29107.8 0.382935 80275.6
18 2010  718166 89282.1 236124 45377.6 43522.2 30173.1 30903.8 0.413271 111057
18 2011  394755 65117 237046 49689.9 73112 34584.3 39062.9 0.546138 60076.2
18 2012  1.08135e+006 172314 192365 43194.2 52424.4 35828.3 42738.4 0.324945 34970.8
18 2013  840674 132931 158737 47127.4 39049.4 42681.8 35752.5 0.281372 35246.7
18 2014  5.28334e+006 89548.1 127928 46284 45773.5 39086.2 38604.5 0.442453 79847.3
18 2015  1.60066e+006 72245.3 197995 41558.9 49062.1 33830.2 34643.6 0.524195 118003
18 2016  2.72261e+006 58738.3 201061 43152.2 37163.7 32445.7 27423.1 0.269099 100354
18 2017  NA 187473 NA NA NA NA NA NA NA
19 1974  270846 550998 855796 341457 278495 295427 254467 0.47055 0
19 1975  151958 476209 822055 308362 278727 269215 248348 0.544767 0
19 1976  197082 357686 727047 432832 275034 337275 233419 0.593914 0
19 1977  161543 283231 591151 242626 281686 214712 242715 0.736469 0
19 1978  369444 242624 451602 179361 142180 153360 125743 0.436431 0
19 1979  286462 236756 490443 144250 157578 127289 135596 0.460072 0
19 1980  283877 221996 478173 146784 167513 130902 145664 0.541609 0
19 1981  253580 213411 562955 150025 184249 131092 151241 0.49358 0
19 1982  301590 196678 582396 205438 204409 172109 168109 0.5124 0
19 1983  579955 202566 560006 205616 263288 178182 218639 0.732976 0
19 1984  297110 166744 452888 245308 176985 197566 148851 0.616868 0
19 1985  256536 144667 440999 280080 151478 216339 126285 0.606144 0
19 1986  158132 129581 496243 236972 225379 195768 176011 0.773351 0
19 1987  162612 133436 398156 195418 170111 165495 140678 0.665907 0
19 1988  214642 132794 355236 156418 168644 133605 139954 0.7432 0
19 1989  199981 110576 289866 126442 120595 107664 101194 0.664717 0
19 1990  229396 103904 274479 126902 99969.6 102101 83715.3 0.59244 0
19 1991  169425 96402.5 282885 133739 100364 106147 82063 0.568959 0
19 1992  504308 94489.7 311174 117430 83568.4 98443.6 71563.5 0.459159 0
19 1993  212014 106802 357010 135112 125576 109747 107380 0.599708 0
19 1994  305852 108157 368652 128816 93863.7 108216 81590.3 0.434638 0
19 1995  141125 135053 570983 143477 162606 120185 134415 0.526202 0
19 1996  246732 150958 504445 130551 158501 113887 136482 0.457923 0
19 1997  139268 187683 492782 121523 124121 106296 108979 0.338335 0
19 1998  339480 188929 423184 118480 117427 105335 105892 0.358231 0
19 1999  331959 193090 428003 120395 138650 109885 124075 0.469967 0
19 2000  233734 179868 429382 94675.6 97165.5 85254.1 87262 0.325414 0
19 2001  187516 188634 487316 104100 83278.4 90870.3 73743.8 0.258042 0
19 2002  312550 222975 566977 129849 139114 110578 116254 0.357211 0
19 2003  122149 209254 475837 121658 131468 105491 116429 0.378372 0
19 2004  169271 256919 529731 113792 110571 104896 102955 0.27059 0
19 2005  120355 237471 498506 119234 122342 116693 117943 0.318996 0
19 2006  111356 258863 481404 128711 122681 117897 113835 0.307936 0
19 2007  193350 241078 423972 106333 90815 93265.8 82746 0.255118 0
19 2008  111706 230581 403761 129887 123711 117112 112786 0.392932 0
19 2009  204532 219671 374449 114519 115844 111031 112146 0.389889 0
19 2010  179490 207855 388807 104723 118147 102213 114499 0.389278 0
19 2011  106624 164213 335197 102008 90777.7 97369.1 87121.7 0.349603 0
19 2012  201772 151976 339503 87049.1 81468.4 76731.2 71473.5 0.321096 0
19 2013  220860 161018 352094 87269.8 78772 78833 70978.9 0.279458 0
19 2014  244678 192910 376757 82171.6 88359 74763.8 79677.2 0.276599 0
19 2015  233300 207263 411297 81446.6 85777.3 76477.3 79890.4 0.260148 0
19 2016  232395 209685 451760 77671.3 81879 66551 68221.1 0.226941 0
19 2017  NA 240652 NA NA NA NA NA NA NA
20 1974  4.94608e+006 4.92533e+006 5.57081e+006 604750 594657 604750 594657 0.124786 0
20 1975  4.85093e+006 4.74576e+006 5.53923e+006 780518 782094 780518 782094 0.166346 0
20 1976  2.96104e+006 4.55372e+006 5.45809e+006 826864 808282 826864 808282 0.18805 0
20 1977  794680 4.42947e+006 5.2348e+006 619776 604088 619776 604088 0.145321 0
20 1978  2.43205e+006 4.35613e+006 4.87787e+006 735619 731161 735619 731161 0.181741 0
20 1979  4.63768e+006 3.85838e+006 4.2524e+006 840578 806935 840578 806935 0.22233 0
20 1980  5.38077e+006 2.73378e+006 3.29424e+006 733063 720566 733063 720566 0.236801 0
20 1981  6.42011e+006 2.46635e+006 3.28724e+006 750656 665393 750656 665393 0.241726 0
20 1982  1.68985e+006 2.47606e+006 3.45395e+006 716385 638714 716385 638714 0.238026 0
20 1983  1.11785e+006 2.66652e+006 3.45181e+006 671927 543531 671927 543531 0.204883 0
20 1984  6.11297e+006 2.69283e+006 3.0886e+006 633027 580515 633027 580515 0.213308 0
20 1985  2.82202e+006 2.54191e+006 3.13384e+006 609877 595824 609877 595824 0.192413 0
20 1986  3.23765e+006 2.60591e+006 3.32084e+006 600246 548048 600246 548048 0.180479 0
20 1987  4.68678e+006 2.63033e+006 3.21092e+006 654429 600861 654429 600861 0.196797 0
20 1988  3.02361e+006 2.6056e+006 3.30786e+006 677317 679925 677317 679925 0.216786 0
20 1989  4.09188e+006 2.46352e+006 3.19267e+006 582714 563729 582714 563729 0.185719 0
20 1990  2.91281e+006 2.62216e+006 3.257e+006 624046 611346 624046 611346 0.202267 0
20 1991  3.35447e+006 2.74134e+006 3.3606e+006 674986 737904 674986 737904 0.242711 0
20 1992  4.23229e+006 2.6824e+006 3.17976e+006 758475 827355 758475 827355 0.284055 0
20 1993  4.58852e+006 2.55634e+006 3.12565e+006 823385 830942 823385 830942 0.32242 0
20 1994  3.93419e+006 2.49078e+006 3.0879e+006 817922 858497 817922 858497 0.343151 0
20 1995  3.20183e+006 2.51983e+006 3.1288e+006 755210 763639 755210 763639 0.324492 0
20 1996  3.38789e+006 2.41964e+006 2.93563e+006 561267 558956 561267 558956 0.241742 0
20 1997  2.81451e+006 2.42285e+006 2.91515e+006 570291 539208 570291 539208 0.233358 0
20 1998  2.86975e+006 2.41956e+006 2.83191e+006 662343 611302 662343 611302 0.263901 0
20 1999  3.22308e+006 2.35273e+006 2.75747e+006 636297 631601 636297 631601 0.275097 0
20 2000  2.00683e+006 2.21874e+006 2.6157e+006 736472 698997 736472 698997 0.323297 0
20 2001  4.07392e+006 2.06884e+006 2.40992e+006 735748 720908 735748 720908 0.365294 0
20 2002  5.66876e+006 1.782e+006 2.17313e+006 770238 781545 770238 781545 0.450462 0
20 2003  3.41574e+006 1.7482e+006 2.3445e+006 678030 727574 678030 727574 0.432735 0
20 2004  4.6054e+006 2.07492e+006 2.53965e+006 684412 594222 684412 594222 0.481275 0
20 2005  7.02467e+006 1.98978e+006 2.54431e+006 549854 453427 549854 453427 0.347985 0
20 2006  8.58399e+006 2.19503e+006 3.02107e+006 478373 442653 478373 442653 0.28818 0
20 2007  7.34659e+006 2.59862e+006 3.75804e+006 588318 609002 588318 609002 0.330702 0
20 2008  7.01087e+006 3.05105e+006 4.30045e+006 622041 692136 622041 692136 0.310641 0
20 2009  5.76937e+006 3.51417e+006 4.63449e+006 738620 733292 738620 733292 0.288375 0
20 2010  8.23618e+006 3.90444e+006 4.7429e+006 877019 806541 877019 806541 0.2738 0
20 2011  8.48277e+006 4.35225e+006 5.30393e+006 947366 873446 947366 873446 0.262387 0
20 2012  5.19969e+006 4.29089e+006 5.46584e+006 895262 857827 895262 857827 0.238834 0
20 2013  4.45537e+006 4.46988e+006 5.34057e+006 933733 924675 933733 924675 0.247835 0
20 2014  6.91146e+006 4.41518e+006 5.07892e+006 1.39545e+006 1.24588e+006 1.39545e+006 1.24588e+006 0.329561 0
20 2015  3.13791e+006 4.33973e+006 5.01591e+006 1.21556e+006 1.16951e+006 1.21556e+006 1.16951e+006 0.328137 0
20 2016  4.16598e+006 4.27543e+006 4.79565e+006 1.09645e+006 1.11375e+006 1.09645e+006 1.11375e+006 0.338328 0
20 2017  NA 3.7061e+006 NA NA NA NA NA NA NA
21 1974  7.95281e+006 232427 283368 266011 205914 265715 205643 0.709815 99570.2
21 1975  3.15852e+006 178406 228946 253931 227746 253557 227279 1.24806 59725.9
21 1976  1.68734e+006 98973.1 122229 159254 91680.2 159146 91508.5 0.767824 36637.4
21 1977  2.55707e+006 71192.3 83737.3 39341.6 16424.6 39314.1 16412 0.155167 35484
21 1978  1.78824e+006 84401.3 103595 11293.4 10468.5 11210.9 10447 0.0409246 40594.6
21 1979  5.7569e+006 119958 138937 24535.2 20522.3 24507.7 20457.4 0.0589275 56301
21 1980  1.87522e+007 153736 191991 73451.4 76522.4 73423.9 76296.7 0.101078 127364
21 1981  2.91405e+007 217633 319946 208758 236127 208456 235579 0.195482 255432
21 1982  3.53031e+007 307775 432089 277091 223643 276798 223125 0.132785 317180
21 1983  2.73219e+007 496205 679566 430221 280590 426905 277875 0.336489 352608
21 1984  2.97242e+007 744241 954356 461026 505759 455974 501378 0.473764 377526
21 1985  4.58483e+007 868592 1.108e+006 659503 656896 655127 653015 0.557658 451146
21 1986  5.33988e+007 861365 1.1441e+006 752901 645844 749031 642824 0.487105 520175
21 1987  4.45046e+007 1.06989e+006 1.42357e+006 1.00878e+006 768098 1.00657e+006 765923 0.480006 588733
21 1988  2.36546e+007 1.38373e+006 1.69903e+006 1.1409e+006 815659 1.13864e+006 813415 0.477047 512232
21 1989  2.2017e+007 1.42276e+006 1.64844e+006 910313 662329 907971 659987 0.391804 370784
21 1990  1.84392e+007 1.34962e+006 1.48524e+006 739073 592096 735845 588904 0.371326 342212
21 1991  1.90919e+007 1.18942e+006 1.3124e+006 685107 580268 681563 574351 0.407497 286143
21 1992  2.65575e+007 941069 1.14856e+006 764475 659007 758149 649891 0.540956 283531
21 1993  2.59169e+007 690925 1.00977e+006 690163 670280 677243 659691 0.719187 279361
21 1994  2.04629e+007 655150 862036 597636 565336 584515 554924 0.661983 253080
21 1995  2.2482e+007 629594 829050 595691 557686 587287 546627 0.708547 270076
21 1996  2.50386e+007 537788 719603 274475 243840 273367 239997 0.281523 291914
21 1997  1.53511e+007 684748 923401 264478 270409 262782 267151 0.286165 317842
21 1998  1.2766e+007 862652 1.11325e+006 380259 342997 379157 337914 0.439551 329015
21 1999  3.73692e+007 968458 1.14611e+006 369680 290621 369081 287066 0.338679 366723
21 2000  2.48812e+007 962174 1.23639e+006 421768 367754 421122 363936 0.374295 379558
21 2001  6.74715e+007 1.35139e+006 1.6604e+006 363871 370855 363105 366909 0.28518 690884
21 2002  2.90539e+007 1.6762e+006 2.11762e+006 390463 405851 388261 401408 0.258874 838787
21 2003  1.74115e+007 1.94364e+006 2.79394e+006 487635 529243 485336 523317 0.277898 761667
21 2004  1.83804e+007 2.10075e+006 2.73901e+006 589836 620347 581677 612309 0.291434 748897
21 2005  1.27688e+007 2.01311e+006 2.20903e+006 665442 687037 649916 671231 0.374501 510815
21 2006  1.56881e+007 1.46255e+006 1.64012e+006 512348 458686 500970 446902 0.304369 406766
21 2007  2.07089e+007 1.15179e+006 1.30812e+006 408589 297795 402695 289503 0.238785 392942
21 2008  2.08363e+007 1.0672e+006 1.19773e+006 258984 208991 247283 195919 0.174286 385509
21 2009  2.18629e+007 1.11718e+006 1.24904e+006 168592 141466 159675 133051 0.0966813 369760
21 2010  2.17211e+007 1.12983e+006 1.48189e+006 187794 189548 174467 169558 0.118992 414444
21 2011  1.78056e+007 1.50516e+006 1.74088e+006 224662 207228 208914 188004 0.114957 542854
21 2012  1.77103e+007 1.76463e+006 1.88152e+006 438983 412417 410658 382118 0.216409 502652
21 2013  2.36767e+007 1.64574e+006 1.79143e+006 512107 466729 473289 434429 0.272115 477947
21 2014  2.85316e+007 1.48592e+006 1.64525e+006 517942 430205 488280 405329 0.27866 509103
21 2015  8.25017e+006 1.24149e+006 1.54698e+006 494951 432725 453583 408516 0.328689 427365
21 2016  2.45876e+007 1.27522e+006 1.51153e+006 563619 475909 522157 452650 0.379858 463511
21 2017  NA 1.04267e+006 NA NA NA NA NA NA NA
22 1974  2.23798e+008 239378 973214 220388 173752 220388 173752 0.282566 1.01463e+006
22 1975  1.83993e+008 308472 721999 196585 175930 196585 175930 0.361225 732934
22 1976  1.97783e+008 168081 542205 110245 103271 110245 103271 0.275645 620205
22 1977  1.12698e+008 166757 642648 271729 245405 271729 245405 0.693707 467479
22 1978  1.70682e+008 143359 428645 133700 132188 133700 132188 0.436094 447871
22 1979  3.5025e+008 150233 592264 202374 78433.1 202374 78433.1 0.169953 872875
22 1980  2.10158e+008 284522 1.11863e+006 303285 319233 303285 319233 0.518756 988539
22 1981  2.62059e+008 264349 707902 152257 156747 152257 156747 0.320049 870455
22 1982  2.24179e+008 145647 694237 87780.1 136918 85899.4 133242 0.314174 713247
22 1983  1.74657e+008 139757 514755 96993.3 52745.1 96794.5 50856 0.12417 633286
22 1984  1.02311e+008 218003 550825 98661.2 57133.4 98577.6 54903.4 0.113327 690359
22 1985  2.15257e+008 313257 588120 91674 104727 80731.7 94358.2 0.175302 787216
22 1986  2.90679e+008 185896 695580 400827 218349 400827 204094 0.391483 907519
22 1987  1.28271e+008 252338 811317 408086 181831 403736 172394 0.279397 895861
22 1988  3.61767e+008 319498 559644 393355 185090 392180 170585 0.365712 878143
22 1989  1.3991e+008 172491 766124 478128 362201 478128 344884 0.742059 623854
22 1990  1.96101e+008 156187 490709 253098 212895 249537 202191 0.618877 533020
22 1991  2.52275e+008 162054 598644 413418 184341 407222 180592 0.422433 758962
22 1992  2.66272e+008 133012 442753 190875 109978 182519 104995 0.260232 771853
22 1993  4.95957e+008 227721 750575 279254 145965 239154 141358 0.246915 1.30496e+006
22 1994  5.18645e+008 281603 960956 502751 474228 461713 461253 0.68777 1.36995e+006
22 1995  3.28424e+008 256910 1.08217e+006 365350 222084 360391 217166 0.292852 1.41819e+006
22 1996  7.9397e+008 351923 1.02844e+006 328107 257760 294888 245052 0.323508 1.31431e+006
22 1997  1.36486e+008 257123 1.55942e+006 584720 350127 573485 343775 0.343165 1.20816e+006
22 1998  1.64619e+008 477605 756775 556941 287246 548716 273693 0.481606 636601
22 1999  2.32111e+008 206679 518248 296384 204146 273993 194224 0.441459 749616
22 2000  2.72651e+008 147507 722078 267315 241239 248873 220072 0.525356 951805
22 2001  1.81612e+008 122430 547678 291694 125206 283767 121948 0.341941 826237
22 2002  7.14431e+007 106307 460504 163137 153280 158905 151139 0.588247 458160
22 2003  1.14355e+008 75170.2 183515 72300.9 46564.9 66183.8 45620.2 0.321875 363851
22 2004  6.18046e+007 37710.5 218267 80779 84204.7 77931.3 82880.4 0.675213 264323
22 2005  1.0217e+008 36403.5 156226 23671.9 16956.4 23129.4 16419.4 0.189813 252187
22 2006  1.59773e+008 34818.6 192021 16349.4 9467.63 15643.4 9308.61 0.0793431 433375
22 2007  1.41205e+008 69714.3 389288 89771.6 55541.2 89491.4 54783.8 0.251457 518639
22 2008  1.24473e+008 112423 409971 88537.9 104992 86435.1 103300 0.410703 431522
22 2009  2.86662e+008 82296.6 342452 29705.6 15733.1 29640.7 15548.6 0.0569476 620903
22 2010  4.73495e+007 212060 914464 76347.9 81255.9 72055.4 78072.6 0.1309 558396
22 2011  3.21914e+007 313512 476911 96285.7 73090.2 95361.9 66372 0.162939 281389
22 2012  1.85882e+008 136376 218623 43068.5 17429.2 31556.4 15099.9 0.059017 446354
22 2013  1.59702e+008 65350.1 475640 25122.8 35702.2 23934.3 30582.8 0.11453 578310
22 2014  2.29677e+008 161523 593605 134706 200758 126906 191964 0.550025 609637
22 2015  1.38993e+007 163154 729224 119442 146038 115959 144144 0.298379 483988
22 2016  8.44128e+008 240132 306006 46093.6 48245.9 36239.9 44060 0.130005 791733
22 2017  NA 164604 NA NA NA NA NA NA NA
23 1974  1.89388e+008 432575 764555 118670 87237.3 118670 87237.3 0.138831 417288
23 1975  9.2356e+007 383219 1.06818e+006 162704 153898 162704 153898 0.207484 486789
23 1976  1.4818e+008 516971 916295 316414 266526 316414 266526 0.414075 405935
23 1977  3.31436e+008 341524 870628 314952 248288 314952 248288 0.433483 456959
23 1978  1.59733e+008 365250 1.6409e+006 665810 497318 665810 497318 0.567877 653677
23 1979  1.60928e+008 617052 1.2967e+006 481048 616233 481048 616233 0.847102 368717
23 1980  1.05739e+008 382251 1.03964e+006 420808 355058 420808 355058 0.57228 352849
23 1981  4.17341e+008 411491 857294 375286 308195 375286 308195 0.58695 592619
23 1982  4.21429e+007 186841 1.27439e+006 537998 687492 509751 671849 0.954807 451524
23 1983  3.32367e+008 353042 526066 470143 237010 462895 228710 0.511313 370088
23 1984  1.11106e+008 202311 1.08154e+006 572838 517894 566796 512224 0.756855 543068
23 1985  3.85315e+008 337650 651872 524433 405823 515984 381579 0.873528 410854
23 1986  8.80252e+007 196248 1.1986e+006 464453 262516 463659 260574 0.300137 653531
23 1987  7.87436e+007 678170 1.08396e+006 415141 229588 411777 222295 0.214945 549056
