"Species","Species.n","Year","label","SSB","Rec","used","model","alfa","beta","std","info1","info2","incl"
"Cod",16,1986,"2023",77.6648,3.58011,TRUE,100,3.752686,86000,0.4710973,0,0,FALSE
"Cod",16,1987,"2023",79.1526,3.73614,TRUE,100,3.752686,86000,0.4710973,0,0,FALSE
"Cod",16,1988,"2023",76.1034,2.99106,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1989,"2023",71.1149,2.62258,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1990,"2023",68.5298,2.93439,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1991,"2023",64.8112,3.4674,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1992,"2023",64.5985,2.11731,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1993,"2023",69.3459,3.45056,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1994,"2023",71.3584,2.74349,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1995,"2023",81.8505,3.28194,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1996,"2023",91.101,5.33292,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1997,"2023",89.6503,1.69071,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1998,"2023",94.9938,2.68543,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,1999,"2023",67.4352,4.95764,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2000,"2023",47.3388,1.77324,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2001,"2023",45.9979,1.88361,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2002,"2023",46.365,2.09348,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2003,"2023",34.4515,3.61327,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2004,"2023",35.1484,2.63155,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2005,"2023",36.1139,4.72323,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2006,"2023",37.8645,2.61132,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2007,"2023",45.4769,2.7179,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2008,"2023",53.2146,2.57656,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2009,"2023",55.0626,2.27768,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2010,"2023",54.2939,1.86301,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2011,"2023",65.3147,4.1361,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2012,"2023",72.0669,6.1768,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2013,"2023",72.8769,4.43878,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2014,"2023",76.4921,2.48661,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2015,"2023",85.1028,1.91304,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2016,"2023",85.632,2.71203,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2017,"2023",79.0365,1.36704,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2018,"2023",69.2416,1.30994,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2019,"2023",50.5895,1.13867,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2020,"2023",41.1514,0.92824,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2021,"2023",45.3135,1.88505,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Cod",16,2022,"2023",48.9199,2.16503,TRUE,100,3.752686,86000,0.4710973,0,0,TRUE
"Whiting",17,1974,"2020",381.679,39.645,TRUE,100,4.931107,119970,0.2732489,0,0,FALSE
"Whiting",17,1975,"2020",301.391,37.6751,TRUE,100,4.931107,119970,0.2732489,0,0,FALSE
"Whiting",17,1976,"2020",392.358,41.588,TRUE,100,4.931107,119970,0.2732489,0,0,FALSE
"Whiting",17,1977,"2020",376.474,33.6689,TRUE,100,4.931107,119970,0.2732489,0,0,FALSE
"Whiting",17,1978,"2020",379.243,32.422,TRUE,100,4.931107,119970,0.2732489,0,0,FALSE
"Whiting",17,1979,"2020",380.761,27.6865,TRUE,100,4.931107,119970,0.2732489,0,0,FALSE
"Whiting",17,1980,"2020",401.855,21.2412,TRUE,100,4.931107,119970,0.2732489,0,0,FALSE
"Whiting",17,1981,"2020",415.334,30.2501,TRUE,100,4.931107,119970,0.2732489,0,0,FALSE
"Whiting",17,1982,"2020",301.388,15.021,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1983,"2020",249.171,16.4022,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1984,"2020",194.404,17.5924,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1985,"2020",202.824,18.4224,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1986,"2020",207.171,23.9074,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1987,"2020",224.638,22.7428,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1988,"2020",225.949,26.1897,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1989,"2020",221.544,18.3593,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1990,"2020",241.025,15.428,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1991,"2020",220.517,13.7157,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1992,"2020",206.51,19.8952,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1993,"2020",192.347,16.058,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1994,"2020",176.14,14.449,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1995,"2020",176.544,14.1654,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1996,"2020",162.865,7.69549,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1997,"2020",137.415,15.3854,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1998,"2020",120.268,25.5304,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1999,"2020",118.996,20.2351,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2000,"2020",128.618,22.0644,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2001,"2020",160.179,26.3499,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2002,"2020",165.39,19.1926,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2003,"2020",153.007,15.6117,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2004,"2020",125.306,15.9565,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2005,"2020",108.098,13.4783,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2006,"2020",98.3716,14.8628,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2007,"2020",94.2276,17.6621,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2008,"2020",98.5249,15.7201,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2009,"2020",101.376,8.4161,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2010,"2020",126.421,15.8363,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2011,"2020",131.348,15.687,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2012,"2020",141.047,10.1345,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2013,"2020",128.999,12.3955,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2014,"2020",123.667,14.1159,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2015,"2020",126.165,20.1393,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2016,"2020",135.395,21.3252,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2017,"2020",147.7,14.2589,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2018,"2020",153.169,10.5124,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,2019,"2020",140.165,14.825,TRUE,100,4.931107,119970,0.2732489,0,0,TRUE
"Whiting",17,1974,"2023",367.882,28.642,TRUE,100,4.720076,119970,0.2904175,0,0,FALSE
"Whiting",17,1975,"2023",299.865,24.5854,TRUE,100,4.720076,119970,0.2904175,0,0,FALSE
"Whiting",17,1976,"2023",381.144,32.0675,TRUE,100,4.720076,119970,0.2904175,0,0,FALSE
"Whiting",17,1977,"2023",374.354,24.5743,TRUE,100,4.720076,119970,0.2904175,0,0,FALSE
"Whiting",17,1978,"2023",384.693,27.0444,TRUE,100,4.720076,119970,0.2904175,0,0,FALSE
"Whiting",17,1979,"2023",405.621,17.3886,TRUE,100,4.720076,119970,0.2904175,0,0,FALSE
"Whiting",17,1980,"2023",422.793,12.1833,TRUE,100,4.720076,119970,0.2904175,0,0,FALSE
"Whiting",17,1981,"2023",416.132,21.8514,TRUE,100,4.720076,119970,0.2904175,0,0,FALSE
"Whiting",17,1982,"2023",290.768,8.17435,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1983,"2023",222.332,11.0126,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1984,"2023",175.305,12.732,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1985,"2023",203.111,13.6332,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1986,"2023",207.573,16.6786,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1987,"2023",228.709,15.6862,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1988,"2023",255.936,19.4129,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1989,"2023",255.668,13.7328,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1990,"2023",309.974,11.3416,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1991,"2023",304.84,10.7997,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1992,"2023",303.275,14.9389,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1993,"2023",276.517,12.4483,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1994,"2023",255.442,12.7943,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1995,"2023",255.296,11.6525,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1996,"2023",241.622,6.77709,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1997,"2023",214.098,12.8831,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1998,"2023",190.148,21.992,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,1999,"2023",180.02,20.7361,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2000,"2023",199.385,18.954,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2001,"2023",248.301,22.56,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2002,"2023",259.921,15.1565,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2003,"2023",248.221,10.2255,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2004,"2023",201.071,10.7764,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2005,"2023",168.366,10.8658,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2006,"2023",151.931,11.2117,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2007,"2023",142.584,17.0909,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2008,"2023",147.843,12.8913,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2009,"2023",159.821,7.49588,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2010,"2023",205.28,12.7263,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2011,"2023",209.553,13.5426,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2012,"2023",231.19,11.0679,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2013,"2023",210.686,12.1076,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2014,"2023",195.958,12.5527,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2015,"2023",202.299,17.0819,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2016,"2023",216.402,19.5055,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2017,"2023",236.402,15.8981,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2018,"2023",241.548,12.3626,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2019,"2023",242.686,20.6101,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2020,"2023",298.603,20.1652,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2021,"2023",403.424,7.80228,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Whiting",17,2022,"2023",457.742,14.8907,TRUE,100,4.720076,119970,0.2904175,0,0,TRUE
"Haddock",18,1974,"2020",317.498,39.8788,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1975,"2020",143.443,3.73444,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1976,"2020",167.771,5.99486,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1977,"2020",326.366,12.5457,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1978,"2020",129.057,17.338,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1979,"2020",81.3367,33.5988,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1980,"2020",94.2847,16.1304,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1981,"2020",166.983,24.2127,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1982,"2020",388.41,13.0484,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1983,"2020",262.274,21.0239,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1984,"2020",227.174,7.55298,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1985,"2020",152.538,7.91925,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1986,"2020",253.471,16.8434,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1987,"2020",159.166,1.79857,TRUE,100,3.640281,94000,1.042461,0,0,FALSE
"Haddock",18,1988,"2020",120.186,1.56628,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1989,"2020",151.954,2.53755,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1990,"2020",68.1068,6.47863,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1991,"2020",40.0723,7.54672,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1992,"2020",39.7756,10.595,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1993,"2020",85.2097,3.52565,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1994,"2020",102.591,17.1883,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1995,"2020",134.365,7.48423,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1996,"2020",95.0544,5.11671,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1997,"2020",190.981,3.81199,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1998,"2020",134.362,2.05933,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1999,"2020",112.01,20.4327,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2000,"2020",64.528,6.26037,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2001,"2020",38.5622,1.14213,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2002,"2020",402.946,1.64357,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2003,"2020",276.641,2.01335,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2004,"2020",170.041,1.70467,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2005,"2020",105.463,12.9611,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2006,"2020",66.2557,3.11156,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2007,"2020",37.3241,1.79408,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2008,"2020",144.011,1.03921,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2009,"2020",103.293,5.65631,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2010,"2020",83.9163,0.769676,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2011,"2020",61.166,0.357525,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2012,"2020",159.5,0.879007,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2013,"2020",120.396,0.519564,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2014,"2020",78.7016,4.18965,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2015,"2020",55.3681,1.35256,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2016,"2020",30.7553,2.24272,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2017,"2020",103.651,1.21308,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2018,"2020",88.0691,1.8623,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,2019,"2020",101.156,9.29692,TRUE,100,3.640281,94000,1.042461,0,0,TRUE
"Haddock",18,1974,"2023",398.445,48.4584,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1975,"2023",321.233,4.41953,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1976,"2023",523.555,5.05665,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1977,"2023",406.07,10.9643,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1978,"2023",178.633,16.7167,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1979,"2023",133.753,26.8609,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1980,"2023",176.636,15.7003,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1981,"2023",312.712,22.0218,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1982,"2023",342.402,9.93945,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1983,"2023",269.629,15.2383,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1984,"2023",224.695,5.1897,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1985,"2023",250.312,5.79324,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1986,"2023",236.368,12.3465,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1987,"2023",185.603,1.80419,TRUE,3,14.76976,0,1.019098,0,0,FALSE
"Haddock",18,1988,"2023",196.648,1.30482,TRUE,3,14.76976,0,1.019098,0,0,TRUE
"Haddock",18,1989,"2023",142.642,2.55413,TRUE,3,14.76976,0,1.019098,0,0,TRUE
"Haddock",18,1990,"2023",76.8979,5.02942,TRUE,3,14.76976,0,1.019098,0,0,TRUE
"Haddock",18,1991,"2023",63.2122,7.15411,TRUE,3,14.76976,0,1.019098,0,0,TRUE
"Haddock",18,1992,"2023",100.404,10.2219,TRUE,3,14.76976,0,1.019098,0,0,TRUE
"Haddock",18,1993,"2023",175.269,4.08705,TRUE,3,14.76976,0,1.019098,0,0,TRUE
"Haddock",18,1994,"2023",213.227,16.4135,TRUE,3,14.76976,0,1.019098,0,0,TRUE
"Haddock",18,1995,"2023",194.304,8.46395,TRUE,3,14.76976,0,1.019098,0,0,TRUE
"Haddock",18,1996,"2023",247.781,6.27614,TRUE,3,14.76976,0,1.019098,0,0,TRUE
