"Year","scenario","Species","variable","value"
"1978","2023","S.sandeel","F",0.630338
"1979","2023","S.sandeel","F",0.766149
"1980","2023","S.sandeel","F",0.590292
"1981","2023","S.sandeel","F",0.667491
"1982","2023","S.sandeel","F",0.743783
"1983","2023","S.sandeel","F",0.415629
"1984","2023","S.sandeel","F",0.540903
"1985","2023","S.sandeel","F",0.906349
"1986","2023","S.sandeel","F",0.365432
"1987","2023","S.sandeel","F",0.259694
"1988","2023","S.sandeel","F",0.471784
"1989","2023","S.sandeel","F",0.595375
"1990","2023","S.sandeel","F",0.763752
"1991","2023","S.sandeel","F",0.532698
"1992","2023","S.sandeel","F",0.486701
"1993","2023","S.sandeel","F",0.425449
"1994","2023","S.sandeel","F",0.39161
"1995","2023","S.sandeel","F",0.341254
"1996","2023","S.sandeel","F",0.538379
"1997","2023","S.sandeel","F",0.312864
"1998","2023","S.sandeel","F",0.480552
"1999","2023","S.sandeel","F",0.742393
"2000","2023","S.sandeel","F",0.544987
"2001","2023","S.sandeel","F",0.921766
"2002","2023","S.sandeel","F",0.597461
"2003","2023","S.sandeel","F",0.802994
"2004","2023","S.sandeel","F",0.682555
"2005","2023","S.sandeel","F",0.580099
"2006","2023","S.sandeel","F",0.609446
"2007","2023","S.sandeel","F",0.274896
"2008","2023","S.sandeel","F",0.391653
"2009","2023","S.sandeel","F",0.705205
"2010","2023","S.sandeel","F",0.209002
"2011","2023","S.sandeel","F",0.191095
"2012","2023","S.sandeel","F",0.0534924
"2013","2023","S.sandeel","F",0.669734
"2014","2023","S.sandeel","F",0.32163
"2015","2023","S.sandeel","F",0.321773
"2016","2023","S.sandeel","F",0.0343533
"2017","2023","S.sandeel","F",0.437215
"2018","2023","S.sandeel","F",0.593013
"2019","2023","S.sandeel","F",0.378981
"2020","2023","S.sandeel","F",0.364639
"2021","2023","S.sandeel","F",0.133766
"2022","2023","S.sandeel","F",0.0241795
"1974","2020","Saithe","F",0.453922
"1975","2020","Saithe","F",0.521874
"1976","2020","Saithe","F",0.576311
"1977","2020","Saithe","F",0.725589
"1978","2020","Saithe","F",0.429156
"1979","2020","Saithe","F",0.451197
"1980","2020","Saithe","F",0.5265
"1981","2020","Saithe","F",0.493479
"1982","2020","Saithe","F",0.506886
"1983","2020","Saithe","F",0.728467
"1984","2020","Saithe","F",0.613048
"1985","2020","Saithe","F",0.604383
"1986","2020","Saithe","F",0.788981
"1987","2020","Saithe","F",0.65944
"1988","2020","Saithe","F",0.72506
"1989","2020","Saithe","F",0.661294
"1990","2020","Saithe","F",0.586214
"1991","2020","Saithe","F",0.570662
"1992","2020","Saithe","F",0.539833
"1993","2020","Saithe","F",0.704456
"1994","2020","Saithe","F",0.522975
"1995","2020","Saithe","F",0.642629
"1996","2020","Saithe","F",0.553089
"1997","2020","Saithe","F",0.406231
"1998","2020","Saithe","F",0.429844
"1999","2020","Saithe","F",0.567405
"2000","2020","Saithe","F",0.414721
"2001","2020","Saithe","F",0.323083
"2002","2020","Saithe","F",0.429526
"2003","2020","Saithe","F",0.455686
"2004","2020","Saithe","F",0.325526
"2005","2020","Saithe","F",0.382765
"2006","2020","Saithe","F",0.36889
"2007","2020","Saithe","F",0.314182
"2008","2020","Saithe","F",0.466688
"2009","2020","Saithe","F",0.4653
"2010","2020","Saithe","F",0.469185
"2011","2020","Saithe","F",0.434062
"2012","2020","Saithe","F",0.399988
"2013","2020","Saithe","F",0.360669
"2014","2020","Saithe","F",0.377463
"2015","2020","Saithe","F",0.373955
"2016","2020","Saithe","F",0.342375
"2017","2020","Saithe","F",0.399184
"2018","2020","Saithe","F",0.365161
"2019","2020","Saithe","F",0.363803
"1974","2023","Saithe","F",0.450795
"1975","2023","Saithe","F",0.531098
"1976","2023","Saithe","F",0.574511
"1977","2023","Saithe","F",0.734476
"1978","2023","Saithe","F",0.435475
"1979","2023","Saithe","F",0.464299
"1980","2023","Saithe","F",0.541551
"1981","2023","Saithe","F",0.497569
"1982","2023","Saithe","F",0.489585
"1983","2023","Saithe","F",0.716591
"1984","2023","Saithe","F",0.590135
"1985","2023","Saithe","F",0.597653
"1986","2023","Saithe","F",0.733927
"1987","2023","Saithe","F",0.626113
"1988","2023","Saithe","F",0.722128
"1989","2023","Saithe","F",0.666722
"1990","2023","Saithe","F",0.576114
"1991","2023","Saithe","F",0.533346
"1992","2023","Saithe","F",0.510889
"1993","2023","Saithe","F",0.734587
"1994","2023","Saithe","F",0.517525
"1995","2023","Saithe","F",0.66012
"1996","2023","Saithe","F",0.56998
"1997","2023","Saithe","F",0.408202
"1998","2023","Saithe","F",0.419873
"1999","2023","Saithe","F",0.575348
"2000","2023","Saithe","F",0.40894
"2001","2023","Saithe","F",0.313169
"2002","2023","Saithe","F",0.430951
"2003","2023","Saithe","F",0.46348
"2004","2023","Saithe","F",0.334769
"2005","2023","Saithe","F",0.381864
"2006","2023","Saithe","F",0.365578
"2007","2023","Saithe","F",0.30358
"2008","2023","Saithe","F",0.450655
"2009","2023","Saithe","F",0.46557
"2010","2023","Saithe","F",0.480872
"2011","2023","Saithe","F",0.453513
"2012","2023","Saithe","F",0.418353
"2013","2023","Saithe","F",0.381171
"2014","2023","Saithe","F",0.385689
"2015","2023","Saithe","F",0.404756
"2016","2023","Saithe","F",0.402035
"2017","2023","Saithe","F",0.477199
"2018","2023","Saithe","F",0.472224
"2019","2023","Saithe","F",0.484428
"2020","2023","Saithe","F",0.362998
"2021","2023","Saithe","F",0.257035
"2022","2023","Saithe","F",0.247174
"1974","2020","Sole","F",0.45879
"1975","2020","Sole","F",0.466147
"1976","2020","Sole","F",0.435226
"1977","2020","Sole","F",0.394448
"1978","2020","Sole","F",0.484393
"1979","2020","Sole","F",0.476925
"1980","2020","Sole","F",0.481789
"1981","2020","Sole","F",0.480132
"1982","2020","Sole","F",0.541939
"1983","2020","Sole","F",0.509387
"1984","2020","Sole","F",0.584804
"1985","2020","Sole","F",0.550252
"1986","2020","Sole","F",0.608517
"1987","2020","Sole","F",0.497266
"1988","2020","Sole","F",0.497806
"1989","2020","Sole","F",0.407854
"1990","2020","Sole","F",0.428942
"1991","2020","Sole","F",0.472297
"1992","2020","Sole","F",0.456725
"1993","2020","Sole","F",0.509444
"1994","2020","Sole","F",0.549068
"1995","2020","Sole","F",0.504207
"1996","2020","Sole","F",0.727832
"1997","2020","Sole","F",0.617266
"1998","2020","Sole","F",0.653392
"1999","2020","Sole","F",0.581965
"2000","2020","Sole","F",0.646809
"2001","2020","Sole","F",0.539218
"2002","2020","Sole","F",0.535827
"2003","2020","Sole","F",0.528241
"2004","2020","Sole","F",0.521125
"2005","2020","Sole","F",0.556307
"2006","2020","Sole","F",0.474188
"2007","2020","Sole","F",0.478295
"2008","2020","Sole","F",0.409045
"2009","2020","Sole","F",0.471978
"2010","2020","Sole","F",0.529085
"2011","2020","Sole","F",0.460637
"2012","2020","Sole","F",0.519091
"2013","2020","Sole","F",0.467542
"2014","2020","Sole","F",0.44289
"2015","2020","Sole","F",0.402244
"2016","2020","Sole","F",0.453218
"2017","2020","Sole","F",0.40828
"2018","2020","Sole","F",0.351159
"2019","2020","Sole","F",0.299295
"1974","2023","Sole","F",0.459969
"1975","2023","Sole","F",0.467514
"1976","2023","Sole","F",0.435077
"1977","2023","Sole","F",0.395672
"1978","2023","Sole","F",0.485299
"1979","2023","Sole","F",0.477355
"1980","2023","Sole","F",0.479343
"1981","2023","Sole","F",0.476119
"1982","2023","Sole","F",0.536018
"1983","2023","Sole","F",0.505412
"1984","2023","Sole","F",0.578662
"1985","2023","Sole","F",0.542119
"1986","2023","Sole","F",0.591899
"1987","2023","Sole","F",0.485673
"1988","2023","Sole","F",0.496478
"1989","2023","Sole","F",0.409609
"1990","2023","Sole","F",0.425478
"1991","2023","Sole","F",0.474093
"1992","2023","Sole","F",0.464291
"1993","2023","Sole","F",0.50326
"1994","2023","Sole","F",0.537889
"1995","2023","Sole","F",0.504815
"1996","2023","Sole","F",0.715535
"1997","2023","Sole","F",0.60496
"1998","2023","Sole","F",0.645911
"1999","2023","Sole","F",0.577396
"2000","2023","Sole","F",0.636536
"2001","2023","Sole","F",0.531052
"2002","2023","Sole","F",0.530079
"2003","2023","Sole","F",0.522075
"2004","2023","Sole","F",0.51504
"2005","2023","Sole","F",0.554894
"2006","2023","Sole","F",0.474428
"2007","2023","Sole","F",0.480343
"2008","2023","Sole","F",0.411166
"2009","2023","Sole","F",0.471907
"2010","2023","Sole","F",0.527803
"2011","2023","Sole","F",0.46195
"2012","2023","Sole","F",0.523896
"2013","2023","Sole","F",0.480245
"2014","2023","Sole","F",0.468335
"2015","2023","Sole","F",0.446969
"2016","2023","Sole","F",0.5381
"2017","2023","Sole","F",0.549079
"2018","2023","Sole","F",0.559729
"2019","2023","Sole","F",0.626932
"2020","2023","Sole","F",0.466597
"2021","2023","Sole","F",0.319328
"2022","2023","Sole","F",0.199272
"1974","2020","Sprat","F",0.396207
"1975","2020","Sprat","F",0.972587
"1976","2020","Sprat","F",0.895359
"1977","2020","Sprat","F",0.767379
"1978","2020","Sprat","F",0.65151
"1979","2020","Sprat","F",0.383073
"1980","2020","Sprat","F",1.10953
"1981","2020","Sprat","F",0.640752
"1982","2020","Sprat","F",0.581306
"1983","2020","Sprat","F",1.32485
"1984","2020","Sprat","F",0.714159
"1985","2020","Sprat","F",0.814593
"1986","2020","Sprat","F",1.06934
"1987","2020","Sprat","F",0.284136
"1988","2020","Sprat","F",0.987712
"1989","2020","Sprat","F",0.332406
"1990","2020","Sprat","F",0.899729
"1991","2020","Sprat","F",0.743911
"1992","2020","Sprat","F",0.311968
"1993","2020","Sprat","F",0.842585
"1994","2020","Sprat","F",0.380261
"1995","2020","Sprat","F",0.992192
"1996","2020","Sprat","F",0.921325
"1997","2020","Sprat","F",0.698832
"1998","2020","Sprat","F",1.16877
"1999","2020","Sprat","F",0.638912
"2000","2020","Sprat","F",0.831414
"2001","2020","Sprat","F",1.09618
"2002","2020","Sprat","F",1.1072
"2003","2020","Sprat","F",0.874642
"2004","2020","Sprat","F",0.996144
"2005","2020","Sprat","F",0.635058
"2006","2020","Sprat","F",1.12928
"2007","2020","Sprat","F",0.8554
"2008","2020","Sprat","F",0.665893
"2009","2020","Sprat","F",0.492526
"2010","2020","Sprat","F",0.501185
"2011","2020","Sprat","F",0.502105
"2012","2020","Sprat","F",0.567758
"2013","2020","Sprat","F",0.808196
"2014","2020","Sprat","F",0.161282
"2015","2020","Sprat","F",0.70254
"2016","2020","Sprat","F",1.3197
"2017","2020","Sprat","F",0.6053
"2018","2020","Sprat","F",0.621282
"2019","2020","Sprat","F",0.351733
"1974","2023","Sprat","F",0.455017
"1975","2023","Sprat","F",1.074
"1976","2023","Sprat","F",1.03411
"1977","2023","Sprat","F",0.965643
"1978","2023","Sprat","F",0.683371
"1979","2023","Sprat","F",0.413976
"1980","2023","Sprat","F",1.02755
"1981","2023","Sprat","F",0.837492
"1982","2023","Sprat","F",0.54926
"1983","2023","Sprat","F",1.18871
"1984","2023","Sprat","F",0.548287
"1985","2023","Sprat","F",0.574591
"1986","2023","Sprat","F",1.04056
"1987","2023","Sprat","F",0.239837
"1988","2023","Sprat","F",0.659248
"1989","2023","Sprat","F",0.229756
"1990","2023","Sprat","F",0.741468
"1991","2023","Sprat","F",0.623893
"1992","2023","Sprat","F",0.267297
"1993","2023","Sprat","F",0.669227
"1994","2023","Sprat","F",0.371202
"1995","2023","Sprat","F",0.849132
"1996","2023","Sprat","F",0.665008
"1997","2023","Sprat","F",0.541333
"1998","2023","Sprat","F",0.908191
"1999","2023","Sprat","F",0.537713
"2000","2023","Sprat","F",0.679743
"2001","2023","Sprat","F",0.854989
"2002","2023","Sprat","F",0.859834
"2003","2023","Sprat","F",0.73124
"2004","2023","Sprat","F",0.796158
"2005","2023","Sprat","F",0.53856
"2006","2023","Sprat","F",0.899933
"2007","2023","Sprat","F",0.522302
"2008","2023","Sprat","F",0.455376
"2009","2023","Sprat","F",0.282618
"2010","2023","Sprat","F",0.325323
"2011","2023","Sprat","F",0.376106
"2012","2023","Sprat","F",0.41658
"2013","2023","Sprat","F",0.436437
"2014","2023","Sprat","F",0.132634
"2015","2023","Sprat","F",0.539441
"2016","2023","Sprat","F",1.11112
"2017","2023","Sprat","F",0.361618
"2018","2023","Sprat","F",0.449859
"2019","2023","Sprat","F",0.336683
"2020","2023","Sprat","F",0.455921
"2021","2023","Sprat","F",0.225552
"2022","2023","Sprat","F",0.0740721
"1974","2020","Whiting","F",0.861617
"1975","2020","Whiting","F",0.892675
"1976","2020","Whiting","F",0.959996
"1977","2020","Whiting","F",0.715418
"1978","2020","Whiting","F",0.633973
"1979","2020","Whiting","F",0.692871
"1980","2020","Whiting","F",0.738196
"1981","2020","Whiting","F",0.634886
"1982","2020","Whiting","F",0.510089
"1983","2020","Whiting","F",0.685475
"1984","2020","Whiting","F",0.819673
"1985","2020","Whiting","F",0.613188
"1986","2020","Whiting","F",0.809911
"1987","2020","Whiting","F",0.921544
"1988","2020","Whiting","F",0.722911
"1989","2020","Whiting","F",0.724837
"1990","2020","Whiting","F",0.747462
"1991","2020","Whiting","F",0.596044
"1992","2020","Whiting","F",0.580937
"1993","2020","Whiting","F",0.705413
"1994","2020","Whiting","F",0.66511
"1995","2020","Whiting","F",0.570736
"1996","2020","Whiting","F",0.523795
"1997","2020","Whiting","F",0.464581
"1998","2020","Whiting","F",0.378712
"1999","2020","Whiting","F",0.514286
"2000","2020","Whiting","F",0.568385
"2001","2020","Whiting","F",0.338636
"2002","2020","Whiting","F",0.296431
"2003","2020","Whiting","F",0.320265
"2004","2020","Whiting","F",0.25474
"2005","2020","Whiting","F",0.243491
"2006","2020","Whiting","F",0.302068
"2007","2020","Whiting","F",0.272151
"2008","2020","Whiting","F",0.26708
"2009","2020","Whiting","F",0.249911
"2010","2020","Whiting","F",0.275824
"2011","2020","Whiting","F",0.250343
"2012","2020","Whiting","F",0.206816
"2013","2020","Whiting","F",0.203138
"2014","2020","Whiting","F",0.236632
"2015","2020","Whiting","F",0.285776
"2016","2020","Whiting","F",0.281437
"2017","2020","Whiting","F",0.224191
"2018","2020","Whiting","F",0.209049
"2019","2020","Whiting","F",0.236446
"1974","2023","Whiting","F",0.825238
"1975","2023","Whiting","F",0.852571
"1976","2023","Whiting","F",0.78226
"1977","2023","Whiting","F",0.664519
"1978","2023","Whiting","F",0.492654
"1979","2023","Whiting","F",0.587084
"1980","2023","Whiting","F",0.525659
"1981","2023","Whiting","F",0.526868
"1982","2023","Whiting","F",0.434874
"1983","2023","Whiting","F",0.595224
"1984","2023","Whiting","F",0.666744
"1985","2023","Whiting","F",0.5338
"1986","2023","Whiting","F",0.747252
"1987","2023","Whiting","F",0.604359
"1988","2023","Whiting","F",0.527868
"1989","2023","Whiting","F",0.437167
"1990","2023","Whiting","F",0.46238
"1991","2023","Whiting","F",0.335019
"1992","2023","Whiting","F",0.405337
"1993","2023","Whiting","F",0.454211
"1994","2023","Whiting","F",0.395748
"1995","2023","Whiting","F",0.301084
"1996","2023","Whiting","F",0.270201
"1997","2023","Whiting","F",0.239783
"1998","2023","Whiting","F",0.209425
"1999","2023","Whiting","F",0.282257
"2000","2023","Whiting","F",0.2511
"2001","2023","Whiting","F",0.150327
"2002","2023","Whiting","F",0.132763
"2003","2023","Whiting","F",0.189147
"2004","2023","Whiting","F",0.158831
"2005","2023","Whiting","F",0.151137
"2006","2023","Whiting","F",0.196318
"2007","2023","Whiting","F",0.179362
"2008","2023","Whiting","F",0.17357
"2009","2023","Whiting","F",0.159061
"2010","2023","Whiting","F",0.157757
"2011","2023","Whiting","F",0.133292
"2012","2023","Whiting","F",0.140115
"2013","2023","Whiting","F",0.121634
"2014","2023","Whiting","F",0.132324
"2015","2023","Whiting","F",0.167857
"2016","2023","Whiting","F",0.149545
"2017","2023","Whiting","F",0.11634
"2018","2023","Whiting","F",0.110884
"2019","2023","Whiting","F",0.120181
"2020","2023","Whiting","F",0.102417
"2021","2023","Whiting","F",0.0758105
"2022","2023","Whiting","F",0.047116
"1974","2020","Cod","Rec",8717.1
"1975","2020","Cod","Rec",5150.28
"1976","2020","Cod","Rec",17568.6
"1977","2020","Cod","Rec",9041.24
"1978","2020","Cod","Rec",15379.5
"1979","2020","Cod","Rec",7940.22
"1980","2020","Cod","Rec",9173.23
"1981","2020","Cod","Rec",30568.8
"1982","2020","Cod","Rec",10821.7
"1983","2020","Cod","Rec",10480.1
"1984","2020","Cod","Rec",10430.3
"1985","2020","Cod","Rec",8473.13
"1986","2020","Cod","Rec",6685.29
"1987","2020","Cod","Rec",5114.9
"1988","2020","Cod","Rec",4072.48
"1989","2020","Cod","Rec",3563.64
"1990","2020","Cod","Rec",4900.97
"1991","2020","Cod","Rec",5974.28
"1992","2020","Cod","Rec",4647.74
"1993","2020","Cod","Rec",6815.57
"1994","2020","Cod","Rec",6765.85
"1995","2020","Cod","Rec",6151.95
"1996","2020","Cod","Rec",8472.26
"1997","2020","Cod","Rec",6295.74
"1998","2020","Cod","Rec",7346.15
"1999","2020","Cod","Rec",14065.4
"2000","2020","Cod","Rec",4928.11
"2001","2020","Cod","Rec",6195.9
"2002","2020","Cod","Rec",8280.66
"2003","2020","Cod","Rec",10450.3
"2004","2020","Cod","Rec",8809.47
"2005","2020","Cod","Rec",12854.6
"2006","2020","Cod","Rec",8579.06
"2007","2020","Cod","Rec",9463.68
"2008","2020","Cod","Rec",10703.4
"2009","2020","Cod","Rec",6906.85
"2010","2020","Cod","Rec",7046.23
"2011","2020","Cod","Rec",13474.4
"2012","2020","Cod","Rec",14590.3
"2013","2020","Cod","Rec",13556.7
"2014","2020","Cod","Rec",10238.9
"2015","2020","Cod","Rec",8981.81
"2016","2020","Cod","Rec",9710.16
"2017","2020","Cod","Rec",4305.74
"2018","2020","Cod","Rec",5054.28
"2019","2020","Cod","Rec",5017.64
"1974","2023","Cod","Rec",3505.56
"1975","2023","Cod","Rec",2251.1
"1976","2023","Cod","Rec",7823.03
"1977","2023","Cod","Rec",4351.42
"1978","2023","Cod","Rec",5712.04
"1979","2023","Cod","Rec",4648.56
"1980","2023","Cod","Rec",3977.02
"1981","2023","Cod","Rec",14098.4
"1982","2023","Cod","Rec",5057.85
"1983","2023","Cod","Rec",5663.13
"1984","2023","Cod","Rec",4052.9
"1985","2023","Cod","Rec",5206.7
"1986","2023","Cod","Rec",3580.11
"1987","2023","Cod","Rec",3736.14
"1988","2023","Cod","Rec",2991.06
"1989","2023","Cod","Rec",2622.58
"1990","2023","Cod","Rec",2934.39
"1991","2023","Cod","Rec",3467.4
"1992","2023","Cod","Rec",2117.31
"1993","2023","Cod","Rec",3450.56
"1994","2023","Cod","Rec",2743.49
"1995","2023","Cod","Rec",3281.94
"1996","2023","Cod","Rec",5332.92
"1997","2023","Cod","Rec",1690.71
"1998","2023","Cod","Rec",2685.43
"1999","2023","Cod","Rec",4957.64
"2000","2023","Cod","Rec",1773.24
"2001","2023","Cod","Rec",1883.61
"2002","2023","Cod","Rec",2093.48
"2003","2023","Cod","Rec",3613.27
"2004","2023","Cod","Rec",2631.55
"2005","2023","Cod","Rec",4723.23
"2006","2023","Cod","Rec",2611.32
"2007","2023","Cod","Rec",2717.9
"2008","2023","Cod","Rec",2576.56
"2009","2023","Cod","Rec",2277.68
"2010","2023","Cod","Rec",1863.01
"2011","2023","Cod","Rec",4136.1
"2012","2023","Cod","Rec",6176.8
"2013","2023","Cod","Rec",4438.78
"2014","2023","Cod","Rec",2486.61
"2015","2023","Cod","Rec",1913.04
"2016","2023","Cod","Rec",2712.03
"2017","2023","Cod","Rec",1367.04
"2018","2023","Cod","Rec",1309.94
"2019","2023","Cod","Rec",1138.67
"2020","2023","Cod","Rec",928.24
"2021","2023","Cod","Rec",1885.05
"2022","2023","Cod","Rec",2165.03
"1974","2020","Haddock","Rec",39878.8
"1975","2020","Haddock","Rec",3734.44
"1976","2020","Haddock","Rec",5994.86
"1977","2020","Haddock","Rec",12545.7
"1978","2020","Haddock","Rec",17338
"1979","2020","Haddock","Rec",33598.8
