"Predator","Quarter","Year","Area","Predator.length.class","Prey","Quarter.no","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","multinom.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","Prey.number.obs","Prey.number.prob","Obj.N.contrib","avail.prey.number.sum","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.type","stan.residual","Pred.avail","stomcon.hat.part","Residual.part","pl.theta","pl.E","pl.Var","pl.sd","pl.res","pl.y","Composistional","ratio","split","Predator.sc","Prey.sc"
"Her.Gull","Q1",1981,1,9,"Herring",1,3,0,500,500,5,5,136112,0,5,-11.2886,0,21,5,222,0.10799,0.10799,0,0,0,0,50,50,0,0,0,1225140,0,950.483,0.00718413,0,0,0.00481218,1,0,1,1,NA,136112.291,0.00698307987483658,-0.00217089987483658,10,0,0,0,NA,0,TRUE,46.3005833873507,"1 1981 Q1 3 9","0500-0700","0200-0250"
"Her.Gull","Q1",1981,1,9,"Herring",1,3,0,500,500,5,5,136112,0,5,-11.2886,0,21,6,258,0.1725,0.1725,0,0,0,0,50,50,0,0,0,567803,0,703.656,0.00718413,0,0,0.00202678,1,0,1,1,NA,136112.291,0.00516967273734302,-0.00314289273734302,10,0,0,0,NA,0,TRUE,28.9855072463768,"1 1981 Q1 3 9","0500-0700","0250-0300"
"Her.Gull","Q1",1981,1,9,"Nor.pout",1,3,0,500,500,5,5,136112,0.257637,5,-11.2886,0,24,2,88,0.00714,0.00714,0,0,0,0,50,50,0.0141511,0.0515274,-0.0373763,3216310,7013.51,664.478,0.0289351,0.00814538,0,0.0015844,1,1,1,1,-0.414133756727685,136112.291,0.0048818368651219,-0.0032974368651219,10,2.57637,25.7637,5.07579550415499,-0.368181696538052,0.550625860391176,TRUE,700.280112044818,"1 1981 Q1 3 9","0500-0700","0070-0100"
"Her.Gull","Q1",1981,1,9,"Nor.pout",1,3,0,500,500,5,5,136112,0,5,-11.2886,0,24,3,107,0.01305,0.01305,0,0,0,0,50,50,0,0,0,16814000,0,6349.03,0.0289351,0,0,0.0125667,1,0,1,1,NA,136112.291,0.0466455303437659,-0.0340788303437659,10,0,0,0,NA,0,TRUE,383.141762452107,"1 1981 Q1 3 9","0500-0700","0100-0150"
"Her.Gull","Q1",1981,1,9,"Sprat",1,3,0,500,500,5,5,136112,0.417641,5,-11.2886,0,25,1,56,0.00152,0.00152,0,0,0,0,50,50,0.00871279,0.0835283,-0.0748155,20135300,11369.2,1218.64,0.0398175,0.0127586,0,0.00105998,1,1,1,1,-0.662353860260698,136112.291,0.00895319585796995,-0.00789321585796995,10,4.17641,41.7641,6.46251499031143,-0.578841287889953,0.300921972540186,TRUE,3289.47368421053,"1 1981 Q1 3 9","0500-0700","0050-0070"
"Her.Gull","Q1",1981,1,9,"Sprat",1,3,0,500,500,5,5,136112,0,5,-11.2886,0,25,2,80,0.00467,0.00467,0,0,0,0,50,50,0,0,0,30309800,0,5636.04,0.0398175,0,0,0.00511831,1,0,1,1,NA,136112.291,0.0414072818743459,-0.0362889718743459,10,0,0,0,NA,0,TRUE,1070.66381156317,"1 1981 Q1 3 9","0500-0700","0070-0100"
"Her.Gull","Q1",1981,1,9,"Sprat",1,3,0,500,500,5,5,136112,0,5,-11.2886,0,25,3,100,0.00914,0.00914,0,0,0,0,50,50,0,0,0,12404900,0,4514.55,0.0398175,0,0,0.0025345,1,0,1,1,NA,136112.291,0.0331678349312334,-0.0306333349312334,10,0,0,0,NA,0,TRUE,547.045951859956,"1 1981 Q1 3 9","0500-0700","0100-0150"
"Kittiwake","Q1",1981,1,9,"Other",1,4,0,500,500,5,5,17774700,2.81298,5,-14.4577,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.816771,0.562596,0.254175,-1,1e+07,1e+07,1,0.0410136,0,0.816771,1,1,1,1,1.25507271000042,17774739.1,0.56259616210063,0.25417483789937,10,28.1298,281.298,16.7719408536997,0.757738779957396,0.805224284278637,TRUE,-5,"1 1981 Q1 4 9","0500-0700","9999-9999"
"Kittiwake","Q1",1981,1,9,"Cod",1,4,0,500,500,5,5,17774700,0.25971,5,-14.4577,0,16,3,110,0.01423,0.01423,0,0,0,0,50,50,0.0127831,0.051942,-0.0391588,318798,923255,923255,203.517,0.00820733,0,0.0127831,1,1,1,1,-0.432243455740657,17774739.1,0.0519419719640217,-0.0391588719640217,10,2.5971,25.971,5.09617503624042,-0.384198930781708,0.534267308630316,TRUE,351.370344342937,"1 1981 Q1 4 9","0500-0700","0100-0150"
"Kittiwake","Q1",1981,1,9,"Whiting",1,4,0,500,500,5,5,17774700,0.204201,5,-14.4577,0,17,3,115,0.01249,0.01249,0,0,0,0,50,50,0.0140736,0.0408403,-0.0267667,1316850,725925,725925,44.136,0.00652872,0,0.0140736,1,1,1,1,-0.331269009974542,17774739.1,0.04084026189729,-0.02676666189729,10,2.04201,20.4201,4.51886047582795,-0.296165373363246,0.6267850625153,TRUE,400.320256204964,"1 1981 Q1 4 9","0500-0700","0100-0150"
"Kittiwake","Q1",1981,1,9,"Haddock",1,4,0,500,500,5,5,17774700,0.229075,5,-14.4577,0,18,3,116,0.01264,0.01264,0,0,0,0,50,50,0.0143822,0.045815,-0.0314328,965231,814350,814350,66.7471,0.007286,0,0.0143822,1,1,1,1,-0.368246379588658,17774739.1,0.0458150184606648,-0.0314328184606648,10,2.29075,22.9075,4.78617801591207,-0.328370569330047,0.592751275586782,TRUE,395.569620253165,"1 1981 Q1 4 9","0500-0700","0100-0150"
"Kittiwake","Q1",1981,1,9,"Herring",1,4,0,500,500,5,5,17774700,0.158456,5,-14.4577,0,21,3,126,0.01917,0.01917,0,0,0,0,50,50,0.0439961,0.0316913,0.0123048,3960130,563304,140886,1.85582,0.00511449,0,0.00754393,1,1,1,1,0.172057414406617,17774739.1,0.00792619228937093,-0.00038226228937093,10,1.58456,15.8456,3.98065321272778,0.154558804075876,0.821608059252311,TRUE,260.824204486176,"1 1981 Q1 4 9","0500-0700","0100-0150"
"Kittiwake","Q1",1981,1,9,"Herring",1,4,0,500,500,5,5,17774700,0,5,-14.4577,0,21,4,163,0.04235,0.04235,0,0,0,0,50,50,0,0,0,2447090,0,192326,1.85582,0,0,0.0114293,1,0,1,1,NA,17774739.1,0.0108201869472166,0.000609113052783432,10,0,0,0,NA,0,TRUE,118.063754427391,"1 1981 Q1 4 9","0500-0700","0150-0200"
"Kittiwake","Q1",1981,1,9,"Herring",1,4,0,500,500,5,5,17774700,0,5,-14.4577,0,21,5,217,0.1012,0.1012,0,0,0,0,50,50,0,0,0,1225140,0,230092,1.85582,0,0,0.0250228,1,0,1,1,NA,17774739.1,0.0129448876130058,0.0120779123869942,10,0,0,0,NA,0,TRUE,49.4071146245059,"1 1981 Q1 4 9","0500-0700","0200-0250"
"Kittiwake","Q1",1981,1,9,"N.sandeel",1,4,0,500,500,5,5,17774700,0.164646,5,-14.4577,0,22,2,87,0.0019,0.0019,0,0,0,0,50,50,0.00474709,0.0329293,-0.0281822,20021500,585309,73284.7,1.92648,0.00530749,0,0.00051738,1,1,1,1,-0.386839043107885,17774739.1,0.0041229690960696,-0.0036055890960696,10,1.64646,16.4646,4.05765942385509,-0.347270520467004,0.579903887351771,TRUE,2631.57894736842,"1 1981 Q1 4 9","0500-0700","0070-0100"
"Kittiwake","Q1",1981,1,9,"N.sandeel",1,4,0,500,500,5,5,17774700,0,5,-14.4577,0,22,3,115,0.00481,0.00481,0,0,0,0,50,50,0,0,0,55256300,0,512024,1.92648,0,0,0.00422971,1,0,1,1,NA,17774739.1,0.0288062737303413,-0.0245765637303413,10,0,0,0,NA,0,TRUE,1039.50103950104,"1 1981 Q1 4 9","0500-0700","0100-0150"
"Kittiwake","Q1",1981,1,9,"S.sandeel",1,4,0,500,500,5,5,17774700,0.203976,5,-14.4577,0,23,2,87,0.0019,0.0019,0,0,0,0,50,50,0.00474709,0.0407951,-0.036048,27921500,725122,87465.4,1.64871,0.00652181,0,0.00051738,1,1,1,1,-0.446372163241868,17774739.1,0.00492076983565964,-0.00440338983565964,10,2.03976,20.3976,4.51637022397412,-0.399082761291876,0.506353382662513,TRUE,2631.57894736842,"1 1981 Q1 4 9","0500-0700","0070-0100"
"Kittiwake","Q1",1981,1,9,"S.sandeel",1,4,0,500,500,5,5,17774700,0,5,-14.4577,0,23,3,115,0.00481,0.00481,0,0,0,0,50,50,0,0,0,80407600,0,637657,1.64871,0,0,0.00422971,1,0,1,1,NA,17774739.1,0.0358743380936601,-0.0316446280936601,10,0,0,0,NA,0,TRUE,1039.50103950104,"1 1981 Q1 4 9","0500-0700","0100-0150"
"Kittiwake","Q1",1981,1,9,"Sprat",1,4,0,500,500,5,5,17774700,0.966954,5,-14.4577,0,25,1,56,0.00152,0.00152,0,0,0,0,50,50,0.0884995,0.193391,-0.104891,20135300,3437470,368454,12.0388,0.0259985,0,0.010846,1,1,1,1,-0.650525132708551,17774739.1,0.0207290806310625,-0.00988308063106254,10,9.66954,96.6954,9.83338192078392,-0.533342957921226,0.373787006237349,TRUE,3289.47368421053,"1 1981 Q1 4 9","0500-0700","0050-0070"
"Kittiwake","Q1",1981,1,9,"Sprat",1,4,0,500,500,5,5,17774700,0,5,-14.4577,0,25,2,80,0.00467,0.00467,0,0,0,0,50,50,0,0,0,30309800,0,1704050,12.0388,0,0,0.0519358,1,0,1,1,NA,17774739.1,0.0958691990027578,-0.0439333990027578,10,0,0,0,NA,0,TRUE,1070.66381156317,"1 1981 Q1 4 9","0500-0700","0070-0100"
"Kittiwake","Q1",1981,1,9,"Sprat",1,4,0,500,500,5,5,17774700,0,5,-14.4577,0,25,3,100,0.00914,0.00914,0,0,0,0,50,50,0,0,0,12404900,0,1364970,12.0388,0,0,0.0257178,1,0,1,1,NA,17774739.1,0.0767926883382496,-0.0510748883382496,10,0,0,0,NA,0,TRUE,547.045951859956,"1 1981 Q1 4 9","0500-0700","0100-0150"
"GBB.Gull","Q1",1981,1,9,"Other",1,5,0,500,500,5,5,16649100,3.00316,5,-16.1623,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.843628,0.600632,0.242997,-1,1e+07,1e+07,1,0.0399789,0,0.843628,1,1,1,1,1.21530557912844,16649139.8,0.600631631431193,0.242996368568807,10,30.0316,300.316,17.3296278090443,0.701099881306111,0.791633135085122,TRUE,-5,"1 1981 Q1 5 9","0500-0700","9999-9999"
"GBB.Gull","Q1",1981,1,9,"Cod",1,5,0,500,500,5,5,16649100,0.208477,5,-16.1623,0,16,3,110,0.01423,0.01423,0,0,0,0,50,50,0.0118152,0.0416955,-0.0298803,318798,694194,694194,153.025,0.0066595,0,0.0118152,1,1,1,1,-0.366154302664685,16649139.8,0.0416954874749745,-0.0298802874749745,10,2.08477,20.8477,4.56592816413049,-0.32720838924642,0.599255339029364,TRUE,351.370344342937,"1 1981 Q1 5 9","0500-0700","0100-0150"
"GBB.Gull","Q1",1981,1,9,"Whiting",1,5,0,500,500,5,5,16649100,0.210204,5,-16.1623,0,17,3,115,0.01249,0.01249,0,0,0,0,50,50,0.013008,0.0420408,-0.0290328,1316850,699943,699943,42.5563,0.00671223,0,0.013008,1,1,1,1,-0.35436882420459,16649139.8,0.0420407905998843,-0.0290327905998843,10,2.10204,21.0204,4.58480097714176,-0.316620068621818,0.608146974182997,TRUE,400.320256204964,"1 1981 Q1 5 9","0500-0700","0100-0150"
"GBB.Gull","Q1",1981,1,9,"Haddock",1,5,0,500,500,5,5,16649100,0.246923,5,-16.1623,0,18,3,116,0.01264,0.01264,0,0,0,0,50,50,0.0132933,0.0493845,-0.0360913,965231,822210,822210,67.3914,0.00782428,0,0.0132933,1,1,1,1,-0.408018949773495,16649139.8,0.0493845333679041,-0.0360912333679041,10,2.46923,24.6923,4.96913473353259,-0.363154773772279,0.557182001544195,TRUE,395.569620253165,"1 1981 Q1 5 9","0500-0700","0100-0150"
