"Year","Predator","Prey","Prey.no","eatenW"
2013,"Cod","Cod",16,9664.48399436611
2014,"Cod","Cod",16,9583.46709520019
2015,"Cod","Cod",16,8173.77958980731
2016,"Cod","Cod",16,5968.35962954493
2017,"Cod","Cod",16,6332.18583975461
2018,"Cod","Cod",16,4318.7179050351
2019,"Cod","Cod",16,2816.62461015683
2020,"Cod","Cod",16,2870.84393893182
2021,"Cod","Cod",16,3472.73989117098
2022,"Cod","Cod",16,4453.50354414851
1974,"Fulmar","Cod",16,1727.2305692928
1975,"Fulmar","Cod",16,1011.029407245
1976,"Fulmar","Cod",16,3893.9512785966
1977,"Fulmar","Cod",16,2718.922544364
1978,"Fulmar","Cod",16,2633.7770532528
1979,"Fulmar","Cod",16,2955.7902810956
1980,"Fulmar","Cod",16,3275.2519139808
1981,"Fulmar","Cod",16,6120.9060943992
1982,"Fulmar","Cod",16,4351.5018128712
1983,"Fulmar","Cod",16,4722.8995645624
1984,"Fulmar","Cod",16,3144.7125201024
1985,"Fulmar","Cod",16,4568.8693308258
1986,"Fulmar","Cod",16,2703.819723969
1987,"Fulmar","Cod",16,3000.9889802178
1988,"Fulmar","Cod",16,2768.22542997
1989,"Fulmar","Cod",16,2127.2439906432
1990,"Fulmar","Cod",16,2374.4628055044
1991,"Fulmar","Cod",16,2574.3323063952
1992,"Fulmar","Cod",16,1454.5661568048
1993,"Fulmar","Cod",16,2198.10007872
1994,"Fulmar","Cod",16,1686.0870790192
1995,"Fulmar","Cod",16,2291.097312582
1996,"Fulmar","Cod",16,3766.1018748158
1997,"Fulmar","Cod",16,1007.89491762388
1998,"Fulmar","Cod",16,1552.7783293204
1999,"Fulmar","Cod",16,2509.10698584
2000,"Fulmar","Cod",16,898.96198331888
2001,"Fulmar","Cod",16,1038.8568380346
2002,"Fulmar","Cod",16,1251.13166597328
2003,"Fulmar","Cod",16,2224.6036737938
2004,"Fulmar","Cod",16,1399.3015262252
2005,"Fulmar","Cod",16,2589.2357388794
2006,"Fulmar","Cod",16,1447.294874116
2007,"Fulmar","Cod",16,1363.805650389
2008,"Fulmar","Cod",16,1159.6058797856
2009,"Fulmar","Cod",16,1135.2091900058
2010,"Fulmar","Cod",16,880.52796741
2011,"Fulmar","Cod",16,1763.2476872244
2012,"Fulmar","Cod",16,2475.562257168
2013,"Fulmar","Cod",16,1756.4559096994
2014,"Fulmar","Cod",16,861.2257641936
2015,"Fulmar","Cod",16,714.55204402868
2016,"Fulmar","Cod",16,1076.7161516566
2017,"Fulmar","Cod",16,522.3278062002
2018,"Fulmar","Cod",16,630.26639310778
2019,"Fulmar","Cod",16,510.21604376288
2020,"Fulmar","Cod",16,429.27286880062
2021,"Fulmar","Cod",16,1006.761302742
2022,"Fulmar","Cod",16,1008.0424122548
1974,"G.gurnards","Cod",16,6244.03089938232
1975,"G.gurnards","Cod",16,2903.12177489415
1976,"G.gurnards","Cod",16,18588.324122055
1977,"G.gurnards","Cod",16,1588.20810045119
1978,"G.gurnards","Cod",16,12551.6765372266
1979,"G.gurnards","Cod",16,552.400067529642
1980,"G.gurnards","Cod",16,1164.66027830006
1981,"G.gurnards","Cod",16,47679.8467972974
1982,"G.gurnards","Cod",16,8493.33473883474
1983,"G.gurnards","Cod",16,7373.02550956444
1984,"G.gurnards","Cod",16,9654.3007931388
1985,"G.gurnards","Cod",16,4276.37316223232
1986,"G.gurnards","Cod",16,4988.54220425868
1987,"G.gurnards","Cod",16,2962.16677145205
1988,"G.gurnards","Cod",16,1690.156649871
1989,"G.gurnards","Cod",16,2558.19509426304
1990,"G.gurnards","Cod",16,4677.9170292438
1991,"G.gurnards","Cod",16,4611.53105365355
1992,"G.gurnards","Cod",16,3815.73342150014
1993,"G.gurnards","Cod",16,6243.32810512782
1994,"G.gurnards","Cod",16,7095.25990267416
1995,"G.gurnards","Cod",16,9169.4709070686
1996,"G.gurnards","Cod",16,13122.119238605
1997,"G.gurnards","Cod",16,5198.98732777556
1998,"G.gurnards","Cod",16,9346.6183876111
1999,"G.gurnards","Cod",16,21911.1157251453
2000,"G.gurnards","Cod",16,6035.37033218146
2001,"G.gurnards","Cod",16,6318.1013204565
2002,"G.gurnards","Cod",16,7333.241182869
2003,"G.gurnards","Cod",16,13079.9709977376
2004,"G.gurnards","Cod",16,9437.8771034944
2005,"G.gurnards","Cod",16,16651.2977495705
2006,"G.gurnards","Cod",16,8992.2358733729
2007,"G.gurnards","Cod",16,9703.962003143
2008,"G.gurnards","Cod",16,9529.6170650756
2009,"G.gurnards","Cod",16,7272.71936868002
2010,"G.gurnards","Cod",16,7548.752759985
2011,"G.gurnards","Cod",16,17485.7893672536
2012,"G.gurnards","Cod",16,26205.466126675
2013,"G.gurnards","Cod",16,18454.9889787016
2014,"G.gurnards","Cod",16,10118.486410236
2015,"G.gurnards","Cod",16,7990.98506444724
2016,"G.gurnards","Cod",16,11018.8136561888
2017,"G.gurnards","Cod",16,5810.92599695028
2018,"G.gurnards","Cod",16,4433.64894540206
2019,"G.gurnards","Cod",16,3729.15073688581
2020,"G.gurnards","Cod",16,2817.93876150826
2021,"G.gurnards","Cod",16,4949.74114481724
2022,"G.gurnards","Cod",16,4568.3910629833
1974,"Gannet","Cod",16,2267.7699358856
1975,"Gannet","Cod",16,3736.1624479409
1976,"Gannet","Cod",16,2754.9931356583
1977,"Gannet","Cod",16,4315.3207434286
1978,"Gannet","Cod",16,4256.2172032604
1979,"Gannet","Cod",16,3187.9350306993
1980,"Gannet","Cod",16,6135.6801514242
1981,"Gannet","Cod",16,3493.4973938147
1982,"Gannet","Cod",16,4925.32697222
1983,"Gannet","Cod",16,3073.1609388488
1984,"Gannet","Cod",16,5245.9056243374
1985,"Gannet","Cod",16,2250.800798034
1986,"Gannet","Cod",16,5124.9723408539
1987,"Gannet","Cod",16,3230.4395021973
1988,"Gannet","Cod",16,2478.6297292522
1989,"Gannet","Cod",16,3798.727672534
1990,"Gannet","Cod",16,2099.4800099972
1991,"Gannet","Cod",16,2234.589735042
1992,"Gannet","Cod",16,3216.8160040498
1993,"Gannet","Cod",16,1562.742328465
1994,"Gannet","Cod",16,2722.6751409168
1995,"Gannet","Cod",16,3374.2794489209
1996,"Gannet","Cod",16,2691.2022181005
1997,"Gannet","Cod",16,5324.9266142807
1998,"Gannet","Cod",16,1271.87257202435
1999,"Gannet","Cod",16,1946.15331190534
2000,"Gannet","Cod",16,2495.275199832
2001,"Gannet","Cod",16,1455.45273958744
2002,"Gannet","Cod",16,1393.7715455721
2003,"Gannet","Cod",16,1111.245875316
2004,"Gannet","Cod",16,1753.67109090966
2005,"Gannet","Cod",16,1732.31202148789
2006,"Gannet","Cod",16,3347.792770877
2007,"Gannet","Cod",16,1963.71990158362
2008,"Gannet","Cod",16,1966.89323035366
2009,"Gannet","Cod",16,1814.93775939241
2010,"Gannet","Cod",16,2649.7757002128
2011,"Gannet","Cod",16,1993.5909642082
2012,"Gannet","Cod",16,2325.29610617798
2013,"Gannet","Cod",16,4184.7519476755
2014,"Gannet","Cod",16,2389.7738557224
2015,"Gannet","Cod",16,1671.66725650599
2016,"Gannet","Cod",16,1521.78106570384
2017,"Gannet","Cod",16,3251.51038038255
2018,"Gannet","Cod",16,1416.96340631384
2019,"Gannet","Cod",16,2161.9565526969
2020,"Gannet","Cod",16,3078.2597823815
2021,"Gannet","Cod",16,2588.09095245464
2022,"Gannet","Cod",16,3255.07688354728
1974,"GBB.Gull","Cod",16,89.91205948296
1975,"GBB.Gull","Cod",16,79.355676919662
1976,"GBB.Gull","Cod",16,318.22021650744
1977,"GBB.Gull","Cod",16,193.75476197662
1978,"GBB.Gull","Cod",16,181.744393373088
1979,"GBB.Gull","Cod",16,173.783845877356
1980,"GBB.Gull","Cod",16,202.63924460988
1981,"GBB.Gull","Cod",16,417.221272143156
1982,"GBB.Gull","Cod",16,292.24489756982
1983,"GBB.Gull","Cod",16,291.18347452168
1984,"GBB.Gull","Cod",16,227.2185274944
1985,"GBB.Gull","Cod",16,338.10568333542
1986,"GBB.Gull","Cod",16,178.85456237012
1987,"GBB.Gull","Cod",16,227.4071417475
1988,"GBB.Gull","Cod",16,214.475564121
1989,"GBB.Gull","Cod",16,157.52043800064
1990,"GBB.Gull","Cod",16,166.15818148644
1991,"GBB.Gull","Cod",16,176.34328654592
1992,"GBB.Gull","Cod",16,94.18154132348
1993,"GBB.Gull","Cod",16,165.75009639552
1994,"GBB.Gull","Cod",16,110.0508046781
1995,"GBB.Gull","Cod",16,176.54369473442
1996,"GBB.Gull","Cod",16,342.47989499698
1997,"GBB.Gull","Cod",16,121.740203024154
1998,"GBB.Gull","Cod",16,182.64429049412
1999,"GBB.Gull","Cod",16,209.26347396864
2000,"GBB.Gull","Cod",16,104.677513776082
2001,"GBB.Gull","Cod",16,107.64328012269
2002,"GBB.Gull","Cod",16,117.753325712386
2003,"GBB.Gull","Cod",16,189.53792759564
2004,"GBB.Gull","Cod",16,120.17298695168
2005,"GBB.Gull","Cod",16,225.57837132454
2006,"GBB.Gull","Cod",16,154.48103931364
2007,"GBB.Gull","Cod",16,160.1518146319
2008,"GBB.Gull","Cod",16,134.50050827616
2009,"GBB.Gull","Cod",16,151.15498790938
2010,"GBB.Gull","Cod",16,147.78489077625
2011,"GBB.Gull","Cod",16,305.9683775694
2012,"GBB.Gull","Cod",16,429.8352125782
2013,"GBB.Gull","Cod",16,309.10052578132
2014,"GBB.Gull","Cod",16,141.57127302552
2015,"GBB.Gull","Cod",16,124.931315956252
2016,"GBB.Gull","Cod",16,188.0677658964
2017,"GBB.Gull","Cod",16,103.294331722218
2018,"GBB.Gull","Cod",16,120.192455999408
2019,"GBB.Gull","Cod",16,97.797452956736
2020,"GBB.Gull","Cod",16,81.472471033486
2021,"GBB.Gull","Cod",16,204.72881165932
2022,"GBB.Gull","Cod",16,210.4779250314
1974,"Grey.seal","Cod",16,2089.36005333593
1975,"Grey.seal","Cod",16,3589.37559353086
1976,"Grey.seal","Cod",16,4411.28563249773
1977,"Grey.seal","Cod",16,6512.90020252006
1978,"Grey.seal","Cod",16,6467.947326958
1979,"Grey.seal","Cod",16,6143.99647275183
1980,"Grey.seal","Cod",16,6134.25105936982
1981,"Grey.seal","Cod",16,7032.2562526862
1982,"Grey.seal","Cod",16,6909.45907873357
1983,"Grey.seal","Cod",16,6413.15686464121
1984,"Grey.seal","Cod",16,6812.58188192005
1985,"Grey.seal","Cod",16,6424.52152722131
1986,"Grey.seal","Cod",16,6731.91113870878
1987,"Grey.seal","Cod",16,7456.21323378001
1988,"Grey.seal","Cod",16,7716.12525499746
1989,"Grey.seal","Cod",16,7618.74448259306
1990,"Grey.seal","Cod",16,8081.07266039854
1991,"Grey.seal","Cod",16,6894.22723379873
1992,"Grey.seal","Cod",16,6661.14613207544
1993,"Grey.seal","Cod",16,6648.14183442394
1994,"Grey.seal","Cod",16,7306.144227499
1995,"Grey.seal","Cod",16,9056.38680480096
1996,"Grey.seal","Cod",16,8662.36284009713
1997,"Grey.seal","Cod",16,8401.82927308995
1998,"Grey.seal","Cod",16,9708.87381996738
1999,"Grey.seal","Cod",16,6349.71076905827
2000,"Grey.seal","Cod",16,6519.21461111629
2001,"Grey.seal","Cod",16,8806.79052722691
2002,"Grey.seal","Cod",16,9957.51185487093
2003,"Grey.seal","Cod",16,11211.7012491715
2004,"Grey.seal","Cod",16,14242.3717754713
2005,"Grey.seal","Cod",16,15422.407606981
2006,"Grey.seal","Cod",16,16882.2817787273
2007,"Grey.seal","Cod",16,17549.587770715
2008,"Grey.seal","Cod",16,18276.0106672735
2009,"Grey.seal","Cod",16,14122.245125389
2010,"Grey.seal","Cod",16,16064.4049115072
2011,"Grey.seal","Cod",16,20888.2102887481
2012,"Grey.seal","Cod",16,24270.313171654
2013,"Grey.seal","Cod",16,21203.5292632297
2014,"Grey.seal","Cod",16,22665.7267969711
2015,"Grey.seal","Cod",16,25121.6638516467
2016,"Grey.seal","Cod",16,18049.5008227448
2017,"Grey.seal","Cod",16,11236.9698869406
2018,"Grey.seal","Cod",16,11510.8011675335
2019,"Grey.seal","Cod",16,9444.47462585809
2020,"Grey.seal","Cod",16,9144.82572774355
2021,"Grey.seal","Cod",16,15100.8569990374
2022,"Grey.seal","Cod",16,20407.5234236924
1974,"H.porpoise","Cod",16,43849.047423625
1975,"H.porpoise","Cod",16,50109.6012155004
1976,"H.porpoise","Cod",16,55052.4124082345
1977,"H.porpoise","Cod",16,60660.8061590692
1978,"H.porpoise","Cod",16,65673.4017052693
1979,"H.porpoise","Cod",16,56763.1797557719
1980,"H.porpoise","Cod",16,64569.9504798969
1981,"H.porpoise","Cod",16,65753.3600028486
1982,"H.porpoise","Cod",16,61472.6581704843
1983,"H.porpoise","Cod",16,63168.1222031103
1984,"H.porpoise","Cod",16,61203.8442541
1985,"H.porpoise","Cod",16,58770.318507803
1986,"H.porpoise","Cod",16,49361.0779688839
1987,"H.porpoise","Cod",16,56665.3790979969
1988,"H.porpoise","Cod",16,39132.6725064379
1989,"H.porpoise","Cod",16,38379.7053333266
1990,"H.porpoise","Cod",16,39239.6655584944
1991,"H.porpoise","Cod",16,31676.2951073656
1992,"H.porpoise","Cod",16,39469.5991130374
1993,"H.porpoise","Cod",16,43153.2632341918
1994,"H.porpoise","Cod",16,40610.4829920402
1995,"H.porpoise","Cod",16,48646.9290917701
1996,"H.porpoise","Cod",16,43317.1368293096
1997,"H.porpoise","Cod",16,48896.9687841007
1998,"H.porpoise","Cod",16,46562.0535058424
1999,"H.porpoise","Cod",16,22388.414247492
2000,"H.porpoise","Cod",16,27635.3320769893
2001,"H.porpoise","Cod",16,27165.7069871782
2002,"H.porpoise","Cod",16,17202.377363073
2003,"H.porpoise","Cod",16,18867.814574172
2004,"H.porpoise","Cod",16,21751.8988124229
2005,"H.porpoise","Cod",16,26750.601896348
2006,"H.porpoise","Cod",16,32709.0523389886
2007,"H.porpoise","Cod",16,35290.0478635764
2008,"H.porpoise","Cod",16,25568.6103070079
2009,"H.porpoise","Cod",16,25513.654042
2010,"H.porpoise","Cod",16,27694.272612738
2011,"H.porpoise","Cod",16,29918.1200859386
2012,"H.porpoise","Cod",16,25467.0917195213
2013,"H.porpoise","Cod",16,33340.3646521139
2014,"H.porpoise","Cod",16,35839.8401784959
2015,"H.porpoise","Cod",16,29570.0100750104
2016,"H.porpoise","Cod",16,18758.7117066504
2017,"H.porpoise","Cod",16,19057.2576556464
2018,"H.porpoise","Cod",16,20366.6356711697
2019,"H.porpoise","Cod",16,13119.2548144222
2020,"H.porpoise","Cod",16,16722.4136750708
2021,"H.porpoise","Cod",16,18182.4598046208
2022,"H.porpoise","Cod",16,17628.7705065512
1974,"Her.Gull","Cod",16,230.70145460076
1975,"Her.Gull","Cod",16,199.3577117103
1976,"Her.Gull","Cod",16,789.90253839432
1977,"Her.Gull","Cod",16,492.5537979232
1978,"Her.Gull","Cod",16,461.44253021776
1979,"Her.Gull","Cod",16,459.03843640928
1980,"Her.Gull","Cod",16,528.48317473536
1981,"Her.Gull","Cod",16,1112.87825472408
1982,"Her.Gull","Cod",16,757.1647215366
1983,"Her.Gull","Cod",16,775.44949309048
1984,"Her.Gull","Cod",16,574.34753878944
1985,"Her.Gull","Cod",16,926.3374622372
1986,"Her.Gull","Cod",16,480.93206901376
1987,"Her.Gull","Cod",16,591.63812578728
1988,"Her.Gull","Cod",16,557.134690476
1989,"Her.Gull","Cod",16,419.19350533632
1990,"Her.Gull","Cod",16,463.18693542264
1991,"Her.Gull","Cod",16,519.76334057232
1992,"Her.Gull","Cod",16,293.56035627438
1993,"Her.Gull","Cod",16,541.29499272576
1994,"Her.Gull","Cod",16,363.78669421094
1995,"Her.Gull","Cod",16,515.71366581904
1996,"Her.Gull","Cod",16,1002.0362854255
1997,"Her.Gull","Cod",16,283.79686315552
1998,"Her.Gull","Cod",16,431.33754934452
1999,"Her.Gull","Cod",16,530.38118748264
2000,"Her.Gull","Cod",16,260.577817732232
2001,"Her.Gull","Cod",16,280.76220704805
2002,"Her.Gull","Cod",16,291.690682374546
2003,"Her.Gull","Cod",16,462.39146501678
2004,"Her.Gull","Cod",16,271.525322653
2005,"Her.Gull","Cod",16,414.0285248645
2006,"Her.Gull","Cod",16,272.02045914212
2007,"Her.Gull","Cod",16,224.8940375682
2008,"Her.Gull","Cod",16,164.6203046592
2009,"Her.Gull","Cod",16,169.6126286933
2010,"Her.Gull","Cod",16,131.706765645
2011,"Her.Gull","Cod",16,240.19361523612
2012,"Her.Gull","Cod",16,416.0782770859
2013,"Her.Gull","Cod",16,235.712063041
2014,"Her.Gull","Cod",16,114.4628981028
2015,"Her.Gull","Cod",16,97.728883205408
2016,"Her.Gull","Cod",16,154.39075488226
2017,"Her.Gull","Cod",16,74.315488611546
2018,"Her.Gull","Cod",16,89.42333896873
2019,"Her.Gull","Cod",16,69.826732775072
2020,"Her.Gull","Cod",16,53.29357762495
2021,"Her.Gull","Cod",16,137.53226760884
2022,"Her.Gull","Cod",16,138.24487047566
1974,"Kittiwake","Cod",16,409.6625777244
1975,"Kittiwake","Cod",16,307.7345851008
1976,"Kittiwake","Cod",16,1403.16719466222
1977,"Kittiwake","Cod",16,811.55912156228
1978,"Kittiwake","Cod",16,734.49629275568
1979,"Kittiwake","Cod",16,724.21941252856
1980,"Kittiwake","Cod",16,812.00115862944
1981,"Kittiwake","Cod",16,1905.15704276118
1982,"Kittiwake","Cod",16,1107.63258989162
1983,"Kittiwake","Cod",16,1251.73851955464
1984,"Kittiwake","Cod",16,838.05214263264
1985,"Kittiwake","Cod",16,1090.21687983754
1986,"Kittiwake","Cod",16,512.52759712518
1987,"Kittiwake","Cod",16,815.3460717012
1988,"Kittiwake","Cod",16,728.1078387765
1989,"Kittiwake","Cod",16,496.14545844864
1990,"Kittiwake","Cod",16,574.30451414856
1991,"Kittiwake","Cod",16,671.06591077344
1992,"Kittiwake","Cod",16,308.9528974376
1993,"Kittiwake","Cod",16,463.97338146432
1994,"Kittiwake","Cod",16,279.9628025766
1995,"Kittiwake","Cod",16,435.75493977548
1996,"Kittiwake","Cod",16,560.1014917238
1997,"Kittiwake","Cod",16,141.102646858316
1998,"Kittiwake","Cod",16,332.91881249354
1999,"Kittiwake","Cod",16,459.14541046452
2000,"Kittiwake","Cod",16,183.62650634926
2001,"Kittiwake","Cod",16,196.65208916613
2002,"Kittiwake","Cod",16,262.104464088376
2003,"Kittiwake","Cod",16,536.9950251861
2004,"Kittiwake","Cod",16,326.70501753448
2005,"Kittiwake","Cod",16,535.8917721157
2006,"Kittiwake","Cod",16,311.00955484872
2007,"Kittiwake","Cod",16,276.038331478
2008,"Kittiwake","Cod",16,233.87270762336
2009,"Kittiwake","Cod",16,157.03458070144
2010,"Kittiwake","Cod",16,122.61912970125
2011,"Kittiwake","Cod",16,337.27017455118
2012,"Kittiwake","Cod",16,512.3637563616
2013,"Kittiwake","Cod",16,317.66350792904
2014,"Kittiwake","Cod",16,136.04380452624
2015,"Kittiwake","Cod",16,128.047135653788
2016,"Kittiwake","Cod",16,147.68505344138
2017,"Kittiwake","Cod",16,76.142545438596
2018,"Kittiwake","Cod",16,123.523514210096
2019,"Kittiwake","Cod",16,84.408891187296
2020,"Kittiwake","Cod",16,65.270796538012
2021,"Kittiwake","Cod",16,165.44560962592
2022,"Kittiwake","Cod",16,182.41882199736
1974,"Whiting","Cod",16,3126.85755705236
1975,"Whiting","Cod",16,2292.78377444908
1976,"Whiting","Cod",16,10126.3514181866
1977,"Whiting","Cod",16,7141.05052462987
1978,"Whiting","Cod",16,7202.14452428415
1979,"Whiting","Cod",16,7773.43178318577
1980,"Whiting","Cod",16,8961.92138389112
1981,"Whiting","Cod",16,14996.2296033317
1982,"Whiting","Cod",16,8248.44893846568
1983,"Whiting","Cod",16,5938.79436435164
1984,"Whiting","Cod",16,3905.21743040484
1985,"Whiting","Cod",16,6535.89290719272
1986,"Whiting","Cod",16,4545.66379407783
1987,"Whiting","Cod",16,4677.37773020337
1988,"Whiting","Cod",16,5351.73382059632
1989,"Whiting","Cod",16,3775.43383080961
1990,"Whiting","Cod",16,4625.91788199144
1991,"Whiting","Cod",16,5936.24825703211
1992,"Whiting","Cod",16,2882.38265542248
1993,"Whiting","Cod",16,4095.92923216072
1994,"Whiting","Cod",16,3630.02950367088
1995,"Whiting","Cod",16,3885.99587037323
1996,"Whiting","Cod",16,6044.88219918166
1997,"Whiting","Cod",16,3129.80109129112
1998,"Whiting","Cod",16,2126.01464223964
1999,"Whiting","Cod",16,2757.23743074565
2000,"Whiting","Cod",16,2375.84696064614
2001,"Whiting","Cod",16,2221.32031843691
2002,"Whiting","Cod",16,2184.63867938798
2003,"Whiting","Cod",16,3455.7219719711
2004,"Whiting","Cod",16,2389.59051447164
2005,"Whiting","Cod",16,4082.92494801148
2006,"Whiting","Cod",16,2749.81461264029
2007,"Whiting","Cod",16,1814.48126517831
2008,"Whiting","Cod",16,1601.83419393469
2009,"Whiting","Cod",16,1635.63205991351
2010,"Whiting","Cod",16,2251.22937844484
2011,"Whiting","Cod",16,3302.39463137744
2012,"Whiting","Cod",16,4417.89866925914
2013,"Whiting","Cod",16,3471.43733989082
2014,"Whiting","Cod",16,2198.51602996765
2015,"Whiting","Cod",16,1637.60742190615
2016,"Whiting","Cod",16,2510.41384387261
2017,"Whiting","Cod",16,1395.95530291004
2018,"Whiting","Cod",16,1446.67656009877
2019,"Whiting","Cod",16,1357.67887329134
2020,"Whiting","Cod",16,1483.24437150817
2021,"Whiting","Cod",16,4637.02783342453
2022,"Whiting","Cod",16,5461.28389000854
1974,"A.radiata","Whiting",17,2090.608175826
1975,"A.radiata","Whiting",17,2005.54207065
1976,"A.radiata","Whiting",17,2164.446889324
1977,"A.radiata","Whiting",17,2291.444567165
1978,"A.radiata","Whiting",17,1977.111098567
1979,"A.radiata","Whiting",17,1549.18436134
1980,"A.radiata","Whiting",17,1351.4105065817
1981,"A.radiata","Whiting",17,1302.251781792
1982,"A.radiata","Whiting",17,770.517158464
1983,"A.radiata","Whiting",17,1887.611565056
1984,"A.radiata","Whiting",17,3358.1566109296
1985,"A.radiata","Whiting",17,2397.907958571
1986,"A.radiata","Whiting",17,4762.58144264
1987,"A.radiata","Whiting",17,11174.76424425
1988,"A.radiata","Whiting",17,2576.136428979
1989,"A.radiata","Whiting",17,6901.18658104
1990,"A.radiata","Whiting",17,3638.1315518724
1991,"A.radiata","Whiting",17,3137.4618272492
1992,"A.radiata","Whiting",17,6444.182185389
1993,"A.radiata","Whiting",17,4944.1095105952
1994,"A.radiata","Whiting",17,2944.472035791
1995,"A.radiata","Whiting",17,3214.2609195438
1996,"A.radiata","Whiting",17,1594.294678928
1997,"A.radiata","Whiting",17,3018.7819459368
1998,"A.radiata","Whiting",17,5149.06738445
1999,"A.radiata","Whiting",17,3398.77907896
2000,"A.radiata","Whiting",17,4607.250808575
2001,"A.radiata","Whiting",17,4991.845203804
2002,"A.radiata","Whiting",17,3017.7774864644
2003,"A.radiata","Whiting",17,1750.47542712
2004,"A.radiata","Whiting",17,1709.310361974
2005,"A.radiata","Whiting",17,1538.0520300576
2006,"A.radiata","Whiting",17,1525.468652634
2007,"A.radiata","Whiting",17,2908.003655376
2008,"A.radiata","Whiting",17,2285.5927382596
2009,"A.radiata","Whiting",17,1103.571322375
2010,"A.radiata","Whiting",17,1218.36391545
2011,"A.radiata","Whiting",17,1464.9834602816
2012,"A.radiata","Whiting",17,1060.5022961366
2013,"A.radiata","Whiting",17,718.313908515
2014,"A.radiata","Whiting",17,1086.2369334817
2015,"A.radiata","Whiting",17,1777.833056916
2016,"A.radiata","Whiting",17,1456.778942525
2017,"A.radiata","Whiting",17,1186.161193821
2018,"A.radiata","Whiting",17,1029.5241509019
