"Year","Species.n","Age","M2"
1988,18,0,1.09831488475095
1988,21,0,0.808734495644652
1988,20,0,0
1988,22,0,1.02315236923123
1988,24,0,1.11574616425653
1988,26,0,0
1988,23,0,0.42014525427227
1988,19,0,0
1988,27,0,0
1988,25,0,1.02131189833139
1988,17,0,1.05306707954036
1989,16,0,1.87236272049113
1989,18,0,1.20679602173714
1989,21,0,0.852183295166782
1989,20,0,0
1989,22,0,0.830070891725168
1989,24,0,1.1540057198087
1989,26,0,0
1989,23,0,0.43428183913928
1989,19,0,0
1989,27,0,0
1989,25,0,1.05254231476089
1989,17,0,1.50986886258936
1990,16,0,2.18546610088871
1990,18,0,1.25044967068149
1990,21,0,0.816195927284564
1990,20,0,0
1990,22,0,0.850709802334633
1990,24,0,1.02956792374998
1990,26,0,0
1990,23,0,0.448752631276584
1990,19,0,0
1990,27,0,0
1990,25,0,0.901341772001501
1990,17,0,1.52444293539236
1991,16,0,1.94140311022651
1991,18,0,1.08495295480753
1991,21,0,0.823552808020562
1991,20,0,0
1991,22,0,1.20447096453784
1991,24,0,0.986092181996292
1991,26,0,0
1991,23,0,0.456979498478752
1991,19,0,0
1991,27,0,0
1991,25,0,0.643633883003462
1991,17,0,1.3947349302071
1992,16,0,2.38366553234186
1992,18,0,1.02103964273884
1992,21,0,0.745081607449368
1992,20,0,0
1992,22,0,0.858569777838111
1992,24,0,1.27486065155702
1992,26,0,0
1992,23,0,0.484255048487745
1992,19,0,0
1992,27,0,0
1992,25,0,0.659224100075724
1992,17,0,1.53819683812462
1993,16,0,2.17529269361282
1993,18,0,0.917719353512185
1993,21,0,0.684073985179521
1993,20,0,0
1993,22,0,1.24935968349616
1993,24,0,1.15652726068432
1993,26,0,0
1993,23,0,0.413411435915856
1993,19,0,0
1993,27,0,0
1993,25,0,0.596151462254728
1993,17,0,1.51023776855438
1994,16,0,2.48673475664324
1994,18,0,0.923981752161544
1994,21,0,0.663019530029028
1994,20,0,0
1994,22,0,1.15198350204358
1994,24,0,0.917488551685571
1994,26,0,0
1994,23,0,0.400888788078067
1994,19,0,0
1994,27,0,0
1994,25,0,0.546792135662069
1994,17,0,1.45670805726768
1995,16,0,2.63031284673428
1995,18,0,1.28730332981917
1995,21,0,0.804400081938425
1995,20,0,0
1995,22,0,1.01643359142504
1995,24,0,1.24775679236617
1995,26,0,0
1995,23,0,0.483181987947641
1995,19,0,0
1995,27,0,0
1995,25,0,0.939137088617566
1995,17,0,1.7567545600169
1996,16,0,2.22609170033849
1996,18,0,1.06985781231588
1996,21,0,0.679685856608369
1996,20,0,0
1996,22,0,0.802464328454685
1996,24,0,0.878562952963713
1996,26,0,0
1996,23,0,0.385594673127204
1996,19,0,0
1996,27,0,0
1996,25,0,0.583992172359504
1996,17,0,1.62594729086122
1997,16,0,3.37990853201896
1997,18,0,1.20159483234236
1997,21,0,0.786982384132948
1997,20,0,0
1997,22,0,1.11451191646254
1997,24,0,1.09526883770954
1997,26,0,0
1997,23,0,0.4940768061608
1997,19,0,0
1997,27,0,0
1997,25,0,0.787819943378269
1997,17,0,1.89621537570919
1998,16,0,3.14140404979725
1998,18,0,1.21242674868191
1998,21,0,0.772019660529101
1998,20,0,0
1998,22,0,0.975687454615663
1998,24,0,1.14837956188858
1998,26,0,0
1998,23,0,0.527698809908064
1998,19,0,0
1998,27,0,0
1998,25,0,0.60977154992858
1998,17,0,1.82018428999369
1999,16,0,3.34446402336021
1999,18,0,0.779217881219056
1999,21,0,0.70754793585441
1999,20,0,0
1999,22,0,0.544614808914003
1999,24,0,0.938255149294472
1999,26,0,0
1999,23,0,0.529025836637301
1999,19,0,0
1999,27,0,0
1999,25,0,0.75342197896048
1999,17,0,1.99976481568952
2000,16,0,3.15580055565749
2000,18,0,1.14497992049029
2000,21,0,0.741171744038794
2000,20,0,0
2000,22,0,1.04565231353398
2000,24,0,1.15925855270093
2000,26,0,0
2000,23,0,0.508381845653345
2000,19,0,0
2000,27,0,0
2000,25,0,0.525320314646937
2000,17,0,1.9107366805381
2001,16,0,3.22996381066904
2001,18,0,1.34022395192139
2001,21,0,0.702281031413954
2001,20,0,0
2001,22,0,0.947724679684133
2001,24,0,1.28672616193493
2001,26,0,0
2001,23,0,0.489965745020279
2001,19,0,0
2001,27,0,0
2001,25,0,0.745251440271648
2001,17,0,1.88687767812586
2002,16,0,3.80583074015854
2002,18,0,1.3435543173114
2002,21,0,0.792248371458009
2002,20,0,0
2002,22,0,1.00794334393756
2002,24,0,1.35058511088554
2002,26,0,0
2002,23,0,0.548966952382812
2002,19,0,0
2002,27,0,0
2002,25,0,0.549728097275833
2002,17,0,2.36720023665088
2003,16,0,3.64365389042601
2003,18,0,1.32307947569068
2003,21,0,0.859982500989981
2003,20,0,0
2003,22,0,0.976609402636781
2003,24,0,1.30939049125346
2003,26,0,0
2003,23,0,0.675963545088985
2003,19,0,0
2003,27,0,0
2003,25,0,0.607356712549134
2003,17,0,2.48839129556085
2004,16,0,3.57886553035056
2004,18,0,1.43569236157397
2004,21,0,0.787618555160491
2004,20,0,0
2004,22,0,0.946915433536186
2004,24,0,1.35833436587247
2004,26,0,0
2004,23,0,0.545911021323932
2004,19,0,0
2004,27,0,0
2004,25,0,0.63731231051736
2004,17,0,2.38915264312032
2005,16,0,3.48680840883012
2005,18,0,1.12152047620973
2005,21,0,0.838281611880185
2005,20,0,0
2005,22,0,1.25685256573987
2005,24,0,1.19347803086401
2005,26,0,0
2005,23,0,0.608506870790072
2005,19,0,0
2005,27,0,0
2005,25,0,0.567824167896677
2005,17,0,2.48801686036748
2006,16,0,3.73187791212234
2006,18,0,1.23048113869785
2006,21,0,0.878565258567416
2006,20,0,0
2006,22,0,1.00578552374336
2006,24,0,1.25309512289505
2006,26,0,0
2006,23,0,0.636822089305204
2006,19,0,0
2006,27,0,0
2006,25,0,0.756711323916681
2006,17,0,2.50885285255778
2007,16,0,3.83796637521183
2007,18,0,1.10868402501001
2007,21,0,0.895170578445613
2007,20,0,0
2007,22,0,0.989573954881394
2007,24,0,1.26332877036034
2007,26,0,0
2007,23,0,0.652023744259936
2007,19,0,0
2007,27,0,0
2007,25,0,0.703589254077912
2007,17,0,2.37040653952156
2008,16,0,3.91839683710767
2008,18,0,1.00957249272339
2008,21,0,0.876471247794779
2008,20,0,0
2008,22,0,0.960104312939591
2008,24,0,1.16697563028492
2008,26,0,0
2008,23,0,0.726995845827994
2008,19,0,0
2008,27,0,0
2008,25,0,0.590081945833028
2008,17,0,2.37509242738381
2009,16,0,3.28517937209388
2009,18,0,0.774133428107514
2009,21,0,0.750872767097078
2009,20,0,0
2009,22,0,0.744859286530666
2009,24,0,0.924306013374246
2009,26,0,0
2009,23,0,0.503867155143974
2009,19,0,0
2009,27,0,0
2009,25,0,0.721740079936429
2009,17,0,1.91329754409553
2010,16,0,3.87067238196655
2010,18,0,1.05229765053857
2010,21,0,0.781759817186004
2010,20,0,0
2010,22,0,0.994928617224781
2010,24,0,1.18434906487539
2010,26,0,0
2010,23,0,0.587711505694192
2010,19,0,0
2010,27,0,0
2010,25,0,0.802716766367702
2010,17,0,2.24687795008727
2011,16,0,4.24292158579251
2011,18,0,1.2295984028221
2011,21,0,0.991615313855087
2011,20,0,0
2011,22,0,1.07577173840861
2011,24,0,1.44011510934125
2011,26,0,0
2011,23,0,0.760080727523221
2011,19,0,0
2011,27,0,0
2011,25,0,1.07013145585996
2011,17,0,2.70031142302606
2012,16,0,3.97738358127371
2012,18,0,1.03325651330167
2012,21,0,0.955787507705678
2012,20,0,0
2012,22,0,0.890226266485066
2012,24,0,1.24482275091218
2012,26,0,0
2012,23,0,0.720883971316615
2012,19,0,0
2012,27,0,0
2012,25,0,0.657227948825643
2012,17,0,2.63493478819705
2013,16,0,3.83875949109285
2013,18,0,0.964130022488851
2013,21,0,0.756398878213135
2013,20,0,0
2013,22,0,0.760767592581447
2013,24,0,1.26066268249108
2013,26,0,0
2013,23,0,0.587846875786264
2013,19,0,0
2013,27,0,0
2013,25,0,0.781168914759241
2013,17,0,2.18580643020217
2014,16,0,4.225123965114
2014,18,0,0.849859266172302
2014,21,0,0.743201666945774
2014,20,0,0
2014,22,0,0.864844620085225
2014,24,0,1.12738317011598
2014,26,0,0
2014,23,0,0.592396596116066
2014,19,0,0
2014,27,0,0
2014,25,0,0.426361010779887
2014,17,0,2.41315616272304
2015,16,0,4.43598026138263
2015,18,0,0.971275394898228
2015,21,0,0.852522856992921
2015,20,0,0
2015,22,0,0.838411942952085
2015,24,0,1.29641408929728
2015,26,0,0
2015,23,0,0.693413108906813
2015,19,0,0
2015,27,0,0
2015,25,0,0.555199129515787
2015,17,0,2.62736983510709
2016,16,0,3.6875181601329
2016,18,0,0.960076541297864
2016,21,0,0.768045942839677
2016,20,0,0
2016,22,0,0.813712502271833
2016,24,0,1.24309304147284
2016,26,0,0
2016,23,0,0.575621853943117
2016,19,0,0
2016,27,0,0
2016,25,0,0.846203129098335
2016,17,0,2.07153989421321
2017,16,0,4.1647013538591
2017,18,0,0.963710118536952
2017,21,0,0.804421925829852
2017,20,0,0
2017,22,0,0.798756762863119
2017,24,0,1.34377623520052
2017,26,0,0
2017,23,0,0.612526414049819
2017,19,0,0
2017,27,0,0
2017,25,0,0.779807194459271
2017,17,0,2.48385394960479
2018,16,0,3.33347458598575
2018,18,0,0.895716787796373
2018,21,0,0.72778201517599
2018,20,0,0
2018,22,0,0.74363121780785
2018,24,0,1.12617005251899
2018,26,0,0
2018,23,0,0.539648477409858
2018,19,0,0
2018,27,0,0
2018,25,0,0.696608064454868
2018,17,0,1.97444578905921
2019,16,0,2.43716120288833
2019,18,0,0.599098876114607
2019,21,0,0.586732465788266
2019,20,0,0
2019,22,0,0.563454803852806
2019,24,0,0.79926336366712
2019,26,0,0
2019,23,0,0.411137319468738
2019,19,0,0
2019,27,0,0
2019,25,0,0.57093689625403
2019,17,0,1.35277292984264
1974,16,1,1.0588974177529
1974,18,1,1.309347384374
1974,21,1,0.458258316662547
1974,20,1,0
1974,22,1,1.37681652204553
1974,24,1,1.95501454446544
1974,26,1,0
1974,23,1,0.725378887857618
1974,19,1,0
1974,27,1,0
1974,25,1,1.34813963659367
1974,17,1,1.27564120812592
1975,16,1,0.902002046499027
1975,18,1,1.04087337310266
1975,21,1,0.449916631473689
1975,20,1,0
1975,22,1,1.7972106591047
1975,24,1,1.90293499307634
1975,26,1,0
1975,23,1,0.673320337619915
1975,19,1,0
1975,27,1,0
1975,25,1,1.57811657104157
1975,17,1,1.05353214062811
1976,16,1,1.00470649774904
1976,18,1,1.10023549159258
1976,21,1,0.445403745355919
1976,20,1,0
1976,22,1,1.37340485669884
1976,24,1,2.0380850250668
1976,26,1,0
1976,23,1,0.694702620683572
1976,19,1,0
1976,27,1,0
1976,25,1,1.48479927906202
1976,17,1,1.33607260112175
1977,16,1,1.04220036470231
1977,18,1,1.21885324621762
1977,21,1,0.483021966369846
1977,20,1,0
1977,22,1,1.1394107417962
1977,24,1,1.82476422826567
1977,26,1,0
1977,23,1,0.611208916213267
1977,19,1,0
1977,27,1,0
1977,25,1,1.60671433760404
1977,17,1,1.33622063722372
1978,16,1,1.09742666230321
1978,18,1,1.41078973352547
1978,21,1,0.433874342772435
1978,20,1,0
1978,22,1,1.0807008642265
1978,24,1,1.85226782665002
1978,26,1,0
1978,23,1,0.624283268493893
1978,19,1,0
1978,27,1,0
1978,25,1,1.30578203423017
1978,17,1,1.32702888188008
1979,16,1,1.09897532802172
1979,18,1,1.30911710935778
1979,21,1,0.42393974550247
1979,20,1,0
1979,22,1,1.05495573945506
1979,24,1,1.54936576203334
1979,26,1,0
1979,23,1,0.428958417879312
1979,19,1,0
1979,27,1,0
1979,25,1,1.17619310234109
1979,17,1,0.97927491268589
1980,16,1,0.955430096955138
1980,18,1,1.02549454839049
1980,21,1,0.397785650961483
1980,20,1,0
1980,22,1,1.34197023585267
1980,24,1,1.6033074646891
1980,26,1,0
1980,23,1,0.49734179127164
1980,19,1,0
1980,27,1,0
1980,25,1,1.62306667049052
1980,17,1,1.06438399589352
1981,16,1,1.25298746014551
1981,18,1,1.73347491877217
1981,21,1,0.656183708829306
1981,20,1,0
1981,22,1,1.54758517930983
1981,24,1,2.26964523638887
1981,26,1,0
1981,23,1,0.880903204447422
1981,19,1,0
1981,27,1,0
1981,25,1,1.53736393707327
1981,17,1,1.59694152683082
1982,16,1,1.13404471831398
1982,18,1,1.59575284850451
1982,21,1,0.483808780117906
1982,20,1,0
1982,22,1,1.3426992863017
1982,24,1,1.82817457348774
1982,26,1,0
1982,23,1,0.57900252305936
1982,19,1,0
1982,27,1,0
1982,25,1,1.28938598705127
1982,17,1,1.43154203039119
1983,16,1,1.12686284859677
1983,18,1,1.48512492337856
1983,21,1,0.486594985529077
1983,20,1,0
1983,22,1,1.14938238704469
1983,24,1,1.66394985852674
1983,26,1,0
1983,23,1,0.626562164596968
1983,19,1,0
1983,27,1,0
1983,25,1,1.0280692109431
1983,17,1,1.155922248938
1984,16,1,0.995634349957713
1984,18,1,0.954619711825218
1984,21,1,0.469119825841962
1984,20,1,0
1984,22,1,1.16710724106932
1984,24,1,1.62676629976301
1984,26,1,0
1984,23,1,0.644029154348503
1984,19,1,0
1984,27,1,0
1984,25,1,1.11921787657968
1984,17,1,0.962829690725662
1985,16,1,1.17573617115246
1985,18,1,1.09725039739814
1985,21,1,0.535710847411716
1985,20,1,0
1985,22,1,1.01918762321894
1985,24,1,2.04661459981794
1985,26,1,0
1985,23,1,0.569627171664641
1985,19,1,0
1985,27,1,0
1985,25,1,1.13607566243123
1985,17,1,1.02676025838241
1986,16,1,0.950460692003981
1986,18,1,0.810747449293249
1986,21,1,0.518126418663259
1986,20,1,0
1986,22,1,1.04028051811698
1986,24,1,1.92295579663927
1986,26,1,0
1986,23,1,0.609836423933672
1986,19,1,0
1986,27,1,0
1986,25,1,1.51131704697415
1986,17,1,0.841701052335438
1987,16,1,0.975479437858999
1987,18,1,0.793811555365865
1987,21,1,0.397792766513215
1987,20,1,0
1987,22,1,1.06544342452722
1987,24,1,1.79239280224666
1987,26,1,0
1987,23,1,0.666437742218356
1987,19,1,0
1987,27,1,0
1987,25,1,1.13106092715644
1987,17,1,1.05416411547101
1988,16,1,1.06353513109203
1988,18,1,0.937025677587277
1988,21,1,0.482308596481357
1988,20,1,0
1988,22,1,1.25666835675948
1988,24,1,1.74957429618425
1988,26,1,0
1988,23,1,0.659542911332127
1988,19,1,0
1988,27,1,0
1988,25,1,1.16381882349131
1988,17,1,1.3299897960051
1989,16,1,0.948838455733863
1989,18,1,0.920079667398145
1989,21,1,0.399013119980286
1989,20,1,0
1989,22,1,1.01069754012374
1989,24,1,1.53193119782763
1989,26,1,0
1989,23,1,0.606337195373246
1989,19,1,0
1989,27,1,0
1989,25,1,1.2926994366703
1989,17,1,1.14251066055103
1990,16,1,1.04422851329999
1990,18,1,0.915896926224378
1990,21,1,0.485557389577117
1990,20,1,0
1990,22,1,0.999207566290593
1990,24,1,1.50861956163149
1990,26,1,0
1990,23,1,0.638626610852483
1990,19,1,0
1990,27,1,0
1990,25,1,1.47098216575819
1990,17,1,1.18653194998992
1991,16,1,0.970485099067712
1991,18,1,0.790771804262984
1991,21,1,0.45502737782083
1991,20,1,0
1991,22,1,1.18793655508835
1991,24,1,1.42473583008179
1991,26,1,0
1991,23,1,0.64895817105661
1991,19,1,0
1991,27,1,0
1991,25,1,1.21084857562465
1991,17,1,0.982590690550528
1992,16,1,0.921136127245662
1992,18,1,0.942273097933116
1992,21,1,0.429682024105143
1992,20,1,0
1992,22,1,0.908051546695504
1992,24,1,1.31920786401935
1992,26,1,0
1992,23,1,0.550733006235153
1992,19,1,0
1992,27,1,0
1992,25,1,1.14862929957464
1992,17,1,1.07500010702064
1993,16,1,0.956449366633429
1993,18,1,0.878377916118179
1993,21,1,0.409798561322053
1993,20,1,0
1993,22,1,1.23614661648083
1993,24,1,1.5412318149134
1993,26,1,0
1993,23,1,0.608611741630541
1993,19,1,0
1993,27,1,0
1993,25,1,1.21549572182996
1993,17,1,1.15724554650096
1994,16,1,0.956727836495253
1994,18,1,0.917489417464696
1994,21,1,0.442064257849928
1994,20,1,0
1994,22,1,1.00165422126692
1994,24,1,1.52427489733553
1994,26,1,0
1994,23,1,0.609991281559808
1994,19,1,0
1994,27,1,0
1994,25,1,1.12138079834614
1994,17,1,1.05209652020872
1995,16,1,0.936767214700226
1995,18,1,1.04162327505641
1995,21,1,0.407872707536174
1995,20,1,0
1995,22,1,1.21175692038896
1995,24,1,1.45459077736611
1995,26,1,0
1995,23,1,0.596905583691285
1995,19,1,0
1995,27,1,0
1995,25,1,1.19709396323982
1995,17,1,1.06763873361673
1996,16,1,1.05910762846889
1996,18,1,1.18805686693729
1996,21,1,0.4583089716814
1996,20,1,0
1996,22,1,1.12900673101458
1996,24,1,1.6319947935194
1996,26,1,0
1996,23,1,0.636523358814362
1996,19,1,0
1996,27,1,0
1996,25,1,1.05529174799877
1996,17,1,1.21239410514906
1997,16,1,0.894167864873839
1997,18,1,0.782295568333594
1997,21,1,0.352130065954401
1997,20,1,0
1997,22,1,1.06657149534811
1997,24,1,1.33550272319534
1997,26,1,0
1997,23,1,0.542455874573655
1997,19,1,0
1997,27,1,0
1997,25,1,0.676055379351608
1997,17,1,0.966546683704302
1998,16,1,1.06075248608426
1998,18,1,1.01680438906742
1998,21,1,0.421246195148166
1998,20,1,0
1998,22,1,1.22252445899354
1998,24,1,1.59121291643197
1998,26,1,0
1998,23,1,0.727001145553639
1998,19,1,0
1998,27,1,0
1998,25,1,0.678029711820412
1998,17,1,1.21277363003441
1999,16,1,0.964805197243551
1999,18,1,0.84480290223816
1999,21,1,0.405156176027069
1999,20,1,0
1999,22,1,1.0484017493925
1999,24,1,1.62349157395768
1999,26,1,0
1999,23,1,0.875032540610466
1999,19,1,0
1999,27,1,0
1999,25,1,1.14944169637303
1999,17,1,1.42729613010667
2000,16,1,0.804241753380019
2000,18,1,0.630086820688475
2000,21,1,0.362480208501055
2000,20,1,0
2000,22,1,1.47125144124638
2000,24,1,1.31590773428113
2000,26,1,0
2000,23,1,0.710050640046563
2000,19,1,0
2000,27,1,0
2000,25,1,0.911461568503648
2000,17,1,0.727124026205824
2001,16,1,0.845097669695797
2001,18,1,0.755221932240386
2001,21,1,0.466584111991283
2001,20,1,0
2001,22,1,1.63423159073769
2001,24,1,1.90211632911535
2001,26,1,0
2001,23,1,0.711292631800005
2001,19,1,0
2001,27,1,0
2001,25,1,1.1059580160553
2001,17,1,1.16655645568074
2002,16,1,0.872103666587349
2002,18,1,0.930141234523925
2002,21,1,0.426043325948364
2002,20,1,0
2002,22,1,1.4007345355663
2002,24,1,2.08246866715671
2002,26,1,0
2002,23,1,0.636169515196543
2002,19,1,0
2002,27,1,0
2002,25,1,0.769047115708426
2002,17,1,1.49344175900956
2003,16,1,0.928692673170987
2003,18,1,0.995388274064287
2003,21,1,0.534513921908359
2003,20,1,0
2003,22,1,1.67827086782958
2003,24,1,1.99442535058616
2003,26,1,0
2003,23,1,0.936891173260812
2003,19,1,0
2003,27,1,0
2003,25,1,1.05621651774482
2003,17,1,1.69565041738788
2004,16,1,0.955225257137476
2004,18,1,1.35594982732671
2004,21,1,0.580808628280384
2004,20,1,0
2004,22,1,1.59075351057308
2004,24,1,2.22618174958088
2004,26,1,0
2004,23,1,0.832901413447142
2004,19,1,0
2004,27,1,0
2004,25,1,0.845594775701982
2004,17,1,1.26122856287298
2005,16,1,1.05566823911385
2005,18,1,1.26868837149029
2005,21,1,0.586148777312825
2005,20,1,0
2005,22,1,1.66809895323457
2005,24,1,2.03810781528407
2005,26,1,0
2005,23,1,0.954050387869319
2005,19,1,0
2005,27,1,0
2005,25,1,1.04330610642445
2005,17,1,1.12798989112327
2006,16,1,1.01686657262608
2006,18,1,1.13565073909772
2006,21,1,0.538122259243228
2006,20,1,0
2006,22,1,1.56785893741485
2006,24,1,1.88855757614386
2006,26,1,0
2006,23,1,0.756575410143694
2006,19,1,0
2006,27,1,0
2006,25,1,1.19677841471742
2006,17,1,0.913587189298782
2007,16,1,1.0272218738826
2007,18,1,1.16200334078595
2007,21,1,0.515346420133582
2007,20,1,0
2007,22,1,1.45697343854553
2007,24,1,1.80406347651198
2007,26,1,0
2007,23,1,1.00477924948057
2007,19,1,0
2007,27,1,0
2007,25,1,0.766674024911715
2007,17,1,1.30183001177272
2008,16,1,1.08659990755631
2008,18,1,1.20463263393711
2008,21,1,0.447772597361919
2008,20,1,0
2008,22,1,1.29455198202683
2008,24,1,1.72593430683327
2008,26,1,0
2008,23,1,0.849424529400117
2008,19,1,0
2008,27,1,0
2008,25,1,1.09190534027724
2008,17,1,1.19559260161329
2009,16,1,1.04138192828748
2009,18,1,0.976902231362318
2009,21,1,0.393444078555992
2009,20,1,0
2009,22,1,1.08540877977838
2009,24,1,1.51181399116421
2009,26,1,0
2009,23,1,0.82687146061811
2009,19,1,0
2009,27,1,0
2009,25,1,0.809380860435628
2009,17,1,1.05585849235502
2010,16,1,0.905920078277656
2010,18,1,0.865527689791151
2010,21,1,0.318376576069587
2010,20,1,0
2010,22,1,1.17483372830742
2010,24,1,1.48848149516133
2010,26,1,0
2010,23,1,0.734473287367975
2010,19,1,0
2010,27,1,0
2010,25,1,0.874287122837031
2010,17,1,0.825140189635867
2011,16,1,1.03150285695046
2011,18,1,0.983190609026047
2011,21,1,0.410705710997203
2011,20,1,0
2011,22,1,1.38387994475213
2011,24,1,1.97098358362495
2011,26,1,0
2011,23,1,1.1091739059171
2011,19,1,0
2011,27,1,0
2011,25,1,1.24677809084539
2011,17,1,0.933081883206145
2012,16,1,1.05006192438387
2012,18,1,0.957181624809799
2012,21,1,0.488186549171307
2012,20,1,0
2012,22,1,1.24385887635895
2012,24,1,2.10530198213336
2012,26,1,0
2012,23,1,1.21383300899316
2012,19,1,0
2012,27,1,0
2012,25,1,1.12336395351778
2012,17,1,1.17132028426181
2013,16,1,1.02497180641976
2013,18,1,0.904694226309819
2013,21,1,0.4483908728147
2013,20,1,0
2013,22,1,1.1287181858058
2013,24,1,1.87757202230039
2013,26,1,0
2013,23,1,0.858377302212473
2013,19,1,0
2013,27,1,0
2013,25,1,1.1131342380592
2013,17,1,1.02618536147125
2014,16,1,0.995702916537896
2014,18,1,1.01794546160432
2014,21,1,0.400103483274064
2014,20,1,0
2014,22,1,1.10833287290417
2014,24,1,2.01742986349299
2014,26,1,0
2014,23,1,0.945793833115462
2014,19,1,0
2014,27,1,0
2014,25,1,0.693352402782762
2014,17,1,0.862177590852898
2015,16,1,1.00968703326441
2015,18,1,0.818333506812798
2015,21,1,0.342309341282578
2015,20,1,0
2015,22,1,0.926742440632852
2015,24,1,1.65995243731008
2015,26,1,0
2015,23,1,0.786177501462748
2015,19,1,0
2015,27,1,0
2015,25,1,0.943607253777295
2015,17,1,0.766348062878456
2016,16,1,1.11687294280597
2016,18,1,0.951767229142558
2016,21,1,0.515452361241407
2016,20,1,0
2016,22,1,1.63231658324681
2016,24,1,2.1873861282854
2016,26,1,0
2016,23,1,1.1255965240012
2016,19,1,0
2016,27,1,0
2016,25,1,1.48252986145736
2016,17,1,0.994509951817407
2017,16,1,0.918690845731758
2017,18,1,0.940858530322147
2017,21,1,0.335359371014052
2017,20,1,0
2017,22,1,0.972459948875301
2017,24,1,1.86202533163799
