"Predator","Quarter","Year","Predator.length.class","Prey","Quarter.no","SMS.area","Predator.no","Size.model","Predator.length","Predator.length.mean","Predator.weight","Predator.size","Predator.available.food","Diri.p","Diri.sum.p","Diri.like","multinom.like","Prey.no","Prey.length.class","Prey.length.mean","Prey.weight","Prey.size","Prey.number.obs","Prey.number.prob","Obj.N.contrib","avail.prey.number.sum","N.haul","N.samples","stomcon","stomcon.hat","Residual","L.N.bar","Prey.avail","Prey.avail.part","Suit","Stom.var","obj.contrib","stom.input","stom.used.all","stom.used.like","stom.used.avail","stom.type","stan.residual","Area","Pred.avail","stomcon.hat.part","Residual.part","year.range","year"
"A. radiata","Q2",1991,20,"N. sandeel",2,1,9,0,400,439,1.83781,1.83781,5333420,0,6.56511,-5.31194,0,22,14,132,0.0073,0.0073,0,0,0,0,50,50,0,0,0,30903100,0,576883,2.55718,0,0,0.0672599,1,0,1,1,NA,1,5333422.43,0.108163755556861,-0.0409038555568611,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"N. sandeel",2,1,9,0,400,439,1.83781,1.83781,5333420,0,6.56511,-5.31194,0,22,15,165,0.01341,0.01341,0,0,0,0,50,50,0,0,0,6832160,0,234287,2.55718,0,0,0.168901,1,0,1,1,NA,1,5333422.43,0.043928078653991,0.124972921346009,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"S. sandeel",2,1,9,0,400,439,1.83781,1.83781,5333420,0.982697,6.56511,-5.31194,0,23,12,88,0.00248,0.00248,0,0,0,0,50,50,0.032767,0.149685,-0.116918,8702850,798332,25527.4,1.18275,0.0168245,0,0.00041764,1,1,1,1,-0.901384933147724,1,5333422.43,0.00478630754174107,-0.00436866754174107,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"S. sandeel",2,1,9,0,400,439,1.83781,1.83781,5333420,0,6.56511,-5.31194,0,23,13,110,0.00477,0.00477,0,0,0,0,50,50,0,0,0,28782000,0,162380,1.18275,0,0,0.0102688,1,0,1,1,NA,1,5333422.43,0.0304457413848616,-0.0201769413848616,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"S. sandeel",2,1,9,0,400,439,1.83781,1.83781,5333420,0,6.56511,-5.31194,0,23,14,132,0.00814,0.00814,0,0,0,0,50,50,0,0,0,41929400,0,403679,1.18275,0,0,0.017851,1,0,1,1,NA,1,5333422.43,0.0756885480754991,-0.0578375480754991,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"S. sandeel",2,1,9,0,400,439,1.83781,1.83781,5333420,0,6.56511,-5.31194,0,23,15,165,0.01567,0.01567,0,0,0,0,50,50,0,0,0,11155100,0,206745,1.18275,0,0,0.00422946,1,0,1,1,NA,1,5333422.43,0.0387640399224856,-0.0345345799224856,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Nor. pout",2,1,9,0,400,439,1.83781,1.83781,5333420,0.735975,6.56511,-5.31194,0,24,12,87,0.00367,0.00367,0,0,0,0,50,50,0.0244114,0.112104,-0.0876925,413984,597897,4277.03,2.81509,0.0131573,0,0.00223931,1,1,1,1,-0.764502769170707,1,5333422.43,0.000801929728262683,0.00143738027173732,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Nor. pout",2,1,9,0,400,439,1.83781,1.83781,5333420,0,6.56511,-5.31194,0,24,13,110,0.0068,0.0068,0,0,0,0,50,50,1e-06,0,0,5584720,0,0,2.81509,0,0,1e-06,1,0,0,2,NA,1,5333422.43,0,1e-06,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Nor. pout",2,1,9,0,400,439,1.83781,1.83781,5333420,0,6.56511,-5.31194,0,24,14,130,0.01125,0.01125,0,0,0,0,50,50,0,0,0,14015500,0,443868,2.81509,0,0,0.00963294,1,0,1,1,NA,1,5333422.43,0.0832238596934089,-0.0735909196934089,"1982-93","Y1991"
"A. radiata","Q2",1991,20,"Nor. pout",2,1,9,0,400,439,1.83781,1.83781,5333420,0,6.56511,-5.31194,0,24,15,167,0.02084,0.02084,0,0,0,0,50,50,0,0,0,2552610,0,149753,2.81509,0,0,0.0125392,1,0,1,1,NA,1,5333422.43,0.0280782184358121,-0.0155390184358121,"1982-93","Y1991"
"A. radiata","Q2",1991,21,"Other",2,1,9,0,500,511,2.85306,2.85306,3298900,5.26122,6.56511,-0.99598,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.835721,0.801391,0.0343301,-1,2643710,2643710,2.64371,0.0210391,0,0.835721,1,1,1,1,0.236679961280929,1,3298900,0.80139137288187,0.0343296271181304,"1982-93","Y1991"
"A. radiata","Q2",1991,21,"Whiting",2,1,9,0,500,511,2.85306,2.85306,3298900,1.30389,6.56511,-0.99598,0,17,15,167,0.03097,0.03097,0,0,0,0,50,50,0.164279,0.198609,-0.0343301,1204850,655190,655190,17.5588,0.0210391,0,0.164279,1,1,1,1,-0.236679961280929,1,3298900,0.19860862711813,-0.0343296271181303,"1982-93","Y1991"
"A. radiata","Q3",1991,16,"Other",3,1,9,0,200,223,0.258472,0.258472,1254690,5.25994,6.56511,-1.08244,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.864829,0.801196,0.0636333,-1,1005250,1005250,1.00525,0.0210547,0,0.864829,1,1,1,1,0.438540711944849,1,1254688.7,0.80119475053852,0.0636342494614799,"1982-93","Y1991"
"A. radiata","Q3",1991,16,"N. sandeel",3,1,9,0,200,223,0.258472,0.258472,1254690,1.30517,6.56511,-1.08244,0,22,10,66,0.00121,0.00121,0,0,0,0,50,50,0.135171,0.198804,-0.0636333,22490400,249438,69589.7,2.55718,0.0210547,0,0.0168523,1,1,1,1,-0.438540711944849,1,1254688.7,0.055463717813032,-0.038611417813032,"1982-93","Y1991"
"A. radiata","Q3",1991,16,"N. sandeel",3,1,9,0,200,223,0.258472,0.258472,1254690,0,6.56511,-1.08244,0,22,11,77,0.00185,0.00185,0,0,0,0,50,50,0,0,0,38016600,0,179849,2.55718,0,0,0.118319,1,0,1,1,NA,1,1254688.7,0.143341531648448,-0.025022531648448,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"Other",3,1,9,0,250,272,0.459446,0.459446,4629550,1.7971,6.56511,-4.473,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.471124,0.273736,0.197389,-1,1267270,1267270,1.26727,0.0262791,0,0.471124,1,1,1,1,1.21763662618487,1,4629554.6,0.273734756254954,0.197389243745046,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"Cod",3,1,9,0,250,272,0.459446,0.459446,4629550,0.0571843,6.56511,-4.473,0,16,9,53,0.00097,0.00097,0,0,0,0,50,50,0.00300392,0.00871033,-0.00570641,330560,40324.9,40324.9,125.762,0.00114135,0,0.00300392,1,1,1,1,-0.168909295485132,1,4629554.6,0.00871031956292297,-0.00570639956292297,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4629550,3.85549,6.56511,-4.473,0,22,10,66,0.00121,0.00121,0,0,0,0,50,50,0.473515,0.587269,-0.113755,22490400,2718800,69589.7,2.55718,0.0320397,0,0.00174622,1,1,1,1,-0.635515685820851,1,4629554.6,0.0150316188084271,-0.0132853988084271,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4629550,0,6.56511,-4.473,0,22,11,77,0.00185,0.00185,0,0,0,0,50,50,0,0,0,38016600,0,179849,2.55718,0,0,0.171661,1,0,1,1,NA,1,4629554.6,0.0388480135864474,0.132812986413553,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4629550,0,6.56511,-4.473,0,22,12,88,0.00266,0.00266,0,0,0,0,50,50,0,0,0,79398400,0,540077,2.55718,0,0,0.236414,1,0,1,1,NA,1,4629554.6,0.116658522614681,0.119755477385319,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4629550,0,6.56511,-4.473,0,22,13,110,0.00488,0.00488,0,0,0,0,50,50,0,0,0,70114600,0,874964,2.55718,0,0,0.025238,1,0,1,1,NA,1,4629554.6,0.188995286933218,-0.163757286933218,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"N. sandeel",3,1,9,0,250,272,0.459446,0.459446,4629550,0,6.56511,-4.473,0,22,14,132,0.00801,0.00801,0,0,0,0,50,50,0,0,0,51472600,0,1054320,2.55718,0,0,0.0384549,1,0,1,1,NA,1,4629554.6,0.22773681079385,-0.18928191079385,"1982-93","Y1991"
"A. radiata","Q3",1991,17,"Nor. pout",3,1,9,0,250,272,0.459446,0.459446,4629550,0.855334,6.56511,-4.473,0,24,12,87,0.00404,0.00404,0,0,0,0,50,50,0.0523568,0.130285,-0.0779279,53034500,603160,603160,2.81509,0.014978,0,0.0523568,1,1,1,1,-0.636745757317008,1,4629554.6,0.130284671445499,-0.0779278714454993,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"Other",3,1,9,0,300,321,0.74227,0.74227,5414560,1.86395,6.56511,-4.64524,0,0,0,-1,-1,-1,0,0,0,0,50,50,0.380749,0.283918,0.0968312,-1,1537290,1537290,1.53729,0.0268745,0,0.380748,1,1,1,1,0.590670277176407,1,5414569,0.283917334879286,0.0968306651207141,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5414560,3.31447,6.56511,-4.64524,0,22,9,55,0.00074,0.00074,0,0,0,0,50,50,0.48559,0.504861,-0.0192709,7825870,2733600,14809,2.55718,0.0330433,0,0.00604622,1,1,1,1,-0.106013284766939,1,5414569,0.00273502840207595,0.00331119159792405,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5414560,0,6.56511,-4.64524,0,22,10,66,0.00121,0.00121,0,0,0,0,50,50,0,0,0,22490400,0,69589.7,2.55718,0,0,0.0179422,1,0,1,1,NA,1,5414569,0.0128523064347319,0.00508989356526808,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5414560,0,6.56511,-4.64524,0,22,11,77,0.00185,0.00185,0,0,0,0,50,50,0,0,0,38016600,0,179849,2.55718,0,0,0.0936918,1,0,1,1,NA,1,5414569,0.0332157554922654,0.0604760445077346,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5414560,0,6.56511,-4.64524,0,22,12,88,0.00266,0.00266,0,0,0,0,50,50,0,0,0,79398400,0,540077,2.55718,0,0,0.284263,1,0,1,1,NA,1,5414569,0.0997451505373743,0.184517849462626,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5414560,0,6.56511,-4.64524,0,22,13,110,0.00488,0.00488,0,0,0,0,50,50,0,0,0,70114600,0,874964,2.55718,0,0,0.0633541,1,0,1,1,NA,1,5414569,0.161594394678505,-0.0982402946785053,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"N. sandeel",3,1,9,0,300,321,0.74227,0.74227,5414560,0,6.56511,-4.64524,0,22,14,132,0.00801,0.00801,0,0,0,0,50,50,0,0,0,51472600,0,1054320,2.55718,0,0,0.0202925,1,0,1,1,NA,1,5414569,0.194719099525742,-0.174426599525742,"1982-93","Y1991"
"A. radiata","Q3",1991,18,"S. sandeel",3,1,9,0,300,321,0.74227,0.74227,5414560,0.319503,6.56511,-4.64524,0,23,14,132,0.00768,0.00768,0,0,0,0,50,50,0.00623305,0.0486669,-0.0424338,29009700,263510,263510,1.18275,0.00611999,0,0.00623304,1,1,1,1,-0.542421092217194,1,5414569,0.048666846797963,-0.042433806797963,"1982-93","Y1991"
