Species.n Year  Rec SSB TSB SOP SOP.hat Yield Yield.hat mean.F Eaten
16 2002  8.51624e+06 45163.4 98403.6 56581.5 57415.2 56581.5 57415.2 0.899632 86045.6
16 2003  1.06216e+07 43299.5 89918.4 51655.7 54237.3 51655.7 54237.3 0.904719 97163.2
16 2004  8.98596e+06 36478.9 76341.7 40848 37558.2 40848 37558.2 0.826668 91310.5
16 2005  1.30812e+07 37201.1 81541.2 36580 42300.2 36580 42300.2 0.750901 120861
16 2006  8.7575e+06 40022.9 87211.3 37577 34624.8 37577 34624.8 0.802851 101108
16 2007  9.73853e+06 49127.6 101044 54641.2 43336.6 54641.2 43336.6 0.623468 106200
16 2008  1.09388e+07 56731.2 96026.2 51795 52864.9 51795 52864.9 0.698254 103108
16 2009  7.17757e+06 55853.1 92406.5 54026.1 55308.6 54026.1 55308.6 0.729915 75799.9
16 2010  7.38037e+06 52719 92058.3 49105.7 50814.9 49105.7 50814.9 0.712159 82208.4
16 2011  1.37582e+07 57851.3 101298 40686.8 47354 40686.8 47354 0.586301 120732
16 2012  1.48418e+07 57785.3 93206.4 40764 44488 40764 44488 0.566939 119704
16 2013  1.37347e+07 57302.1 97260.2 40757.4 43935.5 40757.4 43935.5 0.534452 120761
16 2014  1.04895e+07 61541.1 112172 45192.4 45890.7 45192.4 45890.7 0.489879 109247
16 2015  9.21226e+06 69929.1 121433 49899.9 51339.4 49899.9 51339.4 0.488268 94752.9
16 2016  9.93234e+06 71657 110304 50310.5 49685.4 50310.5 49685.4 0.464069 86662.1
16 2017  4.40917e+06 66296.7 99853.8 46368.7 46141.2 46368.7 46141.2 0.508166 54584.1
16 2018  5.15704e+06 63704.4 102293 47904.1 51726.9 47904.1 51726.9 0.681907 59089.3
16 2019  5.05921e+06 45656.4 72561.8 35920.4 37967.2 35920.4 37967.2 0.575156 49004.9
16 2020  NA 44333.1 NA NA NA NA NA NA NA
17 1974  3.93511e+07 381352 530703 323103 254477 323103 254477 0.86003 557724
17 1975  3.72778e+07 301253 559610 276575 279292 276575 279292 0.891955 583740
17 1976  4.09397e+07 392054 662342 326266 313557 326266 313557 0.958774 714844
17 1977  3.30867e+07 376253 599957 289854 241196 289854 241196 0.715582 569023
17 1978  3.20173e+07 378592 619931 188195 196302 188195 196302 0.634236 622540
17 1979  2.73527e+07 380307 612847 243608 218067 243608 218067 0.692455 471529
17 1980  2.08437e+07 401471 645877 223322 248222 223322 248222 0.738236 497883
17 1981  3.00241e+07 414898 566057 192184 198817 192184 198817 0.635303 560310
17 1982  1.48362e+07 300992 401763 140266 129717 140266 129717 0.509958 310924
17 1983  1.62641e+07 248568 348342 161319 138986 161319 138986 0.684926 266643
17 1984  1.73277e+07 194007 310763 145614 133304 145614 133304 0.819093 286284
17 1985  1.83367e+07 202722 295250 100364 103666 100364 103666 0.614107 260211
17 1986  2.38128e+07 207243 367309 161508 148477 161508 148477 0.81021 341377
17 1987  2.24079e+07 224754 369311 138802 165117 138802 165117 0.921501 354951
17 1988  2.58009e+07 225803 331026 133209 126712 133209 126712 0.722954 332106
17 1989  1.80233e+07 221194 386909 123582 141774 123582 141774 0.725321 354306
17 1990  1.53105e+07 240855 346509 152614 134458 152614 134458 0.747014 269024
17 1991  1.35662e+07 220481 316023 126730 119527 126730 119527 0.595934 227638
17 1992  1.97137e+07 206363 289801 108541 111275 108541 111275 0.581309 265095
17 1993  1.59352e+07 192260 280375 116921 121087 116921 121087 0.705593 241797
17 1994  1.43617e+07 176065 262366 101644 107213 101644 107213 0.665352 220356
17 1995  1.39936e+07 176393 264341 105486 95876.2 105486 95876.2 0.570756 231526
17 1996  7.6108e+06 162580 232356 76123.2 78941.4 76123.2 78941.4 0.524171 160564
17 1997  1.51655e+07 137171 183458 61432.2 62709.5 61432.2 62709.5 0.464819 190987
17 1998  2.51991e+07 119998 178535 47478.1 46916.8 47478.1 46916.8 0.379153 298153
17 1999  1.99849e+07 118577 204330 60836.2 60779.1 60836.2 60779.1 0.51473 289696
17 2000  2.17432e+07 128280 218081 63812.5 79822.2 63812.5 79822.2 0.569759 267820
17 2001  2.58277e+07 159563 257904 45244.9 58028.8 45244.9 58028.8 0.34017 342705
17 2002  1.86267e+07 164577 244474 46448.2 48589.5 46448.2 48589.5 0.297547 292217
17 2003  1.52432e+07 152309 195095 45642.7 42738.2 45642.7 42738.2 0.320904 214156
17 2004  1.56735e+07 124862 161506 33557.6 31300.8 33557.6 31300.8 0.255365 209165
17 2005  1.33178e+07 107772 151770 28878.8 26457.5 28878.8 26457.5 0.243803 186494
17 2006  1.46004e+07 98193.2 135672 36764.3 32337.6 36764.3 32337.6 0.302291 184906
17 2007  1.74333e+07 93975.1 125570 26973.6 24541.6 26973.6 24541.6 0.272118 209676
17 2008  1.54708e+07 98207.5 138033 28242.3 24851.4 28242.3 24851.4 0.266943 204201
17 2009  8.33004e+06 101055 134871 28417 24062.5 28417 24062.5 0.250166 127840
17 2010  1.57138e+07 126007 161791 34442.1 33874.3 34442.1 33874.3 0.276423 200167
17 2011  1.55189e+07 130829 175551 30665.4 31527 30665.4 31527 0.250625 217548
17 2012  9.91428e+06 140633 170445 30210.7 27663.3 30210.7 27663.3 0.207159 154914
17 2013  1.21675e+07 128669 149073 26661.3 25631.6 26661.3 25631.6 0.203339 159339
17 2014  1.38929e+07 123365 163114 28362.2 28797.9 28362.2 28797.9 0.236724 188656
17 2015  1.98789e+07 125907 163489 36249.6 34597.5 36249.6 34597.5 0.285737 237684
17 2016  2.09696e+07 135127 175912 33392.6 35327.2 33392.6 35327.2 0.281388 256036
17 2017  1.39814e+07 147265 194222 29344.4 31697.9 29344.4 31697.9 0.224166 215928
17 2018  1.03499e+07 152946 187486 28436.8 29748.3 28436.8 29748.3 0.208631 162708
17 2019  1.46021e+07 140058 173641 31281.4 32003.2 31281.4 32003.2 0.235798 173010
17 2020  NA 165792 NA NA NA NA NA NA NA
18 1974  3.98429e+07 317243 838864 396271 304741 396271 304741 0.731063 871464
18 1975  3.73111e+06 143307 1.21479e+06 494728 358345 494728 358345 0.861601 776586
18 1976  5.9462e+06 167473 900049 402850 380284 402850 380284 0.828354 380117
18 1977  1.24426e+07 326068 466641 240340 224674 240340 224674 0.756982 289827
18 1978  1.7163e+07 128997 367496 146706 131901 146706 131901 0.804582 370962
18 1979  3.32096e+07 81257.8 485337 149064 153240 149064 153240 0.842567 670168
18 1980  1.59194e+07 94255.4 826840 202451 230028 202451 230028 0.79995 667645
18 1981  2.41545e+07 166746 819893 226485 246325 226485 246325 0.55442 678253
18 1982  1.28955e+07 386980 777969 256108 226839 256108 226839 0.51965 527179
18 1983  2.06643e+07 261203 588583 253230 257236 253230 257236 0.710707 442743
18 1984  7.37143e+06 226746 664140 247089 284519 247089 284519 0.843847 385321
18 1985  7.83027e+06 152030 558045 247098 285262 247098 285262 0.776466 252096
18 1986  1.67075e+07 251249 427803 223727 214879 223727 214879 0.808984 306898
18 1987  1.77215e+06 158527 486586 194995 222939 194995 222939 0.932881 185718
18 1988  1.53975e+06 120077 377058 179974 214589 179974 214589 0.98922 85379.1
18 1989  2.48549e+06 151467 198809 127719 122182 127719 122182 0.933033 60557.6
18 1990  6.34541e+06 67933.1 128692 86747.9 73098.2 86747.9 73098.2 0.88392 112534
18 1991  7.42822e+06 39992 164013 97264.3 83077.8 97264.3 83077.8 0.954903 149343
18 1992  1.04649e+07 39703.2 259023 135185 106424 135185 106424 0.822071 221806
18 1993  3.49171e+06 84849.7 387195 180218 174434 180218 174434 0.966198 179498
18 1994  1.70619e+07 102604 355245 169436 185658 169436 185658 0.90752 261856
18 1995  7.37439e+06 134088 530798 168928 174194 168928 174194 0.802525 363634
18 1996  5.04458e+06 94846.4 484161 204683 232665 204683 232665 0.886603 189784
18 1997  3.75798e+06 190380 349669 170009 159058 170009 159058 0.684449 127467
18 1998  2.03358e+06 133956 286670 161929 138260 161929 138260 0.752296 85094
18 1999  2.04051e+07 111786 191787 123489 123134 123489 123134 1.00022 199041
18 2000  6.17362e+06 64375.9 553122 126823 148952 126823 148952 0.96131 343472
18 2001  1.11896e+06 38516 748071 173366 245146 173366 245146 0.742623 156982
18 2002  1.60622e+06 406164 540378 155333 243507 155333 243507 0.613249 91821.1
18 2003  1.97066e+06 277088 313108 74350.2 100473 74350.2 100473 0.332846 63429.5
18 2004  1.68246e+06 170169 217620 72513.1 69710.2 72513.1 69710.2 0.359756 72118.7
18 2005  1.28518e+07 105536 143950 64115.2 50586.1 64115.2 50586.1 0.403467 178872
18 2006  3.05759e+06 66399.3 288722 66967.2 69959.4 66967.2 69959.4 0.669056 221725
18 2007  1.76585e+06 37343.4 256297 67425.3 81493.9 67425.3 81493.9 0.648449 95037.6
18 2008  1.02321e+06 143367 208638 47787 62990.1 47787 62990.1 0.390656 56119.9
18 2009  5.57061e+06 102857 144914 47952.5 43442 47952.5 43442 0.332134 84194
18 2010  757545 83576.8 229964 45377.6 41720.5 45377.6 41720.5 0.359982 117812
18 2011  350153 60973.1 219271 49689.9 70864.2 49689.9 70864.2 0.504174 51811.8
18 2012  859433 159038 177261 43194.2 53944.9 43194.2 53944.9 0.310622 28131.9
18 2013  510567 120069 140590 47127.4 39397 47127.4 39397 0.270592 25520.4
18 2014  4.14051e+06 78588.3 105259 46284 47137.8 46284 47137.8 0.480698 57730.4
18 2015  1.3298e+06 55393.1 152379 41558.9 56576.3 41558.9 56576.3 0.781906 82127.6
18 2016  2.20127e+06 30733.2 154881 43152.2 55515.9 43152.2 55515.9 0.501357 71615.4
18 2017  1.19164e+06 103407 170897 40793.9 46623.3 40793.9 46623.3 0.371546 63789.1
18 2018  1.82765e+06 87827.7 154619 39492.2 37486.1 39492.2 37486.1 0.27711 57927.3
18 2019  9.20881e+06 101033 158632 36601.4 31887.9 36601.4 31887.9 0.233722 114557
18 2020  NA 104797 NA NA NA NA NA NA NA
19 1974  271273 572098 873408 341457 278793 341457 278793 0.454124 0
19 1975  153299 497088 837618 308362 274936 308362 274936 0.5221 0
19 1976  183295 376207 748847 432832 276356 432832 276356 0.57652 0
19 1977  161489 298467 612413 242626 291101 242626 291101 0.725647 0
19 1978  363165 253815 463997 179361 145581 179361 145581 0.429415 0
19 1979  283948 246326 493023 144250 156802 144250 156802 0.451297 0
19 1980  286071 228649 480187 146784 165429 146784 165429 0.526753 0
19 1981  255728 218070 564105 150025 184408 150025 184408 0.493529 0
19 1982  306693 198569 582068 205438 203267 205438 203267 0.506274 0
19 1983  596485 202850 562197 205616 263414 205616 263414 0.727363 0
19 1984  295127 166653 456833 245308 178365 245308 178365 0.612564 0
19 1985  271147 144701 447136 280080 153492 280080 153492 0.604749 0
19 1986  174590 129437 504879 236972 232510 236972 232510 0.790055 0
19 1987  167998 131458 400237 195418 170125 195418 170125 0.659164 0
19 1988  231123 131700 364094 156418 168957 156418 168957 0.724188 0
19 1989  187639 112082 306009 126442 127479 126442 127479 0.660743 0
19 1990  226617 106891 287538 126902 104567 126902 104567 0.586005 0
19 1991  169920 100512 296090 133739 106868 133739 106868 0.570338 0
19 1992  473893 98738.9 313080 117430 85702.2 117430 85702.2 0.540039 0
19 1993  208799 110854 356897 135112 125711 135112 125711 0.705559 0
19 1994  290419 109785 365423 128816 95525.7 128816 95525.7 0.523402 0
19 1995  136593 134105 550516 143477 160330 143477 160330 0.642944 0
19 1996  266909 145842 485723 130551 156014 130551 156014 0.552772 0
19 1997  145121 177346 469728 121523 118682 121523 118682 0.406138 0
19 1998  324822 178409 407927 118480 113108 118480 113108 0.429654 0
19 1999  360605 181417 424120 120395 134964 120395 134964 0.567104 0
19 2000  245206 170916 428386 94675.6 102784 94675.6 102784 0.414343 0
19 2001  189321 178887 477026 104100 84332.9 104100 84332.9 0.32284 0
19 2002  310622 211223 567900 129849 137640 129849 137640 0.42925 0
19 2003  124901 201773 480176 121658 133739 121658 133739 0.455746 0
19 2004  174964 252098 531054 113792 112563 113792 112563 0.325582 0
19 2005  111927 236499 499774 119234 124077 119234 124077 0.382642 0
19 2006  120906 258677 483776 128711 124794 128711 124794 0.368908 0
19 2007  186871 240389 425634 106333 93765.4 106333 93765.4 0.31411 0
19 2008  100314 228322 399644 129887 123096 129887 123096 0.466741 0
19 2009  170835 218094 373450 114519 115721 114519 115721 0.465238 0
19 2010  181584 205934 384749 104723 118971 104723 118971 0.469055 0
19 2011  113204 162571 322275 102008 92946.6 102008 92946.6 0.433874 0
19 2012  145010 146300 313922 87049.1 78782.6 87049.1 78782.6 0.399618 0
19 2013  227829 149296 327492 87269.8 77312.6 87269.8 77312.6 0.36034 0
19 2014  161967 171971 345148 82171.6 91511.6 82171.6 91511.6 0.376974 0
19 2015  86849.6 179682 355783 81446.6 88006 81446.6 88006 0.373432 0
19 2016  125143 172136 377684 77671.3 84363.6 77671.3 84363.6 0.34187 0
19 2017  234054 198829 399184 94572.8 111588 94572.8 111588 0.398297 0
19 2018  221065 200172 357155 95446.2 95732.6 95446.2 95732.6 0.364146 0
19 2019  222700 211116 379095 96634.5 95170.3 96634.5 95170.3 0.362541 0
19 2020  NA 200065 NA NA NA NA NA NA NA
20 1974  4.54117e+06 4.95663e+06 5.59569e+06 604750 595013 604750 595013 0.124016 0
20 1975  4.63269e+06 4.76424e+06 5.5239e+06 780518 780858 780518 780858 0.16582 0
20 1976  3.03555e+06 4.53255e+06 5.38506e+06 826864 805812 826864 805812 0.18831 0
20 1977  754003 4.36197e+06 5.14097e+06 619776 605178 619776 605178 0.147434 0
20 1978  2.39411e+06 4.26829e+06 4.78198e+06 735619 733899 735619 733899 0.186608 0
20 1979  4.64523e+06 3.76364e+06 4.1481e+06 840578 810170 840578 810170 0.229801 0
20 1980  5.27715e+06 2.69102e+06 3.24591e+06 733063 717476 733063 717476 0.244177 0
20 1981  6.37378e+06 2.44094e+06 3.25344e+06 750656 665648 750656 665648 0.252249 0
20 1982  1.76444e+06 2.43919e+06 3.40367e+06 716385 637743 716385 637743 0.248677 0
20 1983  1.27481e+06 2.61325e+06 3.39664e+06 671927 543376 671927 543376 0.214159 0
20 1984  6.09521e+06 2.63282e+06 3.04348e+06 633027 575844 633027 575844 0.221085 0
20 1985  3.01734e+06 2.51412e+06 3.11743e+06 609877 592188 609877 592188 0.198052 0
20 1986  3.12753e+06 2.59786e+06 3.32525e+06 600246 549734 600246 549734 0.185511 0
20 1987  4.68373e+06 2.62723e+06 3.2216e+06 654429 605665 654429 605665 0.202291 0
20 1988  3.18393e+06 2.60943e+06 3.302e+06 677317 675652 677317 675652 0.218807 0
20 1989  3.94596e+06 2.4828e+06 3.22134e+06 582714 561547 582714 561547 0.186964 0
20 1990  2.88894e+06 2.63789e+06 3.27941e+06 624046 609214 624046 609214 0.202849 0
20 1991  3.40907e+06 2.75302e+06 3.35919e+06 674986 727851 674986 727851 0.240235 0
20 1992  4.2296e+06 2.70537e+06 3.20386e+06 758475 810631 758475 810631 0.277677 0
20 1993  4.53488e+06 2.5864e+06 3.16031e+06 823385 830642 823385 830642 0.320838 0
20 1994  3.92396e+06 2.52177e+06 3.11619e+06 817922 864966 817922 864966 0.344535 0
20 1995  3.37268e+06 2.54341e+06 3.14851e+06 755210 769906 755210 769906 0.326944 0
20 1996  3.48486e+06 2.43152e+06 2.95845e+06 561267 564833 561267 564833 0.245044 0
20 1997  2.91307e+06 2.44738e+06 2.95671e+06 570291 547134 570291 547134 0.237508 0
20 1998  2.95066e+06 2.44553e+06 2.87236e+06 662343 627718 662343 627718 0.271241 0
20 1999  3.32075e+06 2.39011e+06 2.80709e+06 636297 645753 636297 645753 0.280941 0
20 2000  1.98422e+06 2.25414e+06 2.66283e+06 736472 721694 736472 721694 0.333169 0
20 2001  3.96135e+06 2.09907e+06 2.44488e+06 735748 735960 735748 735960 0.372293 0
20 2002  5.36103e+06 1.80001e+06 2.18353e+06 770238 779981 770238 779981 0.448072 0
20 2003  3.53072e+06 1.75457e+06 2.32565e+06 678030 723836 678030 723836 0.430643 0
20 2004  4.83773e+06 2.04996e+06 2.51042e+06 684412 595314 684412 595314 0.470816 0
20 2005  7.76035e+06 1.9736e+06 2.54984e+06 549854 454564 549854 454564 0.34291 0
20 2006  8.87782e+06 2.20221e+06 3.09426e+06 478373 434515 478373 434515 0.279676 0
20 2007  8.1517e+06 2.67232e+06 3.90962e+06 588318 595064 588318 595064 0.314491 0
20 2008  7.63183e+06 3.18339e+06 4.51722e+06 622041 682824 622041 682824 0.290051 0
20 2009  7.27484e+06 3.74595e+06 4.97354e+06 738620 740403 738620 740403 0.269882 0
20 2010  1.09206e+07 4.19691e+06 5.17735e+06 877019 820314 877019 820314 0.253796 0
20 2011  1.02165e+07 4.86812e+06 6.09368e+06 947366 881228 947366 881228 0.236259 0
20 2012  5.92803e+06 5.04612e+06 6.53187e+06 895262 860147 895262 860147 0.20642 0
20 2013  4.65479e+06 5.3822e+06 6.41652e+06 933733 925887 933733 925887 0.203495 0
20 2014  7.03375e+06 5.43476e+06 6.16892e+06 1.39545e+06 1.24221e+06 1.39545e+06 1.24221e+06 0.255372 0
20 2015  2.71885e+06 5.45074e+06 6.15188e+06 1.21556e+06 1.15291e+06 1.21556e+06 1.15291e+06 0.238339 0
20 2016  8.15338e+06 5.25955e+06 5.92036e+06 1.09645e+06 1.0629e+06 1.09645e+06 1.0629e+06 0.226075 0
20 2017  4.92593e+06 4.58794e+06 5.36734e+06 1.1555e+06 1.14075e+06 1.1555e+06 1.14075e+06 0.244561 0
20 2018  5.86378e+06 4.38104e+06 5.51306e+06 1.02591e+06 1.0248e+06 1.02591e+06 1.0248e+06 0.233888 0
20 2019  4.45293e+06 4.22523e+06 5.23407e+06 840182 824373 840182 824373 0.195454 0
20 2020  NA 4.26424e+06 NA NA NA NA NA NA NA
21 1974  9.72056e+06 224549 267010 266013 219080 266013 219080 0.724739 95841
21 1975  4.05678e+06 156605 200100 253937 228758 253937 228758 1.26446 53232
21 1976  2.14641e+06 82090.8 99989.7 159255 85598.9 159255 85598.9 0.814384 29166.6
21 1977  1.30696e+06 56584.9 67004.8 39314.4 18747.4 39314.4 18747.4 0.213267 22814.3
21 1978  1.04486e+06 67376.5 78027.8 0 0 0 0 0 25215.2
21 1979  4.00708e+06 93726.4 105287 0 0 0 0 0 39879.7
21 1980  1.45122e+07 122076 152623 73449.9 32785.3 73449.9 32785.3 0.119867 106540
21 1981  1.99911e+07 187915 277670 208745 83736.7 208745 83736.7 0.172335 206688
21 1982  2.95953e+07 337122 470734 277070 118614 277070 118614 0.140456 319482
21 1983  2.66632e+07 605848 806349 430216 307089 430216 307089 0.316058 375476
21 1984  3.02326e+07 900994 1.10925e+06 460933 598022 460933 598022 0.509958 389112
21 1985  4.54048e+07 943777 1.17475e+06 659339 683011 659339 683011 0.561911 448450
21 1986  5.19689e+07 896940 1.16567e+06 752731 620353 752731 620353 0.462523 504181
21 1987  4.04594e+07 1.02782e+06 1.36133e+06 1.00873e+06 708303 1.00873e+06 708303 0.4316 531310
21 1988  2.22314e+07 1.37062e+06 1.66426e+06 1.14087e+06 782461 1.14087e+06 782461 0.434976 479360
21 1989  1.96362e+07 1.40123e+06 1.6092e+06 910318 653569 910318 653569 0.372047 367373
21 1990  1.92455e+07 1.43171e+06 1.55236e+06 739056 593295 739056 593295 0.364642 330708
21 1991  2.10455e+07 1.26367e+06 1.38289e+06 685045 562825 685045 562825 0.385192 288355
21 1992  3.03705e+07 1.02564e+06 1.23993e+06 764432 675330 764432 675330 0.525899 298177
21 1993  3.20609e+07 730707 1.07872e+06 687902 726505 687902 726505 0.710063 319452
21 1994  2.40302e+07 732835 972585 597208 650288 597208 650288 0.674972 283494
21 1995  2.53481e+07 702128 934588 595417 684170 595417 684170 0.787572 312077
21 1996  2.60786e+07 605117 802542 274372 291219 274372 291219 0.319481 294090
21 1997  1.65229e+07 723015 971042 264056 285423 264056 285423 0.282842 306686
21 1998  1.26883e+07 984179 1.25497e+06 380193 377003 380193 377003 0.429971 319612
21 1999  3.76615e+07 1.03822e+06 1.22199e+06 369622 320559 369622 320559 0.326422 371684
21 2000  2.37463e+07 1.06488e+06 1.34472e+06 421779 371876 421779 371876 0.329659 374151
21 2001  6.41144e+07 1.38406e+06 1.69081e+06 363691 379898 363691 379898 0.262194 652313
21 2002  2.57494e+07 1.72227e+06 2.14092e+06 390438 405553 390438 405553 0.233229 764322
21 2003  1.77131e+07 1.95377e+06 2.79823e+06 487432 516054 487432 516054 0.244268 741050
21 2004  2.01027e+07 2.14825e+06 2.78987e+06 589576 605337 589576 605337 0.257707 754963
21 2005  1.37363e+07 2.10847e+06 2.31848e+06 665396 702405 665396 702405 0.337127 544869
21 2006  1.61931e+07 1.54184e+06 1.73491e+06 513247 458064 513247 458064 0.271381 435963
21 2007  2.09434e+07 1.21043e+06 1.37375e+06 406368 331335 406368 331335 0.236764 417694
21 2008  1.91253e+07 1.0828e+06 1.2143e+06 258713 220507 258713 220507 0.166521 390198
21 2009  2.14498e+07 1.21512e+06 1.33863e+06 168589 154649 168589 154649 0.0984576 380092
21 2010  2.15663e+07 1.28656e+06 1.62489e+06 186255 189095 186255 189095 0.113199 418390
21 2011  1.91767e+07 1.71923e+06 1.9585e+06 224049 193611 224049 193611 0.101813 490456
21 2012  1.85721e+07 2.0212e+06 2.14315e+06 434509 399937 434509 399937 0.191899 489203
21 2013  3.04133e+07 1.83757e+06 1.98916e+06 511220 439259 511220 439259 0.220594 481502
21 2014  3.47262e+07 1.65155e+06 1.84746e+06 518042 407406 518042 407406 0.212165 541459
21 2015  9.47185e+06 1.57961e+06 1.96744e+06 494949 428318 494949 428318 0.237157 463140
21 2016  1.44709e+07 1.8201e+06 2.14198e+06 563618 460561 563618 460561 0.239776 498388
21 2017  7.25696e+06 1.66586e+06 1.84339e+06 490975 330678 490975 330678 0.182594 379732
21 2018  1.72276e+07 1.48591e+06 1.72468e+06 591798 411896 591798 411896 0.239044 389897
21 2019  1.3793e+07 1.24664e+06 1.39755e+06 432123 324762 432123 324762 0.215776 292377
21 2020  NA 1.13423e+06 NA NA NA NA NA NA NA
22 1974  2.1455e+08 236396 963470 220388 174307 220388 174307 0.294577 1.0003e+06
22 1975  1.74682e+08 286727 677607 196585 175521 196585 175521 0.39262 681633
22 1976  1.92369e+08 157975 509216 110245 102262 110245 102262 0.294069 588847
22 1977  1.05681e+08 158245 612460 271729 237515 271729 237515 0.707475 435833
22 1978  1.64905e+08 140345 409729 133700 133410 133700 133410 0.464699 423035
22 1979  3.35249e+08 146531 559375 202374 76256.9 202374 76256.9 0.174837 830627
22 1980  2.15048e+08 276734 1.06664e+06 303285 311676 303285 311676 0.527921 954736
22 1981  2.63531e+08 262041 710623 152257 153102 152257 153102 0.31531 889859
22 1982  2.40415e+08 145504 673963 87780.1 127671 87780.1 127671 0.300036 731591
22 1983  1.95417e+08 138846 522443 96993.3 52283.7 96993.3 52283.7 0.122562 690700
22 1984  1.07876e+08 218468 567389 98661.2 57183.4 98661.2 57183.4 0.111865 730177
22 1985  2.16549e+08 317873 600809 91674 106874 91674 106874 0.177748 807126
22 1986  2.98929e+08 187151 693176 400801 213646 400801 213646 0.390497 948793
22 1987  1.26706e+08 248397 784145 408065 175887 408065 175887 0.278741 854225
22 1988  4.08668e+08 319077 563086 393355 187657 393355 187657 0.36687 1.01276e+06
22 1989  1.45758e+08 176831 778122 478128 378229 478128 378229 0.784246 642864
22 1990  2.04847e+08 158392 488234 252809 220678 252809 220678 0.647401 562828
22 1991  2.46174e+08 162979 590501 413418 179609 413418 179609 0.422093 735624
22 1992  2.85022e+08 127409 444737 190875 111914 190875 111914 0.264113 862944
22 1993  5.24996e+08 232723 751833 279254 149334 279254 149334 0.252118 1.34801e+06
22 1994  5.50187e+08 279302 975248 502751 491371 502751 491371 0.71218 1.44942e+06
22 1995  2.66802e+08 258804 1.0883e+06 365350 225794 365350 225794 0.304887 1.22598e+06
22 1996  8.94617e+08 346071 982775 328107 252792 328107 252792 0.32564 1.39436e+06
22 1997  1.53229e+08 259327 1.67068e+06 584720 377052 584720 377052 0.347291 1.31659e+06
22 1998  1.89203e+08 510442 806203 562957 310569 562957 310569 0.482289 691433
22 1999  2.55819e+08 230041 569652 296332 210807 296332 210807 0.418107 841264
22 2000  2.95571e+08 170655 794190 267363 247967 267363 247967 0.48619 1.0622e+06
22 2001  1.88491e+08 139800 598136 291694 124109 291694 124109 0.309592 890106
22 2002  7.47578e+07 120164 490421 163107 147665 163107 147665 0.514709 498244
22 2003  1.29522e+08 87322.5 202195 72291.1 43381.3 72291.1 43381.3 0.263277 411284
22 2004  7.69873e+07 44739.6 251695 80779 77825.7 80779 77825.7 0.516669 329380
22 2005  1.26026e+08 49542.2 201927 23672.7 22983.7 23672.7 22983.7 0.208459 325597
22 2006  1.92005e+08 43238.4 225841 16351.6 9099.88 16351.6 9099.88 0.0696543 529651
22 2007  1.69819e+08 80474 459310 89771.6 55868.7 89771.6 55868.7 0.231776 630673
22 2008  1.50927e+08 134583 489130 88546.2 119132 88546.2 119132 0.411769 530285
22 2009  2.97027e+08 99407 403888 29590.5 10257.2 29590.5 10257.2 0.0353706 706577
22 2010  5.18056e+07 249086 958400 76346 81514.2 76346 81514.2 0.131954 600852
22 2011  3.99987e+07 316220 476393 95974.8 79691.7 95974.8 79691.7 0.164875 362726
22 2012  2.1508e+08 194706 297737 43052.6 22432.3 43052.6 22432.3 0.0645362 545938
