Species.n Year  Rec SSB TSB SOP SOP.hat Yield Yield.hat mean.F Eaten
25 2012  2.71555e+08 215205 340966 26946.3 3129.54 26946.3 3129.54 0.00756885 1.22398e+06
25 2013  1.07346e+08 223670 684556 82108.1 49621.4 82108.1 49621.4 0.0785207 1.01176e+06
25 2014  NA 431015 NA NA NA NA NA NA NA
26 1974  3.03263e+08 396466 717044 315810 422407 315810 422407 0.779016 1.59682e+06
26 1975  5.29561e+08 647570 1.2776e+06 588103 401716 588103 401716 0.99136 2.62035e+06
26 1976  2.03752e+08 1.0149e+06 2.26874e+06 713905 603872 713905 603872 1.10609 1.66009e+06
26 1977  1.99477e+08 621277 1.16394e+06 323051 285612 323051 285612 0.859872 1.19922e+06
26 1978  3.78477e+08 456756 931248 446368 223565 446368 223565 0.891674 1.49726e+06
26 1979  2.02235e+08 861555 1.93774e+06 489561 488307 489561 488307 0.995545 1.45221e+06
26 1980  2.08685e+08 663699 1.25362e+06 512107 271943 512107 271943 0.858314 1.49448e+06
26 1981  1.01234e+08 343652 719108 204361 126417 204361 126417 0.730494 817541
26 1982  4.8911e+07 187440 378962 158900 56737.6 158900 56737.6 0.511983 408212
26 1983  6.70549e+07 107027 197091 68459.8 47174.2 68459.8 47174.2 0.893909 366742
26 1984  1.33066e+08 98271.6 218393 61702.9 34831.9 61702.9 34831.9 0.600007 686090
26 1985  5.10229e+07 162424 355601 42501.5 34623.5 42501.5 34623.5 0.369376 438978
26 1986  1.42014e+08 97812.8 178413 18087.5 41541.9 18087.5 41541.9 0.842631 666559
26 1987  9.6469e+07 164677 381269 29573.6 14177.9 29573.6 14177.9 0.131091 687586
26 1988  1.51996e+08 134133 245796 76321.9 14129.2 76321.9 14129.2 0.15715 801565
26 1989  1.37929e+08 183706 394663 64580.6 7249.53 64580.6 7249.53 0.0565371 850299
26 1990  1.53451e+08 200333 384757 93063.9 84872 93063.9 84872 0.883935 849710
26 1991  9.27572e+07 178575 407232 72978.6 52168.4 72978.6 52168.4 0.45778 611653
26 1992  1.78487e+08 155028 309497 112068 40755 112068 40755 0.377918 837461
26 1993  2.25013e+08 285627 618063 176566 130761 176566 130761 0.70725 1.04042e+06
26 1994  1.41507e+08 445570 965061 389314 215166 389314 215166 0.698329 836400
26 1995  5.30713e+07 437333 830680 385586 231977 385586 231977 0.941594 537385
26 1996  7.64771e+07 99834.7 284673 85386.5 56928.7 85386.5 56928.7 0.510992 355709
26 1997  1.14562e+08 192763 404900 85227.6 84666.6 85227.6 84666.6 0.593089 556414
26 1998  1.45204e+08 365802 521386 123260 152396 123260 152396 0.994084 674719
26 1999  1.16608e+08 389707 647138 186632 144164 186632 144164 0.690293 653902
26 2000  1.01341e+08 291466 603249 168498 181305 168498 181305 0.979592 571268
26 2001  1.0403e+08 244910 467237 157465 139537 157465 139537 1.08166 535946
26 2002  9.33736e+07 194670 453729 117763 135965 117763 135965 1.17678 518774
26 2003  7.41468e+07 100501 380763 142687 95597.6 142687 95597.6 0.927835 431544
26 2004  1.64376e+08 182441 316319 94622.4 94228.6 94622.4 94228.6 1.13172 688793
26 2005  7.49726e+07 125357 645509 192689 129444 192689 129444 0.632811 528865
26 2006  9.0358e+07 301263 452880 127209 135182 127209 135182 0.91792 470603
26 2007  6.35818e+07 157291 416193 73381 113548 73381 113548 0.92653 376190
26 2008  1.49724e+08 117280 321172 61380.1 100433 61380.1 100433 1.00954 633021
26 2009  1.35701e+08 380808 588821 126159 131330 126159 131330 0.631172 697574
26 2010  1.95835e+08 413650 647392 169483 170522 169483 170522 0.702629 977009
26 2011  1.93694e+08 350815 722478 141995 145855 141995 145855 0.693431 1.1604e+06
26 2012  1.11565e+08 376300 540843 81875.9 96444 81875.9 96444 0.582842 733758
26 2013  2.88696e+08 227267 371559 67806.3 41188 67806.3 41188 0.253281 1.13972e+06
26 2014  NA 667492 NA NA NA NA NA NA NA
27 1974  858276 260080 458861 157485 162922 106592 105357 0.486007 0
27 1975  676755 292584 523686 195236 196529 94724.4 94510.4 0.568569 0
27 1976  959252 268694 452276 166917 166296 100316 102882 0.452295 0
27 1977  816494 277240 454298 176698 165947 101907 96393.6 0.491218 0
27 1978  852695 264923 430153 159638 153508 101133 101678 0.435799 0
27 1979  1.09814e+06 269431 437873 213285 207236 129132 131016 0.659442 0
27 1980  1.0056e+06 238099 400593 171495 165083 133990 127217 0.527352 0
27 1981  2.07966e+06 227544 400863 173598 173909 130686 130182 0.542492 0
27 1982  1.41801e+06 229660 465830 204509 200187 148412 139820 0.596457 0
27 1983  1.35374e+06 231387 485262 219383 215963 129564 126741 0.580685 0
27 1984  1.90553e+06 246928 519392 227848 224562 141840 140806 0.58736 0
27 1985  4.65517e+06 247679 529423 221421 217612 150365 144324 0.530417 0
27 1986  2.11019e+06 288562 735696 296465 299708 149679 152158 0.657191 0
27 1987  2.03143e+06 327680 810916 345660 324166 133553 126875 0.657056 0
27 1988  1.38538e+06 339625 807173 312663 317848 127905 127549 0.693054 0
27 1989  1.14675e+06 317819 666352 279116 281171 142846 140358 0.642945 0
27 1990  1.03168e+06 301380 580954 229016 210750 140076 124006 0.562503 0
27 1991  894373 282565 520794 230277 230899 131778 131005 0.683293 0
27 1992  528274 247670 445518 183326 200925 111207 116478 0.729457 0
27 1993  511617 208161 357053 153043 170911 105985 115020 0.694082 0
27 1994  959926 176998 286386 135228 147119 104225 111071 0.712082 0
27 1995  905713 152818 263556 121063 118811 92442 86766.1 0.644921 0
27 1996  2.9424e+06 143465 278602 134648 131093 73334.6 74382.2 0.760534 0
27 1997  1.05794e+06 134672 378608 184299 152509 69595.4 63025 0.865992 0
27 1998  867145 188654 444526 176282 172327 54916.5 44785.8 0.810403 0
27 1999  987284 199513 436501 152694 177304 63790.2 68277.2 0.817254 0
27 2000  618127 146696 291474 126782 133489 69810.6 66052.7 0.634037 0
27 2001  1.7643e+06 166964 293854 183180 153702 62738.8 50973.2 0.85323 0
27 2002  492071 139470 293721 125776 131607 63460 64773.5 0.807639 0
27 2003  1.11721e+06 162149 288398 144966 143936 55143.4 50940.3 0.806279 0
27 2004  657627 134797 271987 116536 107980 53361.4 53484.3 0.623955 0
27 2005  632241 151269 269015 110134 120230 47477.8 54890.4 0.667238 0
27 2006  1.07164e+06 148983 256491 120298 111687 49130.1 54335.6 0.631888 0
27 2007  922690 137535 259773 89776.8 89467.8 41014.7 46081 0.50748 0
27 2008  963944 171430 301232 95309 92112.6 42444.7 46236.3 0.415514 0
27 2009  1.22005e+06 209506 364251 100675 98069.3 46713.9 49291.6 0.352766 0
27 2010  1.73328e+06 257479 437041 106972 108490 50785.7 55756.3 0.324898 0
27 2011  1.02591e+06 322168 542548 108523 114979 56730.4 56455 0.304935 0
27 2012  1.47306e+06 406502 633961 132904 116550 62364 58414 0.25852 0
27 2013  1.05809e+06 481135 741479 118133 112011 68880.6 67925.6 0.216476 0
27 2014  NA 613830 NA NA NA NA NA NA NA
28 1974  48116.7 40450.4 59409.5 17972.8 18442.8 17972.8 18442.8 0.458529 0
28 1975  110300 42358.1 57224 20738.4 19749.3 20738.4 19749.3 0.466425 0
28 1976  137108 42530.6 53574.6 17173.8 17152.8 17173.8 17152.8 0.432395 0
28 1977  50224.8 34445.4 54257.5 17741.4 14736.7 17741.4 14736.7 0.392071 0
28 1978  14458.2 38524.5 57434.7 20276 20648.1 20276 20648.1 0.48186 0
28 1979  149018 45309.1 52048.8 22596.8 21440.9 22596.8 21440.9 0.474288 0
28 1980  159540 35692.4 44522.1 15715.3 15877.6 15715.3 15877.6 0.477146 0
28 1981  144568 24713.9 50258.4 15340.9 14001 15340.9 14001 0.478397 0
28 1982  149841 33691.8 59792.1 21198.7 20721.9 21198.7 20721.9 0.538854 0
28 1983  76906.7 41570.4 66117.4 24874.7 23106.5 24874.7 23106.5 0.508009 0
28 1984  93532.4 44606.5 66320 26809.6 26825.8 26809.6 26825.8 0.578913 0
28 1985  147062 41739.9 55455.6 24228.1 23429.6 24228.1 23429.6 0.547152 0
28 1986  70206.6 36174.4 54439.4 18150.7 21380.7 18150.7 21380.7 0.610639 0
28 1987  521587 29901.7 50961.7 17355.1 17068.3 17355.1 17068.3 0.496931 0
28 1988  110355 36876.4 70143.7 21588.7 18918.2 21588.7 18918.2 0.503615 0
28 1989  222740 32966.9 101066 21791.4 24502.2 21791.4 24502.2 0.411081 0
28 1990  78897.1 92711.5 116603 35014.1 37198 35014.1 37198 0.42944 0
28 1991  390322 78452.3 109045 33498 39078.9 33498 39078.9 0.472769 0
28 1992  73264.1 78407.6 106479 29200.1 33301.7 29200.1 33301.7 0.468446 0
28 1993  52520.9 53654.7 104173 31485.8 33233.8 31485.8 33233.8 0.518683 0
28 1994  91927.2 74200.1 85526.3 32900.6 35685.2 32900.6 35685.2 0.54505 0
28 1995  54911.8 57075.8 67776.7 29747.4 26747.8 29747.4 26747.8 0.514706 0
28 1996  246231 37730.2 51419 22623.3 24680.7 22623.3 24680.7 0.726786 0
28 1997  112225 27014.5 45342.4 14663.3 14734.7 14663.3 14734.7 0.610539 0
28 1998  86593.2 20184.5 55192.8 20837 18024.7 20837 18024.7 0.627894 0
28 1999  116362 38944.1 56585.7 23428.7 21528.3 23428.7 21528.3 0.562408 0
28 2000  60101 36506.3 52475 22303.3 21771.6 22303.3 21771.6 0.625784 0
28 2001  188118 29472.1 46352.1 19821.4 17544.4 19821.4 17544.4 0.542226 0
28 2002  78264.3 31382.4 47571.7 16798.6 15507.7 16798.6 15507.7 0.519159 0
28 2003  43708.5 26249.3 52639.7 17777.6 16774.9 17777.6 16774.9 0.51552 0
28 2004  45967.1 38968.3 50477.9 18691.5 18051.6 18691.5 18051.6 0.500084 0
28 2005  202793 32889.5 40342.6 16160.5 16314.1 16160.5 16314.1 0.540581 0
28 2006  63844.2 25142.9 40327.1 11500.7 11483.1 11500.7 11483.1 0.450726 0
28 2007  69121.2 18369.4 45842.3 14586.5 12156.4 14586.5 12156.4 0.445398 0
28 2008  99776.7 38230.2 49210.9 13777.2 14400.7 13777.2 14400.7 0.373956 0
28 2009  177106 35329.7 48404.3 13727.1 15205.5 13727.1 15205.5 0.406949 0
28 2010  152350 33084.9 53531.4 12542.5 14124.3 12542.5 14124.3 0.406683 0
28 2011  37709.7 34737.9 63325 11478.4 11844.9 11478.4 11844.9 0.318196 0
28 2012  52448.5 49558.6 69710.2 11610 13083.8 11610 13083.8 0.255013 0
28 2013  84510.1 60150.8 67189.4 13138 12174.4 13138 12174.4 0.21953 0
28 2014  NA 54089.7 NA NA NA NA NA NA NA
