# This file was created using create_datpin_files.R function write_tsDatFile
      #and used all inputs from csv files found in folder:
      #hydradata/data-raw
# Survey index data 
# Number of observations, init_int Nsurvey_obs
  1701
# init_matrix obs_survey_biomass(1,Nsurvey_obs,1,5)
# survey year spp value cv
  2 42 10 0 1000 -999 -999 0.00284014200710035 0.460413020651033 0.435821791089554 0.0933346667333367 0.00748037401870094 0.000110005500275014 -999 -999
  2 43 10 0 1000 -999 -999 0.00149 0.38681 0.49188 0.11066 0.009 0.00016 -999 -999
  2 44 10 0 1000 -999 -999 0.00677047393317532 0.526806876481354 0.341343894072585 0.114217995259668 0.0106707469522867 0.000190013300931065 -999 -999
  2 45 10 0 1000 -999 -999 0.0040702849199444 0.477333413338934 0.384636924584721 0.121578510495735 0.0121408498594902 0.000240016801176082 -999 -999
  2 46 10 0 1000 -999 -999 0.00624018720561617 0.511675350260508 0.34330029900897 0.125273758212746 0.0132403972119164 0.000270008100243007 -999 -999
  2 47 10 0 1000 -999 -999 0.00373018650932547 0.463963198159908 0.391839591979599 0.126576328816441 0.0136006800340017 0.000290014500725036 -999 -999
  2 48 10 0 1000 -999 -999 0.0184920341237536 0.593845322985528 0.244736921061317 0.127944073848123 0.0146616127774055 0.000320035203872426 -999 -999
  2 49 10 0 1000 -999 -999 0.0118907134428066 0.564473868432106 0.28689721383283 0.12214732883973 0.0142408544512671 0.000350021001260076 -999 -999
  2 50 10 0 1000 -999 -999 0.00404020201010051 0.468103405170259 0.380189009450473 0.131766588329416 0.0155307765388269 0.000370018500925046 -999 -999
  2 51 10 0 1000 -999 -999 0.00660046203234226 0.510275719300351 0.333053313731961 0.133349334453412 0.0163311431800226 0.000390027301911134 -999 -999
  2 52 10 0 1000 -999 -999 0.0103906234374062 0.547942876572594 0.293847630857851 0.131117867072024 0.0163009780586835 0.000400024001440086 -999 -999
  2 53 10 0 1000 -999 -999 0.00376026321842529 0.45770203914274 0.38203674257198 0.138699708979629 0.017381216685168 0.000420029402058144 -999 -999
  2 54 10 0 1000 -999 -999 0.00401036093248392 0.461591543238892 0.375163764738827 0.140852676740907 0.0179216129451651 0.000460041403726335 -999 -999
  2 55 10 0 1000 -999 -999 0.0190615249219938 0.583836706936555 0.240879270341627 0.138021041683335 0.0177614209136731 0.000440035202816225 -999 -999
  2 56 10 0 1000 -999 -999 0.0109197816043679 0.550788984220316 0.286594268114638 0.133737325253495 0.0175096498070039 0.000449991000179996 -999 -999
  2 57 10 0 1000 -999 -999 0.00382061129780765 0.457033125300048 0.381681068971035 0.139092254760762 0.0179228676588254 0.000450072011521844 -999 -999
  2 58 10 0 1000 -999 -999 0.00795047702862172 0.518701122067324 0.313718823129388 0.140748444906694 0.018421105266316 0.000460027601656099 -999 -999
  2 59 10 0 1000 -999 -999 0.00304018241094466 0.435026101566094 0.39806388383303 0.144518671120267 0.0188811328679721 0.000470028201692102 -999 -999
  2 60 10 0 1000 -999 -999 0.0372841012511376 0.611667283401174 0.191311044214864 0.140435447899269 0.0188320715278681 0.000470051705687626 -999 -999
  2 61 10 0 1000 -999 -999 0.00489034232396268 0.478063464442511 0.357074995249667 0.140909863690458 0.0185913013910974 0.000470032902303161 -999 -999
  2 62 10 0 1000 -999 -999 0.00752060164813185 0.514081126490119 0.320435634850788 0.139211136890951 0.0183014641171294 0.00045003600288023 -999 -999
  2 63 10 0 1000 -999 -999 0.00719086290354843 0.511201344161299 0.323308797055647 0.139636756410769 0.0182221866623995 0.00044005280633676 -999 -999
  2 64 10 0 1000 -999 -999 0.00532021280851234 0.483289331573263 0.349233969358774 0.143125725029001 0.0185907436297452 0.000440017600704028 -999 -999
  2 65 10 0 1000 -999 -999 0.0078904734284057 0.515760945656739 0.312818769126148 0.144028641718503 0.0190411424685481 0.000460027601656099 -999 -999
  2 66 10 0 1000 -999 -999 0.00936028080842425 0.531185935578067 0.301959058771763 0.138874166224987 0.0181705451163535 0.000450013500405012 -999 -999
  2 67 10 0 1000 -999 -999 0.00935028050841525 0.535536066081982 0.298928967869036 0.137934138024141 0.0178305349160475 0.000420012600378011 -999 -999
  2 68 10 0 1000 -999 -999 0.00392039203920392 0.461566156615662 0.381058105810581 0.135883588358836 0.0171617161716172 0.00041004100410041 -999 -999
  2 69 10 0 1000 -999 -999 0.0205104102082042 0.593161863237265 0.236564731294626 0.132512650253005 0.0168503370067401 0.000400008000160003 -999 -999
  2 70 10 0 1000 -999 -999 0.0145508730523831 0.577134628077685 0.266505990359422 0.125647538852331 0.0158009480568834 0.000360021601296078 -999 -999
  2 71 10 0 1000 -999 -999 0.014521016471153 0.578400488034162 0.272509075635294 0.11961837328613 0.014621023471643 0.000330023101617113 -999 -999
  2 72 10 0 1000 -999 -999 0.0128907734464068 0.570804248254895 0.287357241434486 0.115156909414565 0.0134908094485669 0.000300018001080065 -999 -999
  2 73 10 0 1000 -999 -999 0.00850059504165292 0.536757573030112 0.318832318262278 0.121888532197254 0.0137209604672327 0.000300021001470103 -999 -999
  2 74 10 0 1000 -999 -999 0.0258012900645032 0.614720736036802 0.230191509575479 0.116025801290064 0.0129806490324516 0.000280014000700035 -999 -999
  2 75 10 0 1000 -999 -999 0.00394015760630425 0.470508820352814 0.393545741829673 0.119114764590584 0.0126505060202408 0.000240009600384015 -999 -999
  2 76 10 0 1000 -999 -999 0.00930111613393607 0.54401528183382 0.314447733728047 0.11937432491899 0.0126215145817498 0.000240028803456415 -999 -999
  2 77 10 0 1000 -999 -999 0.00733948623596348 0.526833121681482 0.336926415150939 0.116521843470957 0.0121491495595308 0.000229983901126921 -999 -999
  2 78 10 0 1000 -999 -999 0.00805 0.53356 0.32391 0.12147 0.01277 0.00024 -999 -999
  2 79 10 0 1000 -999 -999 0.00475028501710103 0.486909214552873 0.374062443746625 0.121317279036742 0.0127207632457947 0.000240014400864052 -999 -999
  2 80 10 0 1000 -999 -999 0.0115904636185447 0.562142485699428 0.290961638465539 0.121964878595144 0.0131005240209608 0.000240009600384015 -999 -999
  2 81 10 0 1000 -999 -999 0.00582034922095326 0.506770406224373 0.352751165069904 0.121327279636778 0.0130907854471268 0.000240014400864052 -999 -999
  2 1 11 0 1000 -999 0.0892160588906003 0.190144225960673 0.219689544117941 0.180162429237263 0.175881658698566 0.116050889160049 0.0268948410713928 0.0019203456622192 4.00072012962333e-05
  2 2 11 0 1000 -999 0.0857177145943135 0.188466962026582 0.218809692872359 0.18814693322399 0.178586072746547 0.112230100709064 0.026092348311348 0.00191017191547239 4.00036003240292e-05
  2 3 11 0 1000 -999 0.0852596097102334 0.183342168698801 0.216909889274533 0.193224441621573 0.184672474669174 0.109955289716635 0.0247957030116927 0.00180041409524191 4.00092021164868e-05
  2 4 11 0 1000 -999 0.0851944830621206 0.179430503185542 0.213926367482472 0.197353550103518 0.18965224088095 0.109098546752948 0.0236440194833122 0.00167028394827121 3.00051008671474e-05
  2 5 11 0 1000 -999 0.0845552199395891 0.173651257226301 0.210287851813326 0.200396071292833 0.196885439379088 0.109809765757836 0.0228241083395011 0.0015602808505531 3.0005400972175e-05
  2 6 11 0 1000 -999 0.0825907367957835 0.173202516327123 0.204306559852781 0.196805584726014 0.202426315421005 0.115184974046626 0.0238230970026103 0.00163021192755058 3.00039005070659e-05
  2 7 11 0 1000 -999 0.076256776490828 0.170667546860309 0.203884854668027 0.197183380343676 0.205285162735802 0.119746344195723 0.0251955430194643 0.00175038508471864 3.00066014523195e-05
  2 8 11 0 1000 -999 0.0738469848065055 0.172239615111476 0.198925752923172 0.194034627964432 0.207047620952819 0.125028756614021 0.0269461976254539 0.001890434800004 4.00092021164868e-05
  2 9 11 0 1000 -999 0.0722286674400928 0.168770252430292 0.197083650038005 0.193593231187743 0.209585150218026 0.128845461455375 0.0278633436012321 0.00199023882865944 4.00048005760691e-05
  2 10 11 0 1000 -999 0.0706820159427103 0.168458637968455 0.194883130132122 0.191372533330666 0.210515787683906 0.132672554334237 0.0292549733454687 0.00212036046127842 4.00068011561966e-05
  2 11 11 0 1000 -999 0.0707097987436482 0.16546633057256 0.193144080342496 0.189863161685272 0.210929060136838 0.13656823910695 0.030978674028728 0.00229064137958628 5.00140039210979e-05
  2 12 11 0 1000 -999 0.0712456740482906 0.163766028526276 0.190291864210126 0.189771749784953 0.2115165336374 0.138960571325692 0.0319970393486567 0.00240052811618556 5.00110024205325e-05
  2 13 11 0 1000 -999 0.0752525757727318 0.157667300190057 0.190607182154646 0.188586575972792 0.212493748124437 0.140462138641592 0.0324397319195759 0.0024407322196659 5.00150045013504e-05
  2 14 11 0 1000 -999 0.077007711773708 0.157676265541074 0.189213519109395 0.186722946277644 0.211738699900977 0.141822619202417 0.0332376446582714 0.00253058203386779 5.00115026456085e-05
  2 15 11 0 1000 -999 0.0750167515076357 0.161664549809483 0.189447050234521 0.185526697402766 0.210788971007391 0.141412727145443 0.0335030152713744 0.00258023222089988 6.00054004860437e-05
  2 16 11 0 1000 -999 0.0721708256238436 0.164834725208781 0.191418712806921 0.186968045206781 0.207941191178677 0.140381057158574 0.0336150422563384 0.00261039155873381 6.00090013502025e-05
  2 17 11 0 1000 -999 0.0757843990358168 0.17867394805013 0.187615646972925 0.181704523859533 0.202878546923916 0.13768616037047 0.0330362768926096 0.00256048649243356 6.00114021664116e-05
  2 18 11 0 1000 -999 0.0802380238023802 0.188718871887189 0.193369336933693 0.175717571757176 0.195959595959596 0.131853185318532 0.0316131613161316 0.00248024802480248 5.000500050005e-05
  2 19 11 0 1000 -999 0.0835691926111872 0.202222244446889 0.201192131134425 0.167808458930482 0.186490513956535 0.1259338527238 0.0303733410675174 0.00236025962855914 5.00055006050666e-05
  2 20 11 0 1000 -999 0.0863698650689659 0.211008531962351 0.210698460645949 0.162257319183412 0.17879112195805 0.119987597147344 0.0286165818138172 0.00222051071746502 5.00115026456085e-05
  2 21 11 0 1000 -999 0.0895050614171968 0.22257232024967 0.219271395990877 0.157083983515384 0.168307125995279 0.11362181410795 0.0274376825511143 0.00215060216860721 5.00140039210979e-05
  2 22 11 0 1000 -999 0.0940741111166675 0.229114367155073 0.223913587038056 0.154623193479022 0.16012401860279 0.109446416962544 0.0265439815972396 0.00211031654748212 5.00075011251688e-05
  2 23 11 0 1000 -999 0.0963802398503686 0.232568839456286 0.231888696626292 0.158483281489113 0.150911691455206 0.102721571530021 0.0250152532031727 0.00199041798777743 4.00084017643705e-05
  2 24 11 0 1000 -999 0.0940706955530217 0.238742523355138 0.240822981055832 0.161055432195083 0.142691392106263 0.0966212566764688 0.0240352877633079 0.00192042249294845 4.0008801936426e-05
  2 25 11 0 1000 -999 0.0922656851664783 0.243091325525339 0.247332046447896 0.165088064971045 0.136553214046388 0.0907454267225428 0.0230139123651021 0.00187031795405219 4.00068011561966e-05
  2 26 11 0 1000 -999 0.0966254600736118 0.243468955032805 0.250060009601536 0.170027204352696 0.132801248199712 0.0838634181469035 0.0213434149463914 0.00177028324531925 4.00064010241639e-05
  2 27 11 0 1000 -999 0.0960896089608961 0.246494649464947 0.249354935493549 0.172577257725773 0.133733373337334 0.0797079707970797 0.0202520252025203 0.00175017501750175 4.000400040004e-05
  2 28 11 0 1000 -999 0.0934542981175105 0.249504871266529 0.252105547442335 0.174335327185068 0.13402484646008 0.0762798327565167 0.0186948606637726 0.00156040570548343 4.00104027047032e-05
  2 29 11 0 1000 -999 0.0926750222560091 0.250927750492633 0.254568733558061 0.175777459914177 0.133866143858842 0.0731297450311584 0.0175447370790113 0.00148039970792114 3.00081021875906e-05
  2 30 11 0 1000 -999 0.0961640410102526 0.2511727931983 0.253673418354589 0.175413853463366 0.133393348337084 0.0720480120030007 0.0167341835458865 0.00137034258564641 3.00075018754689e-05
  2 31 11 0 1000 -999 0.0913682736547309 0.252840568113623 0.254730946189238 0.177145429085817 0.134356871374275 0.0719643928785757 0.01625325065013 0.00132026405281056 2.000400080016e-05
  2 32 11 0 1000 -999 0.0895271621729738 0.254160332826626 0.25487038963117 0.175994079526362 0.134800784062725 0.0728758300664053 0.0164213137050964 0.00133010640851268 2.00016001280102e-05
  2 33 11 0 1000 -999 0.0900744119059049 0.250690110417667 0.254130660905745 0.176758281325012 0.135731717074732 0.07422187550008 0.0170027204352696 0.00136021763482157 3.00048007681229e-05
  2 34 11 0 1000 -999 0.0962121287896216 0.250127529331746 0.251157766286246 0.175330325974974 0.134590955919862 0.0741070446202627 0.0170739270032107 0.00137031517248967 3.00069015873651e-05
  2 35 11 0 1000 -999 0.100680136027205 0.248339667933587 0.2500300060012 0.174364872974595 0.134716943388678 0.073504700940188 0.0169633926785357 0.00137027405481096 3.000600120024e-05
  2 36 11 0 1000 -999 0.11933983495874 0.242600650162541 0.241890472618155 0.169572393098275 0.134283570892723 0.0739384846211553 0.0169742435608902 0.00137034258564641 3.00075018754689e-05
  2 37 11 0 1000 -999 0.120744148829766 0.243268653730746 0.23994798959792 0.167093418683737 0.135107021404281 0.0751650330066013 0.017253450690138 0.00139027805561112 3.000600120024e-05
  2 38 11 0 1000 -999 0.107000330062712 0.25523849531411 0.246266790690231 0.165731488982907 0.132335143677299 0.0745241595903222 0.0174433142297036 0.00143027175163281 3.00057010832058e-05
  2 39 11 0 1000 -999 0.0964425375298789 0.261894046226009 0.250682588736536 0.167381759628752 0.131727124526188 0.0733895406402832 0.0170722193885205 0.00138017942332503 3.00039005070659e-05
  2 40 11 0 1000 -999 0.0935612273472817 0.262811537384486 0.253940472856743 0.168160179221507 0.129835580269632 0.0729887586510381 0.0172420690482858 0.00143017162059447 3.00036004320518e-05
  2 41 11 0 1000 -999 0.0991888458807173 0.256808793670797 0.254248307178364 0.169572218721557 0.130344765505446 0.0717836388913894 0.0166631660015403 0.00136025844910533 3.00057010832058e-05
  2 42 11 0 1000 -999 0.0935624549891974 0.246339121389133 0.25795190845803 0.175632151716412 0.133712090901816 0.0739977594622709 0.0173341601984476 0.00144034568296391 3.00072017284148e-05
  2 43 11 0 1000 -999 0.0869873974794959 0.238907781556311 0.257331466293259 0.183116623324665 0.137717543508702 0.0763852770554111 0.0179935987197439 0.00153030606121224 3.000600120024e-05
  2 44 11 0 1000 -999 0.0825599071888627 0.229657558907069 0.252980357642917 0.190712885546266 0.143407208865064 0.0800596071528583 0.0189922790734888 0.00159019082289875 4.00048005760691e-05
  2 45 11 0 1000 -999 0.0809948596915815 0.223703422205332 0.245074704482269 0.196731803908234 0.149478968738124 0.0827349640978459 0.0195811748704922 0.00166009960597636 4.00024001440086e-05
  2 46 11 0 1000 -999 0.081795541152819 0.216361108610636 0.238135245696682 0.201648313179504 0.154949440393675 0.0851861853752213 0.0201738330282754 0.00171032496174273 4.00076014442744e-05
  2 47 11 0 1000 -999 0.0865403848461815 0.21158539024683 0.230027603312397 0.199603952474297 0.160679281513782 0.0885906308757051 0.0211325359043085 0.00180021602592311 4.00048005760691e-05
  2 48 11 0 1000 -999 0.0844928130595261 0.208406269692817 0.223840436917968 0.197143228671741 0.168795574805197 0.0932451761975733 0.0221459794144419 0.00188050773708901 5.00135036459844e-05
  2 49 11 0 1000 -999 0.0870656718209278 0.20477685983477 0.219979596327339 0.192764697645576 0.173511232021764 0.0971774919485507 0.0227740993378808 0.00190034206157108 5.00090016202917e-05
  2 50 11 0 1000 -999 0.0973055688910226 0.199921987518003 0.213324131861098 0.185829732757241 0.17615818530965 0.101716274603937 0.0237337974075852 0.00196031365018403 5.00080012802048e-05
  2 51 11 0 1000 -999 0.0981929457883736 0.19535586067582 0.213276398291949 0.181525445763373 0.177895336860106 0.106413192395772 0.0251607548226447 0.00213006390191706 5.00015000450013e-05
  2 52 11 0 1000 -999 0.0880235209408376 0.203568142725709 0.211998479939198 0.179357174286971 0.178497139885595 0.110294411776471 0.0260410416416657 0.00217008680347214 5.00020000800032e-05
  2 53 11 0 1000 -999 0.0796779677967797 0.206630663066307 0.213861386138614 0.177057705770577 0.176267626762676 0.115281528152815 0.0286728672867287 0.00249024902490249 6.000600060006e-05
  2 54 11 0 1000 -999 0.0728682170542636 0.207301825456364 0.216614153538385 0.177934483620905 0.175063765941485 0.117409352338085 0.0301175293823456 0.0026306576644161 6.00150037509377e-05
  2 55 11 0 1000 -999 0.0709392220988729 0.205956774380669 0.217998339784172 0.180233430345945 0.174112634642504 0.117455269184994 0.0305639733165311 0.00268034844529789 6.00078010141318e-05
  2 56 11 0 1000 -999 0.0720036806993329 0.202218421500085 0.218251467778878 0.182754723397446 0.172882847741071 0.117292285534252 0.0316060051409768 0.00291055300507096 8.00152028885488e-05
  2 57 11 0 1000 -999 0.0749859988799104 0.196835746859749 0.217757420593647 0.183564685174814 0.174333946715737 0.11770941675334 0.0318025442035363 0.0029302344187535 8.0006400512041e-05
  2 58 11 0 1000 -999 0.0755643572278733 0.194516958222062 0.214640781748532 0.184645082565687 0.176583550874666 0.118912593392745 0.0320960982586691 0.00296056250687631 8.00152028885488e-05
  2 59 11 0 1000 -999 0.0708748837255824 0.197871553026135 0.216085377929365 0.186869242540934 0.17548685223897 0.117664709589014 0.032066734014143 0.00300063013232779 8.0016803528741e-05
  2 60 11 0 1000 -999 0.0718243648729746 0.194928985797159 0.214602920584117 0.187927585517103 0.177325465093019 0.118423684736947 0.0319263852770554 0.00296059211842368 8.00160032006401e-05
  2 61 11 0 1000 -999 0.0838834873764654 0.192223822670348 0.209728724042732 0.185191853719041 0.17693954307206 0.117432881206738 0.0315988476773497 0.00292081782899212 8.00224062737566e-05
  2 62 11 0 1000 -999 0.0826907497974737 0.18999469931091 0.209097182633742 0.18478402192285 0.179843379639353 0.118835448608319 0.0317541280366448 0.00292037964935442 8.00104013521758e-05
  2 63 11 0 1000 -999 0.0790489717532208 0.189735536528767 0.21076058253981 0.185534528286789 0.181123469632712 0.119578698887733 0.0312975114027367 0.00284068176362327 8.00192046091062e-05
  2 64 11 0 1000 -999 0.0769561607937667 0.192830494403825 0.210804268896468 0.184738795146981 0.180327868852459 0.119615119175027 0.0317266625991458 0.00292061332879905 8.0016803528741e-05
  2 65 11 0 1000 -999 0.0710649236339631 0.196241210654237 0.212224567159103 0.183028435971554 0.181258064193481 0.121065423738985 0.0320967403154662 0.00294061752968123 8.0016803528741e-05
  2 66 11 0 1000 -999 0.0699767944306634 0.196447147315356 0.212400976234296 0.184354245018805 0.17983315995839 0.121449147795471 0.0324977994718732 0.00296071057053693 8.00192046091062e-05
  2 67 11 0 1000 -999 0.0720851378789546 0.195891137138799 0.211584432730873 0.183388511587433 0.180007801638344 0.12156552876104 0.0324368117304634 0.00296062173056342 8.0016803528741e-05
  2 68 11 0 1000 -999 0.0749827470670014 0.195493233849754 0.210035706070032 0.182381004770811 0.180140623906064 0.121460648310213 0.0324555174379645 0.00297050498584759 8.00136023123931e-05
  2 69 11 0 1000 -999 0.0771339115125689 0.195060468745311 0.212095749682402 0.180385919635087 0.17840530564475 0.121357620862467 0.0325200812251798 0.00296091788454421 8.0024807690384e-05
  2 70 11 0 1000 -999 0.0738618178908625 0.201492238758201 0.213994239078253 0.179658745399264 0.176108177308369 0.119799167866859 0.0320751320211234 0.00293046887502 8.00128020483277e-05
  2 71 11 0 1000 -999 0.0735073507350735 0.202010201020102 0.214561456145615 0.180938093809381 0.174697469746975 0.119011901190119 0.0322232223222322 0.00297029702970297 8.000800080008e-05
  2 72 11 0 1000 -999 0.0730895016352126 0.203126406432836 0.219158490603778 0.179903387440367 0.172652444817826 0.117545280886515 0.0315340994329263 0.00291037834918539 8.00104013521758e-05
  2 73 11 0 1000 -999 0.0703635181759088 0.204270213510676 0.219830991549577 0.180949047452373 0.172068603430171 0.11771588579429 0.031801590079504 0.00292014600730036 8.000400020001e-05
  2 74 11 0 1000 -999 0.0748712306846027 0.20294044106616 0.21925288793319 0.183177476621493 0.171025653848077 0.115057258588788 0.0307846176926539 0.00281042156323449 8.001200180027e-05
  2 75 11 0 1000 -999 0.0855153927706987 0.196475365565802 0.216869036426557 0.18284291172411 0.17106079094237 0.114000520093617 0.0303754675841652 0.00278050049008822 8.00144025924666e-05
  2 76 11 0 1000 -999 0.0832174895740617 0.202888259943395 0.217799601964177 0.181816363472713 0.16947525277275 0.111980078207039 0.0299626966426978 0.00278025022252003 8.00072006480583e-05
  2 77 11 0 1000 -999 0.0766953390678136 0.204560912182436 0.219363872774555 0.183226645329066 0.171344268853771 0.112322464492899 0.0296659331866373 0.00274054810962192 8.00160032006401e-05
  2 78 11 0 1000 -999 0.0766245586661466 0.208969704243806 0.221302047389004 0.182464668286975 0.168562026785089 0.110200938178254 0.0291255338514318 0.00267050739640532 8.00152028885488e-05
  2 79 11 0 1000 -999 0.085866314599774 0.202848541222832 0.219981796541343 0.181974575169282 0.168972104699893 0.109210750042508 0.0285354217301287 0.00255048459207249 6.00114021664116e-05
  2 80 11 0 1000 -999 0.0879796777645541 0.203422376461411 0.217733950734581 0.180299832981628 0.169728670153717 0.109682065027153 0.028543139745372 0.00255028053085839 6.00066007260799e-05
  2 81 11 0 1000 -999 0.0843434949591935 0.204612738038086 0.220095215234438 0.180388862217955 0.168807009121459 0.110167626820291 0.0289146263402144 0.00260041606657065 7.00112017922868e-05
# end survey length observations 
#  
# Fishery catch data 
# Number of observations, init_int Ncatch_obs
  729
# init_matrix obs_catch_biomass(1,Ncatch_obs,1,6) 
# Fleet	Area	Year	Species	Catch(biomass t)	CV 
  1 1 1 1 0 0.01
  1 1 2 1 0 0.01
  1 1 3 1 0 0.01
  1 1 4 1 0 0.01
  1 1 5 1 0 0.01
  1 1 6 1 0 0.01
  1 1 7 1 0 0.01
  1 1 8 1 0 0.01
  1 1 9 1 0 0.01
  1 1 10 1 0 0.01
  1 1 11 1 0 0.01
  1 1 12 1 0 0.01
  1 1 13 1 0 0.01
  1 1 14 1 0 0.01
  1 1 15 1 0 0.01
  1 1 16 1 3313171.02832165 0.01
  1 1 17 1 2510320.56955834 0.01
  1 1 18 1 1961079.20799179 0.01
  1 1 19 1 1573985.12106622 0.01
  1 1 20 1 1391284.77533699 0.01
  1 1 21 1 1237867.69948334 0.01
  1 1 22 1 1184279.2950892 0.01
  1 1 23 1 1101208.1981627 0.01
  1 1 24 1 1049935.018717 0.01
  1 1 25 1 1064078.74061516 0.01
  1 1 26 1 1070478.86257698 0.01
  1 1 27 1 1041369.12070559 0.01
  1 1 28 1 1076785.21655003 0.01
  1 1 29 1 1060847.5885844 0.01
  1 1 30 1 1062449.59249868 0.01
  1 1 31 1 1068863.39960587 0.01
  1 1 32 1 1058749.89445275 0.01
  1 1 33 1 1074122.64141997 0.01
  1 1 34 1 1076127.82939588 0.01
  1 1 35 1 1075160.41116999 0.01
  1 1 36 1 1059693.02012948 0.01
  1 1 37 1 1087680.14649836 0.01
  1 1 38 1 1082104.34575589 0.01
  1 1 39 1 1091752.37811642 0.01
  1 1 40 1 1064243.6681783 0.01
  1 1 41 1 454679.249023943 0.01
  1 1 42 1 485730.997161558 0.01
  1 1 43 1 558156.208553906 0.01
  1 1 44 1 630416.95898743 0.01
  1 1 45 1 706766.325611842 0.01
  1 1 46 1 762962.2973237 0.01
  1 1 47 1 809610.943360029 0.01
  1 1 48 1 864824.019210511 0.01
  1 1 49 1 891167.287873091 0.01
  1 1 50 1 891537.616401725 0.01
  1 1 51 1 901780.147061303 0.01
  1 1 52 1 923508.721492351 0.01
  1 1 53 1 937577.516881156 0.01
  1 1 54 1 946872.678006393 0.01
  1 1 55 1 941789.842632827 0.01
  1 1 56 1 924554.134410743 0.01
  1 1 57 1 941335.156000861 0.01
  1 1 58 1 938348.419432434 0.01
  1 1 59 1 926059.322040457 0.01
  1 1 60 1 929517.316004215 0.01
  1 1 61 1 912053.136448433 0.01
  1 1 62 1 914799.92479401 0.01
  1 1 63 1 929534.165608526 0.01
  1 1 64 1 902634.528720896 0.01
  1 1 65 1 918413.282947649 0.01
  1 1 66 1 1352216.23114063 0.01
  1 1 67 1 1276630.92489696 0.01
  1 1 68 1 1210534.35703329 0.01
  1 1 69 1 1201074.76448453 0.01
  1 1 70 1 1147234.80909038 0.01
  1 1 71 1 1111256.60127113 0.01
  1 1 72 1 1113352.72023882 0.01
  1 1 73 1 1078008.63911805 0.01
  1 1 74 1 1085033.74130331 0.01
  1 1 75 1 1073728.09062432 0.01
  1 1 76 1 1070132.49457459 0.01
  1 1 77 1 1092294.02928864 0.01
  1 1 78 1 1084450.72790005 0.01
  1 1 79 1 1079269.75548137 0.01
  1 1 80 1 1076191.53427342 0.01
  1 1 81 1 1068473.45879045 0.01
  1 1 1 2 0 0.01
  1 1 2 2 0 0.01
  1 1 3 2 0 0.01
  1 1 4 2 0 0.01
  1 1 5 2 0 0.01
  1 1 6 2 0 0.01
  1 1 7 2 0 0.01
  1 1 8 2 0 0.01
  1 1 9 2 0 0.01
  1 1 10 2 0 0.01
  1 1 11 2 0 0.01
  1 1 12 2 0 0.01
  1 1 13 2 0 0.01
  1 1 14 2 0 0.01
  1 1 15 2 0 0.01
  1 1 16 2 244059.184462372 0.01
  1 1 17 2 148544.510913228 0.01
  1 1 18 2 228874.771829018 0.01
  1 1 19 2 232575.191308632 0.01
  1 1 20 2 198610.585759038 0.01
  1 1 21 2 202936.788906051 0.01
  1 1 22 2 246131.937724738 0.01
  1 1 23 2 280735.263960138 0.01
  1 1 24 2 391288.659522853 0.01
  1 1 25 2 284455.665578755 0.01
  1 1 26 2 265562.207482841 0.01
  1 1 27 2 259093.17906249 0.01
  1 1 28 2 281758.80485248 0.01
  1 1 29 2 267808.372455357 0.01
  1 1 30 2 306785.258907889 0.01
  1 1 31 2 301618.79800718 0.01
  1 1 32 2 305651.654286154 0.01
  1 1 33 2 284856.171958957 0.01
  1 1 34 2 273487.151346611 0.01
  1 1 35 2 295690.162986365 0.01
  1 1 36 2 251956.14935687 0.01
  1 1 37 2 287400.214344922 0.01
  1 1 38 2 273597.052242329 0.01
  1 1 39 2 323318.338707079 0.01
  1 1 40 2 291980.714960671 0.01
  1 1 41 2 140375.27204822 0.01
  1 1 42 2 132696.752643106 0.01
  1 1 43 2 100237.256072578 0.01
  1 1 44 2 89751.618396698 0.01
  1 1 45 2 86406.3360077253 0.01
  1 1 46 2 95276.6766765495 0.01
  1 1 47 2 84021.6379009745 0.01
  1 1 48 2 79997.7007079773 0.01
  1 1 49 2 99312.9924458133 0.01
  1 1 50 2 105894.749512293 0.01
  1 1 51 2 109350.868072493 0.01
  1 1 52 2 73511.7343533517 0.01
  1 1 53 2 106946.01248473 0.01
  1 1 54 2 108968.969905007 0.01
  1 1 55 2 93072.1339289283 0.01
  1 1 56 2 111604.70974683 0.01
  1 1 57 2 96894.6985614468 0.01
  1 1 58 2 153390.927463369 0.01
  1 1 59 2 131316.999866622 0.01
  1 1 60 2 112702.154882963 0.01
  1 1 61 2 114257.627111819 0.01
  1 1 62 2 144172.166365536 0.01
  1 1 63 2 117585.877461461 0.01
  1 1 64 2 116425.991582919 0.01
  1 1 65 2 101806.487695338 0.01
  1 1 66 2 147989.977036031 0.01
  1 1 67 2 197361.605672356 0.01
  1 1 68 2 140968.587501636 0.01
  1 1 69 2 133971.793235364 0.01
  1 1 70 2 163422.415900852 0.01
  1 1 71 2 159639.838673052 0.01
  1 1 72 2 146528.086329959 0.01
  1 1 73 2 152160.704493573 0.01
  1 1 74 2 222007.406339994 0.01
  1 1 75 2 166874.662887561 0.01
  1 1 76 2 172105.838554273 0.01
  1 1 77 2 187361.886311787 0.01
  1 1 78 2 143719.308124942 0.01
  1 1 79 2 142981.954446653 0.01
  1 1 80 2 148423.97131612 0.01
  1 1 81 2 128341.004947266 0.01
  1 1 1 3 0 0.01
  1 1 2 3 0 0.01
  1 1 3 3 0 0.01
  1 1 4 3 0 0.01
  1 1 5 3 0 0.01
  1 1 6 3 0 0.01
  1 1 7 3 0 0.01
  1 1 8 3 0 0.01
  1 1 9 3 0 0.01
