year,Blue_whiting,Capelin,Green_halibut,Haddock,Long_rough_dab,Mackerel,North_atl_cod,Norwegian_ssh,Polar_cod,Redfish,Saithe
96,0.3281648142131175,0.11596501364523526,NA,0.5174194669072794,0.03312952893646148,0.07732526720995025,0.19378679670933785,1.145941441183684,NA,0.18677588185665073,0.15830703122757228
97,0.3231622764825808,-0.05849275658851916,NA,0.41477100065387695,0.03274651488425029,0.0820587339776857,0.19306440792304258,1.165596482676733,NA,0.2107097707847405,0.1593592881437651
98,0.3274020117294896,-0.028555219742894877,NA,0.3937721104135825,0.04033966145556356,0.08582651689849996,0.2097958829566018,1.0280805886167652,NA,0.23532702577043274,0.16839800135841898
99,0.31681722810397517,0.7629211676153975,NA,0.39446258765655173,0.03655427272751588,0.08692522357276289,0.20892584117503255,0.9577924106560758,NA,0.2295439368856691,0.17399404546486963
100,0.31767832590455214,0.32132782884876043,NA,0.4477875452058946,0.037059388170806784,0.08348245023782397,0.20764906724622278,0.8000786479641864,NA,0.2540611094442564,0.1790028115777922
101,0.3122298253634419,0.12090180118834581,NA,0.9253217945284327,0.03131580255972999,0.08319386235309878,0.2190093525798389,0.7811540545980495,NA,0.2646595751531855,0.1856613286714861
102,0.3121504640591688,0.3259920039062436,NA,0.9006632129899366,0.028690845256509334,0.08685219463245275,0.21370547607135748,0.5647406327262985,NA,0.27066341423354956,0.19214848997751588
103,0.30885857500208047,0.5923712008178281,NA,0.9135842472778677,0.03583364818193502,0.08865945843612977,0.20270253924547887,0.5316486402723566,NA,0.28323174761905356,0.2000788208797708
104,0.3079150391085399,0.3129216665078829,NA,0.7672243885243173,0.03149827783833814,0.09140025073000047,0.21845445537541686,0.4967814654552676,NA,0.291612783990022,0.21176842543117402
105,0.29474866706498304,0.4085042707269224,NA,0.6430268463886577,0.030414909437135762,0.09298834087547192,0.18823896247099903,0.8701490971415122,NA,0.28631052002880253,0.21271939494852177
106,0.24202916463869428,-0.1810926282098695,NA,0.4400535952230644,0.0342023258997628,0.08188280222890754,0.09763686241050173,0.8857388981235808,NA,0.25395642648338956,0.2045587254546426
107,0.21417662748449473,0.28553545249811485,NA,0.27425587852372146,0.04581372247676896,0.07638019503100324,0.05607302760794752,1.2167751753822103,NA,0.2230266184334564,0.19803945848051185
108,0.15250391343895942,0.47852280359282773,NA,0.1392650310490975,0.03365639819064903,0.06854793054913344,-3.9699534405635006e-4,0.9362378503970312,NA,0.18743916895511248,0.18409661409397415
109,0.1089440406824842,-0.18381009279199745,NA,0.06034197038520617,0.03605387389057313,0.054107944853480916,-0.012788577069954954,0.8525995833939586,NA,0.1774850542912425,0.1616250411657134
110,0.08197255845981744,0.07944976073083154,NA,-0.08958888481735627,0.0321014374008346,0.042762987127865415,-0.009762590195963483,0.6333946022845147,NA,0.13839005913091817,0.15537689105861574
111,0.057341094683433624,0.25216787918667016,NA,-0.20513779833103385,0.0357129335888704,0.03158540244080754,-0.03055131849069248,0.5568322061969226,NA,0.10637475644699457,0.13617856669117856
112,0.04602715744542252,0.1870543243811369,NA,-0.26133237289207223,0.045221761650774184,0.02279490822111896,-0.06273813916991777,0.4910485943076388,NA,0.09425929142178191,0.12360476106421103
113,0.030764179429727534,-0.2973505795517486,NA,-0.40021348661450773,0.042061944152886,0.01348713063417506,-0.05924097605422496,0.22391215807482823,NA,0.05154833617324783,0.10341079518560292
114,0.028305229158071654,0.20275190753850758,NA,-0.5131831684515067,0.04592832136490621,6.982924574465699e-4,-0.036011529670457065,-0.06840256645486775,NA,0.040644398128899084,0.09032804915337067
115,0.02657902933336942,0.60545564990103,NA,-0.6445950441975157,0.05019173653143838,-0.0037047734051895986,-0.05847931656921368,-0.07199655685115403,NA,0.02977556655365632,0.08329301823312107
116,0.028287362444867625,0.004632669848858129,NA,-0.7886611770750989,0.05264572549433311,-0.00768208456270969,-0.037689524311391054,0.12927826143885923,NA,0.0045551172091720105,0.07385530007469399
117,0.03157874815972406,0.48942551344236307,NA,-1.0351245850687594,0.06299367286904278,-0.009740951929778419,-0.0284741928991199,0.7399089572575992,NA,6.708073151902028e-4,0.06546962877598261
118,0.01644743341098831,0.3855713028103285,NA,-1.0962774885620412,0.04849719077110315,-0.018933406915010664,-0.036387540515008254,1.0688039292443872,NA,-0.01290227980866021,0.06106987166660005
119,0.011689717374530062,-0.013737916970903541,NA,-1.1655817993450768,0.05019780387570272,-0.020996301202156786,-0.01241954656936528,1.5477150643130013,NA,-0.018823893639909883,0.04782963074119806
