Species.n Year Quarter Age N west consum size
1 1976 3 1 1.12555e+07 0.003646 0.004 50
1 1976 3 2 478428 0.024257 0.033 125
1 1976 3 3 566400 0.057452 0.067 170
1 1976 3 4 573055 0.117722 0.117 216
1 1976 3 5 175531 0.224873 0.192 269
1 1976 3 6 183522 0.377241 0.341 319
1 1976 3 7 88733 0.5885 0.476 369
1 1976 3 8 136177 0.976585 0.689 434
1 1976 3 9 59339 1.81589 1.098 532
1 1976 3 10 19135 3.04437 1.616 630
1 1976 3 11 5792 5.29768 2.393 748
1 1976 4 0 -1 -1 0 -1
1 1976 4 1 5.37915e+06 0.003646 0.004 50
1 1976 4 2 3.04624e+06 0.015854 0.024 108
1 1976 4 3 353191 0.058018 0.068 171
1 1976 4 4 556522 0.121911 0.12 219
1 1976 4 5 220706 0.22414 0.192 269
1 1976 4 6 186484 0.37445 0.361 318
1 1976 4 7 86972 0.588934 0.507 369
1 1976 4 8 136466 0.976855 0.735 434
1 1976 4 9 61873 1.82211 1.176 533
1 1976 4 10 21432 3.05124 1.724 630
1 1976 4 11 6799 5.30496 2.552 748
1 1977 1 1 1.33826e+06 0.003646 0.004 50
1 1977 1 2 3.96227e+06 0.020954 0.032 119
1 1977 1 3 943274 0.053834 0.069 166
1 1977 1 4 480731 0.122077 0.13 219
1 1977 1 5 239826 0.225374 0.208 269
1 1977 1 6 208103 0.371458 0.246 317
1 1977 1 7 83512 0.588269 0.349 369
1 1977 1 8 128990 0.97713 0.505 434
1 1977 1 9 59349 1.82591 0.809 533
1 1977 1 10 21764 3.05788 1.189 631
1 1977 1 11 7250 5.31458 1.755 748
1 1977 2 1 392711 0.003646 0.004 50
1 1977 2 2 2.21446e+06 0.023388 0.03 124
1 1977 2 3 1.48879e+06 0.055812 0.06 168
1 1977 2 4 758544 0.114037 0.105 214
1 1977 2 5 224954 0.226034 0.177 269
1 1977 2 6 225197 0.3728 0.179 317
1 1977 2 7 86508 0.58691 0.254 369
1 1977 2 8 120627 0.974342 0.368 434
1 1977 2 9 54750 1.82734 0.588 533
1 1977 2 10 20871 3.06411 0.865 631
1 1977 2 11 7313 5.32746 1.28 749
1 1977 3 0 -1 -1 0 -1
1 1977 3 1 9.22829e+06 0.003646 0.004 50
1 1977 3 2 1.00916e+06 0.024439 0.034 126
1 1977 3 3 1.1998e+06 0.057404 0.067 170
1 1977 3 4 1.14123e+06 0.116619 0.115 215
1 1977 3 5 276500 0.223365 0.191 268
1 1977 3 6 231504 0.374252 0.339 318
1 1977 3 7 95413 0.586892 0.476 369
1 1977 3 8 123882 0.968325 0.686 433
1 1977 3 9 54336 1.82919 1.103 533
1 1977 3 10 21534 3.07062 1.628 632
1 1977 3 11 8013 5.34807 2.407 750
1 1977 4 0 -1 -1 0 -1
1 1977 4 1 4.40189e+06 0.003646 0.004 50
1 1977 4 2 2.74388e+06 0.016763 0.025 110
1 1977 4 3 733410 0.058217 0.068 171
1 1977 4 4 1.14655e+06 0.121418 0.119 218
1 1977 4 5 407204 0.223163 0.191 268
1 1977 4 6 271220 0.369724 0.356 316
1 1977 4 7 102231 0.587401 0.507 369
1 1977 4 8 133812 0.964446 0.728 432
1 1977 4 9 56123 1.83045 1.181 534
1 1977 4 10 23053 3.07692 1.736 632
1 1977 4 11 9146 5.37509 2.576 751
1 1978 1 1 1.10013e+06 0.003646 0.004 50
1 1978 1 2 3.3386e+06 0.021114 0.032 119
1 1978 1 3 1.00734e+06 0.055053 0.071 168
1 1978 1 4 932175 0.123772 0.131 220
1 1978 1 5 475866 0.22491 0.208 269
1 1978 1 6 356639 0.367425 0.245 316
1 1978 1 7 112244 0.586197 0.349 369
1 1978 1 8 140102 0.962947 0.5 432
1 1978 1 9 55747 1.82807 0.809 533
1 1978 1 10 23135 3.08187 1.194 632
1 1978 1 11 9725 5.40475 1.776 752
1 1978 2 1 324767 0.003646 0.004 50
1 1978 2 2 1.85399e+06 0.023454 0.03 124
1 1978 2 3 1.33504e+06 0.056139 0.061 169
1 1978 2 4 980444 0.119113 0.108 217
1 1978 2 5 446792 0.22632 0.177 269
1 1978 2 6 426779 0.370499 0.179 317
1 1978 2 7 137461 0.5848 0.254 369
1 1978 2 8 149108 0.957204 0.362 431
1 1978 2 9 55012 1.82318 0.588 533
1 1978 2 10 22433 3.08509 0.871 633
1 1978 2 11 9913 5.43623 1.296 753
1 1978 3 0 -1 -1 0 -1
1 1978 3 1 5.49713e+06 0.003646 0.004 50
1 1978 3 2 843730 0.024511 0.034 126
1 1978 3 3 1.0396e+06 0.057537 0.067 170
1 1978 3 4 1.15321e+06 0.119164 0.118 217
1 1978 3 5 433274 0.225595 0.192 269
1 1978 3 6 444683 0.37432 0.339 318
1 1978 3 7 169528 0.585395 0.476 369
1 1978 3 8 173624 0.947988 0.675 430
1 1978 3 9 57566 1.81919 1.098 532
1 1978 3 10 22906 3.08682 1.634 633
1 1978 3 11 10585 5.47105 2.437 754
1 1978 4 0 -1 -1 0 -1
1 1978 4 1 2.61921e+06 0.003646 0.004 50
1 1978 4 2 1.73301e+06 0.017289 0.025 111
1 1978 4 3 627016 0.058334 0.068 171
1 1978 4 4 1.06542e+06 0.122621 0.12 219
1 1978 4 5 478667 0.225001 0.192 269
1 1978 4 6 449912 0.374575 0.361 318
1 1978 4 7 189240 0.586819 0.507 369
1 1978 4 8 207930 0.944806 0.72 430
1 1978 4 9 62385 1.814 1.171 532
1 1978 4 10 23971 3.08685 1.743 633
1 1978 4 11 11477 5.50752 2.615 756
1 1979 1 1 656677 0.003646 0.004 50
1 1979 1 2 2.02561e+06 0.021219 0.032 119
1 1979 1 3 699425 0.055647 0.071 168
1 1979 1 4 823092 0.124865 0.131 220
1 1979 1 5 482845 0.22592 0.208 269
1 1979 1 6 470075 0.373479 0.246 317
1 1979 1 7 194594 0.587422 0.349 369
1 1979 1 8 233612 0.948709 0.495 430
1 1979 1 9 66528 1.80448 0.802 531
1 1979 1 10 23788 3.08432 1.198 633
1 1979 1 11 11587 5.54196 1.803 757
1 1979 2 1 194657 0.003646 0.004 50
1 1979 2 2 1.12031e+06 0.023498 0.03 124
1 1979 2 3 843769 0.056346 0.061 169
1 1979 2 4 752755 0.121382 0.109 218
1 1979 2 5 419937 0.227013 0.179 270
1 1979 2 6 475930 0.37484 0.181 318
1 1979 2 7 200226 0.587266 0.254 369
1 1979 2 8 249226 0.954161 0.362 431
1 1979 2 9 71760 1.79507 0.581 530
1 1979 2 10 23230 3.07873 0.868 632
1 1979 2 11 11273 5.57216 1.315 758
1 1979 3 0 -1 -1 0 -1
1 1979 3 1 9.04538e+06 0.003646 0.004 50
1 1979 3 2 516596 0.024386 0.034 126
1 1979 3 3 642967 0.057627 0.067 170
1 1979 3 4 786395 0.120662 0.119 218
1 1979 3 5 367429 0.226652 0.194 270
1 1979 3 6 447696 0.377485 0.341 319
1 1979 3 7 208314 0.587635 0.476 369
1 1979 3 8 267348 0.957644 0.682 432
1 1979 3 9 80987 1.79224 1.088 530
1 1979 3 10 24291 3.07069 1.628 632
1 1979 3 11 11542 5.59903 2.474 759
1 1979 4 0 -1 -1 0 -1
1 1979 4 1 4.32144e+06 0.003646 0.004 50
1 1979 4 2 2.50229e+06 0.016075 0.024 109
1 1979 4 3 392288 0.058216 0.068 171
1 1979 4 4 691759 0.123419 0.12 219
1 1979 4 5 358399 0.226026 0.192 269
1 1979 4 6 411180 0.378127 0.364 319
1 1979 4 7 207434 0.588592 0.507 369
1 1979 4 8 286722 0.961303 0.728 432
1 1979 4 9 92584 1.79471 1.161 530
1 1979 4 10 26893 3.0619 1.73 631
1 1979 4 11 12311 5.62071 2.647 760
1 1980 1 1 1.0763e+06 0.003646 0.004 50
1 1980 1 2 3.20492e+06 0.020992 0.032 119
1 1980 1 3 814744 0.054216 0.07 167
1 1980 1 4 551301 0.123869 0.131 220
1 1980 1 5 333252 0.226577 0.21 270
1 1980 1 6 382763 0.377216 0.25 319
1 1980 1 7 192745 0.589156 0.349 369
1 1980 1 8 288539 0.96657 0.503 433
1 1980 1 9 99680 1.79795 0.802 531
1 1980 1 10 28698 3.05377 1.185 630
1 1980 1 11 12430 5.63187 1.82 760
1 1980 2 1 316292 0.003646 0.004 50
1 1980 2 2 1.78864e+06 0.023404 0.03 124
1 1980 2 3 1.22411e+06 0.055901 0.061 169
1 1980 2 4 710864 0.11629 0.106 215
1 1980 2 5 282113 0.227048 0.179 270
1 1980 2 6 350080 0.377675 0.182 319
1 1980 2 7 175342 0.589069 0.254 369
1 1980 2 8 272812 0.971756 0.368 434
1 1980 2 9 101222 1.80098 0.583 531
1 1980 2 10 29249 3.04785 0.862 630
1 1980 2 11 11874 5.62807 1.323 760
1 1980 3 0 -1 -1 0 -1
1 1980 3 1 9.18054e+06 0.003646 0.004 50
1 1980 3 2 817187 0.02442 0.034 126
1 1980 3 3 977518 0.057439 0.067 170
1 1980 3 4 975367 0.117504 0.117 216
1 1980 3 5 290636 0.224837 0.192 269
1 1980 3 6 314402 0.378492 0.341 319
1 1980 3 7 163520 0.58918 0.476 369
1 1980 3 8 260334 0.975432 0.689 434
1 1980 3 9 104426 1.80598 1.093 531
1 1980 3 10 31100 3.04582 1.616 630
1 1980 3 11 12008 5.61448 2.474 759
1 1980 4 0 -1 -1 0 -1
1 1980 4 1 4.38172e+06 0.003646 0.004 50
1 1980 4 2 2.65532e+06 0.016505 0.025 110
1 1980 4 3 597953 0.058204 0.068 171
1 1980 4 4 953718 0.121801 0.119 218
1 1980 4 5 371102 0.224017 0.192 269
1 1980 4 6 311944 0.374883 0.361 318
1 1980 4 7 152223 0.589526 0.507 369
1 1980 4 8 252081 0.978512 0.739 435
1 1980 4 9 109049 1.81276 1.171 532
1 1980 4 10 34328 3.04714 1.724 630
1 1980 4 11 12884 5.5958 2.639 759
1 1981 1 1 1.09356e+06 0.003646 0.004 50
1 1981 1 2 3.29408e+06 0.021067 0.032 119
1 1981 1 3 932124 0.054754 0.07 167
1 1981 1 4 774130 0.123676 0.131 220
1 1981 1 5 407547 0.225295 0.208 269
1 1981 1 6 348473 0.371293 0.246 317
1 1981 1 7 141482 0.588636 0.349 369
1 1981 1 8 230676 0.980626 0.508 435
1 1981 1 9 105331 1.81865 0.805 532
1 1981 1 10 35119 3.05001 1.185 630
1 1981 1 11 12955 5.57152 1.809 758
1 1981 2 1 322211 0.003646 0.004 50
1 1981 2 2 1.8325e+06 0.023434 0.03 124
1 1981 2 3 1.29324e+06 0.056046 0.061 169
1 1981 2 4 869316 0.118087 0.107 216
1 1981 2 5 373005 0.226431 0.179 270
1 1981 2 6 378780 0.372539 0.179 317
1 1981 2 7 144156 0.586952 0.254 369
1 1981 2 8 207663 0.977979 0.368 434
1 1981 2 9 96167 1.823 0.588 533
1 1981 2 10 33771 3.0541 0.865 631
1 1981 2 11 12395 5.54404 1.311 757
1 1981 3 0 -1 -1 0 -1
1 1981 3 1 6.08493e+06 0.003646 0.004 50
1 1981 3 2 834125 0.024489 0.034 126
1 1981 3 3 1.01679e+06 0.057498 0.067 170
1 1981 3 4 1.08118e+06 0.118512 0.117 216
1 1981 3 5 371222 0.225266 0.192 269
1 1981 3 6 379532 0.375237 0.339 318
1 1981 3 7 158461 0.586785 0.476 369
1 1981 3 8 206871 0.970333 0.686 433
1 1981 3 9 93008 1.82739 1.103 533
1 1981 3 10 34611 3.06014 1.622 631
1 1981 3 11 12957 5.52445 2.452 756
1 1981 4 0 -1 -1 0 -1
1 1981 4 1 2.90048e+06 0.003646 0.004 50
1 1981 4 2 1.87776e+06 0.017101 0.025 111
1 1981 4 3 615710 0.0583 0.068 171
1 1981 4 4 1.02165e+06 0.122292 0.12 219
1 1981 4 5 433548 0.224611 0.192 269
1 1981 4 6 386913 0.374319 0.361 318
1 1981 4 7 167996 0.587638 0.507 369
1 1981 4 8 221278 0.964908 0.731 433
1 1981 4 9 94411 1.8304 1.181 534
1 1981 4 10 37162 3.06737 1.73 631
1 1981 4 11 14473 5.51498 2.615 756
1 1982 1 1 726306 0.003646 0.004 50
1 1982 1 2 2.22677e+06 0.02118 0.032 119
1 1982 1 3 732740 0.055444 0.071 168
1 1982 1 4 799019 0.124543 0.131 220
1 1982 1 5 451029 0.22566 0.208 269
1 1982 1 6 415156 0.372446 0.246 317
1 1982 1 7 167666 0.587657 0.349 369
1 1982 1 8 224634 0.963516 0.5 432
1 1982 1 9 89762 1.82814 0.809 533
1 1982 1 10 36125 3.07372 1.194 632
1 1982 1 11 14674 5.51116 1.792 755
1 1982 2 1 214948 0.003646 0.004 50
1 1982 2 2 1.23329e+06 0.023481 0.03 124
1 1982 2 3 913414 0.05627 0.061 169
1 1982 2 4 761557 0.12064 0.109 218
1 1982 2 5 399213 0.226813 0.179 270
1 1982 2 6 432731 0.373831 0.181 318
1 1982 2 7 173409 0.586995 0.254 369
1 1982 2 8 224322 0.963086 0.364 432
1 1982 2 9 85104 1.82201 0.588 533
1 1982 2 10 33678 3.0783 0.868 632
1 1982 2 11 14250 5.51281 1.308 756
1 1982 3 0 -1 -1 0 -1
1 1982 3 1 3.78138e+06 0.003646 0.004 50
1 1982 3 2 561713 0.024523 0.034 126
1 1982 3 3 701557 0.057593 0.067 170
1 1982 3 4 827953 0.12013 0.118 217
1 1982 3 5 359870 0.226326 0.192 269
1 1982 3 6 417409 0.376657 0.339 318
1 1982 3 7 185731 0.587234 0.476 369
1 1982 3 8 236820 0.961626 0.682 432
1 1982 3 9 87762 1.81819 1.098 532
1 1982 3 10 33972 3.08117 1.628 632
1 1982 3 11 14991 5.52472 2.452 756
1 1982 4 0 -1 -1 0 -1
1 1982 4 1 1.80206e+06 0.003646 0.004 50
1 1982 4 2 1.18504e+06 0.017239 0.025 111
1 1982 4 3 421669 0.058363 0.068 171
1 1982 4 4 740767 0.123122 0.12 219
1 1982 4 5 364766 0.225676 0.192 269
1 1982 4 6 392802 0.377085 0.361 318
1 1982 4 7 188909 0.588191 0.507 369
1 1982 4 8 253666 0.961618 0.728 432
1 1982 4 9 92889 1.8165 1.171 532
1 1982 4 10 35278 3.08178 1.736 632
1 1982 4 11 16105 5.54315 2.623 757
1 1983 1 1 451673 0.003646 0.004 50
1 1983 1 2 1.39096e+06 0.021209 0.032 119
1 1983 1 3 475726 0.055617 0.071 168
1 1983 1 4 564002 0.125132 0.131 220
1 1983 1 5 348227 0.226335 0.208 269
1 1983 1 6 377495 0.375982 0.248 318
1 1983 1 7 179140 0.588688 0.349 369
1 1983 1 8 256799 0.964647 0.503 433
1 1983 1 9 94109 1.81394 0.805 532
1 1983 1 10 34720 3.08004 1.194 632
1 1983 1 11 16124 5.56341 1.809 758
1 1983 2 1 133820 0.003646 0.004 50
1 1983 2 2 769492 0.023493 0.03 124
1 1983 2 3 577359 0.05633 0.061 169
1 1983 2 4 512350 0.12142 0.109 218
1 1983 2 5 292737 0.227246 0.179 270
1 1983 2 6 355147 0.376632 0.181 318
1 1983 2 7 167418 0.588488 0.254 369
1 1983 2 8 245584 0.968322 0.366 433
1 1983 2 9 91678 1.81075 0.586 532
1 1983 2 10 32472 3.07647 0.868 632
1 1983 2 11 15065 5.58057 1.315 758
1 1983 3 0 -1 -1 0 -1
1 1983 3 1 3.22765e+06 0.003646 0.004 50
1 1983 3 2 351494 0.024497 0.034 126
1 1983 3 3 440640 0.05762 0.067 170
1 1983 3 4 536350 0.120621 0.119 218
1 1983 3 5 252035 0.22677 0.194 270
1 1983 3 6 320367 0.378662 0.341 319
1 1983 3 7 161714 0.588636 0.476 369
1 1983 3 8 240957 0.970906 0.686 433
1 1983 3 9 93929 1.81091 1.098 532
1 1983 3 10 32583 3.07314 1.628 632
1 1983 3 11 15030 5.59702 2.474 759
1 1983 4 0 -1 -1 0 -1
1 1983 4 1 1.53986e+06 0.003646 0.004 50
1 1983 4 2 960199 0.016771 0.025 110
1 1983 4 3 265543 0.058341 0.068 171
1 1983 4 4 473026 0.123391 0.12 219
1 1983 4 5 245133 0.226067 0.192 269
1 1983 4 6 288324 0.37893 0.364 319
1 1983 4 7 154256 0.589352 0.507 369
1 1983 4 8 242558 0.97371 0.735 434
1 1983 4 9 100028 1.8145 1.171 532
1 1983 4 10 35065 3.07105 1.736 632
1 1983 4 11 16109 5.61275 2.639 759
1 1984 1 1 384870 0.003646 0.004 50
1 1984 1 2 1.16816e+06 0.021117 0.032 119
1 1984 1 3 355907 0.055121 0.071 168
1 1984 1 4 359634 0.124917 0.131 220
1 1984 1 5 224767 0.226541 0.21 270
1 1984 1 6 258336 0.377446 0.25 319
1 1984 1 7 133837 0.58962 0.351 370
1 1984 1 8 219731 0.97631 0.505 434
1 1984 1 9 93776 1.81686 0.805 532
1 1984 1 10 33061 3.06825 1.189 631
1 1984 1 11 14895 5.6211 1.82 760
1 1984 2 1 113612 0.003646 0.004 50
1 1984 2 2 648563 0.023455 0.03 124
1 1984 2 3 468147 0.056155 0.061 169
1 1984 2 4 357112 0.11985 0.108 217
1 1984 2 5 185956 0.22726 0.179 270
1 1984 2 6 231755 0.377515 0.182 319
1 1984 2 7 116191 0.589227 0.254 369
1 1984 2 8 190889 0.978511 0.37 435
1 1984 2 9 83757 1.81806 0.586 532
1 1984 2 10 29613 3.06597 0.865 631
1 1984 2 11 12990 5.61962 1.323 760
1 1984 3 0 -1 -1 0 -1
1 1984 3 1 3.37571e+06 0.003646 0.004 50
1 1984 3 2 296717 0.024446 0.034 126
1 1984 3 3 364097 0.057544 0.067 170
1 1984 3 4 409862 0.119473 0.118 217
1 1984 3 5 167115 0.226286 0.192 269
1 1984 3 6 206839 0.379046 0.341 319
1 1984 3 7 108695 0.589223 0.476 369
1 1984 3 8 179031 0.980389 0.693 435
1 1984 3 9 82584 1.82174 1.103 533
1 1984 3 10 30091 3.067 1.622 631
1 1984 3 11 13118 5.61902 2.474 759
1 1984 4 0 -1 -1 0 -1
1 1984 4 1 1.61133e+06 0.003646 0.004 50
1 1984 4 2 975314 0.016496 0.025 110
1 1984 4 3 221224 0.058262 0.068 171
1 1984 4 4 375870 0.122763 0.12 219
1 1984 4 5 175820 0.225411 0.192 269
1 1984 4 6 189068 0.378167 0.364 319
1 1984 4 7 101138 0.589717 0.511 370
1 1984 4 8 172188 0.982032 0.739 435
1 1984 4 9 83475 1.82685 1.176 533
1 1984 4 10 31858 3.06989 1.736 632
1 1984 4 11 13998 5.61911 2.639 759
1 1985 1 1 402124 0.003646 0.004 50
1 1985 1 2 1.21094e+06 0.021065 0.032 119
1 1985 1 3 342918 0.054767 0.07 167
1 1985 1 4 295031 0.124215 0.131 220
1 1985 1 5 171158 0.226078 0.208 269
1 1985 1 6 178480 0.37569 0.248 318
1 1985 1 7 87476 0.589571 0.351 370
1 1985 1 8 150378 0.982892 0.508 435
1 1985 1 9 74396 1.82995 0.812 534
1 1985 1 10 29381 3.07239 1.194 632
1 1985 1 11 12974 5.61599 1.814 759
1 1985 2 1 118471 0.003646 0.004 50
1 1985 2 2 673652 0.023433 0.03 124
1 1985 2 3 475385 0.056047 0.061 169
1 1985 2 4 323250 0.118362 0.107 216
1 1985 2 5 147198 0.226875 0.179 270
1 1985 2 6 169300 0.375772 0.181 318
1 1985 2 7 78005 0.588659 0.254 369
1 1985 2 8 127317 0.982189 0.37 435
1 1985 2 9 62956 1.83102 0.591 534
1 1985 2 10 25391 3.07479 0.868 632
1 1985 2 11 11274 5.60887 1.319 759
1 1985 3 0 -1 -1 0 -1
1 1985 3 1 5.06068e+06 0.003646 0.004 50
1 1985 3 2 309692 0.024367 0.034 126
1 1985 3 3 373765 0.057498 0.067 170
1 1985 3 4 398903 0.118604 0.118 217
1 1985 3 5 141354 0.225569 0.192 269
1 1985 3 6 157556 0.377436 0.341 319
1 1985 3 7 76111 0.588451 0.476 369
1 1985 3 8 118885 0.980188 0.693 435
1 1985 3 9 59165 1.83347 1.107 534
1 1985 3 10 24677 3.07888 1.628 632
1 1985 3 11 11219 5.60924 2.474 759
1 1985 4 0 -1 -1 0 -1
1 1985 4 1 2.41733e+06 0.003646 0.004 50
1 1985 4 2 1.40765e+06 0.016128 0.024 109
1 1985 4 3 229527 0.058157 0.068 171
1 1985 4 4 375949 0.122325 0.12 219
1 1985 4 5 161535 0.224757 0.192 269
1 1985 4 6 152405 0.375916 0.361 318
1 1985 4 7 73776 0.588929 0.507 369
1 1985 4 8 116234 0.978456 0.735 434
1 1985 4 9 57862 1.83646 1.181 534
1 1985 4 10 25105 3.08364 1.736 632
1 1985 4 11 11812 5.61588 2.639 759
1 1986 1 1 602140 0.003646 0.004 50
1 1986 1 2 1.79522e+06 0.021 0.032 119
1 1986 1 3 460596 0.054255 0.07 167
1 1986 1 4 306502 0.123248 0.13 219
1 1986 1 5 164901 0.225676 0.208 269
1 1986 1 6 154376 0.373134 0.246 317
1 1986 1 7 66362 0.588526 0.349 369
1 1986 1 8 102477 0.976289 0.505 434
1 1986 1 9 48963 1.83565 0.812 534
1 1986 1 10 21489 3.08668 1.198 633
1 1986 1 11 10371 5.62346 1.82 760
1 1986 2 1 176965 0.003646 0.004 50
1 1986 2 2 1.00127e+06 0.023406 0.03 124
1 1986 2 3 686647 0.055909 0.061 169
1 1986 2 4 397796 0.116098 0.106 215
1 1986 2 5 147024 0.226441 0.179 270
1 1986 2 6 155554 0.373813 0.181 318
1 1986 2 7 63210 0.587347 0.254 369
1 1986 2 8 89223 0.972672 0.368 434
1 1986 2 9 40017 1.83143 0.591 534
1 1986 2 10 17255 3.08812 0.871 633
1 1986 2 11 8480 5.6288 1.323 760
1 1986 3 0 -1 -1 0 -1
1 1986 3 1 3.10606e+06 0.003646 0.004 50
1 1986 3 2 455223 0.02448 0.034 126
1 1986 3 3 547635 0.057442 0.067 170
1 1986 3 4 546383 0.117466 0.117 216
1 1986 3 5 157996 0.224466 0.192 269
1 1986 3 6 152243 0.375585 0.339 318
1 1986 3 7 66250 0.587299 0.476 369
1 1986 3 8 88466 0.968264 0.686 433
1 1986 3 9 38069 1.82957 1.103 533
1 1986 3 10 16313 3.09017 1.634 633
1 1986 3 11 8247 5.6426 2.481 760
1 1986 4 0 -1 -1 0 -1
1 1986 4 1 1.48007e+06 0.003646 0.004 50
1 1986 4 2 969894 0.017204 0.025 111
1 1986 4 3 332513 0.058275 0.068 171
1 1986 4 4 534119 0.121788 0.119 218
1 1986 4 5 205727 0.22387 0.191 268
1 1986 4 6 161263 0.372706 0.359 317
1 1986 4 7 68048 0.58791 0.507 369
